index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-186.9405633,1 72,1 65,1 71,1 1,,,,7.51995832774975,-1405.7852457820643,0,,,-186.9405633,
2.0,-1247.837598,1 72,1 65,1 71,1 7,,,,7.51923515372265,-9382.784333018433,0,,,-1247.837598,
3.0,-1801.608698,1 72,1 65,1 71,1 8,,,,7.518471738930912,-13545.344080525116,0,,,-1801.608698,
4.0,-163.7363387,1 72,1 65,1 71,1 9,,,,7.51766504007633,-1230.914949235087,0,,,-163.7363387,
5.0,-195.1447025,1 72,1 65,1 71,1 10,,,,7.51681172049155,-1466.8659869438366,0,,,-195.1447025,
6.0,-247.803039,1 72,1 65,1 71,1 11,,,,7.515908115520665,-1862.4648718707838,0,,,-247.803039,
7.0,-857.1832005,1 72,1 65,1 71,1 15,,,,7.514950193035715,-6441.689058064447,0,,,-857.1832005,
8.0,-1031.018852,1 72,1 65,1 71,1 16,,,,7.513933508291611,-7747.007099723149,0,,,-1031.018852,
9.0,-122.3734852,1 72,1 65,1 71,1 17,,,,7.512853152171809,-919.3740240270703,0,,,-122.3734852,
10.0,-155.3161181,1 72,1 65,1 71,1 18,,,,7.511703691694722,-1166.6886577114635,0,,,-155.3161181,
11.0,-199.7371701,1 72,1 65,1 71,1 19,,,,7.510479101428526,-1500.1218418145245,0,,,-199.7371701,
12.0,-353.4030079,1 72,1 65,1 71,1 21,,,,7.509172684190236,-2653.764213433346,0,,,-353.4030079,
13.0,-620.994363,1 72,1 65,1 71,1 23,,,,7.507776979070689,-4662.287182664067,0,,,-620.994363,
14.0,-727.787919,1 72,1 65,1 71,1 24,,,,7.506283654414926,-5462.982560270354,0,,,-727.787919,
15.0,-65.52651541,1 72,1 65,1 71,1 25,,,,7.504683382876283,-491.7557513352137,0,,,-65.52651541,
16.0,-99.38611545,1 72,1 65,1 71,1 26,,,,7.502965695025903,-745.690614783234,0,,,-99.38611545,
