        4096
    1      1   1      1   3      1   2      1   4    0.1283420778E+04     1208.62179
    2      1   1      1   3      1   6      1   8   -0.9905597651E+02      821.22603
    3      1   1      1   3      1   8      1  10   -0.6648788492E+03     7132.40823
    4      1   1      1   3      1  10      1  12    0.8088021810E+03     1539.11044
    5      1   1      1   3      1  12      1  14   -0.1063916845E+03      312.30545
    6      1   1      1   3      1  14      1  16   -0.5993889085E+02      619.58171
    7      1   1      1   3      1  16      1  18   -0.5571585939E+03     6324.63524
    8      1   1      1   3      1  20      1  22    0.5400173342E+02     -581.07225
    9      1   1      1   3      1   5      1   7   -0.2035727580E+03      769.52576
   10      1   1      1   3      1   9      1  11    0.1312939419E+04     1024.95202
   11      1   1      1   3      1  11      1  13    0.1146944837E+03     -339.10605
   12      1   1      1   3      1  13      1  15   -0.9680290310E+02      540.86274
   13      1   1      1   3      1  17      1  19    0.6152749814E+03     1633.66600
   14      1   1      1   3      1  19      1  21    0.2253995101E+03 -2698114.77009
   15      1   1      1   3      1  21      1  23   -0.7028681907E+01       81.79342
   16      1   1      1   3      1  22      1  24   -0.1710908778E+02      280.08756
   17      1   1      1   3      1  24      1  26   -0.4446669561E+03     5732.55285
   18      1   1      1   3      1  26      1  28    0.2947396976E+03     2603.33276
   19      1   1      1   3      1  28      1  30    0.9698454204E+02    -6135.60083
   20      1   1      1   3      1  30      1  32    0.1276265909E+02     -393.67483
   21      1   1      1   3      1  32      1  34   -0.3430947388E+03     5279.18035
   22      1   1      1   3      1  34      1  36    0.1833340153E+03     2957.29588
   23      1   1      1   3      1  36      1  38    0.9415301563E+02    16058.37363
   24      1   1      1   3      1  38      1  40    0.2712092034E+02    -1839.28700
   25      1   1      1   3      1  40      1  42   -0.2603561093E+03     4902.05457
   26      1   1      1   3      1  25      1  27    0.3197934143E+03     2097.14401
   27      1   1      1   3      1  27      1  29    0.1933836665E+03     5247.54594
   28      1   1      1   3      1  29      1  31    0.3920898638E+02    -1179.80467
   29      1   1      1   3      1  31      1  33   -0.4211770479E+03     3583.25949
   30      1   1      1   3      1  33      1  35    0.1785308355E+03     2369.26193
   31      1   1      1   3      1  35      1  37    0.1445310201E+03     4438.49593
