2260
1	1 1	1 3	1 2	1 4	480.4116326226007
2	1 1	1 3	1 4	1 6	-187.4675669861042
3	1 1	1 3	1 6	1 8	-30.279528123417414
4	1 1	1 3	1 8	1 10	-198.18498185193658
5	1 1	1 3	1 10	1 12	240.21774451589383
6	1 1	1 3	1 12	1 14	-32.764417020941586
7	1 1	1 3	1 14	1 16	-14.088485046800496
8	1 1	1 3	1 16	1 18	-162.14553312412556
9	1 1	1 3	1 18	1 20	143.6489055613418
10	1 1	1 3	1 20	1 22	17.67280615297538
11	1 1	1 3	1 5	1 7	-63.330609329720545
12	1 1	1 3	1 9	1 11	456.68263362695103
13	1 1	1 3	1 11	1 13	18.75238883821953
14	1 1	1 3	1 13	1 15	-20.77217792231003
15	1 1	1 3	1 15	1 17	-276.41134317201397
16	1 1	1 3	1 17	1 19	202.89465699337836
17	1 1	1 3	1 19	1 21	66.03485577250532
18	1 1	1 3	1 21	1 23	-2.7075300850412933
19	1 1	1 3	1 23	1 25	-186.08523448265737
20	1 1	1 3	1 22	1 24	-6.732138405609133
21	1 1	1 3	1 24	1 26	-125.10293395161261
22	1 1	1 3	1 26	1 28	85.6022479792828
23	1 1	1 3	1 28	1 30	29.674137934717365
24	1 1	1 3	1 30	1 32	1.2684982854146378
25	1 1	1 3	1 32	1 34	-94.72475781386161
26	1 1	1 3	1 34	1 36	52.44526346777879
27	1 1	1 3	1 36	1 38	25.74906695711502
28	1 1	1 3	1 38	1 40	10.257500649020317
29	1 1	1 3	1 40	1 42	-74.38332174848296
30	1 1	1 3	1 25	1 27	111.17122886639788
31	1 1	1 3	1 27	1 29	54.95551438893743
32	1 1	1 3	1 29	1 31	11.194155515562276
33	1 1	1 3	1 31	1 33	-130.10664894538468
34	1 1	1 3	1 33	1 35	63.346275751819505
35	1 1	1 3	1 35	1 37	39.5391009494284
36	1 1	1 3	1 37	1 39	16.55852425853687
37	1 1	1 3	1 39	1 41	-87.26735631896226
38	1 1	1 3	1 41	1 43	34.50289497804489
39	1 1	1 3	1 43	1 45	27.832986067440775
40	1 1	1 3	1 42	1 44	33.494127422272925
41	1 1	1 3	1 44	1 46	21.124575517696325
42	1 1	1 3	1 46	1 48	10.3359965552457
43	1 1	1 3	1 48	1 50	-55.724082631101204
44	1 1	1 3	1 50	1 52	22.268626534910542
45	1 1	1 3	1 52	1 54	16.433783002676947
46	1 1	1 3	1 54	1 56	9.463623944856613
47	1 1	1 3	1 56	1 58	-42.04892913541255
48	1 1	1 3	1 58	1 60	15.625955177879288
49	1 1	1 3	1 60	1 62	13.053488440489351
50	1 1	1 3	1 45	1 47	14.968448690683152
51	1 1	1 3	1 47	1 49	-59.79281799259397
