      0.22239287E+00     -0.20109023E-01      0.36172145E-01         0.27878E+02    0.14453E+01
      0.19703652E+00     -0.18317442E-01      0.41925792E+00         0.22592E+02    0.13540E+01
      0.71746798E-01     -0.11458855E-01      0.30209690E+00         0.24597E+02    0.13909E+01
      0.27714707E+00     -0.12759922E-01      0.13285932E+00         0.27346E+02    0.14369E+01
      0.43112086E+00     -0.16107348E-01      0.16156447E+00         0.47527E+02    0.16769E+01
      0.36995210E+00     -0.99435475E-02      0.41283847E+00         0.28681E+02    0.14576E+01
      0.27058814E+00     -0.12020540E-01      0.65065315E-01         0.30379E+02    0.14826E+01
      0.33088468E-01     -0.18561873E-01      0.15700483E+00         0.33470E+02    0.15247E+01
      0.27031113E+00     -0.11579402E-01      0.30620469E+00         0.20214E+02    0.13057E+01
      0.27195766E+00     -0.12735455E-01      0.24756871E+00         0.20487E+02    0.13115E+01
      0.46886375E-02     -0.21256840E-01      0.96897317E-01         0.29498E+02    0.14698E+01
      0.20515087E+00     -0.76612175E-02      0.19970915E+00         0.22902E+02    0.13599E+01
      0.46277276E+00     -0.19994330E-01      0.40576373E+00         0.32751E+02    0.15152E+01
      0.41233790E+00     -0.19285767E-01      0.25728607E+00         0.28223E+02    0.14506E+01
      0.28611632E+00     -0.96977975E-02      0.36015360E+00         0.19199E+02    0.12833E+01
      0.34592941E+00     -0.11272625E-01      0.40401107E+00         0.25903E+02    0.14133E+01
      0.13998388E-01     -0.10020672E-01      0.15239733E+00         0.34325E+02    0.15356E+01
      0.23080947E+00     -0.83748225E-02      0.61645177E-01         0.29619E+02    0.14716E+01
      0.24263136E+00     -0.75939450E-02      0.22490671E+00         0.21233E+02    0.13270E+01
      0.54438102E-01     -0.12696675E-01      0.25897101E+00         0.29465E+02    0.14693E+01
      0.28097717E+00     -0.14777885E-01      0.67255530E-01         0.30486E+02    0.14841E+01
      0.42094002E+00     -0.13714728E-01      0.26913570E+00         0.27437E+02    0.14383E+01
      0.33285993E+00     -0.16346880E-01      0.33758530E-01         0.26593E+02    0.14248E+01
      0.12300360E+00     -0.91789775E-02      0.66929910E-01         0.25473E+02    0.14061E+01
