56
1	1 72	1 65	1 71	1 1
2	1 72	1 65	1 71	1 7
3	1 72	1 65	1 71	1 8
4	1 72	1 65	1 71	1 9
5	1 72	1 65	1 71	1 11
6	1 72	1 65	1 71	1 15
7	1 72	1 65	1 71	1 16
8	1 72	1 65	1 71	1 17
9	1 72	1 65	1 71	1 18
10	1 72	1 65	1 71	1 23
11	1 72	1 65	1 71	1 24
12	1 72	1 65	1 71	1 25
13	1 72	1 65	1 71	1 26
14	1 72	1 65	1 71	1 27
15	1 72	1 65	1 71	1 28
16	1 72	1 65	1 71	1 29
17	1 72	1 65	1 71	1 30
18	1 72	1 65	1 71	1 31
19	1 72	1 65	1 71	1 32
20	1 72	1 65	1 71	1 33
21	1 72	1 65	1 71	1 34
22	1 72	1 65	1 71	1 35
23	1 72	1 65	1 71	1 36
24	1 72	1 65	1 71	1 37
25	1 72	1 65	1 71	1 38
26	1 72	1 65	1 71	1 39
27	1 72	1 65	1 71	1 40
28	1 72	1 65	1 71	1 41
29	1 72	1 65	1 71	1 42
30	1 72	1 65	1 71	1 43
31	1 72	1 65	1 71	1 44
32	1 72	1 65	1 71	1 45
33	1 72	1 65	1 71	1 46
34	1 72	1 65	1 71	1 47
35	1 72	1 65	1 71	1 48
36	1 72	1 65	1 71	1 49
37	1 72	1 65	1 71	1 50
38	1 72	1 65	1 71	1 51
39	1 72	1 65	1 71	1 52
40	1 72	1 65	1 71	1 53
41	1 72	1 65	1 71	1 54
42	1 72	1 65	1 71	1 55
43	1 72	1 65	1 71	1 56
44	1 72	1 65	1 71	1 57
45	1 72	1 65	1 71	1 58
46	1 72	1 65	1 71	1 59
47	1 72	1 65	1 71	1 60
48	1 72	1 65	1 71	1 61
49	1 72	1 65	1 71	1 62
50	1 72	1 65	1 71	1 63
51	1 72	1 65	1 71	1 64
52	1 72	1 65	1 71	1 66
53	1 72	1 65	1 71	1 67
54	1 72	1 65	1 71	1 68
55	1 72	1 65	1 71	1 69
56	1 72	1 65	1 71	1 70
