,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,1.00,3.00,2.00,4.00,4333.18,0.66,0.00,76.01,1764.924,3.839
,Mixed / non conventional,1.00,3.00,4.00,6.00,2077.01,0.65,0.00,-82.70,-676.781,3.839
,Mixed / non conventional,1.00,3.00,6.00,8.00,2311.04,0.67,0.00,-35.47,-107.577,3.839
,Mixed / non conventional,1.00,3.00,8.00,10.00,47293.64,0.67,0.00,-253.90,-733.825,3.839
,Mixed / non conventional,1.00,3.00,10.00,12.00,-124790.77,0.67,0.00,-39.93,880.136,3.839
,Mixed / non conventional,1.00,3.00,12.00,14.00,29279.04,0.67,0.00,2.76,-111.193,3.839
,Mixed / non conventional,1.00,3.00,14.00,16.00,22762.20,0.67,0.00,-62.62,-51.867,3.839
,Mixed / non conventional,1.00,3.00,16.00,18.00,407453.47,0.67,0.00,-28.76,-600.750,3.839
,Mixed / non conventional,1.00,3.00,18.00,20.00,-541639.00,0.67,0.00,144.16,546.408,3.839
,Mixed / non conventional,1.00,3.00,20.00,22.00,-69331.90,0.66,0.00,-17.72,49.959,3.839
,Mixed / non conventional,1.00,3.00,5.00,7.00,2277.25,0.04,0.00,23.07,-151.254,2.504
,Mixed / non conventional,1.00,3.00,7.00,9.00,66299.59,0.04,0.00,-132.07,-1100.899,2.504
,Mixed / non conventional,1.00,3.00,9.00,11.00,-162584.48,0.06,0.00,-160.19,1079.881,2.504
,Mixed / non conventional,1.00,3.00,11.00,13.00,-15770.57,0.07,0.00,69.26,52.374,2.504
,Mixed / non conventional,1.00,3.00,13.00,15.00,26304.52,0.06,0.00,0.58,-49.918,2.504
,Mixed / non conventional,1.00,3.00,15.00,17.00,568985.38,0.05,0.00,-91.74,-674.853,2.504
,Mixed / non conventional,1.00,3.00,17.00,19.00,-634518.63,0.05,0.00,-8.61,501.722,2.504
,Mixed / non conventional,1.00,3.00,19.00,21.00,-283181.94,0.04,0.00,21.57,156.740,2.504
,Mixed / non conventional,1.00,3.00,21.00,23.00,27878.16,0.00,0.00,98.54,-36.729,8.195
,Mixed / non conventional,1.00,3.00,23.00,25.00,1519808.50,0.00,0.00,-68.95,-1501.723,8.195
,Mixed / non conventional,1.00,3.00,22.00,24.00,47938.56,0.04,0.00,-84.75,-50.562,7.602
,Mixed / non conventional,1.00,3.00,24.00,26.00,1147719.50,0.05,0.00,80.79,-920.004,7.602
,Mixed / non conventional,1.00,3.00,26.00,28.00,-1049744.50,0.04,0.00,56.60,654.480,7.602
,Mixed / non conventional,1.00,3.00,28.00,30.00,-396348.50,0.05,0.00,-35.56,195.982,7.602
,Mixed / non conventional,1.00,3.00,30.00,32.00,-2085.68,0.06,0.00,6.32,0.878,8.021
,Mixed / non conventional,1.00,3.00,32.00,34.00,2106210.25,0.03,0.00,-48.55,-725.046,8.021
,Mixed / non conventional,1.00,3.00,34.00,36.00,-1426155.38,0.00,0.00,47.95,321.032,6.330
,Mixed / non conventional,1.00,3.00,36.00,38.00,-789928.31,0.00,0.00,11.05,148.983,6.330
,Mixed / non conventional,1.00,3.00,38.00,40.00,-317635.28,0.03,0.00,-1.82,50.690,6.330
,Mixed / non conventional,1.00,3.00,40.00,42.00,3227557.50,0.04,0.00,-81.94,-439.694,6.330
,Mixed / non conventional,1.00,3.00,25.00,27.00,-1217900.75,0.03,0.00,44.87,756.818,6.700
,Mixed / non conventional,1.00,3.00,27.00,29.00,-724976.06,0.04,0.00,-26.88,353.971,6.700
,Mixed / non conventional,1.00,3.00,29.00,31.00,-129709.01,0.06,0.00,31.93,50.665,6.700
,Mixed / non conventional,1.00,3.00,31.00,33.00,2643996.00,0.06,0.00,-93.79,-839.103,6.700
,Mixed / non conventional,1.00,3.00,33.00,35.00,-1595252.00,0.05,0.00,138.71,416.939,6.700
,Mixed / non conventional,1.00,3.00,35.00,37.00,-1159010.50,0.05,0.00,-90.30,252.431,6.700
,Mixed / non conventional,1.00,3.00,37.00,39.00,-511226.19,0.03,0.00,55.66,93.764,6.700
,Mixed / non conventional,1.00,3.00,39.00,41.00,3564764.25,0.05,0.00,-81.92,-555.740,6.700
,Mixed / non conventional,1.00,3.00,41.00,43.00,-1642135.88,0.06,0.00,96.45,219.433,6.700
,Mixed / non conventional,1.00,3.00,43.00,45.00,-1518354.88,0.03,0.00,42.04,175.226,6.700
,Mixed / non conventional,1.00,3.00,42.00,44.00,-1711524.75,0.03,0.00,60.27,204.786,6.461
,Mixed / non conventional,1.00,3.00,44.00,46.00,-1222352.88,0.05,0.00,-65.49,126.753,6.461
,Mixed / non conventional,1.00,3.00,46.00,48.00,-599326.38,0.05,0.00,-11.09,54.213,6.461
,Mixed / non conventional,1.00,3.00,48.00,50.00,4184314.50,0.05,0.00,23.94,-332.164,6.461
,Mixed / non conventional,1.00,3.00,50.00,52.00,-1918759.88,0.03,0.00,43.10,134.397,6.461
,Mixed / non conventional,1.00,3.00,52.00,54.00,-1577722.13,0.05,0.00,-7.95,97.995,6.461
,Mixed / non conventional,1.00,3.00,54.00,56.00,-915106.06,0.02,0.00,-1.99,50.639,6.461
,Mixed / non conventional,1.00,3.00,56.00,58.00,5000321.00,0.03,0.00,106.62,-247.585,6.461
,Mixed / non conventional,1.00,3.00,58.00,60.00,-2118849.50,0.03,0.00,11.34,94.239,6.461
,Mixed / non conventional,1.00,3.00,60.00,62.00,-1935582.00,0.06,0.00,17.34,77.620,6.461
,Mixed / non conventional,1.00,3.00,45.00,47.00,-882567.38,0.35,0.00,-31.06,69.025,5.222
,Mixed / non conventional,1.00,3.00,47.00,49.00,4269461.50,0.34,0.00,-81.01,-292.176,5.222
,Mixed / non conventional,1.00,3.00,49.00,51.00,-1641347.00,0.34,0.00,105.17,98.843,5.222
,Mixed / non conventional,1.00,3.00,51.00,53.00,-1819620.00,0.34,0.00,-130.85,96.940,5.222
,Mixed / non conventional,1.00,3.00,53.00,55.00,-1331249.13,0.34,0.00,93.98,63.038,5.222
,Mixed / non conventional,1.00,3.00,55.00,57.00,4980200.50,0.34,0.00,-29.22,-210.568,5.222
,Mixed / non conventional,1.00,3.00,57.00,59.00,-1563804.00,0.33,0.00,144.13,59.276,5.222
,Mixed / non conventional,1.00,3.00,59.00,61.00,-2094160.00,0.34,0.00,-74.84,71.447,5.222
,Mixed / non conventional,1.00,3.00,61.00,63.00,-1652294.38,0.33,0.00,3.54,50.911,5.222
,Mixed / non conventional,1.00,3.00,63.00,65.00,5674328.00,0.34,0.00,162.15,-158.466,5.222
,Mixed / non conventional,1.00,3.00,62.00,64.00,-1112031.38,0.24,0.00,-14.04,49.376,7.906
,Mixed / non conventional,1.00,3.00,64.00,66.00,5767709.00,0.24,0.00,50.75,-232.426,7.906
,Mixed / non conventional,1.00,3.00,66.00,68.00,-2287376.00,0.24,0.00,9.84,83.928,7.906
,Mixed / non conventional,1.00,3.00,68.00,70.00,-2343069.00,0.25,0.00,-86.01,78.497,7.906
,Mixed / non conventional,1.00,3.00,70.00,72.00,-1414625.88,0.23,0.00,158.30,43.384,7.906
,Mixed / non conventional,1.00,3.00,72.00,2.00,3059357.75,0.05,0.00,77.56,-1571.812,7.906
,Mixed / non conventional,1.00,3.00,65.00,67.00,-1742490.38,0.36,0.00,17.96,53.548,6.321
,Mixed / non conventional,1.00,3.00,67.00,69.00,-2417943.50,0.38,0.00,-93.74,67.746,6.321
,Mixed / non conventional,1.00,3.00,69.00,71.00,-1975222.25,0.36,0.00,8.25,50.601,6.321
,Mixed / non conventional,2.00,4.00,3.00,5.00,3605.13,0.44,0.00,-441.27,2297.064,6.005
,Mixed / non conventional,2.00,4.00,5.00,7.00,2042.87,0.35,0.00,13.78,-1041.320,6.005
,Mixed / non conventional,2.00,4.00,7.00,9.00,36448.48,0.36,0.00,-148.67,-2654.141,6.005
,Mixed / non conventional,2.00,4.00,9.00,11.00,-65916.36,0.36,0.00,-144.42,1599.986,6.005
,Mixed / non conventional,2.00,4.00,11.00,13.00,-96345.51,0.37,0.00,70.39,1062.998,6.005
,Mixed / non conventional,2.00,4.00,13.00,15.00,19387.74,0.37,0.00,0.10,-115.181,6.005
