,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name
,Mixed / non conventional,72.00,65.00,71.00,21.00,-2231.74,0.71,0.00,-307.03,-47.443,0.160,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,22.00,-2141.24,1.30,0.00,-246.43,-47.456,0.166,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,23.00,-1945.60,0.75,0.00,-88.33,-47.338,0.183,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,24.00,-1815.24,0.98,0.00,-278.75,-47.434,0.196,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,25.00,-915.91,2.40,0.00,-449.20,-48.391,0.397,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1100.22,0.45,0.00,-397.56,-48.171,0.329,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,27.00,-1322.36,1.59,0.00,-211.82,-47.920,0.272,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,28.00,-1518.35,0.51,0.00,-201.81,-47.615,0.235,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,29.00,-1649.69,0.19,0.00,-273.75,-47.513,0.216,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,30.00,-1674.03,2.26,0.00,-286.52,-47.497,0.213,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,31.00,-1570.61,1.69,0.00,-32.88,-47.564,0.227,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,32.00,-1487.64,1.56,0.00,-63.57,-47.666,0.240,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,33.00,-335.52,0.44,0.00,-395.22,-49.821,1.112,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,34.00,-517.34,0.41,0.00,-432.65,-49.494,0.716,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,35.00,-745.40,0.25,0.00,-91.06,-49.001,0.492,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,36.00,-995.48,0.31,0.00,-287.09,-48.626,0.365,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,37.00,-1133.17,0.42,0.00,-333.32,-48.394,0.319,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,38.00,-1171.36,2.25,0.00,-275.31,-48.279,0.308,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,39.00,-1208.19,0.56,0.00,-8.40,-48.276,0.298,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,40.00,-1209.76,1.23,0.00,133.12,-48.292,0.298,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,41.00,385.55,0.37,0.00,-406.30,49.863,0.964,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,42.00,165.49,0.96,0.00,-400.21,30.367,1.367,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,43.00,-161.76,0.30,0.00,-262.99,-29.677,1.365,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,44.00,-439.76,0.61,0.00,-350.60,-49.863,0.843,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,45.00,-640.32,0.68,0.00,-283.58,-49.554,0.575,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,46.00,-786.32,1.22,0.00,-336.80,-49.198,0.464,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,47.00,-836.61,0.13,0.00,11.11,-48.988,0.433,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,48.00,-897.90,1.39,0.00,-159.70,-49.030,0.403,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,49.00,1131.62,0.72,0.00,-547.98,48.508,0.316,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,50.00,908.13,0.68,0.00,-443.76,48.763,0.395,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,51.00,465.31,0.30,0.00,-270.82,49.672,0.783,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,52.00,100.45,0.26,0.00,-340.53,18.692,1.359,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,53.00,-198.72,1.25,0.00,-322.92,-36.725,1.344,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,54.00,-408.04,0.83,0.00,-308.06,-49.958,0.886,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,55.00,-553.45,0.46,0.00,46.01,-49.707,0.645,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,56.00,-589.34,0.90,0.00,42.73,-49.535,0.599,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,57.00,1962.64,0.88,0.00,-392.25,48.632,0.175,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,58.00,1604.50,1.19,0.00,-377.42,48.492,0.210,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,59.00,1050.84,0.62,0.00,102.03,48.655,0.315,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,60.00,527.36,0.13,0.00,-278.87,49.542,0.621,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,61.00,184.14,1.15,0.00,-253.22,38.770,1.333,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,62.00,-77.52,0.71,0.00,-267.20,-17.503,1.330,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,63.00,-194.08,0.81,0.00,76.51,-49.860,1.321,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,64.00,-186.61,0.48,0.00,72.57,-50.193,0.989,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,66.00,1184.65,0.15,0.00,-337.66,49.325,0.157,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,67.00,1234.14,0.18,0.00,-87.70,48.747,0.219,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,68.00,915.26,0.55,0.00,-167.88,49.119,0.368,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,69.00,637.34,1.20,0.00,-99.07,49.666,0.653,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,70.00,316.60,0.58,0.00,-24.96,35.695,1.328,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,63.00,-194.41,0.53,0.00,76.84,-49.812,1.317,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,70.00,319.08,0.13,0.00,-24.89,35.562,1.313,MA72B65Rec
,Mixed / non conventional,72.00,65.00,71.00,62.00,-77.18,0.83,0.00,-266.39,-17.309,1.321,MA72B65Rec
,Mixed / non conventional,72.00,65.00,2.00,1.00,-7670590.00,0.25,0.00,14.88,50.120,0.877,MA72B65Rec
,Mixed / non conventional,72.00,65.00,4.00,3.00,-32140526.00,0.72,0.00,-18.94,110.494,0.421,MA72B65Rec
,Mixed / non conventional,72.00,65.00,3.00,2.00,-15071216.00,0.71,0.00,7.16,49.481,0.421,MA72B65Rec
,Mixed / non conventional,72.00,65.00,6.00,5.00,23113200.00,0.79,0.00,-7.52,-49.249,0.238,MA72B65Rec
,Mixed / non conventional,72.00,65.00,8.00,7.00,7142772.50,0.08,0.00,-22.32,-49.764,0.705,MA72B65Rec
,Mixed / non conventional,72.00,65.00,7.00,6.00,15623436.00,0.09,0.00,36.63,-103.645,0.705,MA72B65Rec
,Mixed / non conventional,72.00,65.00,10.00,9.00,-4178791.00,0.22,0.00,-63.19,59.862,1.311,MA72B65Rec
,Mixed / non conventional,72.00,65.00,9.00,1.00,505035.47,0.24,0.00,123.27,-46.747,1.311,MA72B65Rec
,Mixed / non conventional,72.00,65.00,14.00,13.00,4201247.00,0.60,0.00,141.39,-74.147,1.307,MA72B65Rec
,Mixed / non conventional,72.00,65.00,13.00,12.00,-1199250.63,0.44,0.00,20.87,20.046,1.307,MA72B65Rec
,Mixed / non conventional,72.00,65.00,12.00,11.00,-8362328.50,0.53,0.00,-61.23,132.510,1.307,MA72B65Rec
,Mixed / non conventional,72.00,65.00,11.00,10.00,-6332089.00,0.52,0.00,-47.10,95.216,1.307,MA72B65Rec
,Mixed / non conventional,72.00,65.00,10.00,2.00,647375.31,0.49,0.00,45.16,-62.682,1.307,MA72B65Rec
,Mixed / non conventional,72.00,65.00,16.00,8.00,331775.91,0.34,0.00,30.53,-43.536,1.304,MA72B65Rec
,Mixed / non conventional,72.00,65.00,18.00,17.00,-2158629.25,0.87,0.00,14.69,47.644,1.301,MA72B65Rec
,Mixed / non conventional,72.00,65.00,17.00,9.00,529029.50,0.88,0.00,60.00,-73.129,1.301,MA72B65Rec
,Mixed / non conventional,72.00,65.00,20.00,19.00,-2462429.00,0.19,0.00,-219.61,61.528,1.306,MA72B65Rec
,Mixed / non conventional,72.00,65.00,19.00,18.00,-2464899.50,0.20,0.00,-107.63,57.944,1.306,MA72B65Rec
,Mixed / non conventional,72.00,65.00,18.00,10.00,582104.94,0.20,0.00,138.30,-85.311,1.306,MA72B65Rec
,Mixed / non conventional,72.00,65.00,10.00,1.00,-122759.58,0.23,0.00,60.50,13.068,1.306,MA72B65Rec
,Mixed / non conventional,72.00,65.00,22.00,21.00,415150.56,0.35,0.00,-57.62,-11.783,1.308,MA72B65Rec
,Mixed / non conventional,72.00,65.00,21.00,20.00,-1013178.13,0.08,0.00,185.08,26.983,1.308,MA72B65Rec
,Mixed / non conventional,72.00,65.00,20.00,12.00,1175856.38,0.10,0.00,-79.83,-193.361,1.308,MA72B65Rec
,Mixed / non conventional,72.00,65.00,12.00,4.00,3319656.25,0.03,0.00,-52.37,-354.881,1.308,MA72B65Rec
,Mixed / non conventional,72.00,65.00,24.00,16.00,300116.09,0.19,0.00,-24.48,-50.247,1.046,MA72B65Rec
,Mixed / non conventional,72.00,65.00,16.00,15.00,3282400.25,0.20,0.00,206.48,-51.837,1.046,MA72B65Rec
,Mixed / non conventional,72.00,65.00,26.00,25.00,-1097779.63,0.53,0.00,-53.28,40.633,1.303,MA72B65Rec
,Mixed / non conventional,72.00,65.00,25.00,17.00,428678.28,0.51,0.00,11.53,-95.286,1.303,MA72B65Rec
,Mixed / non conventional,72.00,65.00,28.00,27.00,-1010264.50,0.33,0.00,-8.00,43.132,1.301,MA72B65Rec
,Mixed / non conventional,72.00,65.00,27.00,26.00,-1090370.13,0.35,0.00,-186.77,43.275,1.301,MA72B65Rec
,Mixed / non conventional,72.00,65.00,26.00,18.00,431377.88,0.35,0.00,-56.15,-102.168,1.301,MA72B65Rec
,Mixed / non conventional,72.00,65.00,18.00,9.00,158207.14,0.39,0.00,74.70,-25.354,1.301,MA72B65Rec
,Mixed / non conventional,72.00,65.00,30.00,29.00,-4649.39,2.08,0.00,10.43,0.232,1.307,MA72B65Rec
,Mixed / non conventional,72.00,65.00,29.00,28.00,-619770.88,0.11,0.00,78.90,28.653,1.307,MA72B65Rec
,Mixed / non conventional,72.00,65.00,28.00,20.00,495671.09,0.09,0.00,76.37,-134.919,1.307,MA72B65Rec
,Mixed / non conventional,72.00,65.00,20.00,11.00,338527.53,0.14,0.00,-140.69,-61.020,1.307,MA72B65Rec
,Mixed / non conventional,72.00,65.00,11.00,3.00,1260589.63,0.15,0.00,-8.44,-128.196,1.307,MA72B65Rec
,Mixed / non conventional,72.00,65.00,32.00,24.00,200741.75,0.24,0.00,-211.70,-50.270,0.901,MA72B65Rec
,Mixed / non conventional,72.00,65.00,34.00,33.00,-481271.63,0.39,0.00,34.43,33.209,1.301,MA72B65Rec
,Mixed / non conventional,72.00,65.00,33.00,25.00,277301.72,0.37,0.00,-51.60,-108.249,1.301,MA72B65Rec
,Mixed / non conventional,72.00,65.00,36.00,35.00,-557998.81,0.32,0.00,200.22,46.432,1.311,MA72B65Rec
,Mixed / non conventional,72.00,65.00,35.00,34.00,-571628.63,0.29,0.00,-341.55,43.434,1.311,MA72B65Rec
,Mixed / non conventional,72.00,65.00,34.00,26.00,274664.41,0.31,0.00,36.04,-116.972,1.311,MA72B65Rec
,Mixed / non conventional,72.00,65.00,26.00,17.00,211257.30,0.31,0.00,-41.68,-55.134,1.311,MA72B65Rec
,Mixed / non conventional,72.00,65.00,38.00,37.00,-108958.71,0.31,0.00,-57.74,10.956,1.310,MA72B65Rec
,Mixed / non conventional,72.00,65.00,37.00,36.00,-326329.91,0.22,0.00,49.76,29.785,1.310,MA72B65Rec
,Mixed / non conventional,72.00,65.00,36.00,28.00,227767.31,0.21,0.00,89.00,-114.190,1.310,MA72B65Rec
,Mixed / non conventional,72.00,65.00,28.00,19.00,247748.34,0.21,0.00,-143.42,-73.771,1.310,MA72B65Rec
,Mixed / non conventional,72.00,65.00,19.00,11.00,793050.63,0.23,0.00,78.34,-123.338,1.310,MA72B65Rec
,Mixed / non conventional,72.00,65.00,11.00,2.00,-290018.47,0.16,0.00,-2.54,32.509,1.310,MA72B65Rec
,Mixed / non conventional,72.00,65.00,42.00,41.00,-255096.05,0.27,0.00,-8.02,39.100,1.308,MA72B65Rec
,Mixed / non conventional,72.00,65.00,41.00,33.00,160473.97,0.27,0.00,13.94,-126.928,1.308,MA72B65Rec
,Mixed / non conventional,72.00,65.00,44.00,43.00,-257528.80,0.26,0.00,91.65,49.761,1.301,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,42.00,-337509.94,0.25,0.00,-139.68,57.798,1.301,MA72B65Rec
,Mixed / non conventional,72.00,65.00,42.00,34.00,139192.61,0.25,0.00,-28.03,-121.153,1.301,MA72B65Rec
,Mixed / non conventional,72.00,65.00,34.00,25.00,163299.78,0.24,0.00,-17.28,-75.043,1.301,MA72B65Rec
,Mixed / non conventional,72.00,65.00,46.00,45.00,-113834.01,0.27,0.00,58.48,28.526,1.304,MA72B65Rec
,Mixed / non conventional,72.00,65.00,45.00,44.00,-172049.81,0.25,0.00,-66.90,37.797,1.304,MA72B65Rec
,Mixed / non conventional,72.00,65.00,44.00,36.00,95020.07,0.24,0.00,64.95,-102.572,1.304,MA72B65Rec
,Mixed / non conventional,72.00,65.00,36.00,27.00,129218.03,0.24,0.00,81.54,-70.053,1.304,MA72B65Rec
,Mixed / non conventional,72.00,65.00,27.00,19.00,459118.81,0.24,0.00,-135.72,-116.508,1.304,MA72B65Rec
,Mixed / non conventional,72.00,65.00,19.00,10.00,162586.17,0.27,0.00,30.68,-27.624,1.304,MA72B65Rec
,Mixed / non conventional,72.00,65.00,10.00,3.00,2579452.50,0.26,0.00,38.86,-223.039,1.304,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,50.00,-157073.28,0.38,0.00,-172.53,85.176,1.312,MA72B65Rec
,Mixed / non conventional,72.00,65.00,50.00,49.00,-89284.88,0.37,0.00,-107.29,40.830,1.312,MA72B65Rec
,Mixed / non conventional,72.00,65.00,49.00,41.00,70982.96,0.38,0.00,142.28,-142.462,1.312,MA72B65Rec
,Mixed / non conventional,72.00,65.00,53.00,52.00,-68396.45,0.36,0.00,-12.46,50.273,1.222,MA72B65Rec
,Mixed / non conventional,72.00,65.00,55.00,47.00,9873.49,0.44,0.00,-34.21,-52.476,1.303,MA72B65Rec
,Mixed / non conventional,72.00,65.00,47.00,40.00,51266.24,0.42,0.00,129.90,-72.376,1.303,MA72B65Rec
,Mixed / non conventional,72.00,65.00,40.00,32.00,82313.52,0.42,0.00,-198.90,-58.858,1.303,MA72B65Rec
,Mixed / non conventional,72.00,65.00,32.00,31.00,327744.84,0.41,0.00,26.68,-19.139,1.303,MA72B65Rec
,Mixed / non conventional,72.00,65.00,31.00,24.00,178502.41,0.41,0.00,-237.73,-54.233,1.303,MA72B65Rec
,Mixed / non conventional,72.00,65.00,24.00,23.00,958317.69,0.44,0.00,196.73,-30.922,1.303,MA72B65Rec
,Mixed / non conventional,72.00,65.00,23.00,16.00,181575.88,0.39,0.00,-220.84,-32.029,1.303,MA72B65Rec
,Mixed / non conventional,72.00,65.00,16.00,7.00,952168.81,0.39,0.00,9.61,-137.129,1.303,MA72B65Rec
,Mixed / non conventional,72.00,65.00,59.00,58.00,-32272.10,0.44,0.00,-478.79,78.099,0.830,MA72B65Rec
,Mixed / non conventional,72.00,65.00,58.00,57.00,-28973.11,0.45,0.00,-16.53,50.133,0.830,MA72B65Rec
,Mixed / non conventional,72.00,65.00,57.00,49.00,25594.20,0.44,0.00,-150.72,-132.946,0.830,MA72B65Rec
,Mixed / non conventional,72.00,65.00,61.00,60.00,-7670.42,0.40,0.00,-28.44,50.136,0.968,MA72B65Rec
,Mixed / non conventional,72.00,65.00,63.00,56.00,884.11,0.09,0.00,-33.78,-62.355,1.302,MA72B65Rec
,Mixed / non conventional,72.00,65.00,56.00,55.00,-5387.20,0.05,0.00,2.61,8.301,1.302,MA72B65Rec
,Mixed / non conventional,72.00,65.00,55.00,54.00,-23952.73,0.13,0.00,-352.13,28.908,1.302,MA72B65Rec
,Mixed / non conventional,72.00,65.00,54.00,53.00,-39869.93,0.07,0.00,-13.65,38.441,1.302,MA72B65Rec
,Mixed / non conventional,72.00,65.00,53.00,45.00,21716.12,0.08,0.00,44.31,-79.842,1.302,MA72B65Rec
,Mixed / non conventional,72.00,65.00,45.00,37.00,77889.86,0.08,0.00,-52.04,-93.959,1.302,MA72B65Rec
,Mixed / non conventional,72.00,65.00,37.00,29.00,205963.09,0.08,0.00,59.18,-111.884,1.302,MA72B65Rec
,Mixed / non conventional,72.00,65.00,29.00,21.00,455264.06,0.09,0.00,-30.39,-132.344,1.302,MA72B65Rec
,Mixed / non conventional,72.00,65.00,68.00,67.00,2903.94,0.12,0.00,81.55,76.516,0.764,MA72B65Rec
,Mixed / non conventional,72.00,65.00,67.00,66.00,1553.25,0.13,0.00,-252.85,100.742,0.764,MA72B65Rec
,Mixed / non conventional,72.00,65.00,66.00,58.00,931.82,0.13,0.00,-36.89,-86.338,0.764,MA72B65Rec
,Mixed / non conventional,72.00,65.00,58.00,50.00,16084.36,0.12,0.00,-59.42,-98.225,0.764,MA72B65Rec
,Mixed / non conventional,72.00,65.00,50.00,42.00,59989.50,0.12,0.00,43.22,-80.739,0.764,MA72B65Rec
,Mixed / non conventional,72.00,65.00,42.00,33.00,90839.88,0.14,0.00,6.16,-50.109,0.764,MA72B65Rec
,Mixed / non conventional,72.00,65.00,70.00,63.00,-576.02,0.97,0.00,102.15,-50.082,0.793,MA72B65Rec
,Mixed / non conventional,72.00,65.00,4.00,5.00,-7261681.50,0.42,0.00,-8.72,-50.127,0.807,MA72B65Rec
,Mixed / non conventional,72.00,65.00,14.00,15.00,4258285.50,0.73,0.00,270.94,55.783,0.918,MA72B65Rec
,Mixed / non conventional,72.00,65.00,15.00,7.00,573513.88,0.75,0.00,-195.93,-50.215,0.918,MA72B65Rec
,Mixed / non conventional,72.00,65.00,22.00,23.00,1748231.13,0.13,0.00,171.17,52.161,1.288,MA72B65Rec
,Mixed / non conventional,72.00,65.00,23.00,31.00,253870.30,0.17,0.00,40.55,84.317,1.288,MA72B65Rec
,Mixed / non conventional,72.00,65.00,31.00,30.00,316805.41,0.12,0.00,-248.08,-16.861,1.288,MA72B65Rec
,Mixed / non conventional,72.00,65.00,30.00,22.00,377243.31,0.41,0.00,36.55,-49.920,0.552,MA72B65Rec
,Mixed / non conventional,72.00,65.00,40.00,48.00,35892.04,0.45,0.00,-304.83,61.725,1.285,MA72B65Rec
,Mixed / non conventional,72.00,65.00,48.00,47.00,-30156.50,0.40,0.00,173.65,9.878,1.285,MA72B65Rec
,Mixed / non conventional,72.00,65.00,47.00,39.00,45465.36,0.46,0.00,-24.18,-68.797,1.285,MA72B65Rec
,Mixed / non conventional,72.00,65.00,39.00,31.00,124375.49,0.44,0.00,-18.31,-79.814,1.285,MA72B65Rec
,Mixed / non conventional,72.00,65.00,31.00,22.00,377540.63,0.45,0.00,-211.45,-136.368,1.285,MA72B65Rec
,Mixed / non conventional,72.00,65.00,22.00,14.00,673282.06,0.48,0.00,-114.44,-122.490,1.285,MA72B65Rec
,Mixed / non conventional,72.00,65.00,14.00,6.00,1601611.63,0.54,0.00,112.33,-186.367,1.285,MA72B65Rec
,Mixed / non conventional,72.00,65.00,39.00,40.00,-25693.64,1.07,0.00,155.70,-3.093,1.279,MA72B65Rec
,Mixed / non conventional,72.00,65.00,40.00,31.00,100690.17,0.31,0.00,-174.01,-76.400,1.279,MA72B65Rec
,Mixed / non conventional,72.00,65.00,38.00,39.00,-37039.73,0.94,0.00,257.69,-4.019,1.278,MA72B65Rec
,Mixed / non conventional,72.00,65.00,56.00,64.00,260.03,0.43,0.00,31.22,43.746,1.279,MA72B65Rec
,Mixed / non conventional,72.00,65.00,64.00,63.00,-176.00,0.43,0.00,2.87,17.417,1.279,MA72B65Rec
,Mixed / non conventional,72.00,65.00,63.00,55.00,750.96,0.43,0.00,-31.25,-53.157,1.279,MA72B65Rec
,Mixed / non conventional,72.00,65.00,55.00,46.00,7350.03,0.44,0.00,-380.56,-40.409,1.279,MA72B65Rec
,Mixed / non conventional,72.00,65.00,46.00,47.00,-38205.03,0.38,0.00,346.88,-10.776,1.279,MA72B65Rec
,Mixed / non conventional,72.00,65.00,47.00,56.00,6396.62,0.38,0.00,31.61,43.161,1.283,MA72B65Rec
,Mixed / non conventional,72.00,65.00,56.00,48.00,8226.61,0.37,0.00,-205.53,-52.819,1.283,MA72B65Rec
,Mixed / non conventional,72.00,65.00,48.00,39.00,32046.01,0.38,0.00,149.42,-58.861,1.283,MA72B65Rec
,Mixed / non conventional,72.00,65.00,39.00,32.00,104074.41,0.41,0.00,-43.96,-60.662,1.283,MA72B65Rec
,Mixed / non conventional,72.00,65.00,32.00,23.00,264059.09,0.39,0.00,-13.91,-102.501,1.283,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,52.00,-103434.59,0.39,0.00,-71.24,-59.693,1.165,MA72B65Rec
,Mixed / non conventional,72.00,65.00,52.00,44.00,30791.96,0.39,0.00,-11.14,-85.716,1.165,MA72B65Rec
,Mixed / non conventional,72.00,65.00,44.00,35.00,48541.87,0.41,0.00,265.04,-50.372,1.165,MA72B65Rec
,Mixed / non conventional,72.00,65.00,35.00,27.00,253136.25,0.40,0.00,-118.52,-103.822,1.165,MA72B65Rec
,Mixed / non conventional,72.00,65.00,27.00,18.00,213513.05,0.39,0.00,-242.53,-52.853,1.165,MA72B65Rec
,Mixed / non conventional,72.00,65.00,18.00,11.00,1370033.38,0.40,0.00,184.68,-160.746,1.165,MA72B65Rec
,Mixed / non conventional,72.00,65.00,11.00,4.00,5375716.00,0.38,0.00,10.12,-435.949,1.165,MA72B65Rec
,Mixed / non conventional,72.00,65.00,70.00,69.00,1447.47,0.31,0.00,-78.22,50.238,1.006,MA72B65Rec
,Mixed / non conventional,72.00,65.00,59.00,60.00,-20165.81,0.14,0.00,-382.23,-109.879,1.272,MA72B65Rec
,Mixed / non conventional,72.00,65.00,60.00,52.00,4692.93,0.16,0.00,-54.05,-85.236,1.272,MA72B65Rec
,Mixed / non conventional,72.00,65.00,52.00,43.00,14011.72,0.15,0.00,81.62,-45.234,1.272,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,35.00,109718.19,0.12,0.00,172.59,-103.598,1.272,MA72B65Rec
,Mixed / non conventional,72.00,65.00,35.00,26.00,146534.75,0.13,0.00,-304.15,-71.306,1.272,MA72B65Rec
,Mixed / non conventional,72.00,65.00,26.00,19.00,748119.38,0.11,0.00,49.41,-156.054,1.272,MA72B65Rec
,Mixed / non conventional,72.00,65.00,19.00,12.00,1827150.50,0.12,0.00,137.79,-247.738,1.272,MA72B65Rec
,Mixed / non conventional,72.00,65.00,12.00,3.00,-22968.45,2.84,0.00,-67.99,2.626,1.272,MA72B65Rec
,Mixed / non conventional,72.00,65.00,61.00,62.00,-3569.64,0.54,0.00,-18.01,-53.535,1.269,MA72B65Rec
,Mixed / non conventional,72.00,65.00,62.00,63.00,-979.73,0.52,0.00,341.68,-30.786,1.269,MA72B65Rec
,Mixed / non conventional,72.00,65.00,63.00,54.00,344.45,0.53,0.00,-382.96,-24.599,1.269,MA72B65Rec
,Mixed / non conventional,72.00,65.00,54.00,46.00,15985.82,0.53,0.00,-28.86,-68.406,1.269,MA72B65Rec
,Mixed / non conventional,72.00,65.00,46.00,38.00,56495.63,0.53,0.00,64.99,-74.691,1.269,MA72B65Rec
,Mixed / non conventional,72.00,65.00,38.00,30.00,171289.91,0.53,0.00,-8.20,-99.076,1.269,MA72B65Rec
,Mixed / non conventional,72.00,65.00,30.00,21.00,388041.97,0.54,0.00,-20.94,-128.747,1.269,MA72B65Rec
,Mixed / non conventional,72.00,65.00,21.00,13.00,1068743.88,0.54,0.00,87.35,-180.876,1.269,MA72B65Rec
,Mixed / non conventional,72.00,65.00,13.00,5.00,3715718.75,0.41,0.00,-40.97,-405.561,1.269,MA72B65Rec
,Mixed / non conventional,72.00,65.00,68.00,69.00,2319.30,0.69,0.00,60.47,-50.257,0.817,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,51.00,42448.79,0.44,0.00,-9.85,110.183,1.270,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,59.00,9749.58,0.45,0.00,364.82,129.973,1.270,MA72B65Rec
