,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,72.00,65.00,71.00,1.00,-2899.78,0.95,0.00,-80.34,-45.760,0.119
,Mixed / non conventional,72.00,65.00,71.00,2.00,-3554.36,0.68,0.00,-77.84,-56.852,0.120
,Mixed / non conventional,72.00,65.00,71.00,3.00,-4845.73,1.59,0.00,-99.57,-76.620,0.119
,Mixed / non conventional,72.00,65.00,71.00,4.00,-7202.90,1.60,0.00,-112.51,-117.453,0.123
,Mixed / non conventional,72.00,65.00,71.00,5.00,-7452.05,2.52,0.00,-156.30,-121.853,0.123
,Mixed / non conventional,72.00,65.00,71.00,6.00,-5147.78,4.64,0.00,-93.24,-80.289,0.117
,Mixed / non conventional,72.00,65.00,71.00,7.00,-4000.87,1.49,0.00,-122.27,-63.691,0.120
,Mixed / non conventional,72.00,65.00,71.00,8.00,-3541.92,2.76,0.00,-100.64,-55.867,0.119
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2604.69,3.42,0.00,-213.58,-40.550,0.117
,Mixed / non conventional,72.00,65.00,71.00,10.00,-2976.81,2.67,0.00,-128.76,-47.970,0.121
,Mixed / non conventional,72.00,65.00,71.00,11.00,-3754.43,1.05,0.00,-18.53,-59.510,0.119
,Mixed / non conventional,72.00,65.00,71.00,12.00,-4780.66,4.68,0.00,-19.13,-73.035,0.115
,Mixed / non conventional,72.00,65.00,71.00,13.00,-4704.78,4.87,0.00,-2.53,-71.175,0.114
,Mixed / non conventional,72.00,65.00,71.00,14.00,-4140.86,0.93,0.00,-155.89,-63.792,0.116
,Mixed / non conventional,72.00,65.00,71.00,15.00,-3563.21,1.90,0.00,1.97,-56.239,0.119
,Mixed / non conventional,72.00,65.00,71.00,16.00,-3270.54,0.55,0.00,-161.27,-51.384,0.118
,Mixed / non conventional,72.00,65.00,71.00,17.00,-1982.12,1.08,0.00,-218.19,-33.425,0.127
,Mixed / non conventional,72.00,65.00,71.00,18.00,-2407.88,3.93,0.00,-222.03,-37.485,0.117
,Mixed / non conventional,72.00,65.00,71.00,19.00,-2829.55,4.58,0.00,-125.97,-43.993,0.117
,Mixed / non conventional,72.00,65.00,71.00,20.00,-3252.34,2.12,0.00,-11.30,-51.365,0.119
,Mixed / non conventional,72.00,65.00,71.00,21.00,-3467.26,2.80,0.00,-170.20,-54.026,0.117
,Mixed / non conventional,72.00,65.00,71.00,22.00,-3254.28,1.48,0.00,-50.32,-52.204,0.120
,Mixed / non conventional,72.00,65.00,71.00,23.00,-2985.65,1.72,0.00,43.22,-47.309,0.119
,Mixed / non conventional,72.00,65.00,71.00,24.00,-2919.79,4.62,0.00,-114.35,-44.032,0.113
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1285.39,1.91,0.00,-174.75,-36.395,0.213
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1582.29,0.75,0.00,-36.12,-34.703,0.165
,Mixed / non conventional,72.00,65.00,71.00,27.00,-1932.62,0.33,0.00,85.84,-33.517,0.130
,Mixed / non conventional,72.00,65.00,71.00,28.00,-2282.45,2.18,0.00,36.86,-35.632,0.117
,Mixed / non conventional,72.00,65.00,71.00,29.00,-2527.80,0.84,0.00,-58.97,-39.640,0.118
,Mixed / non conventional,72.00,65.00,71.00,30.00,-2591.95,1.73,0.00,-47.48,-40.620,0.117
,Mixed / non conventional,72.00,65.00,71.00,31.00,-2561.22,3.31,0.00,73.19,-39.904,0.117
,Mixed / non conventional,72.00,65.00,71.00,32.00,-2398.23,2.18,0.00,25.36,-38.779,0.121
,Mixed / non conventional,72.00,65.00,71.00,33.00,-446.12,0.51,0.00,-150.78,-43.866,0.736
,Mixed / non conventional,72.00,65.00,71.00,34.00,-710.06,0.56,0.00,-136.56,-41.141,0.434
,Mixed / non conventional,72.00,65.00,71.00,35.00,-1009.84,0.68,0.00,200.11,-38.366,0.284
,Mixed / non conventional,72.00,65.00,71.00,36.00,-1410.93,0.14,0.00,-11.80,-35.565,0.189
,Mixed / non conventional,72.00,65.00,71.00,37.00,-1690.03,2.14,0.00,-125.39,-34.115,0.151
,Mixed / non conventional,72.00,65.00,71.00,38.00,-1857.56,0.48,0.00,-147.70,-33.578,0.135
,Mixed / non conventional,72.00,65.00,71.00,39.00,-2101.01,2.83,0.00,93.85,-32.716,0.116
,Mixed / non conventional,72.00,65.00,71.00,40.00,-2147.51,1.95,0.00,213.49,-33.336,0.116
,Mixed / non conventional,72.00,65.00,71.00,41.00,632.33,0.54,0.00,-147.66,41.888,0.494
,Mixed / non conventional,72.00,65.00,71.00,42.00,210.25,0.16,0.00,-56.11,46.984,1.665
,Mixed / non conventional,72.00,65.00,71.00,43.00,-225.66,0.20,0.00,163.96,-47.035,1.551
,Mixed / non conventional,72.00,65.00,71.00,44.00,-595.85,0.82,0.00,-44.13,-42.712,0.533
,Mixed / non conventional,72.00,65.00,71.00,45.00,-912.90,0.78,0.00,-66.34,-39.326,0.320
,Mixed / non conventional,72.00,65.00,71.00,46.00,-1196.19,0.61,0.00,-182.30,-36.751,0.228
,Mixed / non conventional,72.00,65.00,71.00,47.00,-1418.04,1.79,0.00,92.18,-35.377,0.185
,Mixed / non conventional,72.00,65.00,71.00,48.00,-1566.64,1.35,0.00,-72.14,-34.328,0.162
,Mixed / non conventional,72.00,65.00,71.00,49.00,2069.78,1.31,0.00,-203.27,32.631,0.116
,Mixed / non conventional,72.00,65.00,71.00,50.00,1421.92,2.19,0.00,-154.66,34.907,0.181
,Mixed / non conventional,72.00,65.00,71.00,51.00,661.35,0.50,0.00,180.83,41.449,0.459
,Mixed / non conventional,72.00,65.00,71.00,52.00,148.07,0.13,0.00,10.93,48.037,2.370
,Mixed / non conventional,72.00,65.00,71.00,53.00,-276.52,0.22,0.00,-142.96,-46.514,1.223
,Mixed / non conventional,72.00,65.00,71.00,54.00,-599.45,0.79,0.00,-170.42,-42.559,0.514
,Mixed / non conventional,72.00,65.00,71.00,55.00,-899.53,0.41,0.00,117.95,-39.160,0.313
,Mixed / non conventional,72.00,65.00,71.00,56.00,-1029.81,0.25,0.00,105.78,-37.787,0.261
,Mixed / non conventional,72.00,65.00,71.00,57.00,4182.73,2.55,0.00,-192.44,68.062,0.115
,Mixed / non conventional,72.00,65.00,71.00,58.00,2982.71,1.91,0.00,-174.48,49.200,0.115
,Mixed / non conventional,72.00,65.00,71.00,59.00,1747.82,1.42,0.00,280.30,32.872,0.128
,Mixed / non conventional,72.00,65.00,71.00,60.00,768.28,2.29,0.00,-74.21,39.475,0.340
,Mixed / non conventional,72.00,65.00,71.00,61.00,256.21,0.50,0.00,-110.03,45.926,1.135
,Mixed / non conventional,72.00,65.00,71.00,62.00,-112.95,0.13,0.00,-2.85,-48.459,2.527
,Mixed / non conventional,72.00,65.00,71.00,63.00,-289.59,0.19,0.00,215.51,-45.064,0.800
,Mixed / non conventional,72.00,65.00,71.00,64.00,-315.14,0.10,0.00,209.71,-42.276,0.493
,Mixed / non conventional,72.00,65.00,71.00,66.00,2356.55,3.15,0.00,-128.13,73.857,0.118
,Mixed / non conventional,72.00,65.00,71.00,67.00,2117.25,4.59,0.00,170.05,44.784,0.117
,Mixed / non conventional,72.00,65.00,71.00,68.00,1490.20,0.77,0.00,7.47,34.122,0.157
,Mixed / non conventional,72.00,65.00,71.00,69.00,935.21,0.27,0.00,-57.92,39.879,0.357
,Mixed / non conventional,72.00,65.00,71.00,70.00,455.30,0.40,0.00,48.82,46.177,1.195
,Mixed / non conventional,72.00,65.00,71.00,63.00,-290.07,0.24,0.00,211.29,-44.619,0.791
,Mixed / non conventional,72.00,65.00,71.00,70.00,454.76,0.42,0.00,47.69,46.298,1.199
,Mixed / non conventional,72.00,65.00,71.00,62.00,-113.16,0.03,0.00,-8.87,-48.545,2.527
,Mixed / non conventional,72.00,65.00,2.00,1.00,-10727703.00,0.15,0.00,-3.74,43.157,0.540
,Mixed / non conventional,72.00,65.00,4.00,3.00,-40161812.00,0.56,0.00,11.66,79.132,0.241
,Mixed / non conventional,72.00,65.00,3.00,2.00,-19838052.00,0.44,0.00,15.48,37.328,0.241
,Mixed / non conventional,72.00,65.00,6.00,5.00,38364308.00,3.72,0.00,-61.54,-39.542,0.115
,Mixed / non conventional,72.00,65.00,8.00,7.00,6022779.00,0.47,0.00,-24.64,-44.400,0.746
,Mixed / non conventional,72.00,65.00,7.00,6.00,14745162.00,0.48,0.00,19.66,-103.503,0.746
,Mixed / non conventional,72.00,65.00,10.00,9.00,-5264453.50,0.21,0.00,-84.92,62.136,1.080
,Mixed / non conventional,72.00,65.00,9.00,1.00,601846.56,0.23,0.00,120.06,-45.899,1.080
,Mixed / non conventional,72.00,65.00,14.00,13.00,5111680.00,0.05,0.00,166.57,-267.628,3.877
,Mixed / non conventional,72.00,65.00,13.00,12.00,1001780.44,0.10,0.00,-26.54,-49.676,3.877
,Mixed / non conventional,72.00,65.00,12.00,11.00,-9943384.00,0.24,0.00,5.77,56.751,0.471
,Mixed / non conventional,72.00,65.00,11.00,10.00,-7882456.00,0.23,0.00,-118.99,42.691,0.471
,Mixed / non conventional,72.00,65.00,10.00,2.00,869728.88,0.06,0.00,38.42,-44.225,0.686
,Mixed / non conventional,72.00,65.00,16.00,8.00,302174.25,0.32,0.00,54.51,-47.296,1.556
,Mixed / non conventional,72.00,65.00,18.00,17.00,-2748663.50,0.48,0.00,1.46,45.760,0.982
,Mixed / non conventional,72.00,65.00,17.00,9.00,636031.63,0.49,0.00,-4.65,-66.318,0.982
,Mixed / non conventional,72.00,65.00,20.00,19.00,-3012759.75,0.32,0.00,-124.26,51.953,0.901
,Mixed / non conventional,72.00,65.00,19.00,18.00,-2791305.00,0.31,0.00,-94.43,45.285,0.901
,Mixed / non conventional,72.00,65.00,18.00,10.00,691229.13,0.05,0.00,86.32,-258.173,3.327
,Mixed / non conventional,72.00,65.00,10.00,1.00,-182380.09,0.08,0.00,34.92,49.479,3.327
,Mixed / non conventional,72.00,65.00,22.00,21.00,625363.94,0.03,0.00,-119.05,-49.842,3.672
,Mixed / non conventional,72.00,65.00,21.00,20.00,-979117.00,0.06,0.00,166.60,73.226,3.672
,Mixed / non conventional,72.00,65.00,20.00,12.00,1499953.50,1.51,0.00,-20.65,-38.242,0.203
