,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name
,Mixed / non conventional,1.00,3.00,2.00,4.00,6010.68,0.14,0.00,5.77,2048.735,3.212,ERT72
,Mixed / non conventional,1.00,3.00,4.00,6.00,2866.59,0.12,0.00,-26.70,-781.659,3.212,ERT72
,Mixed / non conventional,1.00,3.00,6.00,8.00,4348.89,0.12,0.00,-15.38,-169.407,3.212,ERT72
,Mixed / non conventional,1.00,3.00,8.00,10.00,62041.00,0.12,0.00,-207.41,-805.586,3.212,ERT72
,Mixed / non conventional,1.00,3.00,10.00,12.00,-173014.55,0.13,0.00,-96.54,1021.159,3.212,ERT72
,Mixed / non conventional,1.00,3.00,12.00,14.00,48891.29,0.13,0.00,15.00,-155.381,3.212,ERT72
,Mixed / non conventional,1.00,3.00,14.00,16.00,44742.60,0.11,0.00,-123.04,-85.317,3.212,ERT72
,Mixed / non conventional,1.00,3.00,16.00,18.00,517366.22,0.13,0.00,26.46,-638.347,3.212,ERT72
,Mixed / non conventional,1.00,3.00,18.00,20.00,-703958.19,0.13,0.00,115.78,594.289,3.212,ERT72
,Mixed / non conventional,1.00,3.00,20.00,22.00,-79733.70,0.07,0.00,-29.32,48.080,3.212,ERT72
,Mixed / non conventional,1.00,3.00,5.00,7.00,3483.66,0.10,0.00,-11.34,-533.569,5.774,ERT72
,Mixed / non conventional,1.00,3.00,7.00,9.00,90244.96,0.09,0.00,-194.54,-3455.560,5.774,ERT72
,Mixed / non conventional,1.00,3.00,9.00,11.00,-225095.20,0.09,0.00,-19.65,3447.642,5.774,ERT72
,Mixed / non conventional,1.00,3.00,11.00,13.00,-17627.66,0.07,0.00,22.16,134.996,5.774,ERT72
,Mixed / non conventional,1.00,3.00,13.00,15.00,46194.75,0.08,0.00,-63.51,-202.153,5.774,ERT72
,Mixed / non conventional,1.00,3.00,15.00,17.00,737466.75,0.09,0.00,-64.17,-2017.016,5.774,ERT72
,Mixed / non conventional,1.00,3.00,17.00,19.00,-827363.56,0.08,0.00,-9.01,1508.601,5.774,ERT72
,Mixed / non conventional,1.00,3.00,19.00,21.00,-350832.41,0.10,0.00,14.18,447.790,5.774,ERT72
,Mixed / non conventional,1.00,3.00,21.00,23.00,53276.49,0.03,0.00,93.01,-49.455,5.774,ERT72
,Mixed / non conventional,1.00,3.00,23.00,25.00,1726122.25,0.52,0.00,-22.98,-58.838,0.283,ERT72
,Mixed / non conventional,1.00,3.00,22.00,24.00,94833.10,0.16,0.00,-52.37,-49.275,3.745,ERT72
,Mixed / non conventional,1.00,3.00,24.00,26.00,1410272.88,0.15,0.00,38.22,-556.902,3.745,ERT72
,Mixed / non conventional,1.00,3.00,26.00,28.00,-1274352.63,0.15,0.00,50.17,391.403,3.745,ERT72
,Mixed / non conventional,1.00,3.00,28.00,30.00,-478413.97,0.16,0.00,-19.24,116.537,3.745,ERT72
,Mixed / non conventional,1.00,3.00,30.00,32.00,11520.02,0.08,0.00,-11.17,-3.774,6.245,ERT72
,Mixed / non conventional,1.00,3.00,32.00,34.00,2582934.25,0.06,0.00,3.05,-692.329,6.245,ERT72
,Mixed / non conventional,1.00,3.00,34.00,36.00,-1759379.13,0.06,0.00,-4.33,343.965,5.498,ERT72
,Mixed / non conventional,1.00,3.00,36.00,38.00,-964842.06,0.03,0.00,-20.87,158.044,5.498,ERT72
,Mixed / non conventional,1.00,3.00,38.00,40.00,-356435.00,0.05,0.00,46.45,49.402,5.498,ERT72
,Mixed / non conventional,1.00,3.00,40.00,42.00,4031564.25,0.06,0.00,-39.06,-477.006,5.498,ERT72
,Mixed / non conventional,1.00,3.00,25.00,27.00,-1501413.50,0.08,0.00,56.52,741.191,5.323,ERT72
,Mixed / non conventional,1.00,3.00,27.00,29.00,-872543.13,0.08,0.00,-94.76,338.440,5.323,ERT72
,Mixed / non conventional,1.00,3.00,29.00,31.00,-159227.72,0.11,0.00,21.94,49.409,5.323,ERT72
,Mixed / non conventional,1.00,3.00,31.00,33.00,3277787.75,0.08,0.00,-39.05,-826.391,5.323,ERT72
,Mixed / non conventional,1.00,3.00,33.00,35.00,-1991515.88,0.08,0.00,111.61,413.502,5.323,ERT72
,Mixed / non conventional,1.00,3.00,35.00,37.00,-1421625.63,0.07,0.00,-109.47,245.975,5.323,ERT72
,Mixed / non conventional,1.00,3.00,37.00,39.00,-589066.63,0.05,0.00,110.00,85.829,5.323,ERT72
,Mixed / non conventional,1.00,3.00,39.00,41.00,4501705.50,0.08,0.00,-108.79,-557.530,5.323,ERT72
,Mixed / non conventional,1.00,3.00,41.00,43.00,-2136245.50,0.07,0.00,88.69,226.775,5.323,ERT72
,Mixed / non conventional,1.00,3.00,43.00,45.00,-1943001.75,0.07,0.00,-15.20,178.135,5.323,ERT72
,Mixed / non conventional,1.00,3.00,42.00,44.00,-2187720.75,0.13,0.00,-15.35,194.526,4.802,ERT72
,Mixed / non conventional,1.00,3.00,44.00,46.00,-1593488.88,0.13,0.00,-48.36,122.794,4.802,ERT72
,Mixed / non conventional,1.00,3.00,46.00,48.00,-736291.31,0.14,0.00,15.39,49.494,4.802,ERT72
,Mixed / non conventional,1.00,3.00,48.00,50.00,5550283.50,0.13,0.00,41.71,-327.425,4.802,ERT72
,Mixed / non conventional,1.00,3.00,50.00,52.00,-2602621.00,0.13,0.00,3.69,135.471,4.802,ERT72
,Mixed / non conventional,1.00,3.00,52.00,54.00,-2202018.50,0.10,0.00,-5.53,101.640,4.802,ERT72
,Mixed / non conventional,1.00,3.00,54.00,56.00,-1226228.88,0.12,0.00,55.25,50.426,4.802,ERT72
,Mixed / non conventional,1.00,3.00,56.00,58.00,7101528.00,0.10,0.00,-7.66,-261.305,4.802,ERT72
,Mixed / non conventional,1.00,3.00,58.00,60.00,-3135490.25,0.11,0.00,6.41,103.634,4.802,ERT72
,Mixed / non conventional,1.00,3.00,60.00,62.00,-2860954.25,0.12,0.00,73.32,85.259,4.802,ERT72
,Mixed / non conventional,1.00,3.00,45.00,47.00,-1133715.88,0.13,0.00,8.02,57.999,3.416,ERT72
,Mixed / non conventional,1.00,3.00,47.00,49.00,5622181.00,0.13,0.00,-97.80,-251.671,3.416,ERT72
,Mixed / non conventional,1.00,3.00,49.00,51.00,-2098737.50,0.13,0.00,128.31,82.672,3.416,ERT72
,Mixed / non conventional,1.00,3.00,51.00,53.00,-2553815.25,0.11,0.00,-128.67,88.995,3.416,ERT72
,Mixed / non conventional,1.00,3.00,53.00,55.00,-1815083.88,0.12,0.00,119.35,56.220,3.416,ERT72
,Mixed / non conventional,1.00,3.00,55.00,57.00,6951600.50,0.13,0.00,-82.11,-192.259,3.416,ERT72
,Mixed / non conventional,1.00,3.00,57.00,59.00,-1987979.50,0.13,0.00,156.84,49.291,3.416,ERT72
,Mixed / non conventional,1.00,3.00,59.00,61.00,-3222017.00,0.13,0.00,-74.52,71.905,3.416,ERT72
,Mixed / non conventional,1.00,3.00,61.00,63.00,-2499799.50,0.14,0.00,11.39,50.383,3.416,ERT72
,Mixed / non conventional,1.00,3.00,63.00,65.00,8405031.00,0.13,0.00,150.58,-153.539,3.416,ERT72
,Mixed / non conventional,1.00,3.00,62.00,64.00,-1669521.50,0.03,0.00,-68.55,58.097,6.196,ERT72
,Mixed / non conventional,1.00,3.00,64.00,66.00,8818265.00,0.00,0.00,154.45,-278.502,6.196,ERT72
,Mixed / non conventional,1.00,3.00,66.00,68.00,-3632297.75,0.03,0.00,-77.45,104.451,6.196,ERT72
,Mixed / non conventional,1.00,3.00,68.00,70.00,-3578458.00,0.04,0.00,1.40,93.957,6.196,ERT72
,Mixed / non conventional,1.00,3.00,70.00,72.00,-1718616.88,0.03,0.00,160.99,41.308,6.196,ERT72
,Mixed / non conventional,1.00,3.00,72.00,2.00,4115144.50,0.05,0.00,56.30,-1656.986,6.196,ERT72
,Mixed / non conventional,1.00,3.00,65.00,67.00,-2239479.75,0.05,0.00,-55.25,49.561,4.552,ERT72
,Mixed / non conventional,1.00,3.00,67.00,69.00,-3857087.00,0.03,0.00,4.15,77.825,4.552,ERT72
,Mixed / non conventional,1.00,3.00,69.00,71.00,-2993396.00,0.03,0.00,9.63,55.224,4.552,ERT72
,Mixed / non conventional,2.00,4.00,3.00,5.00,4584.38,0.11,0.00,-433.98,602.753,1.239,ERT72
,Mixed / non conventional,2.00,4.00,5.00,7.00,2669.71,0.20,0.00,-2.41,-280.810,1.239,ERT72
,Mixed / non conventional,2.00,4.00,7.00,9.00,47538.14,0.20,0.00,-153.27,-714.321,1.239,ERT72
,Mixed / non conventional,2.00,4.00,9.00,11.00,-88086.19,0.20,0.00,-56.58,441.202,1.239,ERT72
,Mixed / non conventional,2.00,4.00,11.00,13.00,-125219.94,0.21,0.00,16.24,285.089,1.239,ERT72
,Mixed / non conventional,2.00,4.00,13.00,15.00,37927.62,0.20,0.00,-60.97,-46.496,1.239,ERT72
,Mixed / non conventional,2.00,4.00,15.00,17.00,639816.69,0.20,0.00,-38.49,-470.618,1.239,ERT72
,Mixed / non conventional,2.00,4.00,17.00,19.00,-484285.00,0.20,0.00,-26.24,230.492,1.239,ERT72
,Mixed / non conventional,2.00,4.00,19.00,21.00,-578835.81,0.20,0.00,7.00,188.496,1.239,ERT72
,Mixed / non conventional,2.00,4.00,21.00,23.00,-36724.27,0.11,0.00,93.50,33.025,4.791,ERT72
,Mixed / non conventional,2.00,4.00,6.00,8.00,4156.75,0.07,0.00,-20.88,-419.730,3.807,ERT72
,Mixed / non conventional,2.00,4.00,8.00,10.00,69031.93,0.08,0.00,-234.26,-1742.636,3.807,ERT72
,Mixed / non conventional,2.00,4.00,10.00,12.00,-175651.36,0.08,0.00,-67.59,1773.653,3.807,ERT72
,Mixed / non conventional,2.00,4.00,12.00,14.00,-14674.02,0.08,0.00,14.03,74.086,3.807,ERT72
,Mixed / non conventional,2.00,4.00,14.00,16.00,55780.59,0.08,0.00,-125.80,-160.928,3.807,ERT72
,Mixed / non conventional,2.00,4.00,16.00,18.00,618026.25,0.09,0.00,9.34,-1114.385,3.807,ERT72
,Mixed / non conventional,2.00,4.00,18.00,20.00,-691340.19,0.08,0.00,130.45,831.057,3.807,ERT72
,Mixed / non conventional,2.00,4.00,20.00,22.00,-301924.75,0.07,0.00,-26.49,254.059,3.807,ERT72
,Mixed / non conventional,2.00,4.00,22.00,24.00,80738.98,0.07,0.00,-52.18,-49.410,3.807,ERT72
,Mixed / non conventional,2.00,4.00,24.00,26.00,1679892.88,0.08,0.00,37.60,-771.037,3.807,ERT72
,Mixed / non conventional,2.00,4.00,23.00,25.00,1864421.63,0.60,0.00,-23.86,-493.645,1.908,ERT72
,Mixed / non conventional,2.00,4.00,25.00,27.00,-1072874.75,0.60,0.00,50.66,215.890,1.908,ERT72
,Mixed / non conventional,2.00,4.00,27.00,29.00,-1140748.88,0.60,0.00,-97.08,178.539,1.908,ERT72
,Mixed / non conventional,2.00,4.00,29.00,31.00,-395775.47,0.59,0.00,21.82,49.127,1.908,ERT72
,Mixed / non conventional,2.00,4.00,31.00,33.00,3417360.25,0.59,0.00,-31.85,-342.089,1.908,ERT72
,Mixed / non conventional,2.00,4.00,33.00,35.00,-1616880.63,0.58,0.00,107.50,132.428,1.908,ERT72
,Mixed / non conventional,2.00,4.00,35.00,37.00,-1672838.63,0.59,0.00,-111.23,113.521,1.908,ERT72
,Mixed / non conventional,2.00,4.00,37.00,39.00,-945835.63,0.58,0.00,107.90,53.778,1.908,ERT72
,Mixed / non conventional,2.00,4.00,39.00,41.00,4865548.00,0.59,0.00,-102.75,-234.081,1.908,ERT72
,Mixed / non conventional,2.00,4.00,41.00,43.00,-1898244.63,0.60,0.00,86.32,77.960,1.908,ERT72
,Mixed / non conventional,2.00,4.00,26.00,28.00,-1233346.38,0.08,0.00,52.19,530.886,4.641,ERT72
,Mixed / non conventional,2.00,4.00,28.00,30.00,-835643.69,0.08,0.00,-17.02,282.619,4.641,ERT72
,Mixed / non conventional,2.00,4.00,30.00,32.00,-90566.38,0.08,0.00,-10.54,24.504,4.641,ERT72
,Mixed / non conventional,2.00,4.00,32.00,34.00,3045936.25,0.08,0.00,7.43,-669.594,4.641,ERT72
,Mixed / non conventional,2.00,4.00,34.00,36.00,-1719645.38,0.07,0.00,-4.41,311.328,4.641,ERT72
,Mixed / non conventional,2.00,4.00,36.00,38.00,-1371235.50,0.07,0.00,-19.64,206.873,4.641,ERT72
,Mixed / non conventional,2.00,4.00,38.00,40.00,-608449.69,0.08,0.00,48.05,77.301,4.641,ERT72
,Mixed / non conventional,2.00,4.00,40.00,42.00,4726522.00,0.08,0.00,-41.17,-510.410,4.641,ERT72
,Mixed / non conventional,2.00,4.00,42.00,44.00,-2194116.00,0.07,0.00,-14.55,203.090,4.641,ERT72
,Mixed / non conventional,2.00,4.00,44.00,46.00,-2033505.13,0.07,0.00,-47.56,162.558,4.641,ERT72
,Mixed / non conventional,2.00,4.00,43.00,45.00,-2216782.50,0.23,0.00,-16.00,132.012,3.216,ERT72
,Mixed / non conventional,2.00,4.00,45.00,47.00,-1571146.63,0.22,0.00,8.70,81.087,3.216,ERT72
,Mixed / non conventional,2.00,4.00,47.00,49.00,6243816.50,0.23,0.00,-99.18,-281.102,3.216,ERT72
,Mixed / non conventional,2.00,4.00,49.00,51.00,-2008517.63,0.24,0.00,128.67,79.356,3.216,ERT72
,Mixed / non conventional,2.00,4.00,51.00,53.00,-2881793.50,0.23,0.00,-127.46,100.463,3.216,ERT72
,Mixed / non conventional,2.00,4.00,53.00,55.00,-2338825.25,0.22,0.00,118.94,72.301,3.216,ERT72
,Mixed / non conventional,2.00,4.00,55.00,57.00,7841355.50,0.23,0.00,-82.90,-215.963,3.216,ERT72
,Mixed / non conventional,2.00,4.00,57.00,59.00,-2013622.63,0.25,0.00,157.20,49.623,3.216,ERT72
,Mixed / non conventional,2.00,4.00,59.00,61.00,-3605252.50,0.23,0.00,-74.94,79.807,3.216,ERT72
,Mixed / non conventional,2.00,4.00,61.00,63.00,-3110269.50,0.23,0.00,8.35,62.077,3.216,ERT72
,Mixed / non conventional,2.00,4.00,46.00,48.00,-1084026.00,0.00,0.00,16.08,63.299,3.899,ERT72
,Mixed / non conventional,2.00,4.00,48.00,50.00,6475019.50,0.05,0.00,39.96,-330.835,3.899,ERT72
,Mixed / non conventional,2.00,4.00,50.00,52.00,-2693382.00,0.04,0.00,3.66,121.099,3.899,ERT72
,Mixed / non conventional,2.00,4.00,52.00,54.00,-2677422.25,0.03,0.00,-5.09,106.497,3.899,ERT72
,Mixed / non conventional,2.00,4.00,54.00,56.00,-1665851.00,0.05,0.00,55.74,58.894,3.899,ERT72
,Mixed / non conventional,2.00,4.00,56.00,58.00,8263746.00,0.06,0.00,-8.85,-260.868,3.899,ERT72
,Mixed / non conventional,2.00,4.00,58.00,60.00,-3348760.25,0.05,0.00,7.47,94.772,3.899,ERT72
,Mixed / non conventional,2.00,4.00,60.00,62.00,-3409501.25,0.04,0.00,77.52,86.848,3.899,ERT72
,Mixed / non conventional,2.00,4.00,62.00,64.00,-2162456.00,0.04,0.00,-72.37,49.747,3.899,ERT72
,Mixed / non conventional,2.00,4.00,64.00,66.00,10250856.00,0.05,0.00,157.09,-213.737,3.899,ERT72
,Mixed / non conventional,2.00,4.00,63.00,65.00,9622204.00,0.04,0.00,152.75,-220.038,4.072,ERT72
,Mixed / non conventional,2.00,4.00,65.00,67.00,-2396257.75,0.03,0.00,-54.75,49.732,4.072,ERT72
,Mixed / non conventional,2.00,4.00,67.00,69.00,-4366157.00,0.03,0.00,4.66,82.507,4.072,ERT72
,Mixed / non conventional,2.00,4.00,69.00,71.00,-3619585.75,0.03,0.00,3.87,62.452,4.072,ERT72
,Mixed / non conventional,2.00,4.00,71.00,1.00,7006.31,0.00,0.00,51.97,-3029.008,4.072,ERT72
,Mixed / non conventional,2.00,4.00,1.00,3.00,5910.03,0.03,0.00,290.28,2553.403,4.072,ERT72
,Mixed / non conventional,2.00,4.00,66.00,68.00,-3985272.00,0.05,0.00,-77.99,89.039,4.595,ERT72
,Mixed / non conventional,2.00,4.00,68.00,70.00,-4227132.50,0.04,0.00,4.69,86.107,4.595,ERT72
,Mixed / non conventional,2.00,4.00,70.00,72.00,-2198212.50,0.06,0.00,161.26,40.942,4.595,ERT72
,Mixed / non conventional,3.00,5.00,4.00,6.00,4577.46,0.70,0.00,-438.16,437.354,0.900,ERT72
,Mixed / non conventional,3.00,5.00,6.00,8.00,3002.94,0.63,0.00,-19.88,-229.533,0.900,ERT72
,Mixed / non conventional,3.00,5.00,8.00,10.00,38470.67,0.65,0.00,-225.53,-420.078,0.900,ERT72
,Mixed / non conventional,3.00,5.00,10.00,12.00,-65139.08,0.66,0.00,-77.75,237.094,0.900,ERT72
,Mixed / non conventional,3.00,5.00,12.00,14.00,-124855.97,0.65,0.00,15.12,206.570,0.900,ERT72
,Mixed / non conventional,3.00,5.00,14.00,16.00,54480.56,0.65,0.00,-125.32,-48.535,0.900,ERT72
,Mixed / non conventional,3.00,5.00,16.00,18.00,544241.94,0.65,0.00,15.23,-290.907,0.900,ERT72
,Mixed / non conventional,3.00,5.00,18.00,20.00,-382344.28,0.65,0.00,125.39,132.239,0.900,ERT72
,Mixed / non conventional,3.00,5.00,20.00,22.00,-535986.69,0.65,0.00,-27.64,126.838,0.900,ERT72
,Mixed / non conventional,3.00,5.00,22.00,24.00,-3900.90,0.18,0.00,-51.64,3.946,5.388,ERT72
,Mixed / non conventional,3.00,5.00,7.00,9.00,19666.18,0.37,0.00,-169.08,-1152.029,2.208,ERT72
,Mixed / non conventional,3.00,5.00,9.00,11.00,-8097.84,0.37,0.00,-49.69,118.591,2.208,ERT72
,Mixed / non conventional,3.00,5.00,11.00,13.00,-143597.66,0.37,0.00,23.49,841.184,2.208,ERT72
,Mixed / non conventional,3.00,5.00,13.00,15.00,-17280.91,0.40,0.00,-61.54,50.615,2.208,ERT72
,Mixed / non conventional,3.00,5.00,15.00,17.00,495301.19,0.37,0.00,-47.94,-828.981,2.208,ERT72
,Mixed / non conventional,3.00,5.00,17.00,19.00,-157377.63,0.36,0.00,-22.54,164.626,2.208,ERT72
,Mixed / non conventional,3.00,5.00,19.00,21.00,-586812.00,0.37,0.00,11.68,409.227,2.208,ERT72
,Mixed / non conventional,3.00,5.00,21.00,23.00,-236965.38,0.38,0.00,93.68,115.677,2.208,ERT72
,Mixed / non conventional,3.00,5.00,23.00,25.00,1591325.50,0.37,0.00,-24.57,-564.961,2.208,ERT72
,Mixed / non conventional,3.00,5.00,25.00,27.00,-522019.94,0.36,0.00,51.16,138.998,2.208,ERT72
,Mixed / non conventional,3.00,5.00,24.00,26.00,1665928.50,0.38,0.00,42.11,-612.841,2.651,ERT72
,Mixed / non conventional,3.00,5.00,26.00,28.00,-825270.25,0.38,0.00,45.61,230.728,2.651,ERT72
,Mixed / non conventional,3.00,5.00,28.00,30.00,-1106853.13,0.38,0.00,-19.82,240.688,2.651,ERT72
,Mixed / non conventional,3.00,5.00,30.00,32.00,-292565.94,0.39,0.00,-10.55,50.456,2.651,ERT72
,Mixed / non conventional,3.00,5.00,32.00,34.00,3059968.75,0.38,0.00,14.58,-425.584,2.651,ERT72
,Mixed / non conventional,3.00,5.00,34.00,36.00,-1272095.88,0.38,0.00,-7.92,144.758,2.651,ERT72
,Mixed / non conventional,3.00,5.00,36.00,38.00,-1595902.75,0.39,0.00,-21.61,150.470,2.651,ERT72
,Mixed / non conventional,3.00,5.00,38.00,40.00,-916053.00,0.39,0.00,48.01,72.366,2.651,ERT72
,Mixed / non conventional,3.00,5.00,40.00,42.00,4749077.50,0.38,0.00,-36.90,-317.443,2.651,ERT72
,Mixed / non conventional,3.00,5.00,42.00,44.00,-1750896.88,0.39,0.00,-16.59,99.908,2.651,ERT72
,Mixed / non conventional,3.00,5.00,27.00,29.00,-1093350.25,0.40,0.00,-96.77,166.201,1.639,ERT72
,Mixed / non conventional,3.00,5.00,29.00,31.00,-724779.13,0.41,0.00,21.86,86.565,1.639,ERT72
,Mixed / non conventional,3.00,5.00,31.00,33.00,3056751.25,0.40,0.00,-32.25,-292.071,1.639,ERT72
,Mixed / non conventional,3.00,5.00,33.00,35.00,-976222.06,0.39,0.00,107.14,75.787,1.639,ERT72
,Mixed / non conventional,3.00,5.00,35.00,37.00,-1565415.00,0.40,0.00,-110.70,100.084,1.639,ERT72
,Mixed / non conventional,3.00,5.00,37.00,39.00,-1304522.50,0.40,0.00,106.69,69.503,1.639,ERT72
,Mixed / non conventional,3.00,5.00,39.00,41.00,4489976.50,0.39,0.00,-101.19,-201.446,1.639,ERT72
,Mixed / non conventional,3.00,5.00,41.00,43.00,-1315542.25,0.42,0.00,86.05,50.169,1.639,ERT72
,Mixed / non conventional,3.00,5.00,43.00,45.00,-2068247.63,0.41,0.00,-16.72,67.607,1.639,ERT72
,Mixed / non conventional,3.00,5.00,45.00,47.00,-1869668.50,0.42,0.00,8.46,52.782,1.639,ERT72
,Mixed / non conventional,3.00,5.00,44.00,46.00,-2189090.00,0.05,0.00,-49.47,135.135,3.334,ERT72
,Mixed / non conventional,3.00,5.00,46.00,48.00,-1424390.13,0.00,0.00,15.84,76.204,3.334,ERT72
,Mixed / non conventional,3.00,5.00,48.00,50.00,6478389.50,0.03,0.00,42.72,-302.337,3.334,ERT72
,Mixed / non conventional,3.00,5.00,50.00,52.00,-2271665.25,0.06,0.00,2.70,93.038,3.334,ERT72
,Mixed / non conventional,3.00,5.00,52.00,54.00,-2758222.50,0.05,0.00,-5.92,99.674,3.334,ERT72
,Mixed / non conventional,3.00,5.00,54.00,56.00,-1985008.38,0.03,0.00,55.22,63.609,3.334,ERT72
,Mixed / non conventional,3.00,5.00,56.00,58.00,8206303.50,0.05,0.00,-6.99,-234.287,3.334,ERT72
,Mixed / non conventional,3.00,5.00,58.00,60.00,-2957165.00,0.00,0.00,7.03,75.542,3.334,ERT72
,Mixed / non conventional,3.00,5.00,60.00,62.00,-3453848.50,0.05,0.00,78.73,79.253,3.334,ERT72
,Mixed / non conventional,3.00,5.00,62.00,64.00,-2431923.00,0.06,0.00,-75.38,50.315,3.334,ERT72
,Mixed / non conventional,3.00,5.00,47.00,49.00,5915846.00,0.11,0.00,-96.80,-398.298,4.495,ERT72
,Mixed / non conventional,3.00,5.00,49.00,51.00,-1548515.75,0.12,0.00,127.59,91.226,4.495,ERT72
,Mixed / non conventional,3.00,5.00,51.00,53.00,-2733249.00,0.11,0.00,-128.05,141.695,4.495,ERT72
,Mixed / non conventional,3.00,5.00,53.00,55.00,-2628686.25,0.11,0.00,117.60,120.557,4.495,ERT72
,Mixed / non conventional,3.00,5.00,55.00,57.00,7567274.50,0.12,0.00,-80.42,-308.470,4.495,ERT72
,Mixed / non conventional,3.00,5.00,57.00,59.00,-1682595.63,0.11,0.00,157.12,61.243,4.495,ERT72
,Mixed / non conventional,3.00,5.00,59.00,61.00,-3414142.75,0.12,0.00,-76.13,111.407,4.495,ERT72
,Mixed / non conventional,3.00,5.00,61.00,63.00,-3361483.50,0.10,0.00,5.12,98.727,4.495,ERT72
,Mixed / non conventional,3.00,5.00,63.00,65.00,9311004.00,0.11,0.00,157.66,-246.974,4.495,ERT72
,Mixed / non conventional,3.00,5.00,65.00,67.00,-2102389.25,0.10,0.00,-55.23,50.544,4.495,ERT72
,Mixed / non conventional,3.00,5.00,64.00,66.00,10190290.00,0.05,0.00,160.07,-294.954,5.154,ERT72
,Mixed / non conventional,3.00,5.00,66.00,68.00,-3642178.00,0.06,0.00,-79.03,95.677,5.154,ERT72
,Mixed / non conventional,3.00,5.00,68.00,70.00,-4236282.00,0.00,0.00,5.79,101.326,5.154,ERT72
,Mixed / non conventional,3.00,5.00,70.00,72.00,-2291566.75,0.10,0.00,160.71,50.046,5.154,ERT72
,Mixed / non conventional,3.00,5.00,72.00,2.00,5316.85,0.03,0.00,-21.75,-2909.452,5.154,ERT72
,Mixed / non conventional,3.00,5.00,2.00,4.00,4648.24,0.06,0.00,294.62,2541.928,5.154,ERT72
,Mixed / non conventional,3.00,5.00,67.00,69.00,-4142949.75,0.16,0.00,3.42,61.143,3.036,ERT72
,Mixed / non conventional,3.00,5.00,69.00,71.00,-3771567.75,0.14,0.00,-1.82,50.749,3.036,ERT72
,Mixed / non conventional,3.00,5.00,71.00,1.00,9283.01,0.15,0.00,95.91,-1123.227,3.036,ERT72
,Mixed / non conventional,4.00,6.00,5.00,7.00,4177.94,0.07,0.00,-540.15,1526.753,3.444,ERT72
,Mixed / non conventional,4.00,6.00,7.00,9.00,7859.72,0.00,0.00,-118.17,-2297.752,3.444,ERT72
,Mixed / non conventional,4.00,6.00,9.00,11.00,2787.56,0.00,0.00,-46.93,-116.419,3.444,ERT72
,Mixed / non conventional,4.00,6.00,11.00,13.00,-58495.13,0.05,0.00,2.61,814.322,3.444,ERT72
,Mixed / non conventional,4.00,6.00,13.00,15.00,-122232.62,0.04,0.00,-79.70,773.466,3.444,ERT72
,Mixed / non conventional,4.00,6.00,15.00,17.00,391509.56,0.03,0.00,-14.64,-1333.985,3.444,ERT72
,Mixed / non conventional,4.00,6.00,17.00,19.00,-23957.99,0.05,0.00,-24.36,48.979,3.444,ERT72
,Mixed / non conventional,4.00,6.00,19.00,21.00,-352691.13,0.06,0.00,-0.17,466.549,3.444,ERT72
,Mixed / non conventional,4.00,6.00,21.00,23.00,-470045.50,0.00,0.00,83.08,425.436,3.444,ERT72
,Mixed / non conventional,4.00,6.00,23.00,25.00,1280636.88,0.05,0.00,-4.41,-827.926,3.444,ERT72
,Mixed / non conventional,4.00,6.00,8.00,10.00,18434.23,0.30,0.00,-209.08,-803.788,1.644,ERT72
,Mixed / non conventional,4.00,6.00,10.00,12.00,-4639.55,0.40,0.00,-79.81,50.575,1.644,ERT72
,Mixed / non conventional,4.00,6.00,12.00,14.00,-145180.00,0.29,0.00,2.01,633.029,1.644,ERT72
,Mixed / non conventional,4.00,6.00,14.00,16.00,-631.29,0.41,0.00,-125.59,3.831,4.576,ERT72
,Mixed / non conventional,4.00,6.00,16.00,18.00,467247.66,0.30,0.00,23.12,-369.791,1.044,ERT72
,Mixed / non conventional,4.00,6.00,18.00,20.00,-125050.66,0.26,0.00,123.00,61.855,1.044,ERT72
,Mixed / non conventional,4.00,6.00,20.00,22.00,-562022.31,0.30,0.00,-31.17,185.333,1.044,ERT72
,Mixed / non conventional,4.00,6.00,22.00,24.00,-228324.05,0.32,0.00,-51.85,52.705,1.044,ERT72
,Mixed / non conventional,4.00,6.00,24.00,26.00,1528314.75,0.29,0.00,48.93,-256.570,1.044,ERT72
,Mixed / non conventional,4.00,6.00,26.00,28.00,-405355.59,0.27,0.00,43.40,51.038,1.044,ERT72
,Mixed / non conventional,4.00,6.00,25.00,27.00,-192549.95,0.26,0.00,50.19,65.426,2.449,ERT72
,Mixed / non conventional,4.00,6.00,27.00,29.00,-774749.31,0.26,0.00,-101.49,200.069,2.449,ERT72
,Mixed / non conventional,4.00,6.00,29.00,31.00,-1012057.75,0.26,0.00,17.37,203.275,2.449,ERT72
,Mixed / non conventional,4.00,6.00,31.00,33.00,2548229.50,0.26,0.00,-22.23,-405.922,2.449,ERT72
,Mixed / non conventional,4.00,6.00,33.00,35.00,-504090.88,0.24,0.00,105.28,64.758,2.449,ERT72
,Mixed / non conventional,4.00,6.00,35.00,37.00,-1210295.13,0.25,0.00,-113.69,127.212,2.449,ERT72
,Mixed / non conventional,4.00,6.00,37.00,39.00,-1550400.88,0.26,0.00,102.37,135.022,2.449,ERT72
,Mixed / non conventional,4.00,6.00,39.00,41.00,3836351.00,0.26,0.00,-93.24,-279.927,2.449,ERT72
