,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name
,Mixed / non conventional,1.00,3.00,54.00,56.00,-664454.44,0.00,0.00,85.03,52.573,9.238,ERT72
,Mixed / non conventional,1.00,3.00,56.00,58.00,3900485.25,0.03,0.00,-196.49,-276.137,9.238,ERT72
,Mixed / non conventional,1.00,3.00,58.00,60.00,-1658000.88,0.05,0.00,110.13,105.437,9.238,ERT72
,Mixed / non conventional,1.00,3.00,60.00,62.00,-1647363.63,0.04,0.00,213.77,94.456,9.238,ERT72
,Mixed / non conventional,1.00,3.00,45.00,47.00,-618842.69,0.12,0.00,99.95,70.192,7.573,ERT72
,Mixed / non conventional,1.00,3.00,47.00,49.00,2856427.25,0.12,0.00,-298.50,-283.493,7.573,ERT72
,Mixed / non conventional,1.00,3.00,49.00,51.00,-859337.44,0.10,0.00,287.78,75.051,7.573,ERT72
,Mixed / non conventional,1.00,3.00,51.00,53.00,-1422335.00,0.12,0.00,-131.13,109.893,7.573,ERT72
,Mixed / non conventional,1.00,3.00,53.00,55.00,-1011278.50,0.12,0.00,137.66,69.448,7.573,ERT72
,Mixed / non conventional,1.00,3.00,55.00,57.00,3703532.00,0.12,0.00,-262.80,-227.097,7.573,ERT72
,Mixed / non conventional,1.00,3.00,57.00,59.00,-912205.50,0.14,0.00,336.04,50.146,7.573,ERT72
,Mixed / non conventional,1.00,3.00,59.00,61.00,-1793749.13,0.16,0.00,-57.71,88.753,7.573,ERT72
,Mixed / non conventional,1.00,3.00,61.00,63.00,-1400222.25,0.13,0.00,92.81,62.570,7.573,ERT72
,Mixed / non conventional,1.00,3.00,63.00,65.00,4587801.00,0.12,0.00,-141.71,-185.812,7.573,ERT72
,Mixed / non conventional,1.00,3.00,62.00,64.00,-910999.38,0.12,0.00,-30.56,64.161,12.541,ERT72
,Mixed / non conventional,1.00,3.00,64.00,66.00,4942106.50,0.12,0.00,-181.92,-315.895,12.541,ERT72
,Mixed / non conventional,1.00,3.00,66.00,68.00,-1972212.13,0.12,0.00,112.30,114.781,12.541,ERT72
,Mixed / non conventional,1.00,3.00,68.00,70.00,-2113324.50,0.13,0.00,6.63,112.301,12.541,ERT72
,Mixed / non conventional,1.00,3.00,70.00,72.00,-984475.94,0.10,0.00,-90.83,47.890,12.541,ERT72
,Mixed / non conventional,1.00,3.00,72.00,2.00,1117470.00,0.20,0.00,-19.29,-910.657,12.541,ERT72
,Mixed / non conventional,1.00,3.00,65.00,67.00,-1084486.25,0.07,0.00,11.29,49.847,9.454,ERT72
,Mixed / non conventional,1.00,3.00,67.00,69.00,-2178936.50,0.11,0.00,6.20,91.312,9.454,ERT72
,Mixed / non conventional,1.00,3.00,69.00,71.00,-1739480.13,0.13,0.00,-120.89,66.651,9.454,ERT72
,Mixed / non conventional,2.00,4.00,3.00,5.00,3393.02,0.50,0.00,-464.88,534.593,1.485,ERT72
,Mixed / non conventional,2.00,4.00,5.00,7.00,2501.45,0.17,0.00,-35.25,-315.297,1.485,ERT72
,Mixed / non conventional,2.00,4.00,7.00,9.00,26781.08,0.14,0.00,-70.16,-482.234,1.485,ERT72
,Mixed / non conventional,2.00,4.00,9.00,11.00,-42529.63,0.08,0.00,68.33,255.270,1.485,ERT72
,Mixed / non conventional,2.00,4.00,11.00,13.00,-86178.38,0.20,0.00,46.15,235.117,1.485,ERT72
,Mixed / non conventional,2.00,4.00,13.00,15.00,31364.50,0.15,0.00,17.90,-46.076,1.485,ERT72
,Mixed / non conventional,2.00,4.00,15.00,17.00,380019.94,0.14,0.00,-183.19,-334.964,1.485,ERT72
,Mixed / non conventional,2.00,4.00,17.00,19.00,-234747.83,0.15,0.00,64.94,133.886,1.485,ERT72
,Mixed / non conventional,2.00,4.00,19.00,21.00,-380134.94,0.19,0.00,-0.34,148.342,1.485,ERT72
,Mixed / non conventional,2.00,4.00,21.00,23.00,-25670.74,0.06,0.00,148.05,41.272,8.565,ERT72
,Mixed / non conventional,2.00,4.00,6.00,8.00,3801.02,0.26,0.00,-32.36,-448.542,4.449,ERT72
,Mixed / non conventional,2.00,4.00,8.00,10.00,39606.68,0.28,0.00,-84.17,-1168.454,4.449,ERT72
,Mixed / non conventional,2.00,4.00,10.00,12.00,-102239.80,0.27,0.00,123.30,1206.490,4.449,ERT72
,Mixed / non conventional,2.00,4.00,12.00,14.00,-11777.45,0.25,0.00,-109.64,69.490,4.449,ERT72
,Mixed / non conventional,2.00,4.00,14.00,16.00,49537.51,0.28,0.00,-13.15,-167.020,4.449,ERT72
,Mixed / non conventional,2.00,4.00,16.00,18.00,378423.97,0.27,0.00,-94.60,-797.431,4.449,ERT72
,Mixed / non conventional,2.00,4.00,18.00,20.00,-386514.53,0.27,0.00,226.96,542.990,4.449,ERT72
,Mixed / non conventional,2.00,4.00,20.00,22.00,-227497.38,0.26,0.00,-34.71,223.717,4.449,ERT72
,Mixed / non conventional,2.00,4.00,22.00,24.00,69700.58,0.29,0.00,-62.29,-49.849,4.449,ERT72
,Mixed / non conventional,2.00,4.00,24.00,26.00,1080489.13,0.27,0.00,-86.31,-579.563,4.449,ERT72
,Mixed / non conventional,2.00,4.00,23.00,25.00,1127442.00,0.50,0.00,-182.14,-418.637,2.676,ERT72
,Mixed / non conventional,2.00,4.00,25.00,27.00,-496772.53,0.53,0.00,207.21,140.189,2.676,ERT72
,Mixed / non conventional,2.00,4.00,27.00,29.00,-774300.00,0.50,0.00,-105.84,169.951,2.676,ERT72
,Mixed / non conventional,2.00,4.00,29.00,31.00,-281737.75,0.51,0.00,94.19,49.044,2.676,ERT72
,Mixed / non conventional,2.00,4.00,31.00,33.00,2121822.75,0.50,0.00,-193.27,-297.872,2.676,ERT72
,Mixed / non conventional,2.00,4.00,33.00,35.00,-740189.19,0.50,0.00,271.69,85.019,2.676,ERT72
,Mixed / non conventional,2.00,4.00,35.00,37.00,-1173358.38,0.50,0.00,-232.40,111.667,2.676,ERT72
,Mixed / non conventional,2.00,4.00,37.00,39.00,-675796.00,0.53,0.00,197.48,53.886,2.676,ERT72
,Mixed / non conventional,2.00,4.00,39.00,41.00,3150541.75,0.50,0.00,-248.97,-212.565,2.676,ERT72
,Mixed / non conventional,2.00,4.00,41.00,43.00,-913546.56,0.52,0.00,379.67,52.616,2.676,ERT72
,Mixed / non conventional,2.00,4.00,26.00,28.00,-690359.00,0.06,0.00,235.61,532.533,8.317,ERT72
,Mixed / non conventional,2.00,4.00,28.00,30.00,-605260.56,0.08,0.00,-63.73,366.841,8.317,ERT72
,Mixed / non conventional,2.00,4.00,30.00,32.00,-58301.12,0.03,0.00,22.01,28.268,8.317,ERT72
,Mixed / non conventional,2.00,4.00,32.00,34.00,2040549.38,0.08,0.00,-140.69,-803.884,8.317,ERT72
,Mixed / non conventional,2.00,4.00,34.00,36.00,-1008617.63,0.06,0.00,98.59,327.236,8.317,ERT72
,Mixed / non conventional,2.00,4.00,36.00,38.00,-1007653.13,0.08,0.00,20.39,272.432,8.317,ERT72
,Mixed / non conventional,2.00,4.00,38.00,40.00,-426960.03,0.06,0.00,197.89,97.208,8.317,ERT72
,Mixed / non conventional,2.00,4.00,40.00,42.00,3272977.75,0.06,0.00,-327.71,-633.397,8.317,ERT72
,Mixed / non conventional,2.00,4.00,42.00,44.00,-1376081.38,0.07,0.00,67.52,228.260,8.317,ERT72
,Mixed / non conventional,2.00,4.00,44.00,46.00,-1504162.13,0.08,0.00,-52.50,215.482,8.317,ERT72
,Mixed / non conventional,2.00,4.00,43.00,45.00,-1603419.75,0.10,0.00,-253.32,158.300,5.331,ERT72
,Mixed / non conventional,2.00,4.00,45.00,47.00,-1134843.63,0.11,0.00,102.84,97.099,5.331,ERT72
,Mixed / non conventional,2.00,4.00,47.00,49.00,4240754.00,0.11,0.00,-305.93,-316.517,5.331,ERT72
,Mixed / non conventional,2.00,4.00,49.00,51.00,-1084560.38,0.10,0.00,292.29,71.039,5.331,ERT72
,Mixed / non conventional,2.00,4.00,51.00,53.00,-2114773.50,0.09,0.00,-133.64,122.221,5.331,ERT72
,Mixed / non conventional,2.00,4.00,53.00,55.00,-1722599.25,0.11,0.00,144.28,88.282,5.331,ERT72
,Mixed / non conventional,2.00,4.00,55.00,57.00,5554845.50,0.10,0.00,-270.92,-253.631,5.331,ERT72
,Mixed / non conventional,2.00,4.00,57.00,59.00,-1228540.00,0.09,0.00,342.88,50.192,5.331,ERT72
,Mixed / non conventional,2.00,4.00,59.00,61.00,-2648164.25,0.11,0.00,-64.02,97.183,5.331,ERT72
,Mixed / non conventional,2.00,4.00,61.00,63.00,-2300091.75,0.10,0.00,96.44,76.106,5.331,ERT72
,Mixed / non conventional,2.00,4.00,46.00,48.00,-768461.81,0.09,0.00,48.78,63.035,5.477,ERT72
,Mixed / non conventional,2.00,4.00,48.00,50.00,4600118.50,0.08,0.00,-100.08,-330.173,5.477,ERT72
,Mixed / non conventional,2.00,4.00,50.00,52.00,-1800836.38,0.08,0.00,147.72,113.742,5.477,ERT72
,Mixed / non conventional,2.00,4.00,52.00,54.00,-1997996.88,0.09,0.00,-38.49,111.639,5.477,ERT72
,Mixed / non conventional,2.00,4.00,54.00,56.00,-1199368.25,0.08,0.00,96.98,59.565,5.477,ERT72
,Mixed / non conventional,2.00,4.00,56.00,58.00,6007450.00,0.10,0.00,-203.48,-266.402,5.477,ERT72
,Mixed / non conventional,2.00,4.00,58.00,60.00,-2337547.25,0.10,0.00,107.38,92.930,5.477,ERT72
,Mixed / non conventional,2.00,4.00,60.00,62.00,-2588818.75,0.09,0.00,218.97,92.635,5.477,ERT72
,Mixed / non conventional,2.00,4.00,62.00,64.00,-1557280.88,0.09,0.00,-29.79,50.326,5.477,ERT72
,Mixed / non conventional,2.00,4.00,64.00,66.00,7571701.50,0.08,0.00,-183.62,-221.777,5.477,ERT72
,Mixed / non conventional,2.00,4.00,63.00,65.00,6915050.00,0.11,0.00,-141.13,-251.673,6.481,ERT72
,Mixed / non conventional,2.00,4.00,65.00,67.00,-1522848.25,0.10,0.00,9.31,50.301,6.481,ERT72
,Mixed / non conventional,2.00,4.00,67.00,69.00,-3225309.50,0.12,0.00,1.72,97.002,6.481,ERT72
,Mixed / non conventional,2.00,4.00,69.00,71.00,-2769949.50,0.12,0.00,-121.16,76.064,6.481,ERT72
,Mixed / non conventional,2.00,4.00,71.00,1.00,3181.40,0.10,0.00,-35.92,-2189.013,6.481,ERT72
,Mixed / non conventional,2.00,4.00,1.00,3.00,2930.64,0.12,0.00,364.44,2015.163,6.481,ERT72
,Mixed / non conventional,2.00,4.00,66.00,68.00,-2835413.50,0.12,0.00,120.57,104.183,7.558,ERT72
,Mixed / non conventional,2.00,4.00,68.00,70.00,-3266281.75,0.11,0.00,9.66,109.422,7.558,ERT72
,Mixed / non conventional,2.00,4.00,70.00,72.00,-1635687.13,0.10,0.00,-101.61,50.102,7.558,ERT72
,Mixed / non conventional,3.00,5.00,4.00,6.00,3677.68,1.28,0.00,-417.64,310.673,0.796,ERT72
,Mixed / non conventional,3.00,5.00,6.00,8.00,3174.25,0.52,0.00,-35.94,-214.517,0.796,ERT72
,Mixed / non conventional,3.00,5.00,8.00,10.00,28904.26,0.51,0.00,-76.92,-279.051,0.796,ERT72
,Mixed / non conventional,3.00,5.00,10.00,12.00,-45456.23,0.49,0.00,106.78,146.283,0.796,ERT72
,Mixed / non conventional,3.00,5.00,12.00,14.00,-105861.53,0.52,0.00,-102.46,154.852,0.796,ERT72
,Mixed / non conventional,3.00,5.00,14.00,16.00,57832.48,0.48,0.00,-11.90,-45.552,0.796,ERT72
,Mixed / non conventional,3.00,5.00,16.00,18.00,429935.41,0.51,0.00,-89.71,-203.183,0.796,ERT72
,Mixed / non conventional,3.00,5.00,18.00,20.00,-266782.53,0.51,0.00,221.28,81.580,0.796,ERT72
,Mixed / non conventional,3.00,5.00,20.00,22.00,-449394.97,0.52,0.00,-35.75,94.026,0.796,ERT72
,Mixed / non conventional,3.00,5.00,22.00,24.00,7449.07,0.28,0.00,-60.38,-9.223,6.596,ERT72
,Mixed / non conventional,3.00,5.00,7.00,9.00,15757.01,0.09,0.00,-84.22,-1505.042,3.601,ERT72
,Mixed / non conventional,3.00,5.00,9.00,11.00,-5257.94,0.11,0.00,65.64,125.554,3.601,ERT72
,Mixed / non conventional,3.00,5.00,11.00,13.00,-113324.12,0.09,0.00,57.39,1082.425,3.601,ERT72
,Mixed / non conventional,3.00,5.00,13.00,15.00,-10612.92,0.05,0.00,21.14,50.685,3.601,ERT72
,Mixed / non conventional,3.00,5.00,15.00,17.00,400391.59,0.09,0.00,-194.08,-1092.677,3.601,ERT72
,Mixed / non conventional,3.00,5.00,17.00,19.00,-100838.89,0.10,0.00,62.83,171.994,3.601,ERT72
,Mixed / non conventional,3.00,5.00,19.00,21.00,-462510.44,0.09,0.00,6.73,525.919,3.601,ERT72
,Mixed / non conventional,3.00,5.00,21.00,23.00,-195484.70,0.08,0.00,149.81,155.599,3.601,ERT72
,Mixed / non conventional,3.00,5.00,23.00,25.00,1267043.63,0.10,0.00,-185.41,-733.471,3.601,ERT72
,Mixed / non conventional,3.00,5.00,25.00,27.00,-310420.03,0.10,0.00,206.62,134.773,3.601,ERT72
,Mixed / non conventional,3.00,5.00,24.00,26.00,1362855.38,0.32,0.00,-84.48,-591.085,3.126,ERT72
,Mixed / non conventional,3.00,5.00,26.00,28.00,-584178.38,0.32,0.00,218.92,192.557,3.126,ERT72
,Mixed / non conventional,3.00,5.00,28.00,30.00,-935061.13,0.32,0.00,-76.47,239.724,3.126,ERT72
,Mixed / non conventional,3.00,5.00,30.00,32.00,-246946.34,0.34,0.00,25.12,50.211,3.126,ERT72
,Mixed / non conventional,3.00,5.00,32.00,34.00,2579370.50,0.32,0.00,-116.54,-422.952,3.126,ERT72
,Mixed / non conventional,3.00,5.00,34.00,36.00,-953221.25,0.33,0.00,86.81,127.887,3.126,ERT72
,Mixed / non conventional,3.00,5.00,36.00,38.00,-1398281.13,0.32,0.00,11.17,155.434,3.126,ERT72
,Mixed / non conventional,3.00,5.00,38.00,40.00,-781286.00,0.32,0.00,198.91,72.766,3.126,ERT72
,Mixed / non conventional,3.00,5.00,40.00,42.00,4115900.75,0.32,0.00,-310.72,-324.361,3.126,ERT72
,Mixed / non conventional,3.00,5.00,42.00,44.00,-1410614.38,0.32,0.00,58.16,94.898,3.126,ERT72
,Mixed / non conventional,3.00,5.00,27.00,29.00,-897746.75,0.11,0.00,-107.88,217.144,2.608,ERT72
,Mixed / non conventional,3.00,5.00,29.00,31.00,-604188.06,0.11,0.00,97.81,114.824,2.608,ERT72
,Mixed / non conventional,3.00,5.00,31.00,33.00,2459167.00,0.10,0.00,-197.36,-373.884,2.608,ERT72
,Mixed / non conventional,3.00,5.00,33.00,35.00,-577242.44,0.10,0.00,275.48,71.306,2.608,ERT72
,Mixed / non conventional,3.00,5.00,35.00,37.00,-1349869.13,0.11,0.00,-236.54,137.325,2.608,ERT72
,Mixed / non conventional,3.00,5.00,37.00,39.00,-1107766.13,0.11,0.00,198.83,93.911,2.608,ERT72
,Mixed / non conventional,3.00,5.00,39.00,41.00,3713474.75,0.09,0.00,-250.09,-265.104,2.608,ERT72
,Mixed / non conventional,3.00,5.00,41.00,43.00,-824357.38,0.12,0.00,384.12,50.023,2.608,ERT72
,Mixed / non conventional,3.00,5.00,43.00,45.00,-1858361.63,0.12,0.00,-257.54,96.658,2.608,ERT72
,Mixed / non conventional,3.00,5.00,45.00,47.00,-1633470.75,0.12,0.00,102.63,73.376,2.608,ERT72
,Mixed / non conventional,3.00,5.00,44.00,46.00,-1966953.50,0.11,0.00,-59.24,139.023,3.817,ERT72
,Mixed / non conventional,3.00,5.00,46.00,48.00,-1212911.25,0.11,0.00,52.25,74.296,3.817,ERT72
,Mixed / non conventional,3.00,5.00,48.00,50.00,5711978.50,0.11,0.00,-96.78,-305.211,3.817,ERT72
,Mixed / non conventional,3.00,5.00,50.00,52.00,-1938211.75,0.12,0.00,146.21,90.888,3.817,ERT72
,Mixed / non conventional,3.00,5.00,52.00,54.00,-2523060.75,0.09,0.00,-43.69,104.393,3.817,ERT72
,Mixed / non conventional,3.00,5.00,54.00,56.00,-1730141.00,0.12,0.00,102.74,63.479,3.817,ERT72
,Mixed / non conventional,3.00,5.00,56.00,58.00,7404129.00,0.11,0.00,-203.52,-242.027,3.817,ERT72
,Mixed / non conventional,3.00,5.00,58.00,60.00,-2613100.00,0.10,0.00,104.29,76.429,3.817,ERT72
,Mixed / non conventional,3.00,5.00,60.00,62.00,-3231020.50,0.11,0.00,219.76,84.888,3.817,ERT72
,Mixed / non conventional,3.00,5.00,62.00,64.00,-2130603.00,0.09,0.00,-28.86,50.471,3.817,ERT72
,Mixed / non conventional,3.00,5.00,47.00,49.00,5059948.00,0.03,0.00,-307.63,-418.166,5.518,ERT72
,Mixed / non conventional,3.00,5.00,49.00,51.00,-1086823.25,0.04,0.00,294.79,78.591,5.518,ERT72
,Mixed / non conventional,3.00,5.00,51.00,53.00,-2490094.50,0.03,0.00,-138.28,158.454,5.518,ERT72
,Mixed / non conventional,3.00,5.00,53.00,55.00,-2346055.75,0.00,0.00,148.70,132.070,5.518,ERT72
,Mixed / non conventional,3.00,5.00,55.00,57.00,6705656.50,0.04,0.00,-273.59,-335.526,5.518,ERT72
,Mixed / non conventional,3.00,5.00,57.00,59.00,-1325508.50,0.04,0.00,348.32,59.221,5.518,ERT72
,Mixed / non conventional,3.00,5.00,59.00,61.00,-3123951.75,0.08,0.00,-70.76,125.125,5.518,ERT72
,Mixed / non conventional,3.00,5.00,61.00,63.00,-3034436.00,0.04,0.00,98.26,109.394,5.518,ERT72
,Mixed / non conventional,3.00,5.00,63.00,65.00,8386778.00,0.04,0.00,-133.88,-273.063,5.518,ERT72
,Mixed / non conventional,3.00,5.00,65.00,67.00,-1721398.13,0.08,0.00,7.15,50.798,5.518,ERT72
,Mixed / non conventional,3.00,5.00,64.00,66.00,9335150.00,0.07,0.00,-187.36,-294.442,5.616,ERT72
,Mixed / non conventional,3.00,5.00,66.00,68.00,-3269366.50,0.06,0.00,122.82,93.589,5.616,ERT72
,Mixed / non conventional,3.00,5.00,68.00,70.00,-4059043.00,0.07,0.00,9.32,105.796,5.616,ERT72
,Mixed / non conventional,3.00,5.00,70.00,72.00,-2131245.75,0.11,0.00,-106.82,50.720,5.616,ERT72
,Mixed / non conventional,3.00,5.00,72.00,2.00,3093.59,0.10,0.00,-1.88,-1844.719,5.616,ERT72
,Mixed / non conventional,3.00,5.00,2.00,4.00,3474.48,0.11,0.00,285.25,2070.499,5.616,ERT72
,Mixed / non conventional,3.00,5.00,67.00,69.00,-3818290.00,0.11,0.00,-5.89,59.932,3.228,ERT72
,Mixed / non conventional,3.00,5.00,69.00,71.00,-3543602.25,0.13,0.00,-123.86,50.711,3.228,ERT72
,Mixed / non conventional,3.00,5.00,71.00,1.00,5709.48,0.15,0.00,54.52,-734.726,3.228,ERT72
,Mixed / non conventional,4.00,6.00,5.00,7.00,3939.91,0.18,0.00,-551.07,1743.839,4.171,ERT72
,Mixed / non conventional,4.00,6.00,7.00,9.00,7599.35,0.20,0.00,-15.52,-2690.833,4.171,ERT72
,Mixed / non conventional,4.00,6.00,9.00,11.00,1783.89,0.21,0.00,65.83,-90.236,4.171,ERT72
,Mixed / non conventional,4.00,6.00,11.00,13.00,-50362.60,0.18,0.00,26.69,849.179,4.171,ERT72
,Mixed / non conventional,4.00,6.00,13.00,15.00,-111849.69,0.20,0.00,5.87,857.242,4.171,ERT72
,Mixed / non conventional,4.00,6.00,15.00,17.00,366648.75,0.19,0.00,-151.64,-1513.120,4.171,ERT72
,Mixed / non conventional,4.00,6.00,17.00,19.00,-19997.48,0.21,0.00,58.08,49.516,4.171,ERT72
,Mixed / non conventional,4.00,6.00,19.00,21.00,-300709.97,0.19,0.00,-8.55,481.798,4.171,ERT72
,Mixed / non conventional,4.00,6.00,21.00,23.00,-417606.84,0.20,0.00,139.37,457.801,4.171,ERT72
,Mixed / non conventional,4.00,6.00,23.00,25.00,1149094.88,0.19,0.00,-158.35,-899.779,4.171,ERT72
,Mixed / non conventional,4.00,6.00,8.00,10.00,16829.86,0.03,0.00,-11.25,-2192.482,4.911,ERT72
,Mixed / non conventional,4.00,6.00,10.00,12.00,-3654.58,0.09,0.00,94.76,119.024,4.911,ERT72
,Mixed / non conventional,4.00,6.00,12.00,14.00,-130362.16,0.03,0.00,-151.56,1698.273,4.911,ERT72
,Mixed / non conventional,4.00,6.00,14.00,16.00,2170.79,0.16,0.00,-8.12,-14.140,4.911,ERT72
,Mixed / non conventional,4.00,6.00,16.00,18.00,433988.91,0.05,0.00,-39.68,-1615.348,4.911,ERT72
,Mixed / non conventional,4.00,6.00,18.00,20.00,-101536.20,0.17,0.00,216.47,63.127,1.313,ERT72
,Mixed / non conventional,4.00,6.00,20.00,22.00,-490190.38,0.15,0.00,-46.08,203.176,1.313,ERT72
,Mixed / non conventional,4.00,6.00,22.00,24.00,-221535.78,0.15,0.00,-60.00,64.276,1.313,ERT72
,Mixed / non conventional,4.00,6.00,24.00,26.00,1403644.63,0.15,0.00,-72.37,-296.182,1.313,ERT72
,Mixed / non conventional,4.00,6.00,26.00,28.00,-322337.53,0.16,0.00,216.98,51.012,1.313,ERT72
,Mixed / non conventional,4.00,6.00,25.00,27.00,-130874.64,0.07,0.00,203.16,63.626,3.504,ERT72
,Mixed / non conventional,4.00,6.00,27.00,29.00,-679895.19,0.08,0.00,-118.08,251.210,3.504,ERT72
,Mixed / non conventional,4.00,6.00,29.00,31.00,-892836.00,0.07,0.00,92.80,256.582,3.504,ERT72
,Mixed / non conventional,4.00,6.00,31.00,33.00,2266604.75,0.08,0.00,-182.61,-516.601,3.504,ERT72
,Mixed / non conventional,4.00,6.00,33.00,35.00,-334360.31,0.03,0.00,275.71,61.457,3.504,ERT72
,Mixed / non conventional,4.00,6.00,35.00,37.00,-1118843.00,0.07,0.00,-244.95,168.261,3.504,ERT72
,Mixed / non conventional,4.00,6.00,37.00,39.00,-1387096.00,0.07,0.00,193.99,172.839,3.504,ERT72
,Mixed / non conventional,4.00,6.00,39.00,41.00,3469064.50,0.07,0.00,-238.86,-362.172,3.504,ERT72
