,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,1.00,2.00,3.00,7099.23,0.11,0.00,18.85,-896.143,1.586,1010,7/11/2022 6:33:48 PM
,Mixed / non conventional,72.00,1.00,3.00,4.00,13437.00,0.11,0.00,98.76,-565.877,1.586,1010,7/11/2022 6:33:49 PM
,Mixed / non conventional,72.00,1.00,4.00,5.00,20891.60,0.12,0.00,-74.90,-440.503,1.586,1010,7/11/2022 6:33:49 PM
,Mixed / non conventional,72.00,1.00,5.00,6.00,-22329.20,0.12,0.00,0.22,283.021,1.586,1010,7/11/2022 6:33:49 PM
,Mixed / non conventional,72.00,1.00,6.00,7.00,-23269.50,0.12,0.00,-30.61,197.110,1.586,1010,7/11/2022 6:33:49 PM
,Mixed / non conventional,72.00,1.00,7.00,8.00,-12884.90,0.12,0.00,153.15,78.201,1.586,1010,7/11/2022 6:33:49 PM
,Mixed / non conventional,72.00,1.00,8.00,16.00,-2213.92,0.12,0.00,-215.35,43.815,1.586,1010,7/11/2022 6:33:49 PM
,Mixed / non conventional,72.00,1.00,16.00,24.00,-10030.91,0.13,0.00,459.09,66.232,1.586,1010,7/11/2022 6:33:49 PM
,Mixed / non conventional,72.00,1.00,24.00,32.00,-18268.31,0.12,0.00,-299.58,70.936,1.586,1010,7/11/2022 6:33:49 PM
,Mixed / non conventional,72.00,1.00,32.00,40.00,-16879.71,0.13,0.00,370.31,54.810,1.586,1010,7/11/2022 6:33:49 PM
,Mixed / non conventional,72.00,1.00,9.00,10.00,126474.97,0.03,0.00,-70.33,-2410.322,8.465,1010,7/11/2022 6:33:51 PM
,Mixed / non conventional,72.00,1.00,10.00,11.00,169000.48,0.06,0.00,-25.67,-2590.180,8.465,1010,7/11/2022 6:33:51 PM
,Mixed / non conventional,72.00,1.00,11.00,12.00,140565.08,0.05,0.00,-13.55,-1773.437,8.465,1010,7/11/2022 6:33:51 PM
,Mixed / non conventional,72.00,1.00,12.00,13.00,94133.24,0.05,0.00,-8.39,-996.641,8.465,1010,7/11/2022 6:33:51 PM
,Mixed / non conventional,72.00,1.00,13.00,14.00,-5564.07,0.00,0.00,-95.07,50.246,8.465,1010,7/11/2022 6:33:51 PM
,Mixed / non conventional,72.00,1.00,14.00,15.00,-37736.74,0.05,0.00,108.13,294.739,8.465,1010,7/11/2022 6:33:51 PM
,Mixed / non conventional,72.00,1.00,15.00,16.00,-34002.07,0.07,0.00,-106.38,232.503,8.465,1010,7/11/2022 6:33:51 PM
,Mixed / non conventional,72.00,1.00,16.00,23.00,-10368.88,0.00,0.00,188.12,331.976,8.465,1010,7/11/2022 6:33:51 PM
,Mixed / non conventional,72.00,1.00,23.00,24.00,-8079.74,0.05,0.00,282.58,26.142,8.465,1010,7/11/2022 6:33:51 PM
,Mixed / non conventional,72.00,1.00,24.00,31.00,-21444.53,0.27,0.00,-294.13,40.786,0.872,1010,7/11/2022 6:33:53 PM
,Mixed / non conventional,72.00,1.00,17.00,18.00,227683.44,0.03,0.00,-410.91,-1233.025,8.479,1010,7/11/2022 6:33:55 PM
,Mixed / non conventional,72.00,1.00,18.00,19.00,287679.69,0.05,0.00,-9.01,-1404.288,8.479,1010,7/11/2022 6:33:55 PM
,Mixed / non conventional,72.00,1.00,19.00,20.00,234478.14,0.04,0.00,455.10,-1039.996,8.479,1010,7/11/2022 6:33:55 PM
,Mixed / non conventional,72.00,1.00,20.00,21.00,164861.34,0.05,0.00,-486.08,-669.335,8.479,1010,7/11/2022 6:33:55 PM
,Mixed / non conventional,72.00,1.00,21.00,22.00,76115.49,0.03,0.00,69.52,-284.835,8.479,1010,7/11/2022 6:33:56 PM
,Mixed / non conventional,72.00,1.00,22.00,23.00,-17695.94,0.04,0.00,79.55,61.434,8.479,1010,7/11/2022 6:33:56 PM
,Mixed / non conventional,72.00,1.00,23.00,31.00,-19800.80,0.05,0.00,4.65,430.279,8.479,1010,7/11/2022 6:33:56 PM
,Mixed / non conventional,72.00,1.00,31.00,32.00,8455.50,0.12,0.00,-6.32,-19.227,8.479,1010,7/11/2022 6:33:56 PM
,Mixed / non conventional,72.00,1.00,32.00,39.00,-25400.60,0.06,0.00,-12.43,385.450,8.479,1010,7/11/2022 6:33:56 PM
,Mixed / non conventional,72.00,1.00,39.00,40.00,40257.67,0.07,0.00,394.73,-88.101,8.479,1010,7/11/2022 6:33:56 PM
,Mixed / non conventional,72.00,1.00,25.00,26.00,255995.34,0.07,0.00,55.86,-456.999,5.268,1010,7/11/2022 6:33:58 PM
