,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,1.00,3.00,2.00,4.00,3827.50,0.15,0.00,45.55,1381.344,3.401,ERT72,6/29/2022 3:07:51 PM
,Mixed / non conventional,1.00,3.00,4.00,6.00,1905.61,0.21,0.00,4.22,-550.187,3.401,ERT72,6/29/2022 3:07:51 PM
,Mixed / non conventional,1.00,3.00,6.00,8.00,3387.83,0.20,0.00,-43.37,-139.734,3.401,ERT72,6/29/2022 3:07:51 PM
,Mixed / non conventional,1.00,3.00,8.00,10.00,39865.70,0.19,0.00,-146.49,-548.096,3.401,ERT72,6/29/2022 3:07:51 PM
,Mixed / non conventional,1.00,3.00,10.00,12.00,-112606.74,0.20,0.00,91.51,703.720,3.401,ERT72,6/29/2022 3:07:51 PM
,Mixed / non conventional,1.00,3.00,12.00,14.00,32624.09,0.22,0.00,-106.28,-109.781,3.401,ERT72,6/29/2022 3:07:51 PM
,Mixed / non conventional,1.00,3.00,14.00,16.00,34161.11,0.20,0.00,-6.87,-68.972,3.401,ERT72,6/29/2022 3:07:51 PM
,Mixed / non conventional,1.00,3.00,16.00,18.00,346050.88,0.19,0.00,-57.84,-452.088,3.401,ERT72,6/29/2022 3:07:51 PM
,Mixed / non conventional,1.00,3.00,18.00,20.00,-445662.78,0.21,0.00,183.36,398.365,3.401,ERT72,6/29/2022 3:07:51 PM
,Mixed / non conventional,1.00,3.00,20.00,22.00,-73317.25,0.20,0.00,-20.15,46.812,3.401,ERT72,6/29/2022 3:07:51 PM
,Mixed / non conventional,1.00,3.00,5.00,7.00,2657.88,0.10,0.00,-23.38,-721.768,10.237,ERT72,6/29/2022 3:07:53 PM
,Mixed / non conventional,1.00,3.00,7.00,9.00,55249.58,0.10,0.00,-267.47,-3750.863,10.237,ERT72,6/29/2022 3:07:53 PM
,Mixed / non conventional,1.00,3.00,9.00,11.00,-135599.66,0.10,0.00,157.64,3682.317,10.237,ERT72,6/29/2022 3:07:53 PM
,Mixed / non conventional,1.00,3.00,11.00,13.00,-17567.42,0.06,0.00,64.96,238.528,10.237,ERT72,6/29/2022 3:07:53 PM
,Mixed / non conventional,1.00,3.00,13.00,15.00,35825.60,0.09,0.00,3.54,-277.963,10.237,ERT72,6/29/2022 3:07:53 PM
,Mixed / non conventional,1.00,3.00,15.00,17.00,471029.38,0.09,0.00,-211.92,-2284.135,10.237,ERT72,6/29/2022 3:07:53 PM
,Mixed / non conventional,1.00,3.00,17.00,19.00,-501819.34,0.10,0.00,99.04,1622.303,10.237,ERT72,6/29/2022 3:07:53 PM
,Mixed / non conventional,1.00,3.00,19.00,21.00,-238978.06,0.10,0.00,10.48,540.803,10.237,ERT72,6/29/2022 3:07:54 PM
,Mixed / non conventional,1.00,3.00,21.00,23.00,30757.93,0.14,0.00,144.09,-50.622,10.237,ERT72,6/29/2022 3:07:54 PM
,Mixed / non conventional,1.00,3.00,23.00,25.00,1146575.75,0.65,0.00,-135.66,-56.597,0.409,ERT72,6/29/2022 3:07:56 PM
,Mixed / non conventional,1.00,3.00,22.00,24.00,63161.82,0.11,0.00,-96.70,-90.540,10.332,ERT72,6/29/2022 3:07:58 PM
,Mixed / non conventional,1.00,3.00,24.00,26.00,964358.25,0.13,0.00,-18.04,-1050.601,10.332,ERT72,6/29/2022 3:07:58 PM
,Mixed / non conventional,1.00,3.00,26.00,28.00,-779171.88,0.13,0.00,113.82,660.225,10.332,ERT72,6/29/2022 3:07:58 PM
,Mixed / non conventional,1.00,3.00,28.00,30.00,-356114.47,0.13,0.00,-49.36,239.317,10.332,ERT72,6/29/2022 3:07:58 PM
,Mixed / non conventional,1.00,3.00,30.00,32.00,-20253.21,0.15,0.00,59.10,10.976,10.332,ERT72,6/29/2022 3:07:58 PM
,Mixed / non conventional,1.00,3.00,32.00,34.00,1774365.88,0.12,0.00,-70.17,-786.795,10.332,ERT72,6/29/2022 3:07:58 PM
,Mixed / non conventional,1.00,3.00,34.00,36.00,-1051810.25,0.15,0.00,44.48,227.735,6.089,ERT72,6/29/2022 3:08:00 PM
,Mixed / non conventional,1.00,3.00,36.00,38.00,-674103.44,0.16,0.00,-64.67,122.289,6.089,ERT72,6/29/2022 3:08:00 PM
,Mixed / non conventional,1.00,3.00,38.00,40.00,-319915.53,0.14,0.00,149.17,49.107,6.089,ERT72,6/29/2022 3:08:00 PM
,Mixed / non conventional,1.00,3.00,40.00,42.00,2749620.75,0.14,0.00,-97.48,-360.297,6.089,ERT72,6/29/2022 3:08:00 PM
,Mixed / non conventional,1.00,3.00,25.00,27.00,-864265.44,0.15,0.00,134.11,466.261,5.817,ERT72,6/29/2022 3:08:02 PM
,Mixed / non conventional,1.00,3.00,27.00,29.00,-586091.31,0.15,0.00,-96.58,248.434,5.817,ERT72,6/29/2022 3:08:02 PM
,Mixed / non conventional,1.00,3.00,29.00,31.00,-144746.08,0.15,0.00,113.67,49.084,5.817,ERT72,6/29/2022 3:08:02 PM
,Mixed / non conventional,1.00,3.00,31.00,33.00,2133999.25,0.15,0.00,-142.91,-587.965,5.817,ERT72,6/29/2022 3:08:02 PM
,Mixed / non conventional,1.00,3.00,33.00,35.00,-1124738.13,0.17,0.00,171.90,255.209,5.817,ERT72,6/29/2022 3:08:02 PM
,Mixed / non conventional,1.00,3.00,35.00,37.00,-939703.56,0.15,0.00,-169.99,177.684,5.817,ERT72,6/29/2022 3:08:02 PM
,Mixed / non conventional,1.00,3.00,37.00,39.00,-445543.06,0.14,0.00,152.10,70.944,5.817,ERT72,6/29/2022 3:08:02 PM
,Mixed / non conventional,1.00,3.00,39.00,41.00,2920363.50,0.16,0.00,-146.01,-395.258,5.817,ERT72,6/29/2022 3:08:02 PM
,Mixed / non conventional,1.00,3.00,41.00,43.00,-1194474.00,0.15,0.00,132.19,138.571,5.817,ERT72,6/29/2022 3:08:03 PM
,Mixed / non conventional,1.00,3.00,43.00,45.00,-1246607.00,0.16,0.00,-67.32,124.898,5.817,ERT72,6/29/2022 3:08:03 PM
,Mixed / non conventional,1.00,3.00,42.00,44.00,-1282330.00,0.00,0.00,-0.44,159.095,6.700,ERT72,6/29/2022 3:08:05 PM
,Mixed / non conventional,1.00,3.00,44.00,46.00,-1078459.63,0.09,0.00,-83.58,115.959,6.700,ERT72,6/29/2022 3:08:05 PM
,Mixed / non conventional,1.00,3.00,46.00,48.00,-571385.63,0.02,0.00,61.30,53.593,6.700,ERT72,6/29/2022 3:08:05 PM
,Mixed / non conventional,1.00,3.00,48.00,50.00,3622667.50,0.02,0.00,-36.26,-298.192,6.700,ERT72,6/29/2022 3:08:05 PM
,Mixed / non conventional,1.00,3.00,50.00,52.00,-1440815.25,0.04,0.00,45.82,104.644,6.700,ERT72,6/29/2022 3:08:05 PM
,Mixed / non conventional,1.00,3.00,52.00,54.00,-1419598.13,0.03,0.00,-30.83,91.428,6.700,ERT72,6/29/2022 3:08:05 PM
,Mixed / non conventional,1.00,3.00,54.00,56.00,-862418.38,0.06,0.00,80.08,49.485,6.700,ERT72,6/29/2022 3:08:05 PM
,Mixed / non conventional,1.00,3.00,56.00,58.00,4379561.50,0.06,0.00,-111.05,-224.852,6.700,ERT72,6/29/2022 3:08:05 PM
,Mixed / non conventional,1.00,3.00,58.00,60.00,-1640596.50,0.08,0.00,81.87,75.660,6.700,ERT72,6/29/2022 3:08:05 PM
,Mixed / non conventional,1.00,3.00,60.00,62.00,-1703846.50,0.00,0.00,105.90,70.848,6.700,ERT72,6/29/2022 3:08:05 PM
,Mixed / non conventional,1.00,3.00,45.00,47.00,-791432.19,0.11,0.00,91.60,80.067,6.754,ERT72,6/29/2022 3:08:07 PM
,Mixed / non conventional,1.00,3.00,47.00,49.00,3574484.50,0.12,0.00,-220.23,-316.422,6.754,ERT72,6/29/2022 3:08:07 PM
,Mixed / non conventional,1.00,3.00,49.00,51.00,-1157488.50,0.09,0.00,200.82,90.166,6.754,ERT72,6/29/2022 3:08:07 PM
,Mixed / non conventional,1.00,3.00,51.00,53.00,-1573892.00,0.12,0.00,-130.55,108.462,6.754,ERT72,6/29/2022 3:08:07 PM
,Mixed / non conventional,1.00,3.00,53.00,55.00,-1212706.50,0.09,0.00,105.40,74.281,6.754,ERT72,6/29/2022 3:08:07 PM
,Mixed / non conventional,1.00,3.00,55.00,57.00,4220737.00,0.12,0.00,-130.80,-230.843,6.754,ERT72,6/29/2022 3:08:07 PM
,Mixed / non conventional,1.00,3.00,57.00,59.00,-1007548.19,0.13,0.00,178.76,49.402,6.754,ERT72,6/29/2022 3:08:07 PM
