,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-2718.46,0.64,0.00,-285.09,-50.368,0.139,MA72B65Rec,6/29/2022 11:05:08 AM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-3189.39,2.59,0.00,-301.11,-51.128,0.121,MA72B65Rec,6/29/2022 11:05:11 AM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-3978.27,1.77,0.00,-299.14,-52.694,0.100,MA72B65Rec,6/29/2022 11:05:14 AM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-5135.92,6.45,0.00,-260.89,-55.993,0.082,MA72B65Rec,6/29/2022 11:05:17 AM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-5532.81,5.40,0.00,-296.40,-56.449,0.077,MA72B65Rec,6/29/2022 11:05:20 AM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-4350.87,3.35,0.00,-266.77,-53.198,0.092,MA72B65Rec,6/29/2022 11:05:23 AM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-3455.64,1.47,0.00,-298.62,-51.567,0.112,MA72B65Rec,6/29/2022 11:05:26 AM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-3230.95,1.24,0.00,-270.82,-50.898,0.119,MA72B65Rec,6/29/2022 11:05:29 AM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2505.96,0.97,0.00,-428.12,-49.837,0.150,MA72B65Rec,6/29/2022 11:05:32 AM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-2858.26,2.47,0.00,-407.25,-50.282,0.132,MA72B65Rec,6/29/2022 11:05:35 AM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-3284.64,1.89,0.00,-308.58,-51.030,0.117,MA72B65Rec,6/29/2022 11:05:38 AM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-3828.50,3.74,0.00,-205.47,-52.128,0.102,MA72B65Rec,6/29/2022 11:05:41 AM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-3837.25,1.35,0.00,-226.90,-52.125,0.102,MA72B65Rec,6/29/2022 11:05:44 AM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-3584.05,3.46,0.00,-366.70,-51.467,0.108,MA72B65Rec,6/29/2022 11:05:47 AM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-3290.38,2.59,0.00,-146.63,-50.799,0.116,MA72B65Rec,6/29/2022 11:05:50 AM
,Mixed / non conventional,72.00,65.00,71.00,16.00,-3020.71,1.13,0.00,-353.51,-50.430,0.125,MA72B65Rec,6/29/2022 11:05:53 AM
,Mixed / non conventional,72.00,65.00,71.00,17.00,-2024.88,1.13,0.00,-424.54,-49.365,0.183,MA72B65Rec,6/29/2022 11:05:56 AM
,Mixed / non conventional,72.00,65.00,71.00,18.00,-2298.35,0.96,0.00,-490.51,-49.610,0.162,MA72B65Rec,6/29/2022 11:05:59 AM
,Mixed / non conventional,72.00,65.00,71.00,19.00,-2664.51,0.63,0.00,-326.89,-49.939,0.141,MA72B65Rec,6/29/2022 11:06:02 AM
,Mixed / non conventional,72.00,65.00,71.00,20.00,-2971.60,0.35,0.00,-192.44,-50.371,0.127,MA72B65Rec,6/29/2022 11:06:05 AM
,Mixed / non conventional,72.00,65.00,71.00,21.00,-3079.48,2.20,0.00,-339.24,-50.457,0.123,MA72B65Rec,6/29/2022 11:06:08 AM
,Mixed / non conventional,72.00,65.00,71.00,22.00,-2958.61,3.53,0.00,-185.17,-50.386,0.128,MA72B65Rec,6/29/2022 11:06:11 AM
,Mixed / non conventional,72.00,65.00,71.00,23.00,-2819.24,1.83,0.00,-68.21,-50.082,0.133,MA72B65Rec,6/29/2022 11:06:14 AM
,Mixed / non conventional,72.00,65.00,71.00,24.00,-2637.80,2.03,0.00,-286.16,-49.888,0.142,MA72B65Rec,6/29/2022 11:06:17 AM
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1380.47,1.30,0.00,-389.89,-49.228,0.268,MA72B65Rec,6/29/2022 11:06:20 AM
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1664.11,1.44,0.00,-389.36,-49.252,0.222,MA72B65Rec,6/29/2022 11:06:23 AM
,Mixed / non conventional,72.00,65.00,71.00,27.00,-1948.98,3.07,0.00,-65.39,-49.311,0.190,MA72B65Rec,6/29/2022 11:06:26 AM
,Mixed / non conventional,72.00,65.00,71.00,28.00,-2165.83,2.27,0.00,-134.67,-49.462,0.171,MA72B65Rec,6/29/2022 11:06:29 AM
,Mixed / non conventional,72.00,65.00,71.00,29.00,-2310.06,0.97,0.00,-283.57,-49.507,0.161,MA72B65Rec,6/29/2022 11:06:32 AM
,Mixed / non conventional,72.00,65.00,71.00,30.00,-2352.99,1.70,0.00,-243.80,-49.510,0.158,MA72B65Rec,6/29/2022 11:06:35 AM
,Mixed / non conventional,72.00,65.00,71.00,31.00,-2334.14,3.31,0.00,-27.68,-49.465,0.159,MA72B65Rec,6/29/2022 11:06:38 AM
,Mixed / non conventional,72.00,65.00,71.00,32.00,-2223.16,0.75,0.00,-43.28,-49.343,0.166,MA72B65Rec,6/29/2022 11:06:41 AM
,Mixed / non conventional,72.00,65.00,71.00,33.00,-526.74,0.94,0.00,-338.29,-50.165,0.713,MA72B65Rec,6/29/2022 11:06:44 AM
