,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,1.00,3.00,2.00,4.00,6666.28,1.88,0.00,39.73,1988.159,2.811,ERT72,7/11/2022 12:20:22 PM
,Mixed / non conventional,1.00,3.00,4.00,6.00,2939.04,1.88,0.00,-65.73,-701.233,2.811,ERT72,7/11/2022 12:20:22 PM
,Mixed / non conventional,1.00,3.00,6.00,8.00,4267.60,1.89,0.00,-13.44,-145.460,2.811,ERT72,7/11/2022 12:20:22 PM
,Mixed / non conventional,1.00,3.00,8.00,10.00,71345.96,1.88,0.00,-232.34,-810.601,2.811,ERT72,7/11/2022 12:20:22 PM
,Mixed / non conventional,1.00,3.00,10.00,12.00,-194436.53,1.88,0.00,-44.10,1004.138,2.811,ERT72,7/11/2022 12:20:22 PM
,Mixed / non conventional,1.00,3.00,12.00,14.00,50844.04,1.88,0.00,-5.27,-141.387,2.811,ERT72,7/11/2022 12:20:22 PM
,Mixed / non conventional,1.00,3.00,14.00,16.00,46653.89,1.88,0.00,-79.92,-77.841,2.811,ERT72,7/11/2022 12:20:22 PM
,Mixed / non conventional,1.00,3.00,16.00,18.00,590523.19,1.88,0.00,-23.55,-637.530,2.811,ERT72,7/11/2022 12:20:22 PM
,Mixed / non conventional,1.00,3.00,18.00,20.00,-789313.69,1.88,0.00,153.51,583.049,2.811,ERT72,7/11/2022 12:20:22 PM
,Mixed / non conventional,1.00,3.00,20.00,22.00,-89323.38,1.88,0.00,23.78,47.129,2.811,ERT72,7/11/2022 12:20:23 PM
,Mixed / non conventional,1.00,3.00,5.00,7.00,3392.84,1.54,0.00,17.79,-110.529,1.228,ERT72,7/11/2022 12:20:25 PM
,Mixed / non conventional,1.00,3.00,7.00,9.00,103167.60,1.54,0.00,-200.11,-840.227,1.228,ERT72,7/11/2022 12:20:25 PM
,Mixed / non conventional,1.00,3.00,9.00,11.00,-253088.67,1.54,0.00,-58.78,824.492,1.228,ERT72,7/11/2022 12:20:25 PM
,Mixed / non conventional,1.00,3.00,11.00,13.00,-29556.86,1.55,0.00,40.25,48.144,1.228,ERT72,7/11/2022 12:20:25 PM
,Mixed / non conventional,1.00,3.00,13.00,15.00,53203.70,1.55,0.00,35.23,-49.521,1.228,ERT72,7/11/2022 12:20:25 PM
,Mixed / non conventional,1.00,3.00,15.00,17.00,829445.69,1.54,0.00,-53.85,-482.517,1.228,ERT72,7/11/2022 12:20:25 PM
,Mixed / non conventional,1.00,3.00,17.00,19.00,-930214.44,1.54,0.00,-89.62,360.760,1.228,ERT72,7/11/2022 12:20:25 PM
,Mixed / non conventional,1.00,3.00,19.00,21.00,-384514.22,1.55,0.00,10.36,104.387,1.228,ERT72,7/11/2022 12:20:25 PM
,Mixed / non conventional,1.00,3.00,21.00,23.00,53380.96,0.17,0.00,80.65,-49.968,5.823,ERT72,7/11/2022 12:20:27 PM
,Mixed / non conventional,1.00,3.00,23.00,25.00,2069575.75,0.15,0.00,-13.27,-1452.930,5.823,ERT72,7/11/2022 12:20:27 PM
,Mixed / non conventional,1.00,3.00,22.00,24.00,92701.06,0.14,0.00,-48.33,-86.343,6.713,ERT72,7/11/2022 12:20:29 PM
,Mixed / non conventional,1.00,3.00,24.00,26.00,1556639.63,0.13,0.00,50.30,-1101.907,6.713,ERT72,7/11/2022 12:20:29 PM
,Mixed / non conventional,1.00,3.00,26.00,28.00,-1382562.88,0.14,0.00,-37.02,761.204,6.713,ERT72,7/11/2022 12:20:29 PM
,Mixed / non conventional,1.00,3.00,28.00,30.00,-478239.59,0.14,0.00,-27.18,208.827,6.713,ERT72,7/11/2022 12:20:29 PM
,Mixed / non conventional,1.00,3.00,30.00,32.00,-27260.19,0.23,0.00,43.65,9.600,6.713,ERT72,7/11/2022 12:20:29 PM
,Mixed / non conventional,1.00,3.00,32.00,34.00,2732505.75,0.10,0.00,-21.86,-561.872,4.791,ERT72,7/11/2022 12:20:31 PM
,Mixed / non conventional,1.00,3.00,34.00,36.00,-1806769.50,0.09,0.00,18.19,307.822,4.791,ERT72,7/11/2022 12:20:31 PM
,Mixed / non conventional,1.00,3.00,36.00,38.00,-901962.31,0.08,0.00,-31.94,128.752,4.791,ERT72,7/11/2022 12:20:31 PM
,Mixed / non conventional,1.00,3.00,38.00,40.00,-411550.22,0.08,0.00,83.06,49.709,4.791,ERT72,7/11/2022 12:20:31 PM
,Mixed / non conventional,1.00,3.00,40.00,42.00,4006299.25,0.10,0.00,-80.20,-413.082,4.791,ERT72,7/11/2022 12:20:32 PM
,Mixed / non conventional,1.00,3.00,25.00,27.00,-1641109.25,0.03,0.00,49.33,717.692,4.715,ERT72,7/11/2022 12:20:34 PM
,Mixed / non conventional,1.00,3.00,27.00,29.00,-907007.81,0.00,0.00,-31.11,311.656,4.715,ERT72,7/11/2022 12:20:34 PM
,Mixed / non conventional,1.00,3.00,29.00,31.00,-181117.70,0.04,0.00,69.27,49.787,4.715,ERT72,7/11/2022 12:20:34 PM
,Mixed / non conventional,1.00,3.00,31.00,33.00,3470187.00,0.03,0.00,-83.47,-775.048,4.715,ERT72,7/11/2022 12:20:34 PM
,Mixed / non conventional,1.00,3.00,33.00,35.00,-2120645.50,0.04,0.00,91.60,390.061,4.715,ERT72,7/11/2022 12:20:34 PM
,Mixed / non conventional,1.00,3.00,35.00,37.00,-1403346.38,0.05,0.00,-106.75,215.100,4.715,ERT72,7/11/2022 12:20:34 PM
,Mixed / non conventional,1.00,3.00,37.00,39.00,-565275.13,0.04,0.00,108.08,72.963,4.715,ERT72,7/11/2022 12:20:34 PM
,Mixed / non conventional,1.00,3.00,39.00,41.00,4511777.00,0.03,0.00,-51.98,-495.005,4.715,ERT72,7/11/2022 12:20:34 PM
,Mixed / non conventional,1.00,3.00,41.00,43.00,-2206198.25,0.04,0.00,51.19,207.472,4.715,ERT72,7/11/2022 12:20:34 PM
,Mixed / non conventional,1.00,3.00,43.00,45.00,-1793518.63,0.04,0.00,-39.64,145.664,4.715,ERT72,7/11/2022 12:20:34 PM
,Mixed / non conventional,1.00,3.00,42.00,44.00,-2088674.75,0.08,0.00,13.39,196.135,5.071,ERT72,7/11/2022 12:20:36 PM
,Mixed / non conventional,1.00,3.00,44.00,46.00,-1445226.00,0.07,0.00,-73.97,117.615,5.071,ERT72,7/11/2022 12:20:36 PM
,Mixed / non conventional,1.00,3.00,46.00,48.00,-726257.25,0.07,0.00,55.10,51.558,5.071,ERT72,7/11/2022 12:20:36 PM
,Mixed / non conventional,1.00,3.00,48.00,50.00,5065741.00,0.08,0.00,-17.38,-315.601,5.071,ERT72,7/11/2022 12:20:36 PM
,Mixed / non conventional,1.00,3.00,50.00,52.00,-2207875.00,0.09,0.00,20.54,121.369,5.071,ERT72,7/11/2022 12:20:36 PM
,Mixed / non conventional,1.00,3.00,52.00,54.00,-1869780.88,0.08,0.00,27.36,91.145,5.071,ERT72,7/11/2022 12:20:36 PM
,Mixed / non conventional,1.00,3.00,54.00,56.00,-1147124.50,0.11,0.00,35.23,49.819,5.071,ERT72,7/11/2022 12:20:36 PM
,Mixed / non conventional,1.00,3.00,56.00,58.00,5918544.50,0.08,0.00,-19.06,-229.990,5.071,ERT72,7/11/2022 12:20:36 PM
,Mixed / non conventional,1.00,3.00,58.00,60.00,-2271141.75,0.08,0.00,0.13,79.276,5.071,ERT72,7/11/2022 12:20:36 PM
,Mixed / non conventional,1.00,3.00,60.00,62.00,-2156895.75,0.10,0.00,95.31,67.882,5.071,ERT72,7/11/2022 12:20:36 PM
,Mixed / non conventional,1.00,3.00,45.00,47.00,-1024690.56,0.22,0.00,43.67,67.893,4.424,ERT72,7/11/2022 12:20:39 PM
,Mixed / non conventional,1.00,3.00,47.00,49.00,5194333.00,0.24,0.00,-60.23,-301.145,4.424,ERT72,7/11/2022 12:20:39 PM
,Mixed / non conventional,1.00,3.00,49.00,51.00,-1969524.63,0.24,0.00,33.23,100.480,4.424,ERT72,7/11/2022 12:20:39 PM
,Mixed / non conventional,1.00,3.00,51.00,53.00,-2143773.50,0.24,0.00,-116.64,96.755,4.424,ERT72,7/11/2022 12:20:39 PM
,Mixed / non conventional,1.00,3.00,53.00,55.00,-1604366.50,0.22,0.00,147.50,64.360,4.424,ERT72,7/11/2022 12:20:39 PM
,Mixed / non conventional,1.00,3.00,55.00,57.00,5742912.00,0.24,0.00,-41.09,-205.709,4.424,ERT72,7/11/2022 12:20:39 PM
,Mixed / non conventional,1.00,3.00,57.00,59.00,-1548415.88,0.25,0.00,59.99,49.723,4.424,ERT72,7/11/2022 12:20:39 PM
