,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-2333.28,1.10,0.00,-341.90,-48.098,0.155,MA72B65Rec,6/22/2022 5:34:39 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-2904.83,0.31,0.00,-330.10,-49.157,0.127,MA72B65Rec,6/22/2022 5:34:41 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-3629.85,0.50,0.00,-362.98,-50.273,0.104,MA72B65Rec,6/22/2022 5:34:43 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-5148.85,0.40,0.00,-327.57,-53.325,0.078,MA72B65Rec,6/22/2022 5:34:45 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-5124.66,1.54,0.00,-343.09,-54.438,0.080,MA72B65Rec,6/22/2022 5:34:47 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-3976.46,0.83,0.00,-338.19,-51.068,0.097,MA72B65Rec,6/22/2022 5:34:49 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-3257.64,1.09,0.00,-363.42,-49.621,0.115,MA72B65Rec,6/22/2022 5:34:51 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-2791.25,1.41,0.00,-334.62,-49.106,0.132,MA72B65Rec,6/22/2022 5:34:53 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2073.34,2.06,0.00,-431.11,-48.496,0.176,MA72B65Rec,6/22/2022 5:34:56 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-2439.16,2.44,0.00,-427.88,-48.639,0.150,MA72B65Rec,6/22/2022 5:34:58 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-3039.98,1.30,0.00,-321.56,-48.966,0.121,MA72B65Rec,6/22/2022 5:35:00 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-3568.79,1.43,0.00,-235.27,-49.697,0.105,MA72B65Rec,6/22/2022 5:35:02 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-3587.68,1.62,0.00,-229.51,-49.780,0.104,MA72B65Rec,6/22/2022 5:35:04 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-3210.76,1.43,0.00,-426.89,-49.316,0.115,MA72B65Rec,6/22/2022 5:35:06 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-2987.11,1.90,0.00,-204.96,-48.839,0.123,MA72B65Rec,6/22/2022 5:35:08 PM
,Mixed / non conventional,72.00,65.00,71.00,16.00,-2616.94,0.78,0.00,-370.34,-48.585,0.140,MA72B65Rec,6/22/2022 5:35:10 PM
,Mixed / non conventional,72.00,65.00,71.00,17.00,-1629.67,0.62,0.00,-498.44,-48.311,0.223,MA72B65Rec,6/22/2022 5:35:12 PM
,Mixed / non conventional,72.00,65.00,71.00,18.00,-1956.25,0.53,0.00,-556.09,-48.254,0.185,MA72B65Rec,6/22/2022 5:35:14 PM
,Mixed / non conventional,72.00,65.00,71.00,19.00,-2284.35,0.36,0.00,-358.29,-48.311,0.159,MA72B65Rec,6/22/2022 5:35:16 PM
,Mixed / non conventional,72.00,65.00,71.00,20.00,-2698.03,0.20,0.00,-262.89,-48.403,0.135,MA72B65Rec,6/22/2022 5:35:18 PM
,Mixed / non conventional,72.00,65.00,71.00,21.00,-2767.73,1.05,0.00,-401.73,-48.578,0.132,MA72B65Rec,6/22/2022 5:35:20 PM
,Mixed / non conventional,72.00,65.00,71.00,22.00,-2713.78,1.09,0.00,-248.90,-48.521,0.134,MA72B65Rec,6/22/2022 5:35:22 PM
,Mixed / non conventional,72.00,65.00,71.00,23.00,-2474.21,0.47,0.00,-102.04,-48.321,0.147,MA72B65Rec,6/22/2022 5:35:24 PM
,Mixed / non conventional,72.00,65.00,71.00,24.00,-2415.17,0.50,0.00,-330.07,-48.283,0.150,MA72B65Rec,6/22/2022 5:35:26 PM
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1006.72,0.87,0.00,-480.36,-48.852,0.364,MA72B65Rec,6/22/2022 5:35:28 PM
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1332.30,0.51,0.00,-538.96,-48.594,0.274,MA72B65Rec,6/22/2022 5:35:31 PM
,Mixed / non conventional,72.00,65.00,71.00,27.00,-1622.95,0.69,0.00,-90.18,-48.375,0.224,MA72B65Rec,6/22/2022 5:35:33 PM
,Mixed / non conventional,72.00,65.00,71.00,28.00,-1882.03,0.97,0.00,-95.86,-48.276,0.192,MA72B65Rec,6/22/2022 5:35:35 PM
,Mixed / non conventional,72.00,65.00,71.00,29.00,-2067.02,0.82,0.00,-267.60,-48.235,0.175,MA72B65Rec,6/22/2022 5:35:37 PM
,Mixed / non conventional,72.00,65.00,71.00,30.00,-2109.32,0.29,0.00,-307.58,-48.190,0.171,MA72B65Rec,6/22/2022 5:35:39 PM
,Mixed / non conventional,72.00,65.00,71.00,31.00,-2056.61,1.18,0.00,-56.08,-48.203,0.176,MA72B65Rec,6/22/2022 5:35:41 PM
,Mixed / non conventional,72.00,65.00,71.00,32.00,-2008.31,0.23,0.00,-86.98,-48.187,0.180,MA72B65Rec,6/22/2022 5:35:43 PM
,Mixed / non conventional,72.00,65.00,71.00,33.00,-180.60,0.19,0.00,-432.40,-31.359,1.300,MA72B65Rec,6/22/2022 5:35:45 PM
,Mixed / non conventional,72.00,65.00,71.00,34.00,-476.58,0.24,0.00,-465.79,-50.044,0.786,MA72B65Rec,6/22/2022 5:35:47 PM
,Mixed / non conventional,72.00,65.00,71.00,35.00,-805.44,0.40,0.00,59.49,-49.592,0.461,MA72B65Rec,6/22/2022 5:35:49 PM
,Mixed / non conventional,72.00,65.00,71.00,36.00,-1145.90,1.07,0.00,-204.68,-49.116,0.321,MA72B65Rec,6/22/2022 5:35:51 PM
,Mixed / non conventional,72.00,65.00,71.00,37.00,-1379.28,0.51,0.00,-325.97,-48.855,0.265,MA72B65Rec,6/22/2022 5:35:53 PM
,Mixed / non conventional,72.00,65.00,71.00,38.00,-1489.35,1.15,0.00,-202.76,-48.715,0.244,MA72B65Rec,6/22/2022 5:35:55 PM
,Mixed / non conventional,72.00,65.00,71.00,39.00,-1580.68,1.30,0.00,-5.82,-48.670,0.230,MA72B65Rec,6/22/2022 5:35:57 PM
,Mixed / non conventional,72.00,65.00,71.00,40.00,-1607.47,0.56,0.00,77.63,-48.610,0.226,MA72B65Rec,6/22/2022 5:35:59 PM
,Mixed / non conventional,72.00,65.00,71.00,41.00,815.06,1.03,0.00,-434.95,49.443,0.452,MA72B65Rec,6/22/2022 5:36:01 PM
,Mixed / non conventional,72.00,65.00,71.00,42.00,513.71,0.27,0.00,-495.62,49.917,0.724,MA72B65Rec,6/22/2022 5:36:03 PM
,Mixed / non conventional,72.00,65.00,71.00,43.00,16.30,1.41,0.00,-55.82,2.849,1.301,MA72B65Rec,6/22/2022 5:36:05 PM
,Mixed / non conventional,72.00,65.00,71.00,44.00,-411.18,0.40,0.00,-259.91,-50.187,0.907,MA72B65Rec,6/22/2022 5:36:08 PM
,Mixed / non conventional,72.00,65.00,71.00,45.00,-734.94,0.76,0.00,-231.44,-49.806,0.503,MA72B65Rec,6/22/2022 5:36:10 PM
,Mixed / non conventional,72.00,65.00,71.00,46.00,-980.66,0.23,0.00,-427.90,-49.421,0.374,MA72B65Rec,6/22/2022 5:36:12 PM
,Mixed / non conventional,72.00,65.00,71.00,47.00,-1108.87,0.08,0.00,29.07,-49.243,0.329,MA72B65Rec,6/22/2022 5:36:14 PM
,Mixed / non conventional,72.00,65.00,71.00,48.00,-1218.29,0.78,0.00,-144.93,-49.100,0.298,MA72B65Rec,6/22/2022 5:36:16 PM
,Mixed / non conventional,72.00,65.00,71.00,49.00,1792.28,2.07,0.00,-459.73,48.845,0.201,MA72B65Rec,6/22/2022 5:36:18 PM
,Mixed / non conventional,72.00,65.00,71.00,50.00,1469.64,0.36,0.00,-393.02,48.858,0.244,MA72B65Rec,6/22/2022 5:36:20 PM
,Mixed / non conventional,72.00,65.00,71.00,51.00,864.07,0.35,0.00,-30.21,49.395,0.419,MA72B65Rec,6/22/2022 5:36:22 PM
,Mixed / non conventional,72.00,65.00,71.00,52.00,323.54,0.23,0.00,-302.84,50.425,1.138,MA72B65Rec,6/22/2022 5:36:24 PM
,Mixed / non conventional,72.00,65.00,71.00,53.00,-143.72,0.17,0.00,-338.79,-25.645,1.298,MA72B65Rec,6/22/2022 5:36:26 PM
,Mixed / non conventional,72.00,65.00,71.00,54.00,-473.49,0.15,0.00,-348.37,-50.238,0.767,MA72B65Rec,6/22/2022 5:36:28 PM
,Mixed / non conventional,72.00,65.00,71.00,55.00,-728.09,0.33,0.00,40.04,-49.879,0.492,MA72B65Rec,6/22/2022 5:36:30 PM
,Mixed / non conventional,72.00,65.00,71.00,56.00,-801.59,0.87,0.00,47.18,-49.615,0.441,MA72B65Rec,6/22/2022 5:36:32 PM
,Mixed / non conventional,72.00,65.00,71.00,57.00,2895.23,5.21,0.00,-372.79,49.840,0.121,MA72B65Rec,6/22/2022 5:36:35 PM
,Mixed / non conventional,72.00,65.00,71.00,58.00,2270.65,2.02,0.00,-419.38,49.275,0.151,MA72B65Rec,6/22/2022 5:36:37 PM
,Mixed / non conventional,72.00,65.00,71.00,59.00,1580.83,2.16,0.00,87.90,48.963,0.211,MA72B65Rec,6/22/2022 5:36:39 PM
,Mixed / non conventional,72.00,65.00,71.00,60.00,836.16,0.50,0.00,-275.33,49.402,0.391,MA72B65Rec,6/22/2022 5:36:41 PM
,Mixed / non conventional,72.00,65.00,71.00,61.00,343.00,0.53,0.00,-85.39,50.321,0.929,MA72B65Rec,6/22/2022 5:36:43 PM
,Mixed / non conventional,72.00,65.00,71.00,62.00,-57.16,0.44,0.00,-202.15,-12.514,1.290,MA72B65Rec,6/22/2022 5:36:46 PM
,Mixed / non conventional,72.00,65.00,71.00,63.00,-256.56,0.73,0.00,3.79,-50.381,1.009,MA72B65Rec,6/22/2022 5:36:48 PM
,Mixed / non conventional,72.00,65.00,71.00,64.00,-262.62,0.74,0.00,53.60,-50.476,0.707,MA72B65Rec,6/22/2022 5:36:50 PM
,Mixed / non conventional,72.00,65.00,71.00,66.00,1683.50,3.90,0.00,-512.57,50.826,0.114,MA72B65Rec,6/22/2022 5:36:52 PM
,Mixed / non conventional,72.00,65.00,71.00,67.00,1741.19,1.42,0.00,-23.66,49.456,0.157,MA72B65Rec,6/22/2022 5:36:54 PM
,Mixed / non conventional,72.00,65.00,71.00,68.00,1325.97,1.13,0.00,-104.67,49.186,0.254,MA72B65Rec,6/22/2022 5:36:56 PM
,Mixed / non conventional,72.00,65.00,71.00,69.00,941.73,0.69,0.00,-218.76,49.618,0.441,MA72B65Rec,6/22/2022 5:36:58 PM
