,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,1.00,2.00,3.00,8814.92,0.53,0.00,-5.85,-948.731,1.352,MR72_mvB,7/11/2022 1:17:58 PM
,Mixed / non conventional,72.00,1.00,3.00,4.00,17986.55,0.55,0.00,36.15,-645.842,1.352,MR72_mvB,7/11/2022 1:17:58 PM
,Mixed / non conventional,72.00,1.00,4.00,5.00,13116.06,0.39,0.00,-33.68,-235.798,1.352,MR72_mvB,7/11/2022 1:17:58 PM
,Mixed / non conventional,72.00,1.00,5.00,6.00,-24693.20,0.53,0.00,16.66,266.859,1.352,MR72_mvB,7/11/2022 1:17:58 PM
,Mixed / non conventional,72.00,1.00,6.00,7.00,-21157.03,0.53,0.00,-20.81,152.804,1.352,MR72_mvB,7/11/2022 1:17:58 PM
,Mixed / non conventional,72.00,1.00,7.00,8.00,-12143.58,0.53,0.00,22.29,62.840,1.352,MR72_mvB,7/11/2022 1:17:58 PM
,Mixed / non conventional,72.00,1.00,8.00,16.00,-2046.86,0.51,0.00,-73.18,34.538,1.352,MR72_mvB,7/11/2022 1:17:58 PM
,Mixed / non conventional,72.00,1.00,16.00,24.00,-9695.97,0.52,0.00,99.97,54.586,1.352,MR72_mvB,7/11/2022 1:17:58 PM
,Mixed / non conventional,72.00,1.00,24.00,32.00,-18405.57,0.49,0.00,166.98,60.936,1.352,MR72_mvB,7/11/2022 1:17:58 PM
,Mixed / non conventional,72.00,1.00,32.00,40.00,-17625.95,0.51,0.00,138.61,48.798,1.352,MR72_mvB,7/11/2022 1:17:58 PM
,Mixed / non conventional,72.00,1.00,9.00,10.00,160531.58,0.38,0.00,28.37,-485.031,1.342,MR72_mvB,7/11/2022 1:18:00 PM
,Mixed / non conventional,72.00,1.00,10.00,11.00,199365.92,0.38,0.00,90.55,-484.431,1.342,MR72_mvB,7/11/2022 1:18:00 PM
,Mixed / non conventional,72.00,1.00,11.00,12.00,168386.56,0.40,0.00,87.77,-336.810,1.342,MR72_mvB,7/11/2022 1:18:00 PM
,Mixed / non conventional,72.00,1.00,12.00,13.00,83282.10,0.43,0.00,-89.53,-139.793,1.342,MR72_mvB,7/11/2022 1:18:00 PM
,Mixed / non conventional,72.00,1.00,13.00,14.00,-21458.97,0.50,0.00,-23.89,30.722,1.342,MR72_mvB,7/11/2022 1:18:00 PM
,Mixed / non conventional,72.00,1.00,14.00,15.00,-38979.30,0.36,0.00,156.89,48.266,1.342,MR72_mvB,7/11/2022 1:18:01 PM
,Mixed / non conventional,72.00,1.00,15.00,16.00,-32797.18,0.43,0.00,-197.89,35.555,1.342,MR72_mvB,7/11/2022 1:18:01 PM
,Mixed / non conventional,72.00,1.00,16.00,23.00,-9682.54,0.41,0.00,284.95,49.148,1.342,MR72_mvB,7/11/2022 1:18:01 PM
