,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,1.00,3.00,2.00,4.00,5528.53,4.11,0.00,27.59,82.832,0.141
,Mixed / non conventional,1.00,3.00,4.00,6.00,2949.58,3.93,0.00,-32.14,-35.354,0.141
,Mixed / non conventional,1.00,3.00,6.00,8.00,3342.29,0.45,0.00,-27.52,-46.676,1.152
,Mixed / non conventional,1.00,3.00,8.00,10.00,52359.43,0.46,0.00,-229.00,-243.737,1.152
,Mixed / non conventional,1.00,3.00,10.00,12.00,-147420.19,0.12,0.00,-13.17,272.530,1.006
,Mixed / non conventional,1.00,3.00,12.00,14.00,46812.11,0.11,0.00,-39.64,-46.598,1.006
,Mixed / non conventional,1.00,3.00,14.00,16.00,32556.81,0.08,0.00,-82.04,-48.186,2.493
,Mixed / non conventional,1.00,3.00,16.00,18.00,443490.50,0.08,0.00,-8.81,-424.723,2.493
,Mixed / non conventional,1.00,3.00,18.00,20.00,-592842.00,0.12,0.00,165.00,592.964,3.806
,Mixed / non conventional,1.00,3.00,20.00,22.00,-69220.29,0.14,0.00,-29.05,49.453,3.806
,Mixed / non conventional,1.00,3.00,5.00,7.00,3417.95,0.19,0.00,13.40,-44.985,0.496
,Mixed / non conventional,1.00,3.00,7.00,9.00,79938.77,0.31,0.00,-178.06,-263.024,0.496
,Mixed / non conventional,1.00,3.00,9.00,11.00,-196470.05,0.08,0.00,12.29,1577.271,3.026
,Mixed / non conventional,1.00,3.00,11.00,13.00,-12248.82,0.11,0.00,-9.29,49.167,3.026
,Mixed / non conventional,1.00,3.00,13.00,15.00,39684.43,0.15,0.00,-5.51,-47.925,1.593
,Mixed / non conventional,1.00,3.00,15.00,17.00,633490.06,0.16,0.00,-93.00,-478.149,1.593
,Mixed / non conventional,1.00,3.00,17.00,19.00,-711526.19,0.13,0.00,-6.49,147.184,0.655
,Mixed / non conventional,1.00,3.00,19.00,21.00,-318652.31,0.11,0.00,6.92,46.141,0.655
,Mixed / non conventional,1.00,3.00,21.00,23.00,42514.53,0.03,0.00,111.84,-44.193,6.466
,Mixed / non conventional,1.00,3.00,23.00,25.00,1635730.25,0.03,0.00,-110.10,-1275.229,6.466
,Mixed / non conventional,1.00,3.00,22.00,24.00,63185.59,0.00,0.00,-32.57,-49.788,5.679
,Mixed / non conventional,1.00,3.00,24.00,26.00,1229630.38,0.06,0.00,36.38,-736.370,5.679
,Mixed / non conventional,1.00,3.00,26.00,28.00,-1103733.88,0.19,0.00,17.52,147.371,1.628
,Mixed / non conventional,1.00,3.00,28.00,30.00,-456945.34,0.19,0.00,-52.15,48.388,1.628
,Mixed / non conventional,1.00,3.00,30.00,32.00,-23075.61,0.07,0.00,38.53,7.805,6.448
,Mixed / non conventional,1.00,3.00,32.00,34.00,2316661.75,0.05,0.00,-59.83,-641.096,6.448
,Mixed / non conventional,1.00,3.00,34.00,36.00,-1540384.00,0.16,0.00,35.60,93.965,1.715
,Mixed / non conventional,1.00,3.00,36.00,38.00,-951159.63,0.15,0.00,-58.17,48.614,1.715
,Mixed / non conventional,1.00,3.00,38.00,40.00,-380906.97,0.13,0.00,100.87,50.090,5.216
,Mixed / non conventional,1.00,3.00,40.00,42.00,3710213.25,0.12,0.00,-87.62,-416.502,5.216
,Mixed / non conventional,1.00,3.00,25.00,27.00,-1301796.88,0.12,0.00,84.41,97.866,0.811
,Mixed / non conventional,1.00,3.00,27.00,29.00,-802076.56,0.12,0.00,-113.86,47.377,0.811
,Mixed / non conventional,1.00,3.00,29.00,31.00,-165291.02,0.10,0.00,82.03,50.116,5.201
,Mixed / non conventional,1.00,3.00,31.00,33.00,2919499.50,0.08,0.00,-113.14,-719.206,5.201
,Mixed / non conventional,1.00,3.00,33.00,35.00,-1767131.13,0.29,0.00,129.42,78.270,1.135
,Mixed / non conventional,1.00,3.00,35.00,37.00,-1306168.88,0.28,0.00,-119.67,48.210,1.135
,Mixed / non conventional,1.00,3.00,37.00,39.00,-624723.25,0.11,0.00,92.10,49.508,2.895
,Mixed / non conventional,1.00,3.00,39.00,41.00,4126334.50,0.11,0.00,-82.80,-277.956,2.895
,Mixed / non conventional,1.00,3.00,41.00,43.00,-1902457.00,0.31,0.00,95.65,60.251,1.588
,Mixed / non conventional,1.00,3.00,43.00,45.00,-1781448.88,0.32,0.00,-9.79,48.725,1.588
,Mixed / non conventional,1.00,3.00,42.00,44.00,-1943904.13,0.07,0.00,12.78,73.762,2.049
,Mixed / non conventional,1.00,3.00,44.00,46.00,-1491143.50,0.08,0.00,-86.41,49.037,2.049
,Mixed / non conventional,1.00,3.00,46.00,48.00,-806279.88,0.08,0.00,32.99,50.062,4.435
,Mixed / non conventional,1.00,3.00,48.00,50.00,5110706.00,0.10,0.00,43.02,-278.477,4.435
,Mixed / non conventional,1.00,3.00,50.00,52.00,-2308373.25,0.14,0.00,-4.01,65.541,2.619
,Mixed / non conventional,1.00,3.00,52.00,54.00,-1954336.25,0.11,0.00,-52.52,49.205,2.619
,Mixed / non conventional,1.00,3.00,54.00,56.00,-1278085.88,0.21,0.00,116.27,50.058,4.573
,Mixed / non conventional,1.00,3.00,56.00,58.00,6388579.50,0.20,0.00,-5.36,-223.890,4.573
,Mixed / non conventional,1.00,3.00,58.00,60.00,-2679581.75,0.09,0.00,-14.22,60.203,3.264
,Mixed / non conventional,1.00,3.00,60.00,62.00,-2451441.75,0.09,0.00,75.83,49.660,3.264
,Mixed / non conventional,1.00,3.00,45.00,47.00,-1129566.38,0.11,0.00,24.47,49.540,2.928
,Mixed / non conventional,1.00,3.00,47.00,49.00,5189381.00,0.12,0.00,-143.56,-199.148,2.928
,Mixed / non conventional,1.00,3.00,49.00,51.00,-1969623.13,0.18,0.00,141.49,49.187,2.165
,Mixed / non conventional,1.00,3.00,51.00,53.00,-2259306.25,0.19,0.00,-154.06,49.914,2.165
,Mixed / non conventional,1.00,3.00,53.00,55.00,-1687929.63,0.16,0.00,105.45,49.706,3.247
