,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-2421.93,1.89,0.00,-364.53,-49.453,0.154,MA72B65Rec,6/29/2022 3:41:17 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-2714.35,2.84,0.00,-365.85,-49.615,0.138,MA72B65Rec,6/29/2022 3:41:20 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-3406.81,3.85,0.00,-395.84,-49.632,0.110,MA72B65Rec,6/29/2022 3:41:23 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-4280.26,5.71,0.00,-372.71,-49.945,0.088,MA72B65Rec,6/29/2022 3:41:26 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-4533.33,3.38,0.00,-401.19,-50.061,0.083,MA72B65Rec,6/29/2022 3:41:29 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-3729.09,3.22,0.00,-370.11,-49.747,0.100,MA72B65Rec,6/29/2022 3:41:32 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-3131.16,2.91,0.00,-400.94,-49.680,0.119,MA72B65Rec,6/29/2022 3:41:35 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-2840.05,2.44,0.00,-377.49,-49.786,0.132,MA72B65Rec,6/29/2022 3:41:38 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2225.27,1.39,0.00,-507.58,-49.990,0.169,MA72B65Rec,6/29/2022 3:41:41 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-2471.45,2.77,0.00,-457.54,-49.966,0.152,MA72B65Rec,6/29/2022 3:41:44 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-2846.45,1.71,0.00,-391.04,-49.869,0.132,MA72B65Rec,6/29/2022 3:41:47 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-3329.94,3.95,0.00,-297.44,-49.847,0.113,MA72B65Rec,6/29/2022 3:41:50 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-3477.05,3.01,0.00,-296.87,-49.874,0.108,MA72B65Rec,6/29/2022 3:41:53 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-3133.56,1.69,0.00,-480.03,-49.829,0.120,MA72B65Rec,6/29/2022 3:41:56 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-2893.68,1.22,0.00,-193.93,-49.895,0.130,MA72B65Rec,6/29/2022 3:41:59 PM
,Mixed / non conventional,72.00,65.00,71.00,16.00,-2671.25,1.93,0.00,-427.72,-49.977,0.141,MA72B65Rec,6/29/2022 3:42:02 PM
,Mixed / non conventional,72.00,65.00,71.00,17.00,-1812.48,1.59,0.00,-525.13,-50.273,0.208,MA72B65Rec,6/29/2022 3:42:05 PM
,Mixed / non conventional,72.00,65.00,71.00,18.00,-2048.80,1.12,0.00,-615.78,-50.287,0.184,MA72B65Rec,6/29/2022 3:42:08 PM
,Mixed / non conventional,72.00,65.00,71.00,19.00,-2309.94,2.25,0.00,-432.52,-50.157,0.163,MA72B65Rec,6/29/2022 3:42:11 PM
,Mixed / non conventional,72.00,65.00,71.00,20.00,-2556.97,1.37,0.00,-239.30,-50.111,0.147,MA72B65Rec,6/29/2022 3:42:14 PM
,Mixed / non conventional,72.00,65.00,71.00,21.00,-2674.49,1.30,0.00,-427.03,-50.042,0.141,MA72B65Rec,6/29/2022 3:42:17 PM
,Mixed / non conventional,72.00,65.00,71.00,22.00,-2613.48,3.09,0.00,-273.23,-50.028,0.144,MA72B65Rec,6/29/2022 3:42:20 PM
,Mixed / non conventional,72.00,65.00,71.00,23.00,-2423.53,1.44,0.00,-132.64,-50.052,0.155,MA72B65Rec,6/29/2022 3:42:23 PM
,Mixed / non conventional,72.00,65.00,71.00,24.00,-2329.71,5.10,0.00,-366.14,-50.146,0.162,MA72B65Rec,6/29/2022 3:42:26 PM
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1282.59,0.93,0.00,-537.62,-50.567,0.296,MA72B65Rec,6/29/2022 3:42:29 PM
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1512.12,2.38,0.00,-538.52,-50.632,0.251,MA72B65Rec,6/29/2022 3:42:32 PM
,Mixed / non conventional,72.00,65.00,71.00,27.00,-1701.17,1.13,0.00,-216.61,-50.524,0.223,MA72B65Rec,6/29/2022 3:42:35 PM
