,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,72.00,65.00,71.00,1.00,-2212.17,6.69,0.00,368.53,-359.720,1.224
,Mixed / non conventional,72.00,65.00,71.00,2.00,-2510.75,1.33,0.00,357.56,-419.683,1.258
,Mixed / non conventional,72.00,65.00,71.00,3.00,-3218.54,0.67,0.00,364.39,-537.032,1.256
,Mixed / non conventional,72.00,65.00,71.00,4.00,-4643.98,1.08,0.00,386.07,-771.234,1.250
,Mixed / non conventional,72.00,65.00,71.00,5.00,-5027.11,0.62,0.00,328.41,-838.020,1.254
,Mixed / non conventional,72.00,65.00,71.00,6.00,-3710.53,0.88,0.00,392.73,-609.310,1.235
,Mixed / non conventional,72.00,65.00,71.00,7.00,-2915.06,0.39,0.00,347.84,-479.919,1.239
,Mixed / non conventional,72.00,65.00,71.00,8.00,-2476.38,1.95,0.00,358.97,-423.245,1.286
,Mixed / non conventional,72.00,65.00,71.00,9.00,-1886.23,2.63,0.00,305.96,-319.742,1.275
,Mixed / non conventional,72.00,65.00,71.00,10.00,-2256.98,3.65,0.00,348.20,-364.824,1.216
,Mixed / non conventional,72.00,65.00,71.00,11.00,-2489.26,1.76,0.00,438.47,-433.720,1.310
,Mixed / non conventional,72.00,65.00,71.00,12.00,-3322.53,0.95,0.00,486.92,-535.447,1.212
,Mixed / non conventional,72.00,65.00,71.00,13.00,-3266.64,2.60,0.00,525.85,-543.363,1.251
,Mixed / non conventional,72.00,65.00,71.00,14.00,-2925.72,0.93,0.00,369.68,-481.151,1.236
,Mixed / non conventional,72.00,65.00,71.00,15.00,-2580.46,0.74,0.00,548.89,-425.480,1.240
,Mixed / non conventional,72.00,65.00,71.00,16.00,-2333.90,2.19,0.00,345.34,-390.606,1.258
,Mixed / non conventional,72.00,65.00,71.00,17.00,-1586.02,1.20,0.00,317.62,-259.354,1.229
,Mixed / non conventional,72.00,65.00,71.00,18.00,-1734.92,3.51,0.00,303.15,-293.702,1.272
,Mixed / non conventional,72.00,65.00,71.00,19.00,-2022.21,1.18,0.00,341.27,-335.623,1.247
,Mixed / non conventional,72.00,65.00,71.00,20.00,-2338.35,0.92,0.00,445.06,-386.529,1.242
,Mixed / non conventional,72.00,65.00,71.00,21.00,-2512.70,1.32,0.00,370.82,-405.789,1.213
,Mixed / non conventional,72.00,65.00,71.00,22.00,-2366.05,1.95,0.00,496.42,-392.277,1.245
,Mixed / non conventional,72.00,65.00,71.00,23.00,-2187.19,1.74,0.00,573.95,-356.306,1.223
,Mixed / non conventional,72.00,65.00,71.00,24.00,-2059.93,2.67,0.00,407.85,-342.164,1.247
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1136.70,1.68,0.00,403.98,-187.993,1.241
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1308.09,1.61,0.00,531.67,-214.167,1.229
,Mixed / non conventional,72.00,65.00,71.00,27.00,-1554.95,2.13,0.00,579.67,-246.548,1.190
,Mixed / non conventional,72.00,65.00,71.00,28.00,-1682.08,5.33,0.00,512.43,-281.933,1.257
,Mixed / non conventional,72.00,65.00,71.00,29.00,-1913.05,1.11,0.00,468.36,-309.410,1.213
,Mixed / non conventional,72.00,65.00,71.00,30.00,-1851.65,1.54,0.00,504.22,-310.060,1.255
,Mixed / non conventional,72.00,65.00,71.00,31.00,-1859.98,1.39,0.00,577.55,-300.759,1.212
,Mixed / non conventional,72.00,65.00,71.00,32.00,-1769.10,1.50,0.00,522.43,-291.830,1.236
,Mixed / non conventional,72.00,65.00,71.00,33.00,-602.11,0.73,0.00,294.01,-97.821,1.217
,Mixed / non conventional,72.00,65.00,71.00,34.00,-757.08,0.89,0.00,352.10,-122.744,1.214
,Mixed / non conventional,72.00,65.00,71.00,35.00,-966.65,0.20,0.00,560.08,-156.032,1.208
,Mixed / non conventional,72.00,65.00,71.00,36.00,-1197.54,0.52,0.00,506.41,-193.465,1.208
,Mixed / non conventional,72.00,65.00,71.00,37.00,-1352.60,0.55,0.00,405.77,-218.168,1.206
,Mixed / non conventional,72.00,65.00,71.00,38.00,-1440.15,0.32,0.00,482.61,-232.807,1.208
,Mixed / non conventional,72.00,65.00,71.00,39.00,-1520.60,0.29,0.00,583.87,-244.457,1.200
,Mixed / non conventional,72.00,65.00,71.00,40.00,-1548.54,0.55,0.00,605.61,-250.273,1.206
,Mixed / non conventional,72.00,65.00,71.00,41.00,222.28,0.61,0.00,348.32,36.143,1.212
,Mixed / non conventional,72.00,65.00,71.00,42.00,-55.66,0.51,0.00,420.12,-8.909,1.192
,Mixed / non conventional,72.00,65.00,71.00,43.00,-351.47,0.60,0.00,569.00,-57.027,1.207
,Mixed / non conventional,72.00,65.00,71.00,44.00,-605.69,0.14,0.00,485.54,-97.239,1.193
,Mixed / non conventional,72.00,65.00,71.00,45.00,-811.36,0.35,0.00,551.19,-130.107,1.191
,Mixed / non conventional,72.00,65.00,71.00,46.00,-983.21,0.79,0.00,383.14,-159.957,1.206
,Mixed / non conventional,72.00,65.00,71.00,47.00,-1116.04,0.68,0.00,597.19,-179.896,1.193
,Mixed / non conventional,72.00,65.00,71.00,48.00,-1221.30,0.17,0.00,403.46,-195.002,1.180
,Mixed / non conventional,72.00,65.00,71.00,49.00,1286.03,0.39,0.00,311.26,207.216,1.188
,Mixed / non conventional,72.00,65.00,71.00,50.00,864.91,0.24,0.00,428.73,140.019,1.190
,Mixed / non conventional,72.00,65.00,71.00,51.00,391.10,0.78,0.00,571.62,63.454,1.189
,Mixed / non conventional,72.00,65.00,71.00,52.00,19.94,1.00,0.00,457.02,3.228,1.182
,Mixed / non conventional,72.00,65.00,71.00,53.00,-294.44,0.17,0.00,356.64,-47.851,1.182
,Mixed / non conventional,72.00,65.00,71.00,54.00,-529.43,0.16,0.00,410.37,-86.228,1.178
,Mixed / non conventional,72.00,65.00,71.00,55.00,-737.87,0.14,0.00,570.92,-121.856,1.187
,Mixed / non conventional,72.00,65.00,71.00,56.00,-812.95,0.11,0.00,547.89,-135.435,1.187
,Mixed / non conventional,72.00,65.00,71.00,57.00,3005.58,0.55,0.00,333.08,503.458,1.180
,Mixed / non conventional,72.00,65.00,71.00,58.00,2105.97,0.33,0.00,358.68,354.959,1.171
,Mixed / non conventional,72.00,65.00,71.00,59.00,1245.72,0.25,0.00,681.97,214.864,1.174
,Mixed / non conventional,72.00,65.00,71.00,60.00,569.84,1.08,0.00,372.37,101.278,1.175
,Mixed / non conventional,72.00,65.00,71.00,61.00,176.84,1.23,0.00,556.88,32.658,1.169
,Mixed / non conventional,72.00,65.00,71.00,62.00,-114.28,0.52,0.00,541.24,-22.775,1.174
,Mixed / non conventional,72.00,65.00,71.00,63.00,-248.68,0.19,0.00,667.70,-56.521,1.168
,Mixed / non conventional,72.00,65.00,71.00,64.00,-257.07,0.18,0.00,656.51,-81.836,1.171
,Mixed / non conventional,72.00,65.00,71.00,66.00,1835.74,0.67,0.00,456.66,569.270,1.169
,Mixed / non conventional,72.00,65.00,71.00,67.00,1644.70,0.40,0.00,611.48,342.059,1.153
,Mixed / non conventional,72.00,65.00,71.00,68.00,1143.18,0.51,0.00,563.92,194.811,1.168
,Mixed / non conventional,72.00,65.00,71.00,69.00,766.50,0.24,0.00,517.65,105.050,1.148
,Mixed / non conventional,72.00,65.00,71.00,70.00,378.40,0.89,0.00,603.92,37.461,1.166
,Mixed / non conventional,72.00,65.00,71.00,63.00,-248.87,0.18,0.00,667.23,-56.044,1.158
,Mixed / non conventional,72.00,65.00,71.00,70.00,381.44,1.03,0.00,603.90,37.404,1.155
,Mixed / non conventional,72.00,65.00,71.00,62.00,-115.25,0.52,0.00,539.34,-22.565,1.153
,Mixed / non conventional,72.00,65.00,2.00,1.00,-6511668.00,0.90,0.00,18.60,56.197,1.158
,Mixed / non conventional,72.00,65.00,4.00,3.00,-23982804.00,0.35,0.00,-21.03,226.476,1.157
,Mixed / non conventional,72.00,65.00,3.00,2.00,-12380533.00,0.28,0.00,-4.84,111.651,1.157
,Mixed / non conventional,72.00,65.00,6.00,5.00,21210182.00,0.20,0.00,-59.97,-219.849,1.156
,Mixed / non conventional,72.00,65.00,8.00,7.00,4725965.00,0.77,0.00,-9.24,-53.475,1.145
,Mixed / non conventional,72.00,65.00,7.00,6.00,11312266.00,0.73,0.00,47.50,-121.880,1.145
,Mixed / non conventional,72.00,65.00,10.00,9.00,-3377843.50,0.98,0.00,-39.56,42.665,1.156
,Mixed / non conventional,72.00,65.00,9.00,1.00,428867.38,0.99,0.00,86.32,-35.001,1.156
,Mixed / non conventional,72.00,65.00,14.00,13.00,3612005.50,0.51,0.00,166.46,-57.190,1.172
,Mixed / non conventional,72.00,65.00,13.00,12.00,-505026.63,0.57,0.00,-39.47,7.573,1.172
,Mixed / non conventional,72.00,65.00,12.00,11.00,-6733884.50,0.55,0.00,-51.93,94.861,1.162
,Mixed / non conventional,72.00,65.00,11.00,10.00,-4881582.50,0.54,0.00,-88.29,65.257,1.162
,Mixed / non conventional,72.00,65.00,10.00,2.00,569581.94,0.15,0.00,28.30,-48.710,1.154
,Mixed / non conventional,72.00,65.00,16.00,8.00,240297.84,0.09,0.00,25.26,-27.788,1.149
,Mixed / non conventional,72.00,65.00,18.00,17.00,-1670339.00,0.44,0.00,16.24,32.371,1.143
,Mixed / non conventional,72.00,65.00,17.00,9.00,447222.78,0.46,0.00,-7.02,-54.283,1.143
,Mixed / non conventional,72.00,65.00,20.00,19.00,-2203396.75,0.09,0.00,-105.22,48.280,1.145
,Mixed / non conventional,72.00,65.00,19.00,18.00,-1919320.75,0.14,0.00,-38.91,39.566,1.145
,Mixed / non conventional,72.00,65.00,18.00,10.00,499855.09,0.17,0.00,48.63,-64.552,1.150
,Mixed / non conventional,72.00,65.00,10.00,1.00,-82263.77,0.13,0.00,47.05,7.717,1.150
,Mixed / non conventional,72.00,65.00,22.00,21.00,499986.97,0.28,0.00,-126.77,-12.404,1.143
,Mixed / non conventional,72.00,65.00,21.00,20.00,-804063.00,0.22,0.00,79.23,18.718,1.143
,Mixed / non conventional,72.00,65.00,20.00,12.00,951366.94,0.21,0.00,44.82,-135.970,1.136
,Mixed / non conventional,72.00,65.00,12.00,4.00,2423546.25,0.13,0.00,-85.77,-225.175,1.136
,Mixed / non conventional,72.00,65.00,24.00,16.00,235713.64,0.13,0.00,-59.63,-43.076,1.142
,Mixed / non conventional,72.00,65.00,16.00,15.00,1870434.63,0.03,0.00,214.40,-32.241,1.142
,Mixed / non conventional,72.00,65.00,26.00,25.00,-766833.56,0.50,0.00,-129.33,24.799,1.138
,Mixed / non conventional,72.00,65.00,25.00,17.00,335667.22,0.49,0.00,-78.21,-65.190,1.138
,Mixed / non conventional,72.00,65.00,28.00,27.00,-876747.25,0.33,0.00,66.06,32.868,1.142
,Mixed / non conventional,72.00,65.00,27.00,26.00,-882689.69,0.29,0.00,-51.58,30.761,1.142
,Mixed / non conventional,72.00,65.00,26.00,18.00,351556.63,0.23,0.00,-223.85,-72.850,1.138
,Mixed / non conventional,72.00,65.00,18.00,9.00,154409.33,0.22,0.00,9.18,-21.650,1.138
,Mixed / non conventional,72.00,65.00,30.00,29.00,-23041.28,0.34,0.00,-35.20,1.003,1.140
,Mixed / non conventional,72.00,65.00,29.00,28.00,-660219.44,0.24,0.00,46.49,26.607,1.140
,Mixed / non conventional,72.00,65.00,28.00,20.00,410824.19,0.68,0.00,-65.06,-96.456,1.128
,Mixed / non conventional,72.00,65.00,20.00,11.00,264310.41,0.75,0.00,-7.71,-41.095,1.128
,Mixed / non conventional,72.00,65.00,11.00,3.00,1059418.88,1.11,0.00,-54.26,-94.336,1.145
,Mixed / non conventional,72.00,65.00,32.00,24.00,143446.25,0.69,0.00,-122.98,-45.091,1.131
,Mixed / non conventional,72.00,65.00,34.00,33.00,-394713.19,1.04,0.00,-63.47,23.815,1.137
,Mixed / non conventional,72.00,65.00,33.00,25.00,245514.61,1.15,0.00,109.45,-83.803,1.137
,Mixed / non conventional,72.00,65.00,36.00,35.00,-495810.66,1.08,0.00,48.75,35.609,1.132
,Mixed / non conventional,72.00,65.00,35.00,34.00,-481011.28,1.02,0.00,-203.76,31.544,1.132
,Mixed / non conventional,72.00,65.00,34.00,26.00,230977.52,0.84,0.00,175.27,-84.949,1.133
,Mixed / non conventional,72.00,65.00,26.00,17.00,177714.31,0.87,0.00,-207.10,-40.054,1.133
,Mixed / non conventional,72.00,65.00,38.00,37.00,-162892.23,0.25,0.00,-73.95,14.047,1.123
,Mixed / non conventional,72.00,65.00,37.00,36.00,-308569.50,0.33,0.00,106.95,24.152,1.123
,Mixed / non conventional,72.00,65.00,36.00,28.00,186590.31,1.14,0.00,5.98,-81.101,1.135
,Mixed / non conventional,72.00,65.00,28.00,19.00,185824.08,1.12,0.00,-170.23,-47.971,1.135
,Mixed / non conventional,72.00,65.00,19.00,11.00,662042.00,0.19,0.00,97.16,-89.160,1.134
,Mixed / non conventional,72.00,65.00,11.00,2.00,-167456.52,0.23,0.00,-58.78,16.254,1.134
,Mixed / non conventional,72.00,65.00,42.00,41.00,-325102.09,0.23,0.00,-72.02,42.866,1.125
,Mixed / non conventional,72.00,65.00,41.00,33.00,185079.98,0.20,0.00,-50.02,-125.929,1.125
,Mixed / non conventional,72.00,65.00,44.00,43.00,-226316.52,0.74,0.00,90.56,38.149,1.135
,Mixed / non conventional,72.00,65.00,43.00,42.00,-308256.81,0.76,0.00,-161.41,46.051,1.135
,Mixed / non conventional,72.00,65.00,42.00,34.00,141600.13,0.45,0.00,-57.97,-107.036,1.130
,Mixed / non conventional,72.00,65.00,34.00,25.00,149226.03,0.49,0.00,45.22,-59.555,1.130
,Mixed / non conventional,72.00,65.00,46.00,45.00,-132130.42,0.40,0.00,187.24,28.504,1.123
,Mixed / non conventional,72.00,65.00,45.00,44.00,-166693.94,0.41,0.00,-73.89,31.525,1.123
,Mixed / non conventional,72.00,65.00,44.00,36.00,96932.02,0.49,0.00,26.12,-89.599,1.117
,Mixed / non conventional,72.00,65.00,36.00,27.00,102985.34,0.44,0.00,71.90,-47.808,1.117
,Mixed / non conventional,72.00,65.00,27.00,19.00,364896.75,0.00,0.00,-236.11,-80.728,1.137
,Mixed / non conventional,72.00,65.00,19.00,10.00,166083.53,0.24,0.00,9.08,-24.601,1.137
,Mixed / non conventional,72.00,65.00,10.00,3.00,2106757.00,0.48,0.00,34.54,-157.579,1.128
,Mixed / non conventional,72.00,65.00,51.00,50.00,-156888.17,0.45,0.00,-156.13,73.137,1.128
,Mixed / non conventional,72.00,65.00,50.00,49.00,-161987.88,0.43,0.00,-114.86,63.681,1.128
,Mixed / non conventional,72.00,65.00,49.00,41.00,94260.82,1.59,0.00,33.82,-162.726,1.128
,Mixed / non conventional,72.00,65.00,53.00,52.00,-72732.84,0.06,0.00,108.79,48.615,1.111
,Mixed / non conventional,72.00,65.00,55.00,47.00,11843.42,0.11,0.00,28.37,-54.401,1.126
,Mixed / non conventional,72.00,65.00,47.00,40.00,53241.29,0.08,0.00,9.06,-64.960,1.126
,Mixed / non conventional,72.00,65.00,40.00,32.00,59814.17,0.03,0.00,-84.18,-37.098,1.131
,Mixed / non conventional,72.00,65.00,32.00,31.00,152341.78,0.26,0.00,47.37,-7.717,1.131
,Mixed / non conventional,72.00,65.00,31.00,24.00,140130.66,1.11,0.00,-171.86,-36.640,1.122
,Mixed / non conventional,72.00,65.00,24.00,23.00,459469.88,1.08,0.00,174.85,-12.759,1.122
,Mixed / non conventional,72.00,65.00,23.00,16.00,191600.02,0.93,0.00,-234.29,-29.287,1.129
,Mixed / non conventional,72.00,65.00,16.00,7.00,631642.25,0.92,0.00,18.12,-78.827,1.129
,Mixed / non conventional,72.00,65.00,59.00,58.00,-40468.16,0.28,0.00,-331.45,132.475,1.123
,Mixed / non conventional,72.00,65.00,58.00,57.00,-59726.67,0.30,0.00,-28.16,139.796,1.123
,Mixed / non conventional,72.00,65.00,57.00,49.00,39890.02,0.83,0.00,-22.26,-280.228,1.123
,Mixed / non conventional,72.00,65.00,61.00,60.00,-8631.74,0.27,0.00,-189.77,65.240,1.119
,Mixed / non conventional,72.00,65.00,63.00,56.00,1237.66,0.33,0.00,-112.73,-75.037,1.119
,Mixed / non conventional,72.00,65.00,56.00,55.00,-9978.09,0.39,0.00,19.72,13.217,1.119
,Mixed / non conventional,72.00,65.00,55.00,54.00,-32813.30,0.04,0.00,-174.50,33.852,1.113
,Mixed / non conventional,72.00,65.00,54.00,53.00,-44602.00,0.09,0.00,-53.21,36.759,1.113
,Mixed / non conventional,72.00,65.00,53.00,45.00,24554.18,0.21,0.00,209.02,-77.252,1.114
,Mixed / non conventional,72.00,65.00,45.00,37.00,78639.15,0.23,0.00,-156.66,-81.177,1.114
,Mixed / non conventional,72.00,65.00,37.00,29.00,177263.53,0.12,0.00,67.00,-82.523,1.116
,Mixed / non conventional,72.00,65.00,29.00,21.00,348078.19,0.10,0.00,-98.38,-86.716,1.116
,Mixed / non conventional,72.00,65.00,68.00,67.00,3618.86,0.47,0.00,48.59,139.427,1.117
,Mixed / non conventional,72.00,65.00,67.00,66.00,2258.82,0.48,0.00,-165.32,214.221,1.117
,Mixed / non conventional,72.00,65.00,66.00,58.00,1508.19,0.56,0.00,-93.05,-203.644,1.114
,Mixed / non conventional,72.00,65.00,58.00,50.00,22775.99,0.56,0.00,63.80,-202.694,1.114
,Mixed / non conventional,72.00,65.00,50.00,42.00,71960.46,0.26,0.00,-8.75,-140.859,1.111
,Mixed / non conventional,72.00,65.00,42.00,33.00,101790.80,0.27,0.00,-120.72,-81.664,1.111
,Mixed / non conventional,72.00,65.00,70.00,63.00,-741.41,0.46,0.00,61.27,-90.048,1.108
,Mixed / non conventional,72.00,65.00,4.00,5.00,-6289856.50,0.48,0.00,-58.25,-59.768,1.111
,Mixed / non conventional,72.00,65.00,14.00,15.00,3148033.25,0.13,0.00,198.20,49.980,1.112
,Mixed / non conventional,72.00,65.00,15.00,7.00,439186.50,0.08,0.00,-198.36,-46.605,1.112
,Mixed / non conventional,72.00,65.00,22.00,23.00,1253596.00,0.18,0.00,83.20,32.114,1.106
