,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,3.00,5.00,64.00,66.00,8203685.50,0.19,0.00,35.45,-247.978,5.382
,Mixed / non conventional,3.00,5.00,66.00,68.00,-2676327.25,0.18,0.00,-3.58,73.422,5.382
,Mixed / non conventional,3.00,5.00,68.00,70.00,-3238403.00,0.19,0.00,-45.00,80.892,5.382
,Mixed / non conventional,3.00,5.00,70.00,72.00,-2224279.25,0.19,0.00,166.54,50.730,5.382
,Mixed / non conventional,3.00,5.00,72.00,2.00,4387.62,0.18,0.00,-59.66,-2507.393,5.382
,Mixed / non conventional,3.00,5.00,2.00,4.00,4124.50,0.22,0.00,356.15,2355.502,5.382
,Mixed / non conventional,3.00,5.00,67.00,69.00,-3081616.25,0.28,0.00,-24.36,58.587,3.910
,Mixed / non conventional,3.00,5.00,69.00,71.00,-2930161.50,0.29,0.00,10.96,50.791,3.910
,Mixed / non conventional,3.00,5.00,71.00,1.00,7723.80,0.28,0.00,62.96,-1203.908,3.910
,Mixed / non conventional,4.00,6.00,5.00,7.00,3125.33,0.23,0.00,-331.18,1097.823,3.311
,Mixed / non conventional,4.00,6.00,7.00,9.00,5385.53,0.26,0.00,-120.93,-1513.402,3.311
,Mixed / non conventional,4.00,6.00,9.00,11.00,1967.64,0.28,0.00,-85.68,-78.990,3.311
,Mixed / non conventional,4.00,6.00,11.00,13.00,-43125.15,0.26,0.00,37.22,577.082,3.311
,Mixed / non conventional,4.00,6.00,13.00,15.00,-87631.30,0.27,0.00,-21.02,533.020,3.311
,Mixed / non conventional,4.00,6.00,15.00,17.00,286511.97,0.26,0.00,-81.05,-938.386,3.311
,Mixed / non conventional,4.00,6.00,17.00,19.00,-24924.14,0.22,0.00,-21.81,48.979,3.311
,Mixed / non conventional,4.00,6.00,19.00,21.00,-271154.75,0.25,0.00,35.97,344.786,3.311
,Mixed / non conventional,4.00,6.00,21.00,23.00,-358144.16,0.26,0.00,87.05,311.589,3.311
,Mixed / non conventional,4.00,6.00,23.00,25.00,1005902.06,0.26,0.00,-37.75,-625.103,3.311
,Mixed / non conventional,4.00,6.00,8.00,10.00,13624.05,0.14,0.00,-253.26,-689.523,1.908
,Mixed / non conventional,4.00,6.00,10.00,12.00,-4235.61,0.11,0.00,17.57,53.592,1.908
,Mixed / non conventional,4.00,6.00,12.00,14.00,-98988.09,0.13,0.00,-50.46,500.986,1.908
,Mixed / non conventional,4.00,6.00,14.00,16.00,-19708.90,0.11,0.00,-81.45,49.874,1.908
,Mixed / non conventional,4.00,6.00,16.00,18.00,360225.31,0.13,0.00,-3.78,-520.893,1.908
,Mixed / non conventional,4.00,6.00,18.00,20.00,-106737.53,0.13,0.00,160.73,96.465,1.908
,Mixed / non conventional,4.00,6.00,20.00,22.00,-409624.94,0.13,0.00,-17.50,246.803,1.908
,Mixed / non conventional,4.00,6.00,22.00,24.00,-205317.83,0.12,0.00,-76.91,86.594,1.908
,Mixed / non conventional,4.00,6.00,24.00,26.00,1211099.38,0.14,0.00,7.37,-371.482,1.908
,Mixed / non conventional,4.00,6.00,26.00,28.00,-332154.63,0.13,0.00,107.51,76.412,1.908
,Mixed / non conventional,4.00,6.00,25.00,27.00,-165477.02,0.17,0.00,72.36,69.651,3.034
,Mixed / non conventional,4.00,6.00,27.00,29.00,-620535.69,0.18,0.00,-93.84,198.505,3.034
,Mixed / non conventional,4.00,6.00,29.00,31.00,-860417.81,0.17,0.00,77.19,214.079,3.034
,Mixed / non conventional,4.00,6.00,31.00,33.00,2135868.75,0.16,0.00,-140.86,-421.468,3.034
,Mixed / non conventional,4.00,6.00,33.00,35.00,-414006.69,0.15,0.00,156.64,65.883,3.034
,Mixed / non conventional,4.00,6.00,35.00,37.00,-1007117.56,0.17,0.00,-94.70,131.131,3.034
,Mixed / non conventional,4.00,6.00,37.00,39.00,-1399172.88,0.18,0.00,55.43,150.944,3.034
,Mixed / non conventional,4.00,6.00,39.00,41.00,3274685.50,0.17,0.00,-90.33,-295.993,3.034
,Mixed / non conventional,4.00,6.00,41.00,43.00,-651777.31,0.16,0.00,112.19,49.849,3.034
,Mixed / non conventional,4.00,6.00,43.00,45.00,-1407197.38,0.17,0.00,23.16,91.875,3.034
,Mixed / non conventional,4.00,6.00,28.00,30.00,-898920.81,0.08,0.00,-63.39,175.004,2.099
,Mixed / non conventional,4.00,6.00,30.00,32.00,-504412.19,0.07,0.00,35.65,77.157,2.099
,Mixed / non conventional,4.00,6.00,32.00,34.00,2380534.25,0.10,0.00,-74.48,-291.311,2.099
,Mixed / non conventional,4.00,6.00,34.00,36.00,-644373.44,0.10,0.00,86.66,64.068,2.099
,Mixed / non conventional,4.00,6.00,36.00,38.00,-1310248.38,0.09,0.00,12.37,107.286,2.099
,Mixed / non conventional,4.00,6.00,38.00,40.00,-1132310.25,0.07,0.00,-0.22,77.263,2.099
,Mixed / non conventional,4.00,6.00,40.00,42.00,3799970.75,0.10,0.00,-93.07,-218.348,2.099
,Mixed / non conventional,4.00,6.00,42.00,44.00,-1022567.56,0.09,0.00,58.78,49.944,2.099
,Mixed / non conventional,4.00,6.00,44.00,46.00,-1664125.00,0.09,0.00,-89.02,69.667,2.099
,Mixed / non conventional,4.00,6.00,46.00,48.00,-1519032.25,0.12,0.00,7.89,54.921,2.099
,Mixed / non conventional,4.00,6.00,45.00,47.00,-1698953.50,0.11,0.00,-4.64,174.089,5.533
,Mixed / non conventional,4.00,6.00,47.00,49.00,4175872.25,0.11,0.00,-97.95,-370.834,5.533
,Mixed / non conventional,4.00,6.00,49.00,51.00,-899133.63,0.11,0.00,92.58,69.652,5.533
,Mixed / non conventional,4.00,6.00,51.00,53.00,-1764966.88,0.11,0.00,-117.90,119.988,5.533
,Mixed / non conventional,4.00,6.00,53.00,55.00,-2140172.50,0.11,0.00,101.10,128.377,5.533
,Mixed / non conventional,4.00,6.00,55.00,57.00,5167719.00,0.11,0.00,-67.00,-274.881,5.533
,Mixed / non conventional,4.00,6.00,57.00,59.00,-1067218.63,0.11,0.00,198.85,50.575,5.533
,Mixed / non conventional,4.00,6.00,59.00,61.00,-2026482.38,0.10,0.00,-131.38,85.929,5.533
,Mixed / non conventional,4.00,6.00,61.00,63.00,-2418231.50,0.10,0.00,39.10,92.108,5.533
