,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name
,Mixed / non conventional,72.00,65.00,9.00,1.00,764024.56,0.11,0.00,66.69,-46.076,0.854,MA72B65Rec
,Mixed / non conventional,72.00,65.00,14.00,13.00,4798062.00,0.83,0.00,136.64,-62.568,0.966,MA72B65Rec
,Mixed / non conventional,72.00,65.00,13.00,12.00,3762318.00,0.84,0.00,-21.21,-46.467,0.966,MA72B65Rec
,Mixed / non conventional,72.00,65.00,12.00,11.00,-5807810.50,0.82,0.00,-85.45,67.999,0.966,MA72B65Rec
,Mixed / non conventional,72.00,65.00,11.00,10.00,-7488517.50,0.82,0.00,-100.39,83.201,0.966,MA72B65Rec
,Mixed / non conventional,72.00,65.00,10.00,2.00,1199337.75,0.83,0.00,68.47,-85.801,0.966,MA72B65Rec
,Mixed / non conventional,72.00,65.00,16.00,8.00,251704.75,0.22,0.00,57.96,-48.264,1.906,MA72B65Rec
,Mixed / non conventional,72.00,65.00,18.00,17.00,-2766467.25,0.19,0.00,30.83,47.030,1.002,MA72B65Rec
,Mixed / non conventional,72.00,65.00,17.00,9.00,768752.31,0.17,0.00,28.52,-81.850,1.002,MA72B65Rec
,Mixed / non conventional,72.00,65.00,20.00,19.00,-1912146.88,0.04,0.00,-161.35,239.508,6.545,MA72B65Rec
,Mixed / non conventional,72.00,65.00,19.00,18.00,-2603404.75,0.03,0.00,-93.52,306.792,6.545,MA72B65Rec
,Mixed / non conventional,72.00,65.00,18.00,10.00,872383.56,0.05,0.00,55.33,-640.917,6.545,MA72B65Rec
,Mixed / non conventional,72.00,65.00,10.00,1.00,-83573.75,0.09,0.00,70.45,44.598,6.545,MA72B65Rec
,Mixed / non conventional,72.00,65.00,22.00,21.00,875139.38,0.05,0.00,-144.37,-124.550,6.557,MA72B65Rec
,Mixed / non conventional,72.00,65.00,21.00,20.00,95157.90,0.25,0.00,116.57,-12.708,6.557,MA72B65Rec
,Mixed / non conventional,72.00,65.00,20.00,12.00,1384502.88,0.04,0.00,-12.19,-1141.643,6.557,MA72B65Rec
,Mixed / non conventional,72.00,65.00,12.00,4.00,10842763.00,2.61,0.00,-87.71,-208.528,0.235,MA72B65Rec
,Mixed / non conventional,72.00,65.00,24.00,16.00,280564.50,0.11,0.00,-79.50,-63.394,1.411,MA72B65Rec
,Mixed / non conventional,72.00,65.00,16.00,15.00,2240204.50,0.13,0.00,208.62,-47.745,1.411,MA72B65Rec
,Mixed / non conventional,72.00,65.00,26.00,25.00,-1432043.50,0.34,0.00,32.28,47.513,1.168,MA72B65Rec
,Mixed / non conventional,72.00,65.00,25.00,17.00,553642.19,0.35,0.00,-16.30,-110.312,1.168,MA72B65Rec
,Mixed / non conventional,72.00,65.00,28.00,27.00,-901529.56,0.28,0.00,54.68,48.279,1.632,MA72B65Rec
,Mixed / non conventional,72.00,65.00,27.00,26.00,-1116239.75,0.28,0.00,-349.65,55.569,1.632,MA72B65Rec
,Mixed / non conventional,72.00,65.00,26.00,18.00,555692.75,0.29,0.00,-14.43,-165.087,1.632,MA72B65Rec
,Mixed / non conventional,72.00,65.00,18.00,9.00,284703.22,0.29,0.00,59.56,-57.230,1.632,MA72B65Rec
,Mixed / non conventional,72.00,65.00,30.00,29.00,86699.61,0.07,0.00,5.71,-21.750,6.569,MA72B65Rec
,Mixed / non conventional,72.00,65.00,29.00,28.00,-398511.28,0.06,0.00,87.86,92.587,6.569,MA72B65Rec
,Mixed / non conventional,72.00,65.00,28.00,20.00,584053.31,0.04,0.00,-55.20,-798.926,6.569,MA72B65Rec
,Mixed / non conventional,72.00,65.00,20.00,11.00,742436.06,0.00,0.00,-98.24,-672.530,6.569,MA72B65Rec
,Mixed / non conventional,72.00,65.00,11.00,3.00,2713761.25,0.07,0.00,-47.84,-1386.910,6.569,MA72B65Rec
,Mixed / non conventional,72.00,65.00,32.00,24.00,200873.33,0.34,0.00,-162.44,-47.621,0.853,MA72B65Rec
,Mixed / non conventional,72.00,65.00,34.00,33.00,-611416.88,0.03,0.00,17.43,48.038,1.481,MA72B65Rec
,Mixed / non conventional,72.00,65.00,33.00,25.00,351488.44,0.03,0.00,-83.27,-156.229,1.481,MA72B65Rec
,Mixed / non conventional,72.00,65.00,36.00,35.00,-614172.38,0.09,0.00,228.23,50.311,1.291,MA72B65Rec
,Mixed / non conventional,72.00,65.00,35.00,34.00,-639791.31,0.08,0.00,-328.66,47.856,1.291,MA72B65Rec
,Mixed / non conventional,72.00,65.00,34.00,26.00,348178.47,0.09,0.00,-97.45,-145.972,1.291,MA72B65Rec
,Mixed / non conventional,72.00,65.00,26.00,17.00,269521.66,0.11,0.00,16.62,-69.245,1.291,MA72B65Rec
,Mixed / non conventional,72.00,65.00,38.00,37.00,-85174.23,0.12,0.00,-15.87,43.176,6.602,MA72B65Rec
,Mixed / non conventional,72.00,65.00,37.00,36.00,-327971.53,0.07,0.00,65.05,150.907,6.602,MA72B65Rec
,Mixed / non conventional,72.00,65.00,36.00,28.00,266945.44,0.07,0.00,94.44,-674.679,6.602,MA72B65Rec
,Mixed / non conventional,72.00,65.00,28.00,19.00,373714.84,0.09,0.00,-216.36,-560.989,6.602,MA72B65Rec
,Mixed / non conventional,72.00,65.00,19.00,11.00,1169781.50,0.09,0.00,63.49,-917.144,6.602,MA72B65Rec
,Mixed / non conventional,72.00,65.00,11.00,2.00,32490.26,0.08,0.00,-31.69,-18.360,6.602,MA72B65Rec
,Mixed / non conventional,72.00,65.00,42.00,41.00,-320475.53,0.42,0.00,-21.98,48.197,1.283,MA72B65Rec
,Mixed / non conventional,72.00,65.00,41.00,33.00,196893.42,0.41,0.00,50.39,-152.801,1.283,MA72B65Rec
,Mixed / non conventional,72.00,65.00,44.00,43.00,-303835.78,0.20,0.00,322.71,47.500,1.053,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,42.00,-422426.69,0.20,0.00,-394.00,58.529,1.053,MA72B65Rec
,Mixed / non conventional,72.00,65.00,42.00,34.00,169625.66,0.20,0.00,10.99,-119.455,1.053,MA72B65Rec
,Mixed / non conventional,72.00,65.00,34.00,25.00,204877.19,0.20,0.00,-65.02,-76.175,1.053,MA72B65Rec
,Mixed / non conventional,72.00,65.00,46.00,45.00,-125330.07,0.07,0.00,118.05,48.794,2.027,MA72B65Rec
,Mixed / non conventional,72.00,65.00,45.00,44.00,-199821.38,0.03,0.00,-45.44,68.201,2.027,MA72B65Rec
,Mixed / non conventional,72.00,65.00,44.00,36.00,108104.60,0.06,0.00,40.33,-181.305,2.027,MA72B65Rec
,Mixed / non conventional,72.00,65.00,36.00,27.00,172043.66,0.05,0.00,152.30,-144.909,2.027,MA72B65Rec
,Mixed / non conventional,72.00,65.00,27.00,19.00,585635.19,0.06,0.00,-268.01,-230.891,2.027,MA72B65Rec
,Mixed / non conventional,72.00,65.00,19.00,10.00,388281.03,0.07,0.00,-36.41,-102.495,2.027,MA72B65Rec
,Mixed / non conventional,72.00,65.00,10.00,3.00,4466825.00,0.04,0.00,58.82,-600.071,2.027,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,50.00,-194277.16,0.06,0.00,-249.66,85.444,1.064,MA72B65Rec
,Mixed / non conventional,72.00,65.00,50.00,49.00,-128123.86,0.06,0.00,9.68,47.519,1.064,MA72B65Rec
,Mixed / non conventional,72.00,65.00,49.00,41.00,84548.41,0.07,0.00,3.75,-137.622,1.064,MA72B65Rec
,Mixed / non conventional,72.00,65.00,53.00,52.00,-80231.37,0.13,0.00,50.83,47.100,0.976,MA72B65Rec
,Mixed / non conventional,72.00,65.00,55.00,47.00,10344.20,0.10,0.00,-83.74,-203.238,4.818,MA72B65Rec
,Mixed / non conventional,72.00,65.00,47.00,40.00,57645.95,0.08,0.00,47.41,-300.847,4.818,MA72B65Rec
,Mixed / non conventional,72.00,65.00,40.00,32.00,96010.67,0.09,0.00,-67.78,-253.787,4.818,MA72B65Rec
,Mixed / non conventional,72.00,65.00,32.00,31.00,232842.72,0.10,0.00,16.48,-50.265,4.818,MA72B65Rec
,Mixed / non conventional,72.00,65.00,31.00,24.00,200117.41,0.07,0.00,-179.20,-224.761,4.818,MA72B65Rec
,Mixed / non conventional,72.00,65.00,24.00,23.00,727127.88,0.08,0.00,232.78,-86.733,4.818,MA72B65Rec
,Mixed / non conventional,72.00,65.00,23.00,16.00,202885.80,0.10,0.00,-309.57,-132.299,4.818,MA72B65Rec
,Mixed / non conventional,72.00,65.00,16.00,7.00,668466.31,0.08,0.00,11.50,-355.886,4.818,MA72B65Rec
,Mixed / non conventional,72.00,65.00,59.00,58.00,-37972.20,0.26,0.00,-406.69,61.449,0.555,MA72B65Rec
,Mixed / non conventional,72.00,65.00,58.00,57.00,-41102.21,0.27,0.00,32.28,47.557,0.555,MA72B65Rec
,Mixed / non conventional,72.00,65.00,57.00,49.00,28780.81,0.27,0.00,-49.84,-99.968,0.555,MA72B65Rec
,Mixed / non conventional,72.00,65.00,61.00,60.00,-8767.06,0.72,0.00,-88.00,46.607,0.787,MA72B65Rec
,Mixed / non conventional,72.00,65.00,63.00,56.00,918.17,0.06,0.00,-142.91,-329.301,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,56.00,55.00,-4220.90,0.06,0.00,121.75,33.075,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,55.00,54.00,-23584.80,0.04,0.00,-313.78,144.748,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,54.00,53.00,-46013.30,0.05,0.00,17.84,225.600,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,53.00,45.00,23400.99,0.05,0.00,47.21,-437.518,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,45.00,37.00,85476.29,0.06,0.00,-72.32,-524.341,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,37.00,29.00,223960.19,0.06,0.00,70.46,-618.668,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,29.00,21.00,472489.22,0.00,0.00,-83.45,-698.462,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,68.00,67.00,3297.85,0.34,0.00,123.53,67.454,0.593,MA72B65Rec
,Mixed / non conventional,72.00,65.00,67.00,66.00,1898.98,0.34,0.00,-243.74,95.611,0.593,MA72B65Rec
,Mixed / non conventional,72.00,65.00,66.00,58.00,990.62,0.31,0.00,-2.17,-71.251,0.593,MA72B65Rec
,Mixed / non conventional,72.00,65.00,58.00,50.00,17295.06,0.33,0.00,-26.22,-81.989,0.593,MA72B65Rec
,Mixed / non conventional,72.00,65.00,50.00,42.00,67822.52,0.33,0.00,37.66,-70.860,0.593,MA72B65Rec
,Mixed / non conventional,72.00,65.00,42.00,33.00,110209.28,0.34,0.00,28.73,-47.193,0.593,MA72B65Rec
,Mixed / non conventional,72.00,65.00,70.00,63.00,-577.85,0.36,0.00,66.73,-46.372,0.732,MA72B65Rec
,Mixed / non conventional,72.00,65.00,4.00,5.00,83437640.00,0.70,0.00,-14.74,158.080,0.222,MA72B65Rec
,Mixed / non conventional,72.00,65.00,14.00,15.00,3765771.50,0.33,0.00,202.62,65.089,1.211,MA72B65Rec
,Mixed / non conventional,72.00,65.00,15.00,7.00,407448.28,0.33,0.00,-197.89,-47.071,1.211,MA72B65Rec
,Mixed / non conventional,72.00,65.00,22.00,23.00,1582866.00,0.10,0.00,147.99,159.012,4.337,MA72B65Rec
,Mixed / non conventional,72.00,65.00,23.00,31.00,251043.75,0.09,0.00,-53.51,280.731,4.337,MA72B65Rec
,Mixed / non conventional,72.00,65.00,31.00,30.00,278624.06,0.11,0.00,-163.20,-49.927,4.337,MA72B65Rec
,Mixed / non conventional,72.00,65.00,30.00,22.00,357802.50,0.28,0.00,71.21,-47.799,0.557,MA72B65Rec
,Mixed / non conventional,72.00,65.00,40.00,48.00,41857.64,0.06,0.00,-233.98,370.875,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,48.00,47.00,-25692.19,0.06,0.00,190.11,43.361,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,47.00,39.00,48854.21,0.04,0.00,29.88,-380.873,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,39.00,31.00,136730.86,0.05,0.00,-38.28,-452.063,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,31.00,22.00,360938.47,0.04,0.00,-96.55,-671.694,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,22.00,14.00,565065.81,0.00,0.00,-156.28,-529.652,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,14.00,6.00,1086333.75,0.04,0.00,27.72,-651.273,6.622,MA72B65Rec
,Mixed / non conventional,72.00,65.00,39.00,40.00,-53760.69,0.08,0.00,14.14,-33.591,6.637,MA72B65Rec
,Mixed / non conventional,72.00,65.00,40.00,31.00,106488.43,0.00,0.00,-52.30,-419.409,6.637,MA72B65Rec
,Mixed / non conventional,72.00,65.00,38.00,39.00,-45052.84,0.05,0.00,251.78,-25.381,6.638,MA72B65Rec
,Mixed / non conventional,72.00,65.00,56.00,64.00,277.85,0.00,0.00,129.49,238.640,6.530,MA72B65Rec
,Mixed / non conventional,72.00,65.00,64.00,63.00,-170.03,0.03,0.00,11.52,85.904,6.530,MA72B65Rec
,Mixed / non conventional,72.00,65.00,63.00,55.00,808.27,0.03,0.00,-19.51,-292.090,6.530,MA72B65Rec
,Mixed / non conventional,72.00,65.00,55.00,46.00,8020.79,0.03,0.00,-368.40,-225.126,6.530,MA72B65Rec
,Mixed / non conventional,72.00,65.00,46.00,47.00,-35090.04,0.03,0.00,285.47,-50.529,6.530,MA72B65Rec
,Mixed / non conventional,72.00,65.00,47.00,56.00,6957.93,0.39,0.00,-39.39,48.651,1.329,MA72B65Rec
,Mixed / non conventional,72.00,65.00,56.00,48.00,8593.69,0.38,0.00,-150.77,-57.178,1.329,MA72B65Rec
,Mixed / non conventional,72.00,65.00,48.00,39.00,35023.08,0.39,0.00,222.37,-66.664,1.329,MA72B65Rec
,Mixed / non conventional,72.00,65.00,39.00,32.00,125114.08,0.39,0.00,-50.92,-75.571,1.329,MA72B65Rec
,Mixed / non conventional,72.00,65.00,32.00,23.00,244339.72,0.40,0.00,72.66,-98.288,1.329,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,52.00,-124802.84,0.19,0.00,-97.85,-59.779,0.967,MA72B65Rec
,Mixed / non conventional,72.00,65.00,52.00,44.00,33332.05,0.19,0.00,-45.57,-77.011,0.967,MA72B65Rec
,Mixed / non conventional,72.00,65.00,44.00,35.00,55510.46,0.18,0.00,271.25,-47.809,0.967,MA72B65Rec
,Mixed / non conventional,72.00,65.00,35.00,27.00,309766.44,0.19,0.00,-75.28,-105.447,0.967,MA72B65Rec
,Mixed / non conventional,72.00,65.00,27.00,18.00,312844.09,0.19,0.00,-360.56,-64.275,0.967,MA72B65Rec
,Mixed / non conventional,72.00,65.00,18.00,11.00,1801899.63,0.19,0.00,166.96,-175.471,0.967,MA72B65Rec
,Mixed / non conventional,72.00,65.00,11.00,4.00,14873009.00,0.18,0.00,-7.26,-1001.069,0.967,MA72B65Rec
,Mixed / non conventional,72.00,65.00,70.00,69.00,1561.11,0.06,0.00,-140.57,47.335,0.879,MA72B65Rec
,Mixed / non conventional,72.00,65.00,59.00,60.00,-23596.13,0.15,0.00,-302.37,-137.392,1.359,MA72B65Rec
,Mixed / non conventional,72.00,65.00,60.00,52.00,4886.00,0.16,0.00,20.66,-94.832,1.359,MA72B65Rec
,Mixed / non conventional,72.00,65.00,52.00,43.00,13899.21,0.13,0.00,272.48,-47.949,1.359,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,35.00,128190.13,0.15,0.00,-48.50,-129.344,1.359,MA72B65Rec
,Mixed / non conventional,72.00,65.00,35.00,26.00,199036.55,0.15,0.00,-426.83,-103.499,1.359,MA72B65Rec
,Mixed / non conventional,72.00,65.00,26.00,19.00,898420.56,0.15,0.00,82.55,-200.264,1.359,MA72B65Rec
,Mixed / non conventional,72.00,65.00,19.00,12.00,1948458.50,0.15,0.00,153.96,-282.312,1.359,MA72B65Rec
,Mixed / non conventional,72.00,65.00,12.00,3.00,1528474.50,0.15,0.00,-128.28,-186.761,1.359,MA72B65Rec
,Mixed / non conventional,72.00,65.00,61.00,62.00,-3920.19,0.22,0.00,92.19,-99.579,2.150,MA72B65Rec
,Mixed / non conventional,72.00,65.00,62.00,63.00,-969.72,0.21,0.00,106.60,-51.611,2.150,MA72B65Rec
,Mixed / non conventional,72.00,65.00,63.00,54.00,404.74,0.21,0.00,-334.31,-48.957,2.150,MA72B65Rec
,Mixed / non conventional,72.00,65.00,54.00,46.00,16605.06,0.21,0.00,-52.08,-120.350,2.150,MA72B65Rec
,Mixed / non conventional,72.00,65.00,46.00,38.00,58616.95,0.22,0.00,64.75,-131.258,2.150,MA72B65Rec
,Mixed / non conventional,72.00,65.00,38.00,30.00,182404.19,0.22,0.00,52.37,-178.699,2.150,MA72B65Rec
,Mixed / non conventional,72.00,65.00,30.00,21.00,413642.34,0.22,0.00,-74.75,-232.452,2.150,MA72B65Rec
,Mixed / non conventional,72.00,65.00,21.00,13.00,947955.25,0.22,0.00,131.83,-271.734,2.150,MA72B65Rec
,Mixed / non conventional,72.00,65.00,13.00,5.00,2794892.75,0.22,0.00,-134.61,-516.686,2.150,MA72B65Rec
,Mixed / non conventional,72.00,65.00,68.00,69.00,2477.78,0.55,0.00,65.01,-47.421,0.722,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,51.00,47664.51,0.22,0.00,-171.96,110.551,1.135,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,59.00,10305.65,0.22,0.00,182.28,122.763,1.135,MA72B65Rec
