,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-3246.77,1.33,0.00,-324.34,-55.802,0.129,MA72B65Rec,7/11/2022 12:52:23 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-3706.00,2.66,0.00,-322.18,-56.788,0.115,MA72B65Rec,7/11/2022 12:52:25 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-4537.04,2.77,0.00,-354.99,-58.724,0.097,MA72B65Rec,7/11/2022 12:52:27 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-5771.80,1.07,0.00,-321.77,-62.202,0.081,MA72B65Rec,7/11/2022 12:52:29 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-5777.02,2.17,0.00,-366.77,-63.242,0.082,MA72B65Rec,7/11/2022 12:52:31 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-4575.74,2.72,0.00,-350.00,-59.337,0.098,MA72B65Rec,7/11/2022 12:52:33 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-4045.66,2.17,0.00,-369.68,-57.538,0.107,MA72B65Rec,7/11/2022 12:52:35 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-3581.34,3.12,0.00,-343.20,-56.536,0.119,MA72B65Rec,7/11/2022 12:52:37 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2968.72,0.29,0.00,-652.67,-55.144,0.140,MA72B65Rec,7/11/2022 12:52:39 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-3437.74,1.53,0.00,-480.16,-55.926,0.122,MA72B65Rec,7/11/2022 12:52:41 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-3724.66,1.70,0.00,-395.18,-56.918,0.115,MA72B65Rec,7/11/2022 12:52:43 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-4383.26,2.59,0.00,-249.53,-58.097,0.100,MA72B65Rec,7/11/2022 12:52:45 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-4399.29,1.08,0.00,-433.38,-58.380,0.100,MA72B65Rec,7/11/2022 12:52:47 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-3941.85,1.75,0.00,-443.40,-57.404,0.109,MA72B65Rec,7/11/2022 12:52:49 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-3596.17,2.50,0.00,-119.47,-56.568,0.118,MA72B65Rec,7/11/2022 12:52:51 PM
