,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  
,Mixed / non conventional,72.00,65.00,71.00,1.00,-3048.20,0.23,0.00,-284.18,-464.449,1.147
,Mixed / non conventional,72.00,65.00,71.00,2.00,-3539.96,0.37,0.00,-270.78,-551.432,1.172
,Mixed / non conventional,72.00,65.00,71.00,3.00,-4531.81,0.57,0.00,-285.37,-707.312,1.174
,Mixed / non conventional,72.00,65.00,71.00,4.00,-6285.46,0.12,0.00,-275.45,-987.177,1.182
,Mixed / non conventional,72.00,65.00,71.00,5.00,-6571.17,0.37,0.00,-315.37,-1021.583,1.170
,Mixed / non conventional,72.00,65.00,71.00,6.00,-4616.67,0.13,0.00,-270.67,-726.534,1.184
,Mixed / non conventional,72.00,65.00,71.00,7.00,-3681.26,0.26,0.00,-309.30,-580.452,1.186
,Mixed / non conventional,72.00,65.00,71.00,8.00,-3289.52,0.88,0.00,-303.35,-515.480,1.179
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2768.58,0.14,0.00,-431.53,-430.703,1.170
,Mixed / non conventional,72.00,65.00,71.00,10.00,-3135.91,1.34,0.00,-381.01,-492.132,1.180
,Mixed / non conventional,72.00,65.00,71.00,11.00,-3729.00,0.85,0.00,-284.53,-585.370,1.181
,Mixed / non conventional,72.00,65.00,71.00,12.00,-4468.16,0.39,0.00,-253.40,-700.742,1.179
,Mixed / non conventional,72.00,65.00,71.00,13.00,-4380.56,0.21,0.00,-273.69,-689.713,1.184
,Mixed / non conventional,72.00,65.00,71.00,14.00,-3833.54,1.33,0.00,-382.37,-596.877,1.171
,Mixed / non conventional,72.00,65.00,71.00,15.00,-3359.33,0.05,0.00,-193.57,-524.829,1.174
,Mixed / non conventional,72.00,65.00,71.00,16.00,-3091.78,0.43,0.00,-352.11,-482.402,1.173
,Mixed / non conventional,72.00,65.00,71.00,17.00,-2285.53,0.42,0.00,-427.15,-357.624,1.176
,Mixed / non conventional,72.00,65.00,71.00,18.00,-2630.26,0.51,0.00,-426.89,-411.423,1.175
,Mixed / non conventional,72.00,65.00,71.00,19.00,-2984.40,0.42,0.00,-341.42,-467.935,1.178
,Mixed / non conventional,72.00,65.00,71.00,20.00,-3303.08,0.83,0.00,-243.70,-521.821,1.187
,Mixed / non conventional,72.00,65.00,71.00,21.00,-3336.32,0.16,0.00,-383.69,-527.053,1.187
,Mixed / non conventional,72.00,65.00,71.00,22.00,-3157.57,0.21,0.00,-300.58,-496.525,1.181
,Mixed / non conventional,72.00,65.00,71.00,23.00,-2839.12,0.33,0.00,-141.57,-446.736,1.182
,Mixed / non conventional,72.00,65.00,71.00,24.00,-2744.36,0.24,0.00,-319.48,-427.456,1.169
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1655.47,0.83,0.00,-431.20,-258.246,1.171
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1946.84,0.79,0.00,-266.92,-305.314,1.177
,Mixed / non conventional,72.00,65.00,71.00,27.00,-2220.94,0.49,0.00,-116.11,-348.084,1.176
,Mixed / non conventional,72.00,65.00,71.00,28.00,-2487.09,0.23,0.00,-140.78,-387.178,1.168
,Mixed / non conventional,72.00,65.00,71.00,29.00,-2582.79,1.00,0.00,-327.12,-403.097,1.170
,Mixed / non conventional,72.00,65.00,71.00,30.00,-2525.71,1.67,0.00,-283.44,-393.929,1.169
,Mixed / non conventional,72.00,65.00,71.00,31.00,-2462.54,0.24,0.00,-136.97,-379.214,1.154
,Mixed / non conventional,72.00,65.00,71.00,32.00,-2357.90,0.29,0.00,-161.99,-367.297,1.167
,Mixed / non conventional,72.00,65.00,71.00,33.00,-645.76,0.04,0.00,-436.38,-100.342,1.164
,Mixed / non conventional,72.00,65.00,71.00,34.00,-952.70,0.68,0.00,-406.42,-148.250,1.165
,Mixed / non conventional,72.00,65.00,71.00,35.00,-1253.84,0.35,0.00,19.02,-196.234,1.171
,Mixed / non conventional,72.00,65.00,71.00,36.00,-1593.27,0.17,0.00,-229.65,-247.943,1.164
,Mixed / non conventional,72.00,65.00,71.00,37.00,-1778.48,0.26,0.00,-338.19,-278.041,1.169
,Mixed / non conventional,72.00,65.00,71.00,38.00,-1902.81,0.62,0.00,-386.13,-295.029,1.158
,Mixed / non conventional,72.00,65.00,71.00,39.00,-1982.41,0.09,0.00,-117.59,-308.799,1.163
,Mixed / non conventional,72.00,65.00,71.00,40.00,-2027.52,0.95,0.00,41.52,-315.808,1.162
,Mixed / non conventional,72.00,65.00,71.00,41.00,677.51,0.43,0.00,-421.60,105.460,1.161
,Mixed / non conventional,72.00,65.00,71.00,42.00,211.03,0.39,0.00,-394.05,32.887,1.161
,Mixed / non conventional,72.00,65.00,71.00,43.00,-295.85,0.57,0.00,-65.34,-46.265,1.164
,Mixed / non conventional,72.00,65.00,71.00,44.00,-700.13,0.53,0.00,-277.35,-109.242,1.160
,Mixed / non conventional,72.00,65.00,71.00,45.00,-1011.75,0.13,0.00,-263.52,-158.439,1.163
,Mixed / non conventional,72.00,65.00,71.00,46.00,-1282.50,0.35,0.00,-400.16,-200.378,1.158
,Mixed / non conventional,72.00,65.00,71.00,47.00,-1458.03,0.41,0.00,-88.74,-227.173,1.153
,Mixed / non conventional,72.00,65.00,71.00,48.00,-1573.16,0.19,0.00,-273.27,-246.587,1.158
,Mixed / non conventional,72.00,65.00,71.00,49.00,2092.90,0.15,0.00,-502.30,327.391,1.153
,Mixed / non conventional,72.00,65.00,71.00,50.00,1551.79,0.25,0.00,-400.29,242.108,1.147
,Mixed / non conventional,72.00,65.00,71.00,51.00,713.25,0.11,0.00,-3.62,112.049,1.152
,Mixed / non conventional,72.00,65.00,71.00,52.00,127.69,0.94,0.00,-232.01,20.235,1.157
,Mixed / non conventional,72.00,65.00,71.00,53.00,-335.60,0.19,0.00,-370.95,-53.064,1.150
,Mixed / non conventional,72.00,65.00,71.00,54.00,-666.49,0.26,0.00,-394.98,-105.900,1.149
,Mixed / non conventional,72.00,65.00,71.00,55.00,-962.75,0.19,0.00,-45.50,-153.569,1.146
,Mixed / non conventional,72.00,65.00,71.00,56.00,-1067.17,0.71,0.00,-28.51,-172.151,1.149
,Mixed / non conventional,72.00,65.00,71.00,57.00,4264.01,0.92,0.00,-637.25,692.224,1.144
,Mixed / non conventional,72.00,65.00,71.00,58.00,3045.92,0.20,0.00,-445.48,503.439,1.148
,Mixed / non conventional,72.00,65.00,71.00,59.00,1809.61,0.22,0.00,87.78,304.034,1.144
,Mixed / non conventional,72.00,65.00,71.00,60.00,823.96,0.20,0.00,-312.03,142.473,1.144
,Mixed / non conventional,72.00,65.00,71.00,61.00,269.10,0.15,0.00,-331.03,48.825,1.149
,Mixed / non conventional,72.00,65.00,71.00,62.00,-133.39,0.14,0.00,-348.30,-25.735,1.136
,Mixed / non conventional,72.00,65.00,71.00,63.00,-322.10,0.17,0.00,-2.86,-71.141,1.135
,Mixed / non conventional,72.00,65.00,71.00,64.00,-335.17,0.18,0.00,10.41,-104.429,1.146
,Mixed / non conventional,72.00,65.00,71.00,66.00,2480.76,0.57,0.00,-413.86,749.414,1.139
,Mixed / non conventional,72.00,65.00,71.00,67.00,2216.01,0.59,0.00,6.51,454.862,1.138
,Mixed / non conventional,72.00,65.00,71.00,68.00,1555.75,0.70,0.00,-115.74,258.437,1.139
,Mixed / non conventional,72.00,65.00,71.00,69.00,1026.56,0.06,0.00,-241.64,138.548,1.131
,Mixed / non conventional,72.00,65.00,71.00,70.00,505.81,0.87,0.00,-142.11,48.987,1.141
,Mixed / non conventional,72.00,65.00,71.00,63.00,-319.86,0.27,0.00,-3.23,-70.778,1.138
,Mixed / non conventional,72.00,65.00,71.00,70.00,505.56,0.63,0.00,-142.52,48.891,1.139
,Mixed / non conventional,72.00,65.00,71.00,62.00,-133.12,0.73,0.00,-348.97,-25.544,1.130
,Mixed / non conventional,72.00,65.00,2.00,1.00,-9107969.00,0.59,0.00,-10.15,76.546,1.128
,Mixed / non conventional,72.00,65.00,4.00,3.00,-30145430.00,0.53,0.00,-14.10,279.063,1.134
,Mixed / non conventional,72.00,65.00,3.00,2.00,-16983886.00,0.54,0.00,10.24,150.148,1.134
,Mixed / non conventional,72.00,65.00,6.00,5.00,29311130.00,0.27,0.00,-41.69,-294.714,1.121
,Mixed / non conventional,72.00,65.00,8.00,7.00,5621186.50,0.13,0.00,-7.01,-63.101,1.136
,Mixed / non conventional,72.00,65.00,7.00,6.00,13363829.00,0.11,0.00,39.20,-142.842,1.136
,Mixed / non conventional,72.00,65.00,10.00,9.00,-4751694.50,0.46,0.00,-55.80,58.507,1.127
,Mixed / non conventional,72.00,65.00,9.00,1.00,568265.69,0.46,0.00,151.03,-45.211,1.127
