,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-2412.62,1.70,0.00,-151.33,-71.853,0.224,M1,6/23/2022 12:37:12 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-2930.60,1.83,0.00,-152.57,-87.350,0.224,M1,6/23/2022 12:37:15 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-3931.84,1.00,0.00,-177.75,-117.330,0.225,M1,6/23/2022 12:37:18 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-5858.97,1.06,0.00,-155.43,-175.906,0.226,M1,6/23/2022 12:37:21 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-7041.79,1.35,0.00,-205.39,-208.447,0.223,M1,6/23/2022 12:37:24 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-4500.64,1.56,0.00,-156.32,-133.516,0.223,M1,6/23/2022 12:37:27 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-3400.10,0.70,0.00,-166.10,-101.088,0.224,M1,6/23/2022 12:37:30 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-2993.56,0.40,0.00,-130.75,-87.286,0.219,M1,6/23/2022 12:37:33 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2086.71,0.80,0.00,-232.27,-60.941,0.220,M1,6/23/2022 12:37:36 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-2471.27,0.14,0.00,-214.73,-72.360,0.220,M1,6/23/2022 12:37:39 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-3049.92,1.00,0.00,-119.64,-89.772,0.221,M1,6/23/2022 12:37:42 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-3755.11,1.52,0.00,-54.93,-110.553,0.221,M1,6/23/2022 12:37:45 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-3899.98,0.72,0.00,-44.18,-112.772,0.217,M1,6/23/2022 12:37:48 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-3483.08,1.15,0.00,-176.21,-101.627,0.219,M1,6/23/2022 12:37:51 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-3024.80,0.85,0.00,-25.94,-88.399,0.220,M1,6/23/2022 12:37:54 PM
