,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name
,Mixed / non conventional,72.00,65.00,30.00,21.00,458825.34,1.58,0.00,-49.55,-130.964,1.092,MA72B65Rec
,Mixed / non conventional,72.00,65.00,21.00,13.00,1240866.25,1.58,0.00,129.07,-180.666,1.092,MA72B65Rec
,Mixed / non conventional,72.00,65.00,13.00,5.00,4645238.50,1.62,0.00,-19.82,-436.180,1.092,MA72B65Rec
,Mixed / non conventional,72.00,65.00,68.00,69.00,3572.40,1.44,0.00,-96.32,-50.642,0.534,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,51.00,59577.40,0.67,0.00,-129.39,110.790,0.910,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,59.00,14423.23,0.66,0.00,169.67,137.753,0.910,MA72B65Rec
,Mixed / non conventional,72.00,65.00,59.00,67.00,3481.21,0.66,0.00,-199.38,106.025,0.910,MA72B65Rec
,Mixed / non conventional,72.00,65.00,67.00,58.00,-1510.66,0.68,0.00,-526.08,50.017,0.910,MA72B65Rec
,Mixed / non conventional,72.00,65.00,58.00,49.00,16825.61,0.67,0.00,-106.48,-127.729,0.910,MA72B65Rec
,Mixed / non conventional,72.00,65.00,49.00,42.00,169673.23,0.66,0.00,368.59,-218.173,0.910,MA72B65Rec
,Mixed / non conventional,72.00,65.00,60.00,68.00,-15269.21,1.19,0.00,246.53,89.551,1.105,MA72B65Rec
,Mixed / non conventional,72.00,65.00,68.00,59.00,53044.68,1.20,0.00,126.14,59.827,1.105,MA72B65Rec
,Mixed / non conventional,72.00,65.00,59.00,50.00,3926.79,1.21,0.00,-623.28,-47.348,1.105,MA72B65Rec
,Mixed / non conventional,72.00,65.00,50.00,41.00,57364.19,1.19,0.00,33.00,-119.132,1.105,MA72B65Rec
,Mixed / non conventional,72.00,65.00,53.00,61.00,3432.18,0.47,0.00,100.58,76.881,1.096,MA72B65Rec
,Mixed / non conventional,72.00,65.00,61.00,69.00,-1574.59,0.47,0.00,89.65,66.599,1.096,MA72B65Rec
,Mixed / non conventional,72.00,65.00,69.00,60.00,492.03,0.46,0.00,-152.37,17.169,1.096,MA72B65Rec
,Mixed / non conventional,72.00,65.00,60.00,51.00,988.99,0.45,0.00,204.63,-16.023,1.096,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,42.00,26121.07,0.49,0.00,-293.68,-62.275,1.096,MA72B65Rec
,Mixed / non conventional,72.00,65.00,42.00,35.00,277066.13,0.47,0.00,435.43,-185.558,1.096,MA72B65Rec
,Mixed / non conventional,72.00,65.00,35.00,28.00,471731.75,0.47,0.00,-121.00,-165.146,1.096,MA72B65Rec
,Mixed / non conventional,72.00,65.00,54.00,62.00,1645.11,0.07,0.00,30.13,56.727,1.094,MA72B65Rec
,Mixed / non conventional,72.00,65.00,62.00,70.00,-541.95,0.07,0.00,150.64,50.342,1.094,MA72B65Rec
,Mixed / non conventional,72.00,65.00,70.00,61.00,196.71,0.11,0.00,-89.50,15.729,1.094,MA72B65Rec
,Mixed / non conventional,72.00,65.00,15.00,23.00,563492.44,0.34,0.00,9.52,50.785,0.599,MA72B65Rec
,Mixed / non conventional,72.00,65.00,23.00,14.00,932692.50,0.33,0.00,-240.31,-92.034,0.599,MA72B65Rec
,Mixed / non conventional,72.00,65.00,14.00,5.00,4499390.50,0.35,0.00,119.78,-268.202,0.599,MA72B65Rec
,Mixed / non conventional,72.00,65.00,34.00,43.00,82430.72,1.10,0.00,385.97,50.572,0.766,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,36.00,217719.56,1.09,0.00,-307.45,-113.317,0.766,MA72B65Rec
,Mixed / non conventional,72.00,65.00,52.00,61.00,578.66,0.48,0.00,20.87,13.309,1.093,MA72B65Rec
,Mixed / non conventional,72.00,65.00,61.00,54.00,5668.70,0.46,0.00,-92.26,-122.063,1.093,MA72B65Rec
,Mixed / non conventional,72.00,65.00,54.00,45.00,9892.28,0.46,0.00,60.02,-38.544,1.093,MA72B65Rec
,Mixed / non conventional,72.00,65.00,45.00,36.00,61503.02,0.46,0.00,-2.55,-66.978,1.093,MA72B65Rec
,Mixed / non conventional,72.00,65.00,36.00,29.00,381340.69,0.46,0.00,-24.70,-144.867,1.093,MA72B65Rec
,Mixed / non conventional,72.00,65.00,44.00,53.00,12871.75,0.38,0.00,14.42,41.914,1.088,MA72B65Rec
,Mixed / non conventional,72.00,65.00,53.00,62.00,322.08,0.32,0.00,39.75,11.306,1.088,MA72B65Rec
,Mixed / non conventional,72.00,65.00,28.00,37.00,170984.48,0.57,0.00,-263.18,66.873,0.864,MA72B65Rec
,Mixed / non conventional,72.00,65.00,37.00,46.00,52577.96,0.56,0.00,-17.72,50.826,0.864,MA72B65Rec
,Mixed / non conventional,72.00,65.00,46.00,39.00,79505.59,0.58,0.00,322.24,-65.748,0.864,MA72B65Rec
,Mixed / non conventional,72.00,65.00,39.00,30.00,160226.94,0.56,0.00,-226.57,-74.865,0.864,MA72B65Rec
,Mixed / non conventional,72.00,65.00,30.00,23.00,287051.38,0.57,0.00,160.03,-53.724,0.864,MA72B65Rec
,Mixed / non conventional,72.00,65.00,55.00,64.00,220.22,0.37,0.00,39.64,32.296,1.105,MA72B65Rec
,Mixed / non conventional,72.00,65.00,20.00,29.00,399486.47,1.01,0.00,-174.96,84.874,0.872,MA72B65Rec
,Mixed / non conventional,72.00,65.00,29.00,38.00,187122.91,1.02,0.00,69.51,80.610,0.872,MA72B65Rec
,Mixed / non conventional,72.00,65.00,38.00,47.00,46046.33,1.03,0.00,212.68,50.690,0.872,MA72B65Rec
,Mixed / non conventional,72.00,65.00,47.00,54.00,24951.86,1.02,0.00,-313.58,68.574,0.872,MA72B65Rec
,Mixed / non conventional,72.00,65.00,61.00,68.00,-12545.86,1.21,0.00,188.01,50.308,0.333,MA72B65Rec
,Mixed / non conventional,72.00,65.00,12.00,21.00,1032025.75,0.52,0.00,-140.06,162.514,1.078,MA72B65Rec
,Mixed / non conventional,72.00,65.00,21.00,14.00,853191.44,0.52,0.00,-26.45,-110.179,1.078,MA72B65Rec
,Mixed / non conventional,72.00,65.00,14.00,7.00,-87837.27,0.60,0.00,76.19,7.678,1.078,MA72B65Rec
,Mixed / non conventional,72.00,65.00,46.00,53.00,39337.78,0.64,0.00,23.90,50.181,0.485,MA72B65Rec
,Mixed / non conventional,72.00,65.00,53.00,60.00,10384.66,0.62,0.00,41.89,68.885,0.485,MA72B65Rec
,Mixed / non conventional,72.00,65.00,60.00,67.00,8324.33,0.62,0.00,179.83,117.760,0.485,MA72B65Rec
,Mixed / non conventional,72.00,65.00,4.00,13.00,3413104.00,0.68,0.00,34.94,352.304,1.092,MA72B65Rec
,Mixed / non conventional,72.00,65.00,13.00,22.00,1129234.50,0.60,0.00,-72.97,191.148,1.092,MA72B65Rec
,Mixed / non conventional,72.00,65.00,22.00,15.00,320992.91,0.63,0.00,150.80,-44.601,1.092,MA72B65Rec
,Mixed / non conventional,72.00,65.00,15.00,6.00,2310733.50,0.63,0.00,-116.87,-264.391,1.092,MA72B65Rec
,Mixed / non conventional,72.00,65.00,30.00,37.00,267471.00,0.64,0.00,-75.66,50.225,0.496,MA72B65Rec
,Mixed / non conventional,72.00,65.00,37.00,44.00,162696.38,0.65,0.00,-7.76,61.102,0.496,MA72B65Rec
,Mixed / non conventional,72.00,65.00,44.00,51.00,86806.83,0.65,0.00,261.76,81.502,0.496,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,58.00,40700.58,0.64,0.00,-548.77,152.853,0.496,MA72B65Rec
,Mixed / non conventional,72.00,65.00,15.00,24.00,632851.31,0.30,0.00,-168.49,50.365,0.454,MA72B65Rec
,Mixed / non conventional,72.00,65.00,48.00,55.00,15318.37,0.38,0.00,220.54,50.686,0.866,MA72B65Rec
,Mixed / non conventional,72.00,65.00,55.00,62.00,2715.19,0.39,0.00,-325.01,71.873,0.866,MA72B65Rec
,Mixed / non conventional,72.00,65.00,62.00,69.00,-2387.42,0.40,0.00,151.87,104.146,0.866,MA72B65Rec
,Mixed / non conventional,72.00,65.00,31.00,38.00,188061.06,1.01,0.00,-153.65,50.925,0.653,MA72B65Rec
,Mixed / non conventional,72.00,65.00,38.00,45.00,117269.33,1.00,0.00,-39.32,65.098,0.653,MA72B65Rec
,Mixed / non conventional,72.00,65.00,45.00,52.00,59467.93,1.00,0.00,13.49,86.338,0.653,MA72B65Rec
,Mixed / non conventional,72.00,65.00,52.00,59.00,21982.95,1.00,0.00,335.51,143.621,0.653,MA72B65Rec
,Mixed / non conventional,72.00,65.00,59.00,66.00,3183.09,1.01,0.00,-435.36,246.157,0.653,MA72B65Rec
,Mixed / non conventional,72.00,65.00,8.00,15.00,-230622.48,1.37,0.00,135.16,-21.328,1.081,MA72B65Rec
,Mixed / non conventional,72.00,65.00,22.00,29.00,530602.31,0.99,0.00,-31.38,50.511,0.472,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,50.00,128646.73,1.05,0.00,-571.70,49.984,0.238,MA72B65Rec
,Mixed / non conventional,72.00,65.00,50.00,57.00,57680.92,1.05,0.00,-158.59,81.240,0.238,MA72B65Rec
,Mixed / non conventional,72.00,65.00,21.00,28.00,730865.38,0.29,0.00,241.36,49.697,0.362,MA72B65Rec
,Mixed / non conventional,72.00,65.00,6.00,13.00,1351262.63,0.97,0.00,40.61,49.834,0.479,MA72B65Rec
,Mixed / non conventional,72.00,65.00,13.00,20.00,1610561.25,1.01,0.00,73.28,87.115,0.479,MA72B65Rec
,Mixed / non conventional,72.00,65.00,20.00,27.00,899296.38,1.01,0.00,22.90,75.525,0.479,MA72B65Rec
,Mixed / non conventional,72.00,65.00,27.00,34.00,493622.72,1.00,0.00,-242.81,69.538,0.479,MA72B65Rec
,Mixed / non conventional,72.00,65.00,34.00,41.00,327785.16,1.01,0.00,-160.36,86.580,0.479,MA72B65Rec
,Mixed / non conventional,72.00,65.00,5.00,12.00,4742210.50,0.72,0.00,53.03,49.640,0.143,MA72B65Rec
,Mixed / non conventional,72.00,65.00,26.00,33.00,511135.84,0.38,0.00,27.57,49.443,0.356,MA72B65Rec
,Mixed / non conventional,72.00,65.00,18.00,25.00,806971.13,0.76,0.00,85.63,49.732,0.401,MA72B65Rec
,Mixed / non conventional,72.00,65.00,10.00,17.00,1247124.25,0.66,0.00,-82.05,49.885,0.420,MA72B65Rec
,Mixed / non conventional,72.00,65.00,2.00,9.00,1910762.50,0.09,0.00,-92.09,50.683,0.420,MA72B65Rec
,Mixed / non conventional,71.00,1.00,72.00,65.00,-2215.19,4.52,0.00,821.28,-62.006,0.211,MA72B65Rec
,Mixed / non conventional,71.00,2.00,72.00,65.00,-2801.62,1.24,0.00,621.88,-67.461,0.181,MA72B65Rec
,Mixed / non conventional,71.00,3.00,72.00,65.00,-3950.94,1.25,0.00,559.20,-106.994,0.204,MA72B65Rec
,Mixed / non conventional,71.00,4.00,72.00,65.00,-6087.98,1.28,0.00,514.58,-158.100,0.195,MA72B65Rec
,Mixed / non conventional,71.00,5.00,72.00,65.00,-6524.11,2.54,0.00,488.94,-150.920,0.174,MA72B65Rec
,Mixed / non conventional,71.00,6.00,72.00,65.00,-4533.78,1.72,0.00,478.76,-114.144,0.189,MA72B65Rec
,Mixed / non conventional,71.00,7.00,72.00,65.00,-3254.58,2.14,0.00,469.05,-71.050,0.164,MA72B65Rec
,Mixed / non conventional,71.00,8.00,72.00,65.00,-2788.46,1.83,0.00,457.75,-62.688,0.169,MA72B65Rec
,Mixed / non conventional,71.00,9.00,72.00,65.00,-1959.12,0.46,0.00,442.55,-59.620,0.229,MA72B65Rec
,Mixed / non conventional,71.00,10.00,72.00,65.00,-2381.83,1.12,0.00,429.78,-64.323,0.203,MA72B65Rec
,Mixed / non conventional,71.00,11.00,72.00,65.00,-2894.06,1.12,0.00,425.76,-61.855,0.161,MA72B65Rec
,Mixed / non conventional,71.00,12.00,72.00,65.00,-3762.68,1.72,0.00,403.04,-114.481,0.229,MA72B65Rec
,Mixed / non conventional,71.00,13.00,72.00,65.00,-3948.62,0.71,0.00,392.38,-117.266,0.223,MA72B65Rec
,Mixed / non conventional,71.00,14.00,72.00,65.00,-3454.96,1.39,0.00,379.56,-93.363,0.203,MA72B65Rec
,Mixed / non conventional,71.00,15.00,72.00,65.00,-2925.88,0.49,0.00,394.34,-65.302,0.168,MA72B65Rec
,Mixed / non conventional,71.00,16.00,72.00,65.00,-2502.55,1.14,0.00,387.63,-57.042,0.171,MA72B65Rec
,Mixed / non conventional,71.00,17.00,72.00,65.00,-1586.82,0.77,0.00,380.97,-56.152,0.266,MA72B65Rec
,Mixed / non conventional,71.00,18.00,72.00,65.00,-1889.12,1.64,0.00,373.63,-58.059,0.231,MA72B65Rec
,Mixed / non conventional,71.00,19.00,72.00,65.00,-2265.80,0.66,0.00,360.34,-72.974,0.242,MA72B65Rec
,Mixed / non conventional,71.00,20.00,72.00,65.00,-2684.15,0.34,0.00,362.58,-93.217,0.261,MA72B65Rec
,Mixed / non conventional,71.00,21.00,72.00,65.00,-2772.63,0.40,0.00,352.79,-78.166,0.212,MA72B65Rec
,Mixed / non conventional,71.00,22.00,72.00,65.00,-2790.53,1.45,0.00,350.60,-88.019,0.237,MA72B65Rec
,Mixed / non conventional,71.00,23.00,72.00,65.00,-2410.59,0.88,0.00,353.61,-69.407,0.216,MA72B65Rec
,Mixed / non conventional,71.00,24.00,72.00,65.00,-2178.08,0.55,0.00,348.37,-56.915,0.196,MA72B65Rec
,Mixed / non conventional,71.00,25.00,72.00,65.00,-1037.53,0.98,0.00,351.06,-52.486,0.380,MA72B65Rec
,Mixed / non conventional,71.00,26.00,72.00,65.00,-1318.87,0.42,0.00,343.00,-55.659,0.317,MA72B65Rec
,Mixed / non conventional,71.00,27.00,72.00,65.00,-1561.52,0.93,0.00,344.35,-58.895,0.283,MA72B65Rec
,Mixed / non conventional,71.00,28.00,72.00,65.00,-1832.18,1.07,0.00,340.23,-60.085,0.246,MA72B65Rec
,Mixed / non conventional,71.00,29.00,72.00,65.00,-2016.29,1.22,0.00,330.40,-65.394,0.243,MA72B65Rec
,Mixed / non conventional,71.00,30.00,72.00,65.00,-2000.48,0.75,0.00,329.83,-62.606,0.235,MA72B65Rec
,Mixed / non conventional,71.00,31.00,72.00,65.00,-1941.83,0.69,0.00,329.46,-64.253,0.248,MA72B65Rec
,Mixed / non conventional,71.00,32.00,72.00,65.00,-1822.52,0.77,0.00,329.00,-60.730,0.250,MA72B65Rec
,Mixed / non conventional,71.00,33.00,72.00,65.00,-275.99,0.00,0.00,335.70,-50.635,1.374,MA72B65Rec
,Mixed / non conventional,71.00,34.00,72.00,65.00,-549.89,0.13,0.00,331.30,-52.107,0.709,MA72B65Rec
,Mixed / non conventional,71.00,35.00,72.00,65.00,-819.38,1.11,0.00,329.02,-54.508,0.498,MA72B65Rec
,Mixed / non conventional,71.00,36.00,72.00,65.00,-1124.00,0.85,0.00,320.88,-55.045,0.366,MA72B65Rec
,Mixed / non conventional,71.00,37.00,72.00,65.00,-1308.45,1.07,0.00,315.59,-55.452,0.317,MA72B65Rec
,Mixed / non conventional,71.00,38.00,72.00,65.00,-1392.45,0.11,0.00,315.25,-56.813,0.305,MA72B65Rec
,Mixed / non conventional,71.00,39.00,72.00,65.00,-1414.67,0.48,0.00,315.03,-58.008,0.306,MA72B65Rec
,Mixed / non conventional,71.00,40.00,72.00,65.00,-1423.82,0.69,0.00,319.50,-55.017,0.288,MA72B65Rec
,Mixed / non conventional,71.00,41.00,72.00,65.00,822.53,0.61,0.00,327.59,51.475,0.467,MA72B65Rec
,Mixed / non conventional,71.00,42.00,72.00,65.00,421.96,0.10,0.00,321.43,51.163,0.903,MA72B65Rec
,Mixed / non conventional,71.00,43.00,72.00,65.00,-55.30,0.19,0.00,316.73,-50.747,6.829,MA72B65Rec
,Mixed / non conventional,71.00,44.00,72.00,65.00,-426.03,0.42,0.00,313.76,-50.597,0.883,MA72B65Rec
,Mixed / non conventional,71.00,45.00,72.00,65.00,-692.98,0.22,0.00,309.48,-52.766,0.565,MA72B65Rec
,Mixed / non conventional,71.00,46.00,72.00,65.00,-903.53,0.48,0.00,303.06,-52.963,0.435,MA72B65Rec
,Mixed / non conventional,71.00,47.00,72.00,65.00,-993.82,0.24,0.00,304.46,-55.878,0.416,MA72B65Rec
,Mixed / non conventional,71.00,48.00,72.00,65.00,-1057.15,0.07,0.00,302.18,-53.408,0.373,MA72B65Rec
,Mixed / non conventional,71.00,49.00,72.00,65.00,1960.10,0.05,0.00,323.57,57.888,0.218,MA72B65Rec
,Mixed / non conventional,71.00,50.00,72.00,65.00,1515.24,0.39,0.00,320.64,56.158,0.273,MA72B65Rec
,Mixed / non conventional,71.00,51.00,72.00,65.00,805.94,0.45,0.00,306.77,53.799,0.489,MA72B65Rec
,Mixed / non conventional,71.00,52.00,72.00,65.00,289.86,0.19,0.00,302.93,51.627,1.301,MA72B65Rec
,Mixed / non conventional,71.00,53.00,72.00,65.00,-137.65,0.09,0.00,300.47,-51.306,2.710,MA72B65Rec
,Mixed / non conventional,71.00,54.00,72.00,65.00,-433.96,0.08,0.00,296.72,-51.974,0.866,MA72B65Rec
,Mixed / non conventional,71.00,55.00,72.00,65.00,-649.65,0.03,0.00,296.53,-52.956,0.586,MA72B65Rec
,Mixed / non conventional,71.00,56.00,72.00,65.00,-708.57,0.31,0.00,294.02,-53.169,0.535,MA72B65Rec
,Mixed / non conventional,71.00,57.00,72.00,65.00,3815.03,1.28,0.00,342.03,126.064,0.233,MA72B65Rec
,Mixed / non conventional,71.00,58.00,72.00,65.00,2728.83,0.46,0.00,324.53,86.614,0.220,MA72B65Rec
,Mixed / non conventional,71.00,59.00,72.00,65.00,1664.78,0.67,0.00,295.91,61.588,0.252,MA72B65Rec
,Mixed / non conventional,71.00,60.00,72.00,65.00,812.99,0.65,0.00,296.66,55.662,0.453,MA72B65Rec
,Mixed / non conventional,71.00,61.00,72.00,65.00,327.20,0.14,0.00,291.75,51.592,0.998,MA72B65Rec
,Mixed / non conventional,71.00,62.00,72.00,65.00,-50.51,0.18,0.00,289.46,-50.470,5.886,MA72B65Rec
,Mixed / non conventional,71.00,63.00,72.00,65.00,-221.31,0.23,0.00,289.61,-50.661,1.177,MA72B65Rec
,Mixed / non conventional,71.00,64.00,72.00,65.00,-226.19,0.65,0.00,286.74,-51.872,0.843,MA72B65Rec
,Mixed / non conventional,71.00,66.00,72.00,65.00,2230.70,1.81,0.00,306.42,127.768,0.216,MA72B65Rec
,Mixed / non conventional,71.00,67.00,72.00,65.00,1921.22,1.49,0.00,289.25,73.425,0.212,MA72B65Rec
,Mixed / non conventional,71.00,68.00,72.00,65.00,1338.00,0.00,0.00,286.25,58.088,0.298,MA72B65Rec
,Mixed / non conventional,71.00,69.00,72.00,65.00,918.74,0.92,0.00,285.28,54.362,0.496,MA72B65Rec
,Mixed / non conventional,71.00,70.00,72.00,65.00,442.31,0.15,0.00,281.89,51.513,1.372,MA72B65Rec
,Mixed / non conventional,71.00,63.00,72.00,65.00,-220.16,0.37,0.00,280.01,-51.993,1.214,MA72B65Rec
,Mixed / non conventional,71.00,70.00,72.00,65.00,443.21,0.56,0.00,279.49,51.723,1.375,MA72B65Rec
,Mixed / non conventional,71.00,62.00,72.00,65.00,-50.67,0.18,0.00,278.71,-50.400,5.859,MA72B65Rec
