,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name
,Mixed / non conventional,72.00,65.00,13.00,5.00,5887054.00,0.25,0.00,-38.09,-1409.732,2.785,MA72B65Rec
,Mixed / non conventional,72.00,65.00,68.00,69.00,3588.91,0.10,0.00,-55.30,-48.737,0.512,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,51.00,59465.57,0.36,0.00,-184.55,106.943,0.880,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,59.00,14378.77,0.36,0.00,139.05,132.809,0.880,MA72B65Rec
,Mixed / non conventional,72.00,65.00,59.00,67.00,3472.07,0.35,0.00,-144.29,102.267,0.880,MA72B65Rec
,Mixed / non conventional,72.00,65.00,67.00,58.00,-1485.89,0.37,0.00,-333.32,47.578,0.880,MA72B65Rec
,Mixed / non conventional,72.00,65.00,58.00,49.00,16826.89,0.36,0.00,-147.31,-123.535,0.880,MA72B65Rec
,Mixed / non conventional,72.00,65.00,49.00,42.00,168966.28,0.36,0.00,256.83,-210.114,0.880,MA72B65Rec
,Mixed / non conventional,72.00,65.00,60.00,68.00,-15396.55,0.05,0.00,179.53,89.628,1.097,MA72B65Rec
,Mixed / non conventional,72.00,65.00,68.00,59.00,52967.23,0.00,0.00,123.01,59.296,1.097,MA72B65Rec
,Mixed / non conventional,72.00,65.00,59.00,50.00,4005.05,0.03,0.00,-429.30,-47.933,1.097,MA72B65Rec
,Mixed / non conventional,72.00,65.00,50.00,41.00,58283.98,0.05,0.00,16.87,-120.144,1.097,MA72B65Rec
,Mixed / non conventional,72.00,65.00,53.00,61.00,3492.92,0.04,0.00,135.04,229.916,3.221,MA72B65Rec
,Mixed / non conventional,72.00,65.00,61.00,69.00,-1600.67,0.04,0.00,1.91,198.944,3.221,MA72B65Rec
,Mixed / non conventional,72.00,65.00,69.00,60.00,492.43,0.02,0.00,-124.42,50.493,3.221,MA72B65Rec
,Mixed / non conventional,72.00,65.00,60.00,51.00,1045.76,0.04,0.00,164.73,-49.785,3.221,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,42.00,26981.17,0.04,0.00,-228.78,-189.021,3.221,MA72B65Rec
,Mixed / non conventional,72.00,65.00,42.00,35.00,281665.13,0.05,0.00,344.02,-554.319,3.221,MA72B65Rec
,Mixed / non conventional,72.00,65.00,35.00,28.00,475841.75,0.04,0.00,-106.16,-489.514,3.221,MA72B65Rec
,Mixed / non conventional,72.00,65.00,54.00,62.00,1664.55,0.20,0.00,213.50,182.203,3.474,MA72B65Rec
,Mixed / non conventional,72.00,65.00,62.00,70.00,-548.29,0.20,0.00,-11.52,161.675,3.474,MA72B65Rec
,Mixed / non conventional,72.00,65.00,70.00,61.00,195.91,0.21,0.00,-52.72,49.727,3.474,MA72B65Rec
,Mixed / non conventional,72.00,65.00,15.00,23.00,571571.88,0.65,0.00,21.05,49.157,0.572,MA72B65Rec
,Mixed / non conventional,72.00,65.00,23.00,14.00,936640.81,0.65,0.00,-182.52,-88.196,0.572,MA72B65Rec
,Mixed / non conventional,72.00,65.00,14.00,5.00,5377454.50,0.71,0.00,75.98,-305.882,0.572,MA72B65Rec
,Mixed / non conventional,72.00,65.00,34.00,43.00,84727.76,0.21,0.00,386.12,48.054,0.709,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,36.00,217784.33,0.21,0.00,-298.95,-104.786,0.709,MA72B65Rec
,Mixed / non conventional,72.00,65.00,52.00,61.00,610.82,0.03,0.00,65.68,49.783,3.875,MA72B65Rec
,Mixed / non conventional,72.00,65.00,61.00,54.00,5762.87,0.06,0.00,-150.89,-439.729,3.875,MA72B65Rec
,Mixed / non conventional,72.00,65.00,54.00,45.00,10147.18,0.04,0.00,68.90,-140.106,3.875,MA72B65Rec
,Mixed / non conventional,72.00,65.00,45.00,36.00,63338.98,0.04,0.00,11.43,-244.428,3.875,MA72B65Rec
,Mixed / non conventional,72.00,65.00,36.00,29.00,382967.06,0.00,0.00,-34.87,-515.542,3.875,MA72B65Rec
,Mixed / non conventional,72.00,65.00,44.00,53.00,13315.02,0.11,0.00,19.86,187.668,4.711,MA72B65Rec
,Mixed / non conventional,72.00,65.00,53.00,62.00,329.64,0.11,0.00,199.07,50.085,4.711,MA72B65Rec
,Mixed / non conventional,72.00,65.00,28.00,37.00,175464.36,0.38,0.00,-217.76,65.159,0.821,MA72B65Rec
,Mixed / non conventional,72.00,65.00,37.00,46.00,53074.53,0.37,0.00,-24.17,48.715,0.821,MA72B65Rec
,Mixed / non conventional,72.00,65.00,46.00,39.00,79790.53,0.37,0.00,264.22,-62.651,0.821,MA72B65Rec
,Mixed / non conventional,72.00,65.00,39.00,30.00,160562.88,0.38,0.00,-151.21,-71.233,0.821,MA72B65Rec
,Mixed / non conventional,72.00,65.00,30.00,23.00,288166.38,0.39,0.00,98.89,-51.209,0.821,MA72B65Rec
,Mixed / non conventional,72.00,65.00,55.00,64.00,225.65,0.10,0.00,47.30,48.753,1.628,MA72B65Rec
,Mixed / non conventional,72.00,65.00,20.00,29.00,404429.75,0.64,0.00,-100.72,82.455,0.837,MA72B65Rec
,Mixed / non conventional,72.00,65.00,29.00,38.00,185083.52,0.63,0.00,47.63,76.512,0.837,MA72B65Rec
,Mixed / non conventional,72.00,65.00,38.00,47.00,45726.71,0.62,0.00,132.62,48.305,0.837,MA72B65Rec
,Mixed / non conventional,72.00,65.00,47.00,54.00,24736.86,0.63,0.00,-225.86,65.238,0.837,MA72B65Rec
,Mixed / non conventional,72.00,65.00,61.00,68.00,-12356.06,0.84,0.00,60.40,49.704,0.334,MA72B65Rec
,Mixed / non conventional,72.00,65.00,12.00,21.00,1081012.00,0.04,0.00,-119.04,759.620,4.809,MA72B65Rec
,Mixed / non conventional,72.00,65.00,21.00,14.00,874631.13,0.04,0.00,-13.61,-504.013,4.809,MA72B65Rec
,Mixed / non conventional,72.00,65.00,14.00,7.00,-52246.09,0.11,0.00,52.45,20.380,4.809,MA72B65Rec
,Mixed / non conventional,72.00,65.00,46.00,53.00,39608.25,0.31,0.00,57.49,49.462,0.475,MA72B65Rec
,Mixed / non conventional,72.00,65.00,53.00,60.00,10473.32,0.31,0.00,14.00,68.010,0.475,MA72B65Rec
,Mixed / non conventional,72.00,65.00,60.00,67.00,8422.05,0.31,0.00,158.25,116.635,0.475,MA72B65Rec
,Mixed / non conventional,72.00,65.00,4.00,13.00,5018276.00,0.45,0.00,38.48,537.203,1.132,MA72B65Rec
,Mixed / non conventional,72.00,65.00,13.00,22.00,1081480.25,0.45,0.00,-33.29,189.854,1.132,MA72B65Rec
,Mixed / non conventional,72.00,65.00,22.00,15.00,331312.97,0.46,0.00,73.55,-47.743,1.132,MA72B65Rec
,Mixed / non conventional,72.00,65.00,15.00,6.00,2373202.25,0.46,0.00,-77.95,-281.609,1.132,MA72B65Rec
,Mixed / non conventional,72.00,65.00,30.00,37.00,267002.69,0.47,0.00,-85.42,48.426,0.479,MA72B65Rec
,Mixed / non conventional,72.00,65.00,37.00,44.00,162811.02,0.45,0.00,16.83,59.057,0.479,MA72B65Rec
,Mixed / non conventional,72.00,65.00,44.00,51.00,87529.47,0.46,0.00,200.79,79.375,0.479,MA72B65Rec
,Mixed / non conventional,72.00,65.00,51.00,58.00,41141.39,0.46,0.00,-336.17,149.234,0.479,MA72B65Rec
,Mixed / non conventional,72.00,65.00,15.00,24.00,626212.19,0.31,0.00,-118.42,48.127,0.439,MA72B65Rec
,Mixed / non conventional,72.00,65.00,48.00,55.00,15200.01,0.73,0.00,197.46,47.513,0.818,MA72B65Rec
,Mixed / non conventional,72.00,65.00,55.00,62.00,2687.49,0.74,0.00,-52.29,67.206,0.818,MA72B65Rec
,Mixed / non conventional,72.00,65.00,62.00,69.00,-2374.96,0.74,0.00,-58.28,97.873,0.818,MA72B65Rec
,Mixed / non conventional,72.00,65.00,31.00,38.00,187764.03,0.71,0.00,-97.09,47.612,0.612,MA72B65Rec
,Mixed / non conventional,72.00,65.00,38.00,45.00,116894.64,0.71,0.00,-21.69,60.764,0.612,MA72B65Rec
,Mixed / non conventional,72.00,65.00,45.00,52.00,59634.99,0.71,0.00,18.38,81.076,0.612,MA72B65Rec
,Mixed / non conventional,72.00,65.00,52.00,59.00,22127.51,0.72,0.00,252.00,135.374,0.612,MA72B65Rec
,Mixed / non conventional,72.00,65.00,59.00,66.00,3208.15,0.72,0.00,-312.07,232.322,0.612,MA72B65Rec
,Mixed / non conventional,72.00,65.00,8.00,15.00,-225235.38,0.20,0.00,90.65,-49.427,2.566,MA72B65Rec
,Mixed / non conventional,72.00,65.00,22.00,29.00,528547.56,0.18,0.00,-25.46,49.211,0.462,MA72B65Rec
,Mixed / non conventional,72.00,65.00,43.00,50.00,128912.13,0.53,0.00,-468.44,50.867,0.242,MA72B65Rec
,Mixed / non conventional,72.00,65.00,50.00,57.00,57655.79,0.50,0.00,-101.31,82.470,0.242,MA72B65Rec
,Mixed / non conventional,72.00,65.00,21.00,28.00,712960.38,1.23,0.00,208.11,48.346,0.361,MA72B65Rec
,Mixed / non conventional,72.00,65.00,6.00,13.00,1542098.50,0.61,0.00,41.47,47.424,0.399,MA72B65Rec
,Mixed / non conventional,72.00,65.00,13.00,20.00,1518210.38,0.62,0.00,47.17,68.478,0.399,MA72B65Rec
,Mixed / non conventional,72.00,65.00,20.00,27.00,885048.13,0.62,0.00,61.25,61.980,0.399,MA72B65Rec
,Mixed / non conventional,72.00,65.00,27.00,34.00,493876.06,0.62,0.00,-204.51,58.016,0.399,MA72B65Rec
,Mixed / non conventional,72.00,65.00,34.00,41.00,329163.19,0.63,0.00,-68.25,72.500,0.399,MA72B65Rec
,Mixed / non conventional,72.00,65.00,5.00,12.00,5875956.00,2.29,0.00,73.74,77.803,0.181,MA72B65Rec
,Mixed / non conventional,72.00,65.00,26.00,33.00,516867.50,1.30,0.00,48.49,48.190,0.343,MA72B65Rec
,Mixed / non conventional,72.00,65.00,18.00,25.00,822904.38,0.14,0.00,86.43,47.888,0.379,MA72B65Rec
,Mixed / non conventional,72.00,65.00,10.00,17.00,1303318.00,0.33,0.00,-82.20,47.834,0.385,MA72B65Rec
,Mixed / non conventional,72.00,65.00,2.00,9.00,2042339.00,0.34,0.00,-63.74,47.863,0.371,MA72B65Rec
,Mixed / non conventional,71.00,1.00,72.00,65.00,-2323.97,1.29,0.00,16.99,-63.013,0.204,MA72B65Rec
,Mixed / non conventional,71.00,2.00,72.00,65.00,-2892.98,1.85,0.00,20.93,-70.961,0.185,MA72B65Rec
,Mixed / non conventional,71.00,3.00,72.00,65.00,-4103.65,0.93,0.00,30.12,-114.093,0.209,MA72B65Rec
,Mixed / non conventional,71.00,4.00,72.00,65.00,-6865.11,1.82,0.00,30.31,-182.835,0.200,MA72B65Rec
,Mixed / non conventional,71.00,5.00,72.00,65.00,-6989.76,2.82,0.00,40.14,-162.722,0.175,MA72B65Rec
,Mixed / non conventional,71.00,6.00,72.00,65.00,-4518.93,0.22,0.00,62.99,-115.069,0.192,MA72B65Rec
,Mixed / non conventional,71.00,7.00,72.00,65.00,-3190.31,2.04,0.00,79.54,-71.200,0.168,MA72B65Rec
,Mixed / non conventional,71.00,8.00,72.00,65.00,-2712.81,1.54,0.00,90.18,-62.908,0.174,MA72B65Rec
,Mixed / non conventional,71.00,9.00,72.00,65.00,-2039.93,0.72,0.00,94.52,-60.711,0.224,MA72B65Rec
,Mixed / non conventional,71.00,10.00,72.00,65.00,-2454.39,0.83,0.00,99.62,-67.006,0.205,MA72B65Rec
,Mixed / non conventional,71.00,11.00,72.00,65.00,-2914.64,0.89,0.00,111.32,-62.510,0.161,MA72B65Rec
,Mixed / non conventional,71.00,12.00,72.00,65.00,-3835.85,1.11,0.00,103.94,-115.632,0.227,MA72B65Rec
,Mixed / non conventional,71.00,13.00,72.00,65.00,-3872.44,0.84,0.00,106.87,-115.747,0.225,MA72B65Rec
,Mixed / non conventional,71.00,14.00,72.00,65.00,-3431.83,1.25,0.00,106.23,-93.068,0.204,MA72B65Rec
,Mixed / non conventional,71.00,15.00,72.00,65.00,-2898.44,1.01,0.00,130.56,-65.267,0.169,MA72B65Rec
,Mixed / non conventional,71.00,16.00,72.00,65.00,-2481.51,0.45,0.00,134.41,-57.112,0.173,MA72B65Rec
,Mixed / non conventional,71.00,17.00,72.00,65.00,-1614.47,0.30,0.00,138.27,-57.309,0.267,MA72B65Rec
,Mixed / non conventional,71.00,18.00,72.00,65.00,-1941.06,0.50,0.00,140.25,-59.398,0.230,MA72B65Rec
,Mixed / non conventional,71.00,19.00,72.00,65.00,-2299.96,0.83,0.00,136.08,-74.974,0.245,MA72B65Rec
,Mixed / non conventional,71.00,20.00,72.00,65.00,-2679.33,0.60,0.00,144.84,-93.643,0.263,MA72B65Rec
,Mixed / non conventional,71.00,21.00,72.00,65.00,-2743.96,1.21,0.00,143.73,-77.479,0.212,MA72B65Rec
,Mixed / non conventional,71.00,22.00,72.00,65.00,-2710.89,0.84,0.00,149.40,-87.669,0.243,MA72B65Rec
,Mixed / non conventional,71.00,23.00,72.00,65.00,-2391.65,0.97,0.00,157.79,-69.038,0.217,MA72B65Rec
,Mixed / non conventional,71.00,24.00,72.00,65.00,-2173.14,2.04,0.00,159.49,-56.978,0.197,MA72B65Rec
,Mixed / non conventional,71.00,25.00,72.00,65.00,-1058.16,1.13,0.00,168.30,-52.880,0.375,MA72B65Rec
,Mixed / non conventional,71.00,26.00,72.00,65.00,-1344.53,0.93,0.00,166.71,-56.533,0.316,MA72B65Rec
,Mixed / non conventional,71.00,27.00,72.00,65.00,-1570.46,0.52,0.00,173.04,-59.302,0.283,MA72B65Rec
,Mixed / non conventional,71.00,28.00,72.00,65.00,-1817.89,0.31,0.00,173.96,-60.113,0.248,MA72B65Rec
,Mixed / non conventional,71.00,29.00,72.00,65.00,-1997.15,0.62,0.00,170.83,-65.350,0.245,MA72B65Rec
,Mixed / non conventional,71.00,30.00,72.00,65.00,-1985.17,1.97,0.00,175.08,-62.332,0.235,MA72B65Rec
,Mixed / non conventional,71.00,31.00,72.00,65.00,-1913.06,0.34,0.00,177.90,-63.782,0.250,MA72B65Rec
,Mixed / non conventional,71.00,32.00,72.00,65.00,-1767.08,0.35,0.00,181.79,-60.596,0.257,MA72B65Rec
,Mixed / non conventional,71.00,33.00,72.00,65.00,-307.48,0.15,0.00,193.34,-50.597,1.232,MA72B65Rec
,Mixed / non conventional,71.00,34.00,72.00,65.00,-571.65,0.28,0.00,193.42,-52.378,0.686,MA72B65Rec
,Mixed / non conventional,71.00,35.00,72.00,65.00,-837.12,0.27,0.00,194.87,-54.571,0.488,MA72B65Rec
,Mixed / non conventional,71.00,36.00,72.00,65.00,-1117.97,1.05,0.00,191.72,-55.198,0.369,MA72B65Rec
,Mixed / non conventional,71.00,37.00,72.00,65.00,-1311.95,1.37,0.00,190.22,-55.493,0.316,MA72B65Rec
,Mixed / non conventional,71.00,38.00,72.00,65.00,-1372.23,1.38,0.00,193.28,-56.609,0.308,MA72B65Rec
,Mixed / non conventional,71.00,39.00,72.00,65.00,-1404.77,1.60,0.00,196.36,-57.738,0.307,MA72B65Rec
,Mixed / non conventional,71.00,40.00,72.00,65.00,-1416.51,0.25,0.00,204.57,-54.966,0.290,MA72B65Rec
,Mixed / non conventional,71.00,41.00,72.00,65.00,791.25,0.80,0.00,214.66,51.866,0.489,MA72B65Rec
,Mixed / non conventional,71.00,42.00,72.00,65.00,408.21,0.64,0.00,212.79,51.335,0.937,MA72B65Rec
,Mixed / non conventional,71.00,43.00,72.00,65.00,-67.56,0.18,0.00,212.08,-50.985,5.616,MA72B65Rec
,Mixed / non conventional,71.00,44.00,72.00,65.00,-428.02,0.50,0.00,212.23,-51.236,0.890,MA72B65Rec
,Mixed / non conventional,71.00,45.00,72.00,65.00,-695.12,0.06,0.00,211.20,-52.607,0.562,MA72B65Rec
,Mixed / non conventional,71.00,46.00,72.00,65.00,-888.74,0.35,0.00,207.75,-52.727,0.440,MA72B65Rec
,Mixed / non conventional,71.00,47.00,72.00,65.00,-988.49,1.61,0.00,211.55,-55.652,0.417,MA72B65Rec
,Mixed / non conventional,71.00,48.00,72.00,65.00,-1065.33,0.46,0.00,212.17,-53.077,0.368,MA72B65Rec
,Mixed / non conventional,71.00,49.00,72.00,65.00,1915.74,1.89,0.00,234.11,57.659,0.222,MA72B65Rec
,Mixed / non conventional,71.00,50.00,72.00,65.00,1478.20,2.92,0.00,233.17,56.781,0.282,MA72B65Rec
,Mixed / non conventional,71.00,51.00,72.00,65.00,794.16,0.15,0.00,225.28,53.643,0.495,MA72B65Rec
,Mixed / non conventional,71.00,52.00,72.00,65.00,284.48,0.13,0.00,223.64,51.430,1.320,MA72B65Rec
,Mixed / non conventional,71.00,53.00,72.00,65.00,-139.54,0.14,0.00,223.91,-51.150,2.666,MA72B65Rec
,Mixed / non conventional,71.00,54.00,72.00,65.00,-435.36,0.13,0.00,222.66,-51.834,0.861,MA72B65Rec
,Mixed / non conventional,71.00,55.00,72.00,65.00,-639.18,1.11,0.00,224.47,-52.769,0.593,MA72B65Rec
,Mixed / non conventional,71.00,56.00,72.00,65.00,-698.09,0.44,0.00,224.34,-52.785,0.539,MA72B65Rec
,Mixed / non conventional,71.00,57.00,72.00,65.00,3796.34,0.69,0.00,268.07,125.237,0.232,MA72B65Rec
,Mixed / non conventional,71.00,58.00,72.00,65.00,2729.47,0.74,0.00,255.37,86.394,0.220,MA72B65Rec
,Mixed / non conventional,71.00,59.00,72.00,65.00,1630.93,0.50,0.00,234.52,61.439,0.256,MA72B65Rec
,Mixed / non conventional,71.00,60.00,72.00,65.00,811.77,0.69,0.00,236.31,55.490,0.452,MA72B65Rec
,Mixed / non conventional,71.00,61.00,72.00,65.00,323.49,0.26,0.00,233.04,51.348,1.005,MA72B65Rec
,Mixed / non conventional,71.00,62.00,72.00,65.00,-50.99,0.11,0.00,233.10,-50.365,5.819,MA72B65Rec
,Mixed / non conventional,71.00,63.00,72.00,65.00,-220.69,0.30,0.00,234.87,-50.874,1.185,MA72B65Rec
,Mixed / non conventional,71.00,64.00,72.00,65.00,-225.28,0.35,0.00,234.04,-51.745,0.845,MA72B65Rec
,Mixed / non conventional,71.00,66.00,72.00,65.00,2194.74,1.18,0.00,254.60,128.356,0.220,MA72B65Rec
,Mixed / non conventional,71.00,67.00,72.00,65.00,1843.45,1.47,0.00,242.01,72.961,0.219,MA72B65Rec
,Mixed / non conventional,71.00,68.00,72.00,65.00,1308.77,2.17,0.00,240.71,57.846,0.303,MA72B65Rec
,Mixed / non conventional,71.00,69.00,72.00,65.00,898.49,1.02,0.00,241.08,54.187,0.505,MA72B65Rec
,Mixed / non conventional,71.00,70.00,72.00,65.00,441.18,0.25,0.00,239.02,51.446,1.374,MA72B65Rec
,Mixed / non conventional,71.00,63.00,72.00,65.00,-219.96,0.32,0.00,238.77,-51.850,1.212,MA72B65Rec
,Mixed / non conventional,71.00,70.00,72.00,65.00,441.10,0.31,0.00,240.24,51.672,1.380,MA72B65Rec
,Mixed / non conventional,71.00,62.00,72.00,65.00,-51.14,0.14,0.00,241.16,-50.413,5.807,MA72B65Rec
