,El-array,Spa.1,Spa.2,Spa.3,Spa.4,Rho ,Dev., M  ,Sp  ,Vp  ,In  ,Name,Date
,Mixed / non conventional,72.00,65.00,71.00,1.00,-2760.35,0.72,0.00,4.41,-75.333,0.205,M2,6/29/2022 3:53:28 PM
,Mixed / non conventional,72.00,65.00,71.00,2.00,-3333.27,1.34,0.00,7.56,-95.691,0.216,M2,6/29/2022 3:53:31 PM
,Mixed / non conventional,72.00,65.00,71.00,3.00,-4436.23,1.19,0.00,-21.69,-130.599,0.222,M2,6/29/2022 3:53:34 PM
,Mixed / non conventional,72.00,65.00,71.00,4.00,-7081.13,3.20,0.00,-2.98,-208.293,0.221,M2,6/29/2022 3:53:37 PM
,Mixed / non conventional,72.00,65.00,71.00,5.00,-5561.50,0.48,0.00,-24.58,-166.781,0.226,M2,6/29/2022 3:53:40 PM
,Mixed / non conventional,72.00,65.00,71.00,6.00,-4279.70,1.03,0.00,-7.51,-128.634,0.226,M2,6/29/2022 3:53:43 PM
,Mixed / non conventional,72.00,65.00,71.00,7.00,-3397.13,0.87,0.00,-30.65,-102.077,0.226,M2,6/29/2022 3:53:46 PM
,Mixed / non conventional,72.00,65.00,71.00,8.00,-3029.42,1.11,0.00,-7.19,-90.252,0.224,M2,6/29/2022 3:53:49 PM
,Mixed / non conventional,72.00,65.00,71.00,9.00,-2487.99,1.34,0.00,-104.98,-75.284,0.228,M2,6/29/2022 3:53:52 PM
,Mixed / non conventional,72.00,65.00,71.00,10.00,-2866.22,0.85,0.00,-66.29,-87.455,0.229,M2,6/29/2022 3:53:55 PM
,Mixed / non conventional,72.00,65.00,71.00,11.00,-3454.38,1.34,0.00,-6.37,-104.697,0.228,M2,6/29/2022 3:53:58 PM
,Mixed / non conventional,72.00,65.00,71.00,12.00,-4035.46,0.64,0.00,97.93,-123.986,0.231,M2,6/29/2022 3:54:01 PM
,Mixed / non conventional,72.00,65.00,71.00,13.00,-3934.43,1.33,0.00,120.93,-119.007,0.227,M2,6/29/2022 3:54:04 PM
,Mixed / non conventional,72.00,65.00,71.00,14.00,-3464.19,0.75,0.00,-87.69,-105.344,0.229,M2,6/29/2022 3:54:07 PM
,Mixed / non conventional,72.00,65.00,71.00,15.00,-3033.66,1.47,0.00,143.02,-93.168,0.231,M2,6/29/2022 3:54:10 PM
,Mixed / non conventional,72.00,65.00,71.00,16.00,-2779.71,0.52,0.00,-75.85,-84.404,0.228,M2,6/29/2022 3:54:13 PM
,Mixed / non conventional,72.00,65.00,71.00,17.00,-1984.30,2.13,0.00,-136.86,-60.515,0.229,M2,6/29/2022 3:54:16 PM
,Mixed / non conventional,72.00,65.00,71.00,18.00,-2257.64,1.69,0.00,-186.18,-69.610,0.232,M2,6/29/2022 3:54:19 PM
,Mixed / non conventional,72.00,65.00,71.00,19.00,-2614.49,1.65,0.00,-39.53,-79.360,0.228,M2,6/29/2022 3:54:22 PM
,Mixed / non conventional,72.00,65.00,71.00,20.00,-2864.85,2.67,0.00,120.76,-88.135,0.231,M2,6/29/2022 3:54:25 PM
,Mixed / non conventional,72.00,65.00,71.00,21.00,-2942.98,1.25,0.00,-38.97,-89.803,0.229,M2,6/29/2022 3:54:28 PM
,Mixed / non conventional,72.00,65.00,71.00,22.00,-2827.31,1.17,0.00,103.05,-86.882,0.231,M2,6/29/2022 3:54:31 PM
,Mixed / non conventional,72.00,65.00,71.00,23.00,-2525.51,1.63,0.00,193.07,-77.939,0.232,M2,6/29/2022 3:54:34 PM
,Mixed / non conventional,72.00,65.00,71.00,24.00,-2431.94,1.32,0.00,3.70,-74.176,0.229,M2,6/29/2022 3:54:37 PM
,Mixed / non conventional,72.00,65.00,71.00,25.00,-1359.19,0.67,0.00,-144.52,-44.437,0.245,M2,6/29/2022 3:54:40 PM
,Mixed / non conventional,72.00,65.00,71.00,26.00,-1599.30,3.22,0.00,-130.55,-49.456,0.232,M2,6/29/2022 3:54:43 PM
,Mixed / non conventional,72.00,65.00,71.00,27.00,-1828.82,0.68,0.00,170.33,-56.465,0.232,M2,6/29/2022 3:54:46 PM
,Mixed / non conventional,72.00,65.00,71.00,28.00,-2036.66,1.78,0.00,51.91,-62.739,0.231,M2,6/29/2022 3:54:49 PM
,Mixed / non conventional,72.00,65.00,71.00,29.00,-2112.37,0.65,0.00,43.79,-65.808,0.234,M2,6/29/2022 3:54:52 PM
,Mixed / non conventional,72.00,65.00,71.00,30.00,-2097.82,2.48,0.00,61.70,-65.412,0.234,M2,6/29/2022 3:54:55 PM
,Mixed / non conventional,72.00,65.00,71.00,31.00,-2008.92,2.06,0.00,204.07,-62.719,0.234,M2,6/29/2022 3:54:58 PM
,Mixed / non conventional,72.00,65.00,71.00,32.00,-1937.96,1.86,0.00,197.66,-60.215,0.233,M2,6/29/2022 3:55:01 PM
,Mixed / non conventional,72.00,65.00,71.00,33.00,-720.58,0.91,0.00,-73.58,-42.517,0.442,M2,6/29/2022 3:55:04 PM
,Mixed / non conventional,72.00,65.00,71.00,34.00,-913.81,1.52,0.00,-133.23,-42.792,0.351,M2,6/29/2022 3:55:07 PM
,Mixed / non conventional,72.00,65.00,71.00,35.00,-1111.76,0.75,0.00,280.81,-43.547,0.293,M2,6/29/2022 3:55:10 PM
,Mixed / non conventional,72.00,65.00,71.00,36.00,-1299.96,0.70,0.00,93.56,-44.715,0.257,M2,6/29/2022 3:55:13 PM
,Mixed / non conventional,72.00,65.00,71.00,37.00,-1407.16,2.69,0.00,-24.51,-45.718,0.243,M2,6/29/2022 3:55:16 PM
,Mixed / non conventional,72.00,65.00,71.00,38.00,-1446.30,1.35,0.00,-69.17,-45.965,0.237,M2,6/29/2022 3:55:19 PM
,Mixed / non conventional,72.00,65.00,71.00,39.00,-1463.31,0.60,0.00,193.23,-46.709,0.238,M2,6/29/2022 3:55:22 PM
,Mixed / non conventional,72.00,65.00,71.00,40.00,-1499.35,0.88,0.00,349.88,-48.060,0.239,M2,6/29/2022 3:55:25 PM
,Mixed / non conventional,72.00,65.00,71.00,41.00,23.51,0.23,0.00,82.61,25.124,7.967,M2,6/29/2022 3:55:28 PM
,Mixed / non conventional,72.00,65.00,71.00,42.00,-198.99,0.35,0.00,-61.91,-47.451,1.776,M2,6/29/2022 3:55:31 PM
,Mixed / non conventional,72.00,65.00,71.00,43.00,-468.53,0.18,0.00,58.43,-44.852,0.712,M2,6/29/2022 3:55:34 PM
,Mixed / non conventional,72.00,65.00,71.00,44.00,-693.33,0.34,0.00,-26.61,-44.431,0.476,M2,6/29/2022 3:55:37 PM
,Mixed / non conventional,72.00,65.00,71.00,45.00,-857.55,1.56,0.00,18.89,-44.497,0.385,M2,6/29/2022 3:55:40 PM
,Mixed / non conventional,72.00,65.00,71.00,46.00,-976.58,0.27,0.00,-96.21,-44.758,0.340,M2,6/29/2022 3:55:43 PM
,Mixed / non conventional,72.00,65.00,71.00,47.00,-1022.36,0.83,0.00,197.84,-44.819,0.324,M2,6/29/2022 3:55:46 PM
,Mixed / non conventional,72.00,65.00,71.00,48.00,-1084.13,0.74,0.00,95.16,-45.052,0.307,M2,6/29/2022 3:55:49 PM
,Mixed / non conventional,72.00,65.00,71.00,49.00,789.38,1.46,0.00,-141.59,43.445,0.406,M2,6/29/2022 3:55:52 PM
,Mixed / non conventional,72.00,65.00,71.00,50.00,586.74,0.37,0.00,-132.64,43.326,0.543,M2,6/29/2022 3:55:55 PM
