date,time,sec,weight (kg)
8/6/2022,09:28,0,"19,47"
8/6/2022,09:33,300,"19,47"
8/6/2022,09:38,600,"19,47"
8/6/2022,09:43,900,"19,47"
8/6/2022,09:48,1200,"19,47"
8/6/2022,09:53,1500,"19,47"
8/6/2022,09:58,1800,"19,47"
8/6/2022,10:03,2100,"19,47"
8/6/2022,10:08,2400,"19,47"
8/6/2022,10:13,2700,"19,47"
8/6/2022,10:18,3000,"19,47"
8/6/2022,10:23,3300,"19,47"
8/6/2022,10:28,3600,"19,47"
8/6/2022,10:33,3900,"19,47"
8/6/2022,10:38,4200,"19,47"
8/6/2022,10:43,4500,"19,47"
8/6/2022,10:48,4800,"19,47"
8/6/2022,10:53,5100,"19,47"
8/6/2022,10:58,5400,"19,47"
8/6/2022,11:03,5700,"19,47"
8/6/2022,11:08,6000,"19,47"
8/6/2022,11:13,6300,"19,47"
8/6/2022,11:18,6600,"19,47"
8/6/2022,11:23,6900,"19,48"
8/6/2022,11:28,7200,"19,48"
8/6/2022,11:33,7500,"19,48"
8/6/2022,11:38,7800,"19,48"
8/6/2022,11:43,8100,"19,49"
8/6/2022,11:48,8400,"19,48"
8/6/2022,11:53,8700,"19,6"
8/6/2022,11:58,9000,"19,61"
8/6/2022,12:03,9300,"19,87"
8/6/2022,12:08,9600,"19,78"
8/6/2022,12:13,9900,"19,78"
8/6/2022,12:18,10200,"19,78"
8/6/2022,12:23,10500,"19,79"
8/6/2022,12:28,10800,"19,79"
8/6/2022,12:33,11100,"19,77"
8/6/2022,12:38,11400,"19,77"
8/6/2022,12:43,11700,"19,77"
8/6/2022,12:48,12000,"19,77"
8/6/2022,12:53,12300,"19,77"
8/6/2022,12:58,12600,"19,77"
8/6/2022,13:03,12900,"19,77"
8/6/2022,13:08,13200,"19,77"
8/6/2022,13:13,13500,"19,77"
8/6/2022,13:18,13800,"19,77"
8/6/2022,13:23,14100,"19,76"
8/6/2022,13:28,14400,"19,76"
8/6/2022,13:33,14700,"19,76"
8/6/2022,13:38,15000,"19,76"
8/6/2022,13:43,15300,"19,76"
8/6/2022,13:48,15600,"19,76"
8/6/2022,13:53,15900,"19,76"
8/6/2022,13:58,16200,"19,76"
8/6/2022,14:03,16500,"19,76"
8/6/2022,14:08,16800,"19,76"
8/6/2022,14:13,17100,"19,76"
8/6/2022,14:18,17400,"19,76"
8/6/2022,14:23,17700,"19,76"
8/6/2022,14:28,18000,"19,76"
8/6/2022,14:33,18300,"19,76"
8/6/2022,14:38,18600,"19,76"
8/6/2022,14:43,18900,"19,76"
8/6/2022,14:48,19200,"19,76"
8/6/2022,14:53,19500,"19,76"
8/6/2022,14:58,19800,"19,76"
8/6/2022,15:03,20100,"19,76"
8/6/2022,15:08,20400,"19,76"
8/6/2022,15:13,20700,"19,76"
8/6/2022,15:18,21000,"19,76"
8/6/2022,15:23,21300,"19,76"
8/6/2022,15:28,21600,"19,76"
8/6/2022,15:33,21900,"19,76"
8/6/2022,15:38,22200,"19,76"
8/6/2022,15:43,22500,"19,76"
8/6/2022,15:48,22800,"19,76"
8/6/2022,15:53,23100,"19,76"
8/6/2022,15:58,23400,"19,76"
8/6/2022,16:03,23700,"19,76"
8/6/2022,16:08,24000,"19,76"
8/6/2022,16:13,24300,"19,76"
8/6/2022,16:18,24600,"19,76"
8/6/2022,16:23,24900,"19,76"
8/6/2022,16:28,25200,"19,76"
8/6/2022,16:33,25500,"19,75"
8/6/2022,16:38,25800,"19,75"
8/6/2022,16:43,26100,"19,75"
8/6/2022,16:48,26400,"19,75"
8/6/2022,16:53,26700,"19,75"
8/6/2022,16:58,27000,"19,75"
8/6/2022,17:03,27300,"19,75"
8/6/2022,17:08,27600,"19,75"
8/6/2022,17:13,27900,"19,75"
8/6/2022,17:18,28200,"19,75"
8/6/2022,17:23,28500,"19,75"
