date,time,sec,weight (kg)
23/5/2022,08:45,0,"19,84"
23/5/2022,08:50,300,"19,84"
23/5/2022,08:55,600,"19,83"
23/5/2022,09:00,900,"19,83"
23/5/2022,09:05,1200,"19,83"
23/5/2022,09:10,1500,"19,83"
23/5/2022,09:15,1800,"19,83"
23/5/2022,09:20,2100,"19,83"
23/5/2022,09:25,2400,"19,83"
23/5/2022,09:30,2700,"19,83"
23/5/2022,09:35,3000,"19,83"
23/5/2022,09:40,3300,"19,83"
23/5/2022,09:45,3600,"19,83"
23/5/2022,09:50,3900,"19,83"
23/5/2022,09:55,4200,"19,83"
23/5/2022,10:00,4500,"19,83"
23/5/2022,10:05,4800,"19,83"
23/5/2022,10:10,5100,"19,83"
23/5/2022,10:15,5400,"19,83"
23/5/2022,10:20,5700,"19,83"
23/5/2022,10:25,6000,"19,83"
23/5/2022,10:30,6300,"19,83"
23/5/2022,10:35,6600,"19,83"
23/5/2022,10:40,6900,"19,83"
23/5/2022,10:45,7200,"19,83"
23/5/2022,10:50,7500,"19,83"
23/5/2022,10:55,7800,"19,83"
23/5/2022,11:00,8100,"19,83"
23/5/2022,11:05,8400,"19,83"
23/5/2022,11:10,8700,"19,83"
23/5/2022,11:15,9000,"19,83"
23/5/2022,11:20,9300,"19,83"
23/5/2022,11:25,9600,"19,83"
23/5/2022,11:30,9900,"19,83"
23/5/2022,11:35,10200,"19,83"
23/5/2022,11:40,10500,"19,83"
23/5/2022,11:45,10800,"19,83"
23/5/2022,11:50,11100,"19,83"
23/5/2022,11:55,11400,"19,83"
23/5/2022,12:00,11700,"19,83"
23/5/2022,12:05,12000,"19,83"
23/5/2022,12:10,12300,"19,83"
23/5/2022,12:15,12600,"19,83"
23/5/2022,12:20,12900,"19,83"
23/5/2022,12:25,13200,"19,83"
23/5/2022,12:30,13500,"19,83"
23/5/2022,12:35,13800,"19,83"
23/5/2022,12:40,14100,"19,83"
23/5/2022,12:45,14400,"19,83"
23/5/2022,12:50,14700,"19,83"
23/5/2022,12:55,15000,"19,83"
23/5/2022,13:00,15300,"19,83"
23/5/2022,13:05,15600,"19,83"
23/5/2022,13:10,15900,"19,83"
23/5/2022,13:15,16200,"19,82"
23/5/2022,13:20,16500,"19,82"
23/5/2022,13:25,16800,"19,82"
23/5/2022,13:30,17100,"19,82"
23/5/2022,13:35,17400,"19,82"
23/5/2022,13:40,17700,"19,82"
23/5/2022,13:45,18000,"19,82"
23/5/2022,13:50,18300,"19,82"
23/5/2022,13:55,18600,"19,82"
23/5/2022,14:00,18900,"19,82"
23/5/2022,14:05,19200,"19,82"
23/5/2022,14:10,19500,"19,82"
23/5/2022,14:15,19800,"19,82"
23/5/2022,14:20,20100,"19,82"
23/5/2022,14:25,20400,"19,82"
23/5/2022,14:30,20700,"19,82"
23/5/2022,14:35,21000,"19,82"
23/5/2022,14:40,21300,"19,82"
23/5/2022,14:45,21600,"19,82"
23/5/2022,14:50,21900,"19,82"
23/5/2022,14:55,22200,"19,82"
23/5/2022,15:00,22500,"19,82"
23/5/2022,15:05,22800,"19,82"
23/5/2022,15:10,23100,"19,82"
23/5/2022,15:15,23400,"19,82"
23/5/2022,15:20,23700,"19,82"
23/5/2022,15:25,24000,"19,82"
23/5/2022,15:30,24300,"19,82"
23/5/2022,15:35,24600,"19,82"
23/5/2022,15:40,24900,"19,82"
23/5/2022,15:45,25200,"19,82"
23/5/2022,15:50,25500,"19,82"
23/5/2022,15:55,25800,"19,82"
23/5/2022,16:00,26100,"19,82"
23/5/2022,16:05,26400,"19,82"
23/5/2022,16:10,26700,"19,82"
23/5/2022,16:15,27000,"19,82"
23/5/2022,16:20,27300,"19,82"
23/5/2022,16:25,27600,"19,82"
23/5/2022,16:30,27900,"19,82"
23/5/2022,16:35,28200,"19,82"
23/5/2022,16:40,28500,"19,82"
23/5/2022,16:45,28800,"19,81"
23/5/2022,16:50,29100,"19,81"
23/5/2022,16:55,29400,"19,81"
23/5/2022,17:00,29700,"19,81"
23/5/2022,17:05,30000,"19,81"
23/5/2022,17:10,30300,"19,81"
23/5/2022,17:15,30600,"19,81"
23/5/2022,17:20,30900,"19,81"
23/5/2022,17:25,31200,"19,81"
23/5/2022,17:30,31500,"19,81"
23/5/2022,17:35,31800,"19,81"
23/5/2022,17:40,32100,"19,81"
23/5/2022,17:45,32400,"19,81"
23/5/2022,17:50,32700,"19,81"
23/5/2022,17:55,33000,"19,81"
23/5/2022,18:00,33300,"19,81"
23/5/2022,18:05,33600,"19,81"
23/5/2022,18:10,33900,"19,81"
23/5/2022,18:15,34200,"19,81"
23/5/2022,18:20,34500,"19,81"
23/5/2022,18:25,34800,"19,81"
23/5/2022,18:30,35100,"19,81"
23/5/2022,18:35,35400,"19,81"
23/5/2022,18:40,35700,"19,81"
23/5/2022,18:45,36000,"19,81"
23/5/2022,18:50,36300,"19,81"
23/5/2022,18:55,36600,"19,81"
23/5/2022,19:00,36900,"19,81"
23/5/2022,19:05,37200,"19,81"
23/5/2022,19:10,37500,"19,81"
23/5/2022,19:15,37800,"19,81"
23/5/2022,19:20,38100,"19,81"
23/5/2022,19:25,38400,"19,81"
23/5/2022,19:30,38700,"19,81"
23/5/2022,19:35,39000,"19,81"
23/5/2022,19:40,39300,"19,81"
23/5/2022,19:45,39600,"19,81"
23/5/2022,19:50,39900,"19,81"
23/5/2022,19:55,40200,"19,81"
23/5/2022,20:00,40500,"19,81"
23/5/2022,20:05,40800,"19,81"
23/5/2022,20:10,41100,"19,81"
23/5/2022,20:15,41400,"19,81"
23/5/2022,20:20,41700,"19,81"
23/5/2022,20:25,42000,"19,8"
23/5/2022,20:30,42300,"19,8"
23/5/2022,20:35,42600,"19,8"
23/5/2022,20:40,42900,"19,8"
23/5/2022,20:45,43200,"19,81"
23/5/2022,20:50,43500,"19,8"
23/5/2022,20:55,43800,"19,8"
23/5/2022,21:00,44100,"19,8"
23/5/2022,21:05,44400,"19,8"
23/5/2022,21:10,44700,"19,8"
23/5/2022,21:15,45000,"19,8"
23/5/2022,21:20,45300,"19,8"
23/5/2022,21:25,45600,"19,8"
23/5/2022,21:30,45900,"19,8"
23/5/2022,21:35,46200,"19,8"
23/5/2022,21:40,46500,"19,8"
23/5/2022,21:45,46800,"19,8"
23/5/2022,21:50,47100,"19,8"
23/5/2022,21:55,47400,"19,8"
23/5/2022,22:00,47700,"19,8"
23/5/2022,22:05,48000,"19,8"
23/5/2022,22:10,48300,"19,8"
23/5/2022,22:15,48600,"19,8"
23/5/2022,22:20,48900,"19,8"
23/5/2022,22:25,49200,"19,8"
23/5/2022,22:30,49500,"19,8"
23/5/2022,22:35,49800,"19,8"
23/5/2022,22:40,50100,"19,8"
23/5/2022,22:45,50400,"19,8"
23/5/2022,22:50,50700,"19,8"
23/5/2022,22:55,51000,"19,8"
23/5/2022,23:00,51300,"19,8"
23/5/2022,23:05,51600,"19,8"
23/5/2022,23:10,51900,"19,8"
23/5/2022,23:15,52200,"19,8"
23/5/2022,23:20,52500,"19,8"
23/5/2022,23:25,52800,"19,8"
23/5/2022,23:30,53100,"19,8"
23/5/2022,23:35,53400,"19,8"
23/5/2022,23:40,53700,"19,8"
23/5/2022,23:45,54000,"19,8"
23/5/2022,23:50,54300,"19,8"
23/5/2022,23:55,54600,"19,8"
24/5/2022,00:00,54900,"19,8"
