date,time,sec,weight (kg)
23/6/2022,12:30,0,"19,49"
23/6/2022,12:35,300,"19,49"
23/6/2022,12:40,600,"19,49"
23/6/2022,12:45,900,"19,49"
23/6/2022,12:50,1200,"19,49"
23/6/2022,12:55,1500,"19,49"
23/6/2022,13:00,1800,"19,49"
23/6/2022,13:05,2100,"19,49"
23/6/2022,13:10,2400,"19,49"
23/6/2022,13:15,2700,"19,49"
23/6/2022,13:20,3000,"19,49"
23/6/2022,13:25,3300,"19,49"
23/6/2022,13:30,3600,"19,49"
23/6/2022,13:35,3900,"19,49"
23/6/2022,13:40,4200,"19,49"
23/6/2022,13:45,4500,"19,49"
23/6/2022,13:50,4800,"19,49"
23/6/2022,13:55,5100,"19,49"
23/6/2022,14:00,5400,"19,49"
23/6/2022,14:05,5700,"19,49"
23/6/2022,14:10,6000,"19,49"
23/6/2022,14:15,6300,"19,49"
23/6/2022,14:20,6600,"19,49"
23/6/2022,14:25,6900,"19,49"
23/6/2022,14:30,7200,"19,49"
23/6/2022,14:35,7500,"19,49"
23/6/2022,14:40,7800,"19,49"
23/6/2022,14:45,8100,"19,49"
23/6/2022,14:50,8400,"19,49"
23/6/2022,14:55,8700,"19,49"
23/6/2022,15:00,9000,"19,48"
23/6/2022,15:05,9300,"19,48"
23/6/2022,15:10,9600,"19,48"
23/6/2022,15:15,9900,"19,48"
23/6/2022,15:20,10200,"19,47"
23/6/2022,15:25,10500,"19,47"
23/6/2022,15:30,10800,"19,47"
23/6/2022,15:35,11100,"19,47"
23/6/2022,15:40,11400,"19,47"
23/6/2022,15:45,11700,"19,47"
23/6/2022,15:50,12000,"19,47"
23/6/2022,15:55,12300,"19,47"
23/6/2022,16:00,12600,"19,47"
23/6/2022,16:05,12900,"19,47"
23/6/2022,16:10,13200,"19,48"
23/6/2022,16:15,13500,"19,47"
23/6/2022,16:20,13800,"19,47"
23/6/2022,16:25,14100,"19,47"
23/6/2022,16:30,14400,"19,46"
23/6/2022,16:35,14700,"19,46"
23/6/2022,16:40,15000,"19,46"
23/6/2022,16:45,15300,"19,46"
23/6/2022,16:50,15600,"19,46"
23/6/2022,16:55,15900,"19,46"
23/6/2022,17:00,16200,"19,48"
23/6/2022,17:05,16500,"19,48"
23/6/2022,17:10,16800,"19,48"
23/6/2022,17:15,17100,"19,47"
23/6/2022,17:20,17400,"19,47"
23/6/2022,17:25,17700,"19,47"
23/6/2022,17:30,18000,"19,47"
23/6/2022,17:35,18300,"19,47"
23/6/2022,17:40,18600,"19,48"
23/6/2022,17:45,18900,"19,48"
23/6/2022,17:50,19200,"19,48"
23/6/2022,17:55,19500,"19,49"
23/6/2022,18:00,19800,"19,49"
23/6/2022,18:05,20100,"19,49"
23/6/2022,18:10,20400,"19,49"
23/6/2022,18:15,20700,"19,49"
23/6/2022,18:20,21000,"19,49"
23/6/2022,18:25,21300,"19,49"
23/6/2022,18:30,21600,"19,49"
23/6/2022,18:35,21900,"19,49"
23/6/2022,18:40,22200,"19,48"
23/6/2022,18:45,22500,"19,48"
23/6/2022,18:50,22800,"19,48"
23/6/2022,18:55,23100,"19,48"
23/6/2022,19:00,23400,"19,48"
23/6/2022,19:05,23700,"19,48"
23/6/2022,19:10,24000,"19,46"
23/6/2022,19:15,24300,"19,46"
23/6/2022,19:20,24600,"19,46"
23/6/2022,19:25,24900,"19,46"
23/6/2022,19:30,25200,"19,46"
23/6/2022,19:35,25500,"19,46"
23/6/2022,19:40,25800,"19,46"
23/6/2022,19:45,26100,"19,46"
23/6/2022,19:50,26400,"19,46"
23/6/2022,19:55,26700,"19,46"
23/6/2022,20:00,27000,"19,46"
23/6/2022,20:05,27300,"19,46"
23/6/2022,20:10,27600,"19,46"
23/6/2022,20:15,27900,"19,46"
23/6/2022,20:20,28200,"19,46"
23/6/2022,20:25,28500,"19,46"
23/6/2022,20:30,28800,"19,46"
23/6/2022,20:35,29100,"19,46"
23/6/2022,20:40,29400,"19,46"
23/6/2022,20:45,29700,"19,46"
23/6/2022,20:50,30000,"19,46"
23/6/2022,20:55,30300,"19,46"
23/6/2022,21:00,30600,"19,46"
23/6/2022,21:05,30900,"19,46"
23/6/2022,21:10,31200,"19,46"
23/6/2022,21:15,31500,"19,46"
23/6/2022,21:20,31800,"19,46"
23/6/2022,21:25,32100,"19,46"
23/6/2022,21:30,32400,"19,46"
23/6/2022,21:35,32700,"19,46"
23/6/2022,21:40,33000,"19,46"
23/6/2022,21:45,33300,"19,46"
23/6/2022,21:50,33600,"19,46"
23/6/2022,21:55,33900,"19,46"
23/6/2022,22:00,34200,"19,46"
23/6/2022,22:05,34500,"19,46"
23/6/2022,22:10,34800,"19,46"
23/6/2022,22:15,35100,"19,46"
23/6/2022,22:20,35400,"19,46"
23/6/2022,22:25,35700,"19,45"
23/6/2022,22:30,36000,"19,45"
23/6/2022,22:35,36300,"19,45"
23/6/2022,22:40,36600,"19,45"
23/6/2022,22:45,36900,"19,45"
23/6/2022,22:50,37200,"19,45"
23/6/2022,22:55,37500,"19,45"
23/6/2022,23:00,37800,"19,45"
23/6/2022,23:05,38100,"19,45"
23/6/2022,23:10,38400,"19,45"
23/6/2022,23:15,38700,"19,45"
23/6/2022,23:20,39000,"19,45"
23/6/2022,23:25,39300,"19,45"
23/6/2022,23:30,39600,"19,45"
23/6/2022,23:35,39900,"19,45"
23/6/2022,23:40,40200,"19,45"
23/6/2022,23:45,40500,"19,45"
