date,time,sec,weight (kg)
13/4/2022,18:48,0,"19,56"
13/4/2022,18:53,300,"19,56"
13/4/2022,18:58,600,"19,56"
13/4/2022,19:03,900,"19,56"
13/4/2022,19:08,1200,"19,56"
13/4/2022,19:13,1500,"19,56"
13/4/2022,19:18,1800,"19,56"
13/4/2022,19:23,2100,"19,56"
13/4/2022,19:28,2400,"19,56"
13/4/2022,19:33,2700,"19,56"
13/4/2022,19:38,3000,"19,56"
13/4/2022,19:43,3300,"19,56"
13/4/2022,19:48,3600,"19,56"
13/4/2022,19:53,3900,"19,56"
13/4/2022,19:58,4200,"19,56"
13/4/2022,20:03,4500,"19,56"
13/4/2022,20:08,4800,"19,56"
13/4/2022,20:13,5100,"19,56"
13/4/2022,20:18,5400,"19,56"
13/4/2022,20:23,5700,"19,56"
13/4/2022,20:28,6000,"19,56"
13/4/2022,20:33,6300,"19,56"
13/4/2022,20:38,6600,"19,56"
13/4/2022,20:43,6900,"19,56"
13/4/2022,20:48,7200,"19,56"
13/4/2022,20:53,7500,"19,56"
13/4/2022,20:58,7800,"19,56"
13/4/2022,21:03,8100,"19,56"
13/4/2022,21:08,8400,"19,56"
13/4/2022,21:13,8700,"19,56"
13/4/2022,21:18,9000,"19,56"
13/4/2022,21:23,9300,"19,56"
13/4/2022,21:28,9600,"19,56"
13/4/2022,21:33,9900,"19,56"
13/4/2022,21:38,10200,"19,56"
13/4/2022,21:43,10500,"19,56"
13/4/2022,21:48,10800,"19,56"
13/4/2022,21:53,11100,"19,56"
13/4/2022,21:58,11400,"19,56"
13/4/2022,22:03,11700,"19,56"
13/4/2022,22:08,12000,"19,56"
13/4/2022,22:13,12300,"19,56"
13/4/2022,22:18,12600,"19,56"
13/4/2022,22:23,12900,"19,56"
13/4/2022,22:28,13200,"19,56"
13/4/2022,22:33,13500,"19,56"
13/4/2022,22:38,13800,"19,56"
13/4/2022,22:43,14100,"19,56"
13/4/2022,22:48,14400,"19,56"
13/4/2022,22:53,14700,"19,56"
13/4/2022,22:58,15000,"19,56"
13/4/2022,23:03,15300,"19,56"
13/4/2022,23:08,15600,"19,56"
13/4/2022,23:13,15900,"19,56"
13/4/2022,23:18,16200,"19,56"
13/4/2022,23:23,16500,"19,56"
13/4/2022,23:28,16800,"19,56"
13/4/2022,23:33,17100,"19,56"
13/4/2022,23:38,17400,"19,56"
13/4/2022,23:43,17700,"19,56"
13/4/2022,23:48,18000,"19,56"
13/4/2022,23:53,18300,"19,56"
13/4/2022,23:58,18600,"19,56"
14/4/2022,00:03,18900,"19,56"
14/4/2022,00:08,19200,"19,56"
14/4/2022,00:13,19500,"19,56"
14/4/2022,00:18,19800,"19,56"
14/4/2022,00:23,20100,"19,56"
14/4/2022,00:28,20400,"19,56"
14/4/2022,00:33,20700,"19,56"
14/4/2022,00:38,21000,"19,56"
14/4/2022,00:43,21300,"19,56"
14/4/2022,00:48,21600,"19,56"
14/4/2022,00:53,21900,"19,56"
14/4/2022,00:58,22200,"19,56"
14/4/2022,01:03,22500,"19,56"
14/4/2022,01:08,22800,"19,56"
14/4/2022,01:13,23100,"19,56"
14/4/2022,01:18,23400,"19,56"
14/4/2022,01:23,23700,"19,56"
14/4/2022,01:28,24000,"19,56"
14/4/2022,01:33,24300,"19,56"
