date,time,sec,weight (kg)
6/4/2022,17:36,0,"19,37"
6/4/2022,17:41,300,"19,37"
6/4/2022,17:46,600,"19,37"
6/4/2022,17:51,900,"19,37"
6/4/2022,17:56,1200,"19,37"
6/4/2022,18:01,1500,"19,37"
6/4/2022,18:06,1800,"19,37"
6/4/2022,18:11,2100,"19,38"
6/4/2022,18:16,2400,"19,38"
6/4/2022,18:21,2700,"19,38"
6/4/2022,18:26,3000,"19,38"
6/4/2022,18:31,3300,"19,37"
6/4/2022,18:36,3600,"19,37"
6/4/2022,18:41,3900,"19,37"
6/4/2022,18:46,4200,"19,37"
6/4/2022,18:51,4500,"19,37"
6/4/2022,18:56,4800,"19,37"
6/4/2022,19:01,5100,"19,37"
6/4/2022,19:06,5400,"19,37"
6/4/2022,19:11,5700,"19,37"
6/4/2022,19:16,6000,"19,37"
6/4/2022,19:21,6300,"19,37"
6/4/2022,19:26,6600,"19,37"
6/4/2022,19:31,6900,"19,37"
6/4/2022,19:36,7200,"19,37"
6/4/2022,19:41,7500,"19,37"
6/4/2022,19:46,7800,"19,37"
6/4/2022,19:51,8100,"19,37"
6/4/2022,19:56,8400,"19,37"
6/4/2022,20:01,8700,"19,37"
6/4/2022,20:06,9000,"19,37"
6/4/2022,20:11,9300,"19,37"
6/4/2022,20:16,9600,"19,37"
6/4/2022,20:21,9900,"19,37"
6/4/2022,20:26,10200,"19,37"
6/4/2022,20:31,10500,"19,37"
6/4/2022,20:36,10800,"19,37"
6/4/2022,20:41,11100,"19,37"
6/4/2022,20:46,11400,"19,36"
6/4/2022,20:51,11700,"19,36"
6/4/2022,20:56,12000,"19,36"
6/4/2022,21:01,12300,"19,36"
6/4/2022,21:06,12600,"19,36"
6/4/2022,21:11,12900,"19,36"
6/4/2022,21:16,13200,"19,36"
6/4/2022,21:21,13500,"19,36"
6/4/2022,21:26,13800,"19,36"
6/4/2022,21:31,14100,"19,36"
6/4/2022,21:36,14400,"19,36"
6/4/2022,21:41,14700,"19,36"
6/4/2022,21:46,15000,"19,36"
6/4/2022,21:51,15300,"19,36"
6/4/2022,21:56,15600,"19,36"
6/4/2022,22:01,15900,"19,36"
6/4/2022,22:06,16200,"19,36"
6/4/2022,22:11,16500,"19,37"
6/4/2022,22:16,16800,"19,36"
6/4/2022,22:21,17100,"19,36"
6/4/2022,22:26,17400,"19,36"
6/4/2022,22:31,17700,"19,36"
6/4/2022,22:36,18000,"19,36"
6/4/2022,22:41,18300,"19,36"
6/4/2022,22:46,18600,"19,36"
6/4/2022,22:51,18900,"19,36"
6/4/2022,22:56,19200,"19,36"
6/4/2022,23:01,19500,"19,36"
6/4/2022,23:06,19800,"19,36"
6/4/2022,23:11,20100,"19,36"
6/4/2022,23:16,20400,"19,36"
6/4/2022,23:21,20700,"19,37"
6/4/2022,23:26,21000,"19,36"
6/4/2022,23:31,21300,"19,36"
6/4/2022,23:36,21600,"19,36"
