date,time,sec,weight (kg)
9/5/2022,18:17,0,"19,51"
9/5/2022,18:22,300,"19,51"
9/5/2022,18:27,601,"19,5"
9/5/2022,18:32,901,"19,5"
9/5/2022,18:37,1201,"19,5"
9/5/2022,18:42,1501,"19,5"
9/5/2022,18:47,1801,"19,5"
9/5/2022,18:52,2101,"19,5"
9/5/2022,18:57,2401,"19,5"
9/5/2022,19:02,2701,"19,5"
9/5/2022,19:07,3001,"19,5"
9/5/2022,19:12,3301,"19,5"
9/5/2022,19:17,3601,"19,5"
9/5/2022,19:22,3901,"19,5"
9/5/2022,19:27,4201,"19,5"
9/5/2022,19:32,4501,"19,5"
9/5/2022,19:37,4801,"19,5"
9/5/2022,19:42,5101,"19,5"
9/5/2022,19:47,5401,"19,5"
9/5/2022,19:52,5701,"19,5"
9/5/2022,19:57,6001,"19,5"
9/5/2022,20:02,6301,"19,5"
9/5/2022,20:07,6601,"19,5"
9/5/2022,20:12,6901,"19,5"
9/5/2022,20:17,7201,"19,5"
9/5/2022,20:22,7501,"19,5"
9/5/2022,20:27,7801,"19,5"
9/5/2022,20:32,8101,"19,5"
9/5/2022,20:37,8401,"19,5"
9/5/2022,20:42,8701,"19,5"
9/5/2022,20:47,9001,"19,5"
9/5/2022,20:52,9301,"19,5"
9/5/2022,20:57,9601,"19,5"
9/5/2022,21:02,9901,"19,5"
9/5/2022,21:07,10201,"19,5"
9/5/2022,21:12,10501,"19,5"
9/5/2022,21:17,10801,"19,5"
9/5/2022,21:22,11101,"19,5"
9/5/2022,21:27,11401,"19,5"
9/5/2022,21:32,11701,"19,5"
9/5/2022,21:37,12001,"19,5"
9/5/2022,21:42,12301,"19,5"
9/5/2022,21:47,12601,"19,5"
9/5/2022,21:52,12901,"19,5"
9/5/2022,21:57,13201,"19,5"
9/5/2022,22:02,13501,"19,5"
9/5/2022,22:07,13801,"19,5"
9/5/2022,22:12,14101,"19,5"
9/5/2022,22:17,14401,"19,5"
9/5/2022,22:22,14701,"19,5"
9/5/2022,22:27,15001,"19,5"
9/5/2022,22:32,15301,"19,5"
9/5/2022,22:37,15601,"19,5"
9/5/2022,22:42,15901,"19,5"
9/5/2022,22:47,16201,"19,5"
9/5/2022,22:52,16501,"19,5"
9/5/2022,22:57,16801,"19,5"
9/5/2022,23:02,17101,"19,5"
9/5/2022,23:07,17401,"19,5"
9/5/2022,23:12,17701,"19,5"
9/5/2022,23:17,18001,"19,5"
9/5/2022,23:22,18301,"19,5"
9/5/2022,23:27,18601,"19,5"
9/5/2022,23:32,18901,"19,5"
9/5/2022,23:37,19201,"19,5"
9/5/2022,23:42,19501,"19,5"
9/5/2022,23:47,19801,"19,5"
9/5/2022,23:52,20101,"19,5"
9/5/2022,23:57,20401,"19,5"
10/5/2022,00:02,20701,"19,5"
10/5/2022,00:07,21001,"19,5"
10/5/2022,00:12,21301,"19,5"
10/5/2022,00:17,21601,"19,5"
10/5/2022,00:22,21901,"19,49"
10/5/2022,00:27,22201,"19,49"
10/5/2022,00:32,22501,"19,49"
10/5/2022,00:37,22801,"19,49"
10/5/2022,00:42,23101,"19,49"
10/5/2022,00:47,23401,"19,49"
10/5/2022,00:52,23701,"19,49"
10/5/2022,00:57,24001,"19,49"
10/5/2022,01:02,24301,"19,49"
10/5/2022,01:07,24601,"19,49"
10/5/2022,01:12,24901,"19,49"
10/5/2022,01:17,25201,"19,49"
10/5/2022,01:22,25501,"19,49"
10/5/2022,01:27,25801,"19,49"
10/5/2022,01:32,26101,"19,49"
10/5/2022,01:37,26401,"19,49"
10/5/2022,01:42,26701,"19,49"
10/5/2022,01:47,27001,"19,49"
10/5/2022,01:52,27301,"19,49"
10/5/2022,01:57,27601,"19,49"
10/5/2022,02:02,27901,"19,49"
10/5/2022,02:07,28201,"19,49"
10/5/2022,02:12,28501,"19,49"
10/5/2022,02:17,28801,"19,49"
10/5/2022,02:22,29100,"19,49"
10/5/2022,02:27,29400,"19,49"
10/5/2022,02:32,29700,"19,49"
10/5/2022,02:37,30000,"19,49"
10/5/2022,02:42,30300,"19,49"
10/5/2022,02:47,30600,"19,49"
10/5/2022,02:52,30900,"19,49"
10/5/2022,02:57,31200,"19,49"
10/5/2022,03:02,31500,"19,49"
10/5/2022,03:07,31800,"19,49"
10/5/2022,03:12,32100,"19,49"
10/5/2022,03:17,32400,"19,49"
10/5/2022,03:22,32700,"19,49"
10/5/2022,03:27,33000,"19,49"
10/5/2022,03:32,33300,"19,49"
10/5/2022,03:37,33600,"19,49"
10/5/2022,03:42,33900,"19,49"
10/5/2022,03:47,34200,"19,49"
10/5/2022,03:52,34500,"19,49"
10/5/2022,03:57,34800,"19,49"
10/5/2022,04:02,35100,"19,49"
10/5/2022,04:07,35400,"19,49"
10/5/2022,04:12,35700,"19,49"
10/5/2022,04:17,36000,"19,49"
10/5/2022,04:22,36300,"19,49"
10/5/2022,04:27,36600,"19,49"
10/5/2022,04:32,36900,"19,49"
10/5/2022,04:37,37200,"19,49"
10/5/2022,04:42,37500,"19,49"
10/5/2022,04:47,37800,"19,49"
10/5/2022,04:52,38100,"19,49"
10/5/2022,04:57,38400,"19,49"
10/5/2022,05:02,38700,"19,49"
10/5/2022,05:07,39000,"19,49"
10/5/2022,05:12,39300,"19,49"
10/5/2022,05:17,39600,"19,49"
10/5/2022,05:22,39900,"19,49"
10/5/2022,05:27,40200,"19,49"
10/5/2022,05:32,40500,"19,49"
10/5/2022,05:37,40800,"19,49"
10/5/2022,05:42,41100,"19,49"
10/5/2022,05:47,41400,"19,49"
10/5/2022,05:52,41700,"19,49"
10/5/2022,05:57,42000,"19,49"
10/5/2022,06:02,42300,"19,49"
10/5/2022,06:07,42600,"19,49"
10/5/2022,06:12,42900,"19,49"
10/5/2022,06:17,43200,"19,49"
10/5/2022,06:22,43500,"19,49"
10/5/2022,06:27,43800,"19,49"
10/5/2022,06:32,44100,"19,49"
10/5/2022,06:37,44400,"19,49"
10/5/2022,06:42,44700,"19,49"
10/5/2022,06:47,45000,"19,49"
10/5/2022,06:52,45300,"19,49"
10/5/2022,06:57,45600,"19,49"
10/5/2022,07:02,45900,"19,49"
10/5/2022,07:07,46200,"19,49"
10/5/2022,07:12,46500,"19,49"
10/5/2022,07:17,46800,"19,49"
10/5/2022,07:22,47100,"19,49"
10/5/2022,07:27,47400,"19,49"
10/5/2022,07:32,47700,"19,49"
10/5/2022,07:37,48000,"19,49"
10/5/2022,07:42,48300,"19,49"
10/5/2022,07:47,48600,"19,49"
10/5/2022,07:52,48900,"19,49"
10/5/2022,07:57,49200,"19,49"
10/5/2022,08:02,49500,"19,49"
10/5/2022,08:07,49800,"19,49"
10/5/2022,08:12,50100,"19,49"
10/5/2022,08:17,50400,"19,49"
10/5/2022,08:22,50700,"19,49"
10/5/2022,08:27,51000,"19,49"
10/5/2022,08:32,51300,"19,49"
10/5/2022,08:37,51600,"19,49"
10/5/2022,08:42,51900,"19,49"
10/5/2022,08:47,52200,"19,49"
10/5/2022,08:52,52500,"19,49"
10/5/2022,08:57,52800,"19,49"
10/5/2022,09:02,53100,"19,49"
10/5/2022,09:07,53400,"19,49"
10/5/2022,09:12,53700,"19,49"
10/5/2022,09:17,54000,"19,49"
10/5/2022,09:22,54300,"19,49"
10/5/2022,09:27,54600,"19,49"
10/5/2022,09:32,54900,"19,49"
10/5/2022,09:37,55200,"19,49"
10/5/2022,09:42,55500,"19,49"
10/5/2022,09:47,55800,"19,49"
10/5/2022,09:52,56100,"19,49"
10/5/2022,09:57,56400,"19,49"
10/5/2022,10:02,56700,"19,48"
10/5/2022,10:07,57000,"19,49"
10/5/2022,10:12,57300,"19,49"
10/5/2022,10:17,57600,"19,49"
10/5/2022,10:22,57900,"19,48"
10/5/2022,10:27,58200,"19,48"
10/5/2022,10:32,58500,"19,48"
10/5/2022,10:37,58800,"19,48"
10/5/2022,10:42,59100,"19,48"
10/5/2022,10:47,59400,"19,48"
10/5/2022,10:52,59700,"19,48"
10/5/2022,10:57,60000,"19,48"
10/5/2022,11:02,60300,"19,48"
10/5/2022,11:07,60600,"19,48"
10/5/2022,11:12,60900,"19,48"
10/5/2022,11:17,61200,"19,48"
10/5/2022,11:22,61500,"19,48"
10/5/2022,11:27,61800,"19,48"
10/5/2022,11:32,62100,"19,48"
10/5/2022,11:37,62400,"19,48"
10/5/2022,11:42,62700,"19,48"
10/5/2022,11:47,63000,"19,48"
10/5/2022,11:52,63300,"19,48"
10/5/2022,11:57,63600,"19,48"
10/5/2022,12:02,63900,"19,48"
10/5/2022,12:07,64200,"19,48"
10/5/2022,12:12,64500,"19,48"
10/5/2022,12:17,64800,"19,48"
10/5/2022,12:22,65100,"19,48"
10/5/2022,12:27,65400,"19,48"
10/5/2022,12:32,65700,"19,48"
10/5/2022,12:37,66000,"19,48"
10/5/2022,12:42,66300,"19,48"
10/5/2022,12:47,66600,"19,48"
10/5/2022,12:52,66900,"19,48"
10/5/2022,12:57,67200,"19,48"
10/5/2022,13:02,67500,"19,48"
10/5/2022,13:07,67800,"19,48"
10/5/2022,13:12,68100,"19,48"
10/5/2022,13:17,68400,"19,48"
10/5/2022,13:22,68700,"19,48"
10/5/2022,13:27,69000,"19,48"
10/5/2022,13:32,69300,"19,48"
10/5/2022,13:37,69600,"19,48"
10/5/2022,13:42,69900,"19,48"
10/5/2022,13:47,70200,"19,48"
10/5/2022,13:52,70500,"19,48"
10/5/2022,13:57,70800,"19,48"
10/5/2022,14:02,71100,"19,48"
10/5/2022,14:07,71400,"19,48"
10/5/2022,14:12,71700,"19,48"
10/5/2022,14:17,72000,"19,47"
10/5/2022,14:22,72300,"19,47"
10/5/2022,14:27,72600,"19,47"
10/5/2022,14:32,72900,"19,47"
10/5/2022,14:37,73200,"19,47"
10/5/2022,14:42,73500,"19,47"
10/5/2022,14:47,73800,"19,47"
10/5/2022,14:52,74100,"19,47"
10/5/2022,14:57,74400,"19,47"
10/5/2022,15:02,74700,"19,47"
10/5/2022,15:07,75000,"19,47"
10/5/2022,15:12,75300,"19,47"
10/5/2022,15:17,75600,"19,47"
10/5/2022,15:22,75900,"19,47"
10/5/2022,15:27,76200,"19,47"
10/5/2022,15:32,76500,"19,47"
10/5/2022,15:37,76800,"19,47"
10/5/2022,15:42,77100,"19,47"
10/5/2022,15:47,77400,"19,47"
10/5/2022,15:52,77700,"19,47"
10/5/2022,15:57,78000,"19,47"
10/5/2022,16:02,78300,"19,47"
10/5/2022,16:07,78600,"19,47"
10/5/2022,16:12,78900,"19,47"
10/5/2022,16:17,79200,"19,47"
10/5/2022,16:22,79500,"19,47"
10/5/2022,16:27,79800,"19,47"
10/5/2022,16:32,80100,"19,47"
10/5/2022,16:37,80400,"19,47"
10/5/2022,16:42,80700,"19,47"
10/5/2022,16:47,81000,"19,47"
10/5/2022,16:52,81300,"19,47"
10/5/2022,16:57,81600,"19,47"
10/5/2022,17:02,81900,"19,47"
10/5/2022,17:07,82200,"19,47"
10/5/2022,17:12,82500,"19,47"
10/5/2022,17:17,82800,"19,47"
10/5/2022,17:22,83100,"19,47"
10/5/2022,17:27,83400,"19,47"
10/5/2022,17:32,83700,"19,47"
10/5/2022,17:37,84000,"19,47"
10/5/2022,17:42,84300,"19,46"
10/5/2022,17:47,84600,"19,46"
10/5/2022,17:52,84900,"19,46"
10/5/2022,17:57,85200,"19,46"
10/5/2022,18:02,85500,"19,46"
10/5/2022,18:07,85800,"19,46"
10/5/2022,18:12,86100,"19,46"
10/5/2022,18:17,86400,"19,46"
10/5/2022,18:22,86700,"19,46"
10/5/2022,18:27,87000,"19,46"
10/5/2022,18:32,87300,"19,46"
10/5/2022,18:37,87600,"19,46"
10/5/2022,18:42,87900,"19,46"
10/5/2022,18:47,88200,"19,46"
10/5/2022,18:52,88500,"19,46"
10/5/2022,18:57,88800,"19,46"
10/5/2022,19:02,89100,"19,46"
10/5/2022,19:07,89400,"19,46"
10/5/2022,19:12,89700,"19,46"
10/5/2022,19:17,90000,"19,46"
10/5/2022,19:22,90300,"19,46"
10/5/2022,19:27,90600,"19,46"
10/5/2022,19:32,90900,"19,46"
10/5/2022,19:37,91200,"19,46"
10/5/2022,19:42,91500,"19,46"
10/5/2022,19:47,91800,"19,46"
10/5/2022,19:52,92100,"19,46"
10/5/2022,19:57,92400,"19,46"
10/5/2022,20:02,92700,"19,46"
10/5/2022,20:07,93000,"19,46"
10/5/2022,20:12,93300,"19,46"
10/5/2022,20:17,93600,"19,46"
10/5/2022,20:22,93900,"19,46"
10/5/2022,20:27,94200,"19,46"
10/5/2022,20:32,94500,"19,46"
10/5/2022,20:37,94800,"19,46"
10/5/2022,20:42,95100,"19,46"
10/5/2022,20:47,95400,"19,46"
10/5/2022,20:52,95700,"19,46"
10/5/2022,20:57,96000,"19,46"
10/5/2022,21:02,96300,"19,46"
10/5/2022,21:07,96600,"19,46"
10/5/2022,21:12,96900,"19,46"
10/5/2022,21:17,97200,"19,46"
10/5/2022,21:22,97500,"19,46"
10/5/2022,21:27,97800,"19,46"
10/5/2022,21:32,98100,"19,46"
10/5/2022,21:37,98400,"19,46"
10/5/2022,21:42,98700,"19,46"
10/5/2022,21:47,99000,"19,46"
10/5/2022,21:52,99300,"19,46"
10/5/2022,21:57,99600,"19,46"
10/5/2022,22:02,99900,"19,46"
10/5/2022,22:07,100200,"19,45"
