date,time,sec,weight (kg)
19/5/2022,09:52,0,"19,83"
19/5/2022,09:57,300,"19,84"
19/5/2022,10:02,600,"19,84"
19/5/2022,10:07,900,"19,84"
19/5/2022,10:12,1200,"19,84"
19/5/2022,10:17,1500,"19,84"
19/5/2022,10:22,1800,"19,84"
19/5/2022,10:27,2100,"19,84"
19/5/2022,10:32,2400,"19,84"
19/5/2022,10:37,2700,"19,84"
19/5/2022,10:42,3000,"19,84"
19/5/2022,10:47,3300,"19,84"
19/5/2022,10:52,3600,"19,84"
19/5/2022,10:57,3900,"19,84"
19/5/2022,11:02,4200,"19,84"
19/5/2022,11:07,4500,"19,84"
19/5/2022,11:12,4800,"19,84"
19/5/2022,11:17,5100,"19,84"
19/5/2022,11:22,5400,"19,84"
19/5/2022,11:27,5700,"19,84"
19/5/2022,11:32,6000,"19,84"
19/5/2022,11:37,6300,"19,84"
19/5/2022,11:42,6600,"19,84"
19/5/2022,11:47,6900,"19,84"
19/5/2022,11:52,7200,"19,84"
19/5/2022,11:57,7500,"19,84"
19/5/2022,12:02,7800,"19,84"
19/5/2022,12:07,8100,"19,84"
19/5/2022,12:12,8400,"19,84"
19/5/2022,12:17,8700,"19,84"
19/5/2022,12:22,9000,"19,83"
19/5/2022,12:27,9300,"19,83"
19/5/2022,12:32,9600,"19,83"
19/5/2022,12:37,9900,"19,83"
19/5/2022,12:42,10200,"19,83"
19/5/2022,12:47,10500,"19,83"
19/5/2022,12:52,10800,"19,83"
19/5/2022,12:57,11100,"19,83"
19/5/2022,13:02,11400,"19,83"
19/5/2022,13:07,11700,"19,83"
19/5/2022,13:12,12000,"19,83"
19/5/2022,13:17,12300,"19,83"
19/5/2022,13:22,12600,"19,83"
19/5/2022,13:27,12900,"19,83"
19/5/2022,13:32,13200,"19,83"
19/5/2022,13:37,13500,"19,83"
19/5/2022,13:42,13800,"19,83"
19/5/2022,13:47,14100,"19,83"
19/5/2022,13:52,14400,"19,82"
19/5/2022,13:57,14700,"19,82"
19/5/2022,14:02,15000,"19,82"
19/5/2022,14:07,15300,"19,82"
19/5/2022,14:12,15600,"19,82"
19/5/2022,14:17,15900,"19,82"
19/5/2022,14:22,16200,"19,82"
19/5/2022,14:27,16500,"19,82"
19/5/2022,14:32,16800,"19,81"
19/5/2022,14:37,17100,"19,81"
19/5/2022,14:42,17400,"19,81"
19/5/2022,14:47,17700,"19,81"
19/5/2022,14:52,18000,"19,81"
19/5/2022,14:57,18300,"19,81"
19/5/2022,15:02,18600,"19,81"
19/5/2022,15:07,18900,"19,81"
19/5/2022,15:12,19200,"19,81"
19/5/2022,15:17,19500,"19,81"
19/5/2022,15:22,19800,"19,81"
19/5/2022,15:27,20100,"19,81"
19/5/2022,15:32,20400,"19,81"
19/5/2022,15:37,20700,"19,81"
19/5/2022,15:42,21000,"19,81"
19/5/2022,15:47,21300,"19,81"
19/5/2022,15:52,21600,"19,81"
19/5/2022,15:57,21900,"19,81"
19/5/2022,16:02,22200,"19,81"
19/5/2022,16:07,22500,"19,81"
19/5/2022,16:12,22800,"19,8"
19/5/2022,16:17,23100,"19,8"
19/5/2022,16:22,23400,"19,8"
19/5/2022,16:27,23700,"19,8"
19/5/2022,16:32,24000,"19,8"
19/5/2022,16:37,24300,"19,8"
19/5/2022,16:42,24600,"19,8"
19/5/2022,16:47,24900,"19,8"
19/5/2022,16:52,25200,"19,81"
19/5/2022,16:57,25500,"19,81"
19/5/2022,17:02,25800,"19,81"
19/5/2022,17:07,26100,"19,81"
19/5/2022,17:12,26400,"19,81"
19/5/2022,17:17,26700,"19,88"
19/5/2022,17:22,27000,"19,92"
19/5/2022,17:27,27300,"19,9"
19/5/2022,17:32,27600,"19,89"
19/5/2022,17:37,27900,"20,11"
19/5/2022,17:42,28200,"19,98"
19/5/2022,17:47,28500,"19,99"
19/5/2022,17:52,28800,"19,99"
19/5/2022,17:57,29100,"19,99"
19/5/2022,18:02,29400,"19,99"
19/5/2022,18:07,29700,"19,99"
19/5/2022,18:12,30000,"19,99"
19/5/2022,18:17,30300,"19,99"
19/5/2022,18:22,30600,"19,99"
19/5/2022,18:27,30900,20
19/5/2022,18:32,31200,"19,99"
19/5/2022,18:37,31500,"19,99"
19/5/2022,18:42,31800,"19,99"
19/5/2022,18:47,32100,"19,99"
19/5/2022,18:52,32400,"19,99"
19/5/2022,18:57,32700,"19,99"
19/5/2022,19:02,33000,20
19/5/2022,19:07,33300,"20,01"
19/5/2022,19:12,33600,"20,01"
19/5/2022,19:17,33900,"20,01"
19/5/2022,19:22,34200,"20,01"
19/5/2022,19:27,34500,"20,01"
19/5/2022,19:32,34800,"20,01"
19/5/2022,19:37,35100,"20,01"
19/5/2022,19:42,35400,20
19/5/2022,19:47,35700,20
19/5/2022,19:52,36000,20
19/5/2022,19:57,36300,20
19/5/2022,20:02,36600,20
19/5/2022,20:07,36900,20
19/5/2022,20:12,37200,20
19/5/2022,20:17,37500,20
19/5/2022,20:22,37800,20
19/5/2022,20:27,38100,20
19/5/2022,20:32,38400,20
19/5/2022,20:37,38700,20
19/5/2022,20:42,39000,20
19/5/2022,20:47,39300,20
19/5/2022,20:52,39600,20
19/5/2022,20:57,39900,20
19/5/2022,21:02,40200,20
19/5/2022,21:07,40500,20
19/5/2022,21:12,40800,20
19/5/2022,21:17,41100,20
19/5/2022,21:22,41400,20
19/5/2022,21:27,41700,20
19/5/2022,21:32,42000,20
19/5/2022,21:37,42300,20
19/5/2022,21:42,42600,20
19/5/2022,21:47,42900,20
19/5/2022,21:52,43200,20
19/5/2022,21:57,43500,20
19/5/2022,22:02,43800,20
19/5/2022,22:07,44100,20
19/5/2022,22:12,44400,20
19/5/2022,22:17,44700,20
19/5/2022,22:22,45000,20
19/5/2022,22:27,45300,20
19/5/2022,22:32,45600,20
19/5/2022,22:37,45900,20
19/5/2022,22:42,46200,20
19/5/2022,22:47,46500,20
19/5/2022,22:52,46800,20
19/5/2022,22:57,47100,20
19/5/2022,23:02,47400,20
19/5/2022,23:07,47700,20
19/5/2022,23:12,48000,20
19/5/2022,23:17,48300,20
19/5/2022,23:22,48600,20
19/5/2022,23:27,48900,20
19/5/2022,23:32,49200,20
19/5/2022,23:37,49500,20
19/5/2022,23:42,49800,20
19/5/2022,23:47,50100,20
19/5/2022,23:52,50400,20
19/5/2022,23:57,50700,20
19/5/2022,00:02,51000,20
19/5/2022,00:07,51300,20
19/5/2022,00:12,51600,20
19/5/2022,00:17,51900,20
19/5/2022,00:22,52200,20
19/5/2022,00:27,52500,20
19/5/2022,00:32,52800,20
19/5/2022,00:37,53100,20
19/5/2022,00:42,53400,20
19/5/2022,00:47,53700,20
19/5/2022,00:52,54000,20
19/5/2022,00:57,54300,20
20/5/2022,01:02,54600,20
20/5/2022,01:07,54900,20
20/5/2022,01:12,55200,20
20/5/2022,01:17,55500,20
20/5/2022,01:22,55800,20
20/5/2022,01:27,56100,20
20/5/2022,01:32,56400,20
20/5/2022,01:37,56700,20
20/5/2022,01:42,57000,20
20/5/2022,01:47,57300,"19,99"
20/5/2022,01:52,57600,20
20/5/2022,01:57,57900,"19,99"
20/5/2022,02:02,58200,"19,99"
20/5/2022,02:07,58500,"19,99"
20/5/2022,02:12,58800,"19,99"
20/5/2022,02:17,59100,"19,99"
20/5/2022,02:22,59400,"19,99"
20/5/2022,02:27,59700,"19,99"
20/5/2022,02:32,60000,"19,99"
20/5/2022,02:37,60300,"19,99"
20/5/2022,02:42,60600,"19,99"
20/5/2022,02:47,60900,"19,99"
20/5/2022,02:52,61200,"19,99"
20/5/2022,02:57,61500,"19,99"
20/5/2022,03:02,61800,"19,99"
20/5/2022,03:07,62100,"19,99"
20/5/2022,03:12,62400,"19,99"
20/5/2022,03:17,62700,"19,99"
20/5/2022,03:22,63000,"19,99"
20/5/2022,03:27,63300,"19,99"
20/5/2022,03:32,63600,"19,99"
20/5/2022,03:37,63900,"19,99"
20/5/2022,03:42,64200,"19,99"
20/5/2022,03:47,64500,"19,99"
20/5/2022,03:52,64800,"19,99"
20/5/2022,03:57,65100,"19,99"
20/5/2022,04:02,65400,"19,99"
20/5/2022,04:07,65700,"19,99"
20/5/2022,04:12,66000,"19,99"
20/5/2022,04:17,66300,"19,99"
20/5/2022,04:22,66600,"19,99"
20/5/2022,04:27,66900,"19,99"
20/5/2022,04:32,67200,"19,99"
20/5/2022,04:37,67500,"19,99"
20/5/2022,04:42,67800,"19,99"
20/5/2022,04:47,68100,"19,99"
20/5/2022,04:52,68400,"19,99"
20/5/2022,04:57,68700,"19,99"
20/5/2022,05:02,69000,"19,99"
20/5/2022,05:07,69300,"19,99"
20/5/2022,05:12,69600,"19,99"
20/5/2022,05:17,69900,"19,99"
20/5/2022,05:22,70200,"19,99"
20/5/2022,05:27,70500,"19,99"
20/5/2022,05:32,70800,"19,99"
20/5/2022,05:37,71100,"19,99"
20/5/2022,05:42,71400,"19,99"
20/5/2022,05:47,71700,"19,99"
20/5/2022,05:52,72000,"19,99"
20/5/2022,05:57,72300,"19,99"
20/5/2022,06:02,72600,"19,99"
20/5/2022,06:07,72900,"19,99"
20/5/2022,06:12,73200,"19,99"
20/5/2022,06:17,73500,"19,99"
20/5/2022,06:22,73800,"19,99"
20/5/2022,06:27,74100,"19,99"
20/5/2022,06:32,74400,"19,99"
20/5/2022,06:37,74700,"19,99"
20/5/2022,06:42,75000,"19,99"
20/5/2022,06:47,75300,"19,99"
20/5/2022,06:52,75600,"19,99"
20/5/2022,06:57,75900,"19,99"
20/5/2022,07:02,76200,"19,99"
20/5/2022,07:07,76500,"19,99"
20/5/2022,07:12,76800,"19,99"
20/5/2022,07:17,77100,"19,99"
20/5/2022,07:22,77400,"19,99"
20/5/2022,07:27,77700,"19,99"
20/5/2022,07:32,78000,"19,99"
20/5/2022,07:37,78300,"19,99"
20/5/2022,07:42,78600,"19,99"
20/5/2022,07:47,78900,"19,99"
20/5/2022,07:52,79200,"19,99"
20/5/2022,07:57,79500,"19,99"
20/5/2022,08:02,79800,"19,99"
20/5/2022,08:07,80100,"19,99"
20/5/2022,08:12,80400,"19,99"
20/5/2022,08:17,80700,"19,99"
20/5/2022,08:22,81000,"19,99"
20/5/2022,08:27,81300,"19,99"
20/5/2022,08:32,81600,"19,99"
20/5/2022,08:37,81900,"19,99"
20/5/2022,08:42,82200,"19,99"
20/5/2022,08:47,82500,"19,99"
20/5/2022,08:52,82800,"19,99"
20/5/2022,08:57,83100,"19,99"
20/5/2022,09:02,83400,"19,99"
20/5/2022,09:07,83700,"19,99"
20/5/2022,09:12,84000,"19,99"
20/5/2022,09:17,84300,"19,99"
20/5/2022,09:22,84600,"19,99"
20/5/2022,09:27,84900,"19,99"
20/5/2022,09:32,85200,"19,99"
20/5/2022,09:37,85500,"19,99"
20/5/2022,09:42,85800,"19,99"
20/5/2022,09:47,86100,"19,99"
20/5/2022,09:52,86400,"19,98"
