index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-270.2054493,1 72,1 65,1 71,1 1,,,,7.525046680883054,-2033.3086194114792,0,,,-270.2054493,
2.0,-308.4321663,1 72,1 65,1 71,1 2,,,,7.5245845407124206,-2320.8239103994224,0,,,-308.4321663,
3.0,-369.646368,1 72,1 65,1 71,1 3,,,,7.524100367846867,-2781.2563734420587,0,,,-369.646368,
4.0,-444.2815315,1 72,1 65,1 71,1 4,,,,7.523592738670759,-3342.5933043189243,0,,,-444.2815315,
5.0,-595.3827711,1 72,1 65,1 71,1 5,,,,7.523060112661563,-4479.10037702832,0,,,-595.3827711,
6.0,-825.8945822,1 72,1 65,1 71,1 6,,,,7.522500820673164,-6212.79267238902,0,,,-825.8945822,
7.0,-1358.252033,1 72,1 65,1 71,1 7,,,,7.521913051825442,-10216.653694691142,0,,,-1358.252033,
8.0,-1965.034413,1 72,1 65,1 71,1 8,,,,7.5212948388072975,-14779.603188575627,0,,,-1965.034413,
9.0,-245.2631722,1 72,1 65,1 71,1 9,,,,7.520644041369752,-1844.5370145733734,0,,,-245.2631722,
10.0,-280.2847716,1 72,1 65,1 71,1 10,,,,7.51995832774975,-2107.7298023348567,0,,,-280.2847716,
11.0,-405.6639103,1 72,1 65,1 71,1 12,,,,7.51923515372265,-3050.2823349243517,0,,,-405.6639103,
12.0,-512.2500348,1 72,1 65,1 71,1 13,,,,7.518471738930912,-3851.337409910176,0,,,-512.2500348,
13.0,-694.3915714,1 72,1 65,1 71,1 14,,,,7.51766504007633,-5220.203240437447,0,,,-694.3915714,
14.0,-941.608426,1 72,1 65,1 71,1 15,,,,7.51681172049155,-7077.8932526704,0,,,-941.608426,
15.0,-202.3432148,1 72,1 65,1 71,1 17,,,,7.515908115520665,-1520.793010235861,0,,,-202.3432148,
16.0,-236.6116378,1 72,1 65,1 71,1 18,,,,7.514950193035715,-1778.1246731596068,0,,,-236.6116378,
17.0,-285.1547264,1 72,1 65,1 71,1 19,,,,7.513933508291611,-2142.633653744687,0,,,-285.1547264,
18.0,-342.8411714,1 72,1 65,1 71,1 20,,,,7.512853152171809,-2575.7153752467657,0,,,-342.8411714,
19.0,-426.2889614,1 72,1 65,1 71,1 21,,,,7.511703691694722,-3202.1563650770886,0,,,-426.2889614,
20.0,-543.1873824,1 72,1 65,1 71,1 22,,,,7.510479101428526,-4079.5974836748655,0,,,-543.1873824,
21.0,-684.3559891,1 72,1 65,1 71,1 23,,,,7.509172684190236,-5138.947299611711,0,,,-684.3559891,
22.0,-791.2899193,1 72,1 65,1 71,1 24,,,,7.507776979070689,-5940.828239891243,0,,,-791.2899193,
23.0,-141.448674,1 72,1 65,1 71,1 25,,,,7.506283654414926,-1061.7538695848655,0,,,-141.448674,
24.0,-174.3175737,1 72,1 65,1 71,1 26,,,,7.504683382876283,-1308.1981986897017,0,,,-174.3175737,
25.0,-214.1454035,1 72,1 65,1 71,1 27,,,,7.502965695025903,-1606.7256162079798,0,,,-214.1454035,
26.0,-264.1969508,1 72,1 65,1 71,1 28,,,,7.501118807202419,-1981.7727164514122,0,,,-264.1969508,
27.0,-325.9570101,1 72,1 65,1 71,1 29,,,,7.499129418283731,-2444.3938035367173,0,,,-325.9570101,
28.0,-403.0176311,1 72,1 65,1 71,1 30,,,,7.496982468793824,-3021.416114971517,0,,,-403.0176311,
29.0,-494.6090556,1 72,1 65,1 71,1 31,,,,7.494660854142906,-3706.927127109912,0,,,-494.6090556,
30.0,-560.0731453,1 72,1 65,1 71,1 32,,,,7.492145081731756,-4196.14926096943,0,,,-560.0731453,
31.0,-67.73841025,1 72,1 65,1 71,1 33,,,,7.489412858987701,-507.3209207737343,0,,,-67.73841025,
32.0,-98.49245696,1 72,1 65,1 71,1 34,,,,7.486438595944928,-737.3577311947886,0,,,-98.49245696,
33.0,-135.1382086,1 72,1 65,1 71,1 35,,,,7.48319280146925,-1011.2652697989699,0,,,-135.1382086,
34.0,-178.3073149,1 72,1 65,1 71,1 36,,,,7.47964134628904,-1333.67476487182,0,,,-178.3073149,
35.0,-228.5572442,1 72,1 65,1 71,1 37,,,,7.475744558117355,-1708.6355745464493,0,,,-228.5572442,
36.0,-279.8751637,1 72,1 65,1 71,1 38,,,,7.471456103615104,-2091.075000076641,0,,,-279.8751637,
37.0,-344.1564392,1 72,1 65,1 71,1 39,,,,7.466721597728649,-2569.720317572027,0,,,-344.1564392,
38.0,-397.2615662,1 72,1 65,1 71,1 40,,,,7.461476861569028,-2964.1579841919724,0,,,-397.2615662,
39.0,16.19580734,1 72,1 65,1 71,1 41,,,,7.455645723351854,120.75020173070158,0,,,16.19580734,
40.0,-18.32173748,1 72,1 65,1 71,1 42,,,,7.449137219852086,-136.48113659462697,0,,,-18.32173748,
41.0,-59.03366791,1 72,1 65,1 71,1 43,,,,7.441842003676811,-439.31922948374586,0,,,-59.03366791,
42.0,-98.19133065,1 72,1 65,1 71,1 44,,,,7.433627687367397,-729.917794179287,0,,,-98.19133065,
43.0,-141.6698056,1 72,1 65,1 71,1 45,,,,7.424332748089664,-1051.8037771315765,0,,,-141.6698056,
44.0,-189.1522609,1 72,1 65,1 71,1 46,,,,7.413758459586104,-1402.3291743972127,0,,,-189.1522609,
45.0,-228.563978,1 72,1 65,1 71,1 47,,,,7.4016580843738575,-1691.7524155603485,0,,,-228.563978,
46.0,-268.0092527,1 72,1 65,1 71,1 48,,,,7.387722205559858,-1979.9779074672933,0,,,-268.0092527,
47.0,109.3356119,1 72,1 65,1 71,1 49,,,,7.371558532546507,805.9738628126385,0,,,109.3356119,
48.0,72.27989785,1 72,1 65,1 71,1 50,,,,7.352663657337813,531.4497780777846,0,,,72.27989785,
