PRD_MALM_1_130522,PRD_MALM_2_170522,PRD_MALM_3_190522,PRD_MALM_4_190522,PRD_MALM_5_230522,PRD_MALM_7_010622,PRD_MALM2_7_010622,PRD_MALM_8_010622,PRD_MALM2_8_010622,PRD_MALM_9_060622,PRD_MALM2_9_060622,PRD_MALM_10_080622,PRD_MALM2_10_080622,PRD_MALM_11_080622,PRD_MALM2_11_080622,PRD_MALM_12_150622,PRD_MALM2_12_150622,PRD_MALM_13_150622,PRD_MALM2_13_150622,PRD_MALM_14_220622,PRD_MALM2_14_220622,PRD_MALM_15_220622,PRD_MALM2_15_220622,PRD_MALM_16_230622,PRD_MALM2_16_230622,PRD_MALM_17_230622,PRD_MALM2_17_230622,PRD_MALM_18_290622,PRD_MALM2_18_290622,PRD_MALM_19_290622,PRD_MALM2_19_290622,PRD_MALM_20_050722,PRD_MALM2_20_050722,PRD_MALM_21_050722,PRD_MALM2_21_050722,PRD_MALM_22_070722,PRD_MALM2_22_070722,PRD_MALM_23_110722,PRD_MALM2_23_110722,PRD_MALM_24_110722,PRD_MALM2_24_110722,PRD_MALM_25_120722,PRD_MALM2_25_120722
2022-05-13 17:15:00,2022-05-17 17:15:00,2022-05-19 16:46:00,2022-05-19 18:55:00,2022-05-23 08:20:00,2022-06-01 15:20:00,2022-06-01 15:40:00,2022-06-01 16:15:00,2022-06-01 16:25:00,2022-06-06 12:00:00,2022-06-06 12:15:00,2022-06-08 11:30:00,2022-06-08 11:40:00,2022-06-08 12:05:00,2022-06-08 12:15:00,2022-06-15 17:05:00,2022-06-15 17:15:00,2022-06-15 18:25:00,2022-06-15 18:35:00,2022-06-22 16:44:00,2022-06-22 16:58:00,2022-06-22 17:52:00,2022-06-22 18:00:00,2022-06-23 11:30:00,2022-06-23 11:44:00,2022-06-23 16:10:00,2022-06-23 16:26:00,2022-06-29 10:14:00,2022-06-29 10:24:00,2022-06-29 14:50:00,2022-06-29 15:02:00,2022-07-05 17:15:00,2022-07-05 17:55:00,2022-07-05 19:15:00,2022-07-05 19:35:00,2022-07-07 13:50:00,2022-07-07 14:20:00,2022-07-11 12:05:00,2022-07-11 12:15:00,2022-07-11 16:30:00,2022-07-11 16:40:00,2022-07-12 12:40:00,2022-07-12 12:50:00
Stem,Stem,Stem,Stem,Stem,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil
1.182018342373736e-39,6.569184526876376e-33,0.005025086215233576,1.8403408098983237e-34,0.0061656957334992315,0.0005047441118813204,0.0020283739588120736,0.0027641966930834283,0.0014465566491780502,1.9613028518053454e-06,2.7545470465643573e-28,9.090469138823097e-34,3.4056290324007716e-30,1.055384235397188e-27,6.473292508711854e-06,2.415781198111549e-05,3.5558395545107106e-31,1.3095944924573143e-29,6.999763794852797e-30,7.061428761479984e-29,3.105045245194877e-33,0.003288290622754786,0.0004988124012944976,6.980040248966402e-39,4.942048631488897e-18,0.006059640791628478,0.0064200189490680555,6.010714543872373e-33,1.9923334283084715e-22,8.179919955259452e-22,0.0030005567820077937,3.307548383309632e-33,1.4877059310146985e-27,0.0049881483872112435,8.775645964322965e-31,0.011774217742780733,0.01436341494806703,0.010906028705511658,0.01810292028754071,0.017324880007934307,0.022870291270640695,0.021579248577702336,0.030028573751503265
5.957237639347052e-39,2.2005371766694782e-32,0.00469156577573623,2.110493834219545e-34,0.0062465447328094925,4.72885706701454e-05,6.403570769643424e-27,0.004325083573075549,0.002055412085301946,1.7291561255081707e-06,1.1666649663696454e-28,1.506362087048706e-33,3.4500070121845686e-30,1.7479679508465304e-27,1.2641423238542157e-05,1.4952830656475046e-05,1.340377306726482e-32,2.6296207741140518e-28,1.823007232532063e-30,4.799950061413236e-30,4.7601120230622534e-36,0.001431914415253781,2.303597383177195e-24,4.066623258017153e-39,6.586200543595495e-13,0.0005090482482382198,0.003806410590248931,1.2273158585661698e-33,1.6190446893417906e-28,1.5532623333704763e-22,0.003825086009490589,1.2308015428413576e-27,0.00355037479675103,0.009109686632195009,6.853319439093457e-30,0.021107918439556672,0.02099225407603016,0.021295555549584518,0.007577396676916019,0.008795002730739222,0.011331926892565118,0.011872523490292893,3.0522755868843407e-29
1.3725210769680642e-37,1.765334288557942e-31,4.389688468278186e-33,6.049049072283393e-32,9.538993959058086e-22,4.147159045520389e-05,7.683898121005785e-26,0.0007747069871518248,0.0006466896782125175,1.3356608668581906e-06,6.612387173511067e-29,5.17915087607073e-33,4.780909874116357e-30,3.7440025155814394e-27,2.4801353956779727e-05,2.858721479383485e-05,4.58006257012283e-44,2.5804398430789496e-31,1.1239824251277286e-31,3.1217336778629175e-29,9.249403254400423e-36,0.0003132093313594235,1.4164875220583783e-27,3.770605903267473e-43,0.0027429087694710633,4.1311443877935375e-05,0.001750693125093934,5.838471572177728e-34,2.4538771593310543e-26,1.03418137706619e-20,0.008523413301954767,4.004998773130005e-34,8.84147229615051e-30,0.01585294860580787,1.2348030421823927e-31,0.002679294081666067,2.6257469472666422e-23,4.09620275896212e-42,2.709692183261889e-42,0.015018539517453912,5.940299217825532e-11,0.009635023317238705,2.091681896245219e-30
2.1512597177009812e-35,4.806846508792319e-30,0.006351219002862143,2.3384616482475637e-23,0.0011971355087738603,4.983214375073388e-05,4.727580953822182e-25,0.0014133978891268332,0.0006586556422368085,1.1913347252876037e-06,1.640045940228412e-29,1.356932375963555e-32,6.882252304728213e-30,1.0898117257488167e-26,5.498097906694198e-05,0.00013201838598940932,2.9508613400567407e-32,1.3470655711172982e-32,2.554837054492422e-32,3.660984390511904e-27,7.179598424203647e-36,0.00012393829232670495,5.031044437273948e-29,0.013837990117556202,8.67753537176532e-18,0.011193817522346742,5.762401283127504e-25,1.2251701164587198e-33,3.564004455866547e-25,0.012658895598618481,0.003040811429811915,5.828202360186772e-35,5.127717199655559e-29,0.02848398451747517,1.1604405775689112e-32,6.324996817778244e-05,2.865130857752596e-24,1.9668419228829193e-33,7.414445887640178e-44,0.009892672869470646,0.00014027727392057555,2.7325195632485923e-28,1.0312899765984212e-31
1.6214528442588782e-34,1.1776292267213046e-27,0.0029223352064668665,0.0012870435434796175,0.002482956930328721,4.1377990898065424e-05,1.9724332711573727e-25,0.0009555279983356655,0.0005492869630997852,1.0408145647038862e-06,9.779722052930236e-30,3.478777321231025e-32,9.896134197228044e-30,5.410549890617654e-26,0.00013853034258389538,0.0002631777567471269,0.0009570755208050326,2.170598026616143e-34,7.207661896185907e-33,1.1487581532622787e-23,0.0012787919370037646,3.340374774808723e-05,4.42222164820438e-30,4.807310368230374e-31,1.0613517920150396e-22,0.00018705733370063792,1.2239044055337835e-28,1.5831075229506762e-32,2.4962930266004667e-25,4.4199095118043635e-23,0.00035438872563884965,1.1143120697245383e-38,2.800550508245575e-35,0.019181202553903768,2.7508415625520004e-33,4.5288228130288834e-05,3.3908593363762706e-25,8.102472600866521e-35,3.903132019960281e-45,1.2266233725151522e-28,3.3666334473682786e-05,1.236962691627792e-30,5.820529487622349e-33
1.2035841758547386e-31,0.0026865669467856885,7.3148146247035825e-34,0.009094436610773618,0.006690468377760232,0.000879520200850386,0.0014043450851365014,0.0018191966235108607,0.0009763031098698153,9.493193238391659e-07,6.808264818900451e-29,7.912507442290604e-32,1.3826409856532875e-29,1.0359185298041297e-24,0.000355846695078161,0.0019015626105413162,0.010710283774796698,7.946335937315501e-36,2.1296938085786175e-33,4.2741255202928306e-24,0.006294248134798258,1.3567383462715825e-05,8.976559394303557e-31,2.2112118873470024e-35,1.53686004649044e-23,5.3855351286817005e-06,4.238428823245774e-30,1.220461624474922e-33,2.356278488515072e-26,0.002674715044365896,0.00020922051408684537,3.845629453843349e-37,1.955063691720971e-30,0.0013331746445946061,1.0105734490650525e-33,6.265178443049719e-06,5.297432985709845e-26,5.018825266180154e-37,3.4565455485808564e-46,9.1715607665475e-30,1.3087696646467533e-05,5.966160627527664e-33,6.937766083717875e-34
2.7201882261090083e-34,0.018364106007238926,0.003073166205447825,0.00028170780019167883,0.007961438950366728,0.001276341445584104,9.84852139028079e-21,0.001032210074201738,0.0007437424645052705,8.240330895604737e-07,1.583329736639514e-28,1.2517838779414126e-31,1.457814502963232e-29,8.727822406669515e-24,0.0005398816559209626,0.00015747011464580814,3.4197423969950964e-33,1.7919738732602122e-36,9.945920150444762e-34,4.055946640528304e-27,4.929344374213975e-35,8.78596877880991e-06,4.0400168191624515e-31,3.561145535153175e-37,3.195591613319677e-24,1.5366741741539677e-06,6.724775605347988e-31,1.3199687193385597e-34,5.6698414311907804e-27,1.3548144220388502e-23,0.00013455959908776052,2.0611807108074757e-37,7.635191009922797e-31,0.018360764428944083,5.865398995214675e-34,2.4690385516360012e-06,1.8521284052148142e-26,3.21388806253969e-38,8.182753727893162e-47,6.688186434418679e-31,8.192740510511526e-06,4.634786479099822e-34,2.20749649402943e-34
1.1269471250855738e-34,9.007470595238173e-25,4.816106241466616e-34,9.506774199062804e-28,8.27161641929991e-37,0.00037631197290170906,1.6418164335861074e-22,0.0007280091003503986,0.0005664207846624856,7.676753910230686e-07,2.255516645381524e-28,1.5773548509292743e-31,1.456104003517531e-29,8.64004215596008e-24,0.0006485153315407984,0.00012353664785195873,3.4682730958263465e-26,8.785272173905152e-37,6.957099030494398e-34,1.2533735410953387e-28,3.164295133707692e-35,7.202370534589384e-06,2.8567980093525176e-31,9.588728921845923e-38,1.5500003431566156e-24,9.050387763192093e-07,2.887363952738343e-31,5.576526546215775e-35,3.219259023711092e-27,2.3817336552278524e-24,0.00011757648442350175,1.3166631672300428e-37,4.56449864432992e-31,0.027140726253660978,4.6965978126552054e-34,1.4993485687607078e-06,1.1331362950346102e-26,6.4873509860142e-39,4.788816022168272e-47,2.5865987132573798e-31,6.5792222776940595e-06,1.1537145521798635e-34,1.2562837466008066e-34
2.760934659357565e-34,2.878405662446715e-27,7.014555830192931e-36,8.265437904408012e-31,3.0862865259827693e-31,0.00025356220454115716,1.639762641460861e-23,0.000733907794368836,0.0005364655200117694,7.331218143789997e-07,2.2566079254362624e-28,1.5717263706895973e-31,1.2965975216180126e-29,3.179645380418162e-24,0.0006584864816681974,0.00010181998460492675,8.721707725659354e-28,5.272912304192772e-37,5.925245497567786e-34,3.768934762047126e-29,6.344816854516107e-36,6.460728516485448e-06,2.4760521464098094e-31,5.725796502618161e-38,1.1986792764014405e-24,6.215236922359725e-07,2.152002428530599e-31,2.4691291124938767e-35,2.1089225933318333e-27,1.7782844464386987e-23,0.00012857478292771355,7.410266454835261e-38,3.1833151752811153e-31,3.703657832981661e-12,4.314999920556034e-34,1.0141774140708727e-06,8.994693068392622e-27,1.756586773784599e-39,4.702496423531621e-47,9.52053825105312e-32,6.3102545145950715e-06,3.601224758861043e-35,9.999961688037838e-35
1.0561449591434112e-39,4.6932035613947145e-35,2.9844597414791904e-36,6.488965348042932e-31,6.445258056769133e-40,0.00010112976525135324,5.327825869495101e-26,0.000636784500504035,0.0027851927825177504,2.4565941191506375e-06,5.8176969492984515e-27,1.2344675753801222e-32,2.1717925530114385e-29,2.472356112285619e-28,7.918767240663745e-06,9.943318333891315e-06,7.271149195358889e-27,1.08431305170884e-31,1.4494315543379134e-28,9.763099333712715e-28,3.485088371133038e-33,1.4923996927932886e-10,5.302088495719883e-25,1.88300253081977e-33,1.3526914766271369e-19,6.125000171041405e-10,2.4183194915444906e-22,4.295011002846263e-31,2.7811332470992114e-21,5.871987460218203e-25,0.00034832667187846745,3.0670253568255924e-36,9.126404064967455e-27,0.0002585844450121422,1.0064938759508951e-28,3.8041655635370705e-07,1.8869552852886602e-26,1.8727513196622585e-40,7.130898508901475e-38,7.451262655660683e-05,2.87241289029036e-11,2.0408252375982526e-25,3.6770871341103495e-26
7.578035343332055e-40,3.236364327912927e-32,1.7171230001104672e-36,3.8085129135507244e-27,5.077020591192399e-35,8.016026413166068e-05,6.13688156333411e-26,0.013364831992144733,0.005264715736235897,3.3202545138134966e-06,5.813318786922656e-27,9.534264670492241e-33,3.1047720372929816e-29,1.5633288243924763e-28,7.961392461668133e-06,0.00018750315167757057,3.302845583994448e-27,3.956253239230546e-27,3.1515763535557177e-28,1.5358048221212211e-31,3.21471110973115e-33,0.0004108367198908964,2.6462073980641296e-25,1.9611014669649513e-33,1.0415925653466957e-19,3.546916842354384e-05,5.519418259842504e-22,6.715166130047847e-32,3.0715171667169088e-21,3.8631176587789047e-25,0.0005098585759175717,3.859060505786076e-30,2.907442288798546e-26,7.452909065342191e-05,2.8247789454906765e-29,0.0016285529218277,5.797797978541384e-23,0.002280973035274396,0.005096063784792184,0.002890289903063319,0.00023681978103490598,6.857494833230204e-25,7.157956939231938e-29
5.987509605812936e-44,4.2965747408258486e-32,5.451385376037126e-37,8.432373317100725e-27,3.0224074769176797e-33,0.00012574061867817835,3.5242696360707817e-25,0.02316721196312241,0.009394575716327375,4.573728441802644e-06,4.530642600890923e-27,4.27424272110335e-33,3.462984831869907e-29,1.5225706999986184e-28,9.31773447856465e-06,0.00027555990368269815,7.471377611284509e-27,4.343855537732967e-26,6.259015207610941e-28,3.4481150370998015e-28,1.6081599711906934e-32,0.00043714888341871047,1.1038626638190544e-37,2.7327153461116353e-34,5.179675172139583e-20,1.5059390486909949e-05,4.029405183952401e-23,7.937952822655623e-33,3.479006743227186e-22,2.293238587214679e-25,0.0006578347983191118,2.001074138990599e-29,1.1208934780825113e-25,4.983035799922094e-11,9.428403669078228e-29,0.002086709759125743,0.011660266969231578,0.006358785668742394,0.0306594145862792,0.00441162185722471,0.0003660140011867076,0.0031591977765573296,0.01029737147074104
1.1132691688380853e-39,3.0201902901629403e-32,1.420194744303289e-36,2.920142569097737e-24,0.013659751546061059,0.001364520907321453,1.1806856707838365e-21,0.006464327811689968,0.007380098108932491,5.930720765484532e-06,2.5842491964454764e-27,4.1942132319938295e-34,2.842558546751666e-29,3.0303964201576974e-28,1.2918597644965464e-05,0.0004416238935487089,9.081528422723119e-27,3.230772291223159e-28,8.918327959982413e-28,2.1306980901553922e-27,3.8278156058114374e-31,0.0003227062745500976,2.745803461538421e-26,1.8325325261018573e-37,5.759802920564581e-20,5.825884841578783e-06,1.3624401471521814e-24,1.1625830147464432e-31,1.4754506668483877e-23,1.063316121592358e-25,0.0006929462704104065,2.975382664656962e-31,0.001285539514423613,0.002124087736203951,4.844996155980815e-28,0.010944453263087812,0.011436562415531641,0.022424752315148597,0.01617366029410417,0.006214218634207793,0.00021684346054693475,0.00875035288489673,0.004880889785712514
2.8135646024041937e-38,7.652821031435527e-32,0.01583299904473221,0.010174104504231332,0.01649386280325206,8.412836141430017e-05,1.5623024208768068e-24,0.016212966346045028,0.011386752148843243,6.127701876235911e-06,1.3455921103616415e-27,5e-324,2.1708270207595826e-29,4.363874262650273e-28,1.8349837316725768e-05,0.0018214299324697775,0.004172608351063032,3.4261883422570636e-25,5.0781924104856415e-28,4.829776240312357e-25,8.256892553920676e-28,0.0007316476027921108,0.031835940230706794,0.0054016112734030985,0.003310132306691127,0.0011260740966448659,0.004928794471338523,2.716196395689074e-26,0.00911896575100645,1.9953276462662612e-21,0.0013179626311635752,0.017194603577237663,0.02467148736617747,0.029964997370145897,4.822119588645168e-29,0.012775622766127544,0.005489247568830271,0.02449248299876937,0.013923381081022701,0.015372684916755351,0.0006225114499599174,0.018713958443917163,3.267577926123747e-29
4.611572699698603e-37,1.732567382954799e-31,0.01968024261257971,0.00833776843148545,0.015491942023520108,3.6360461286064546e-05,5.058849548793342e-25,0.01245042605592683,0.007340630339344471,9.161095572799654e-07,8.177283607077144e-28,3.4683453478987916e-33,5.274303217802333e-33,7.805399451147896e-32,2.8535126164449327e-05,0.00027773106138391415,0.005816034684057974,0.015314510495075788,2.0334664245496123e-29,3.808114593351572e-24,0.004944433444971974,0.019323567901139073,3.382413084179054e-26,0.01542558926297545,0.020578728471948592,0.015654284798725448,0.013047301429247146,0.011177960550914747,0.021357909148917064,0.013162281783706133,0.0017404255082863768,0.025758728440985756,0.027927004989081294,0.04597949599542678,4.730766788083444e-30,0.028822151001123578,1.9756667654665728e-29,0.030863379995157127,1.607835795598983e-44,0.01338295666709006,0.0006919657444500319,0.022100627871858576,1.8072418756358402e-28
5.367398289343902e-35,7.976151757793276e-31,0.0008654598865288749,0.003702833932026726,0.008100299973581275,1.7119268818011077e-05,2.4397801310564316e-25,0.006196176254105268,1.0746440176883808e-07,4.634048544221675e-06,2.801512266374625e-28,1.3227910217253044e-32,3.379971806376984e-29,6.858229949194582e-30,4.6527337557147636e-05,0.0004562765821236908,0.004770103440322862,0.00028592000650509166,1.2105439248214336e-30,6.533063624557873e-23,0.005006134023985788,0.0011951927538981673,2.4851867034664264e-27,0.006777676998754499,3.0745647102155893e-28,0.008859168004175412,1.5475156098298475e-28,0.015934217586460606,0.01397506862109172,0.011601175284424536,0.0012115513470617777,0.021000926870318876,0.006749559154964371,0.03601659599728487,3.724930732436391e-31,0.023523397443790676,5.136858481609694e-23,0.02362816046607226,1.5601677697496386e-42,0.02002669324226827,0.00032139874523715636,0.030878660671618572,8.731128932373673e-30
2.121969301896741e-36,2.5468501175344707e-30,0.00013780275589238392,0.0034237998544772432,0.0014568757888494014,5.31407836490726e-06,1.8734946493881693e-25,5.574603970952228e-10,0.0020001300054179167,3.566248583390848e-06,3.9753593113871164e-28,2.9112916683733862e-34,2.9949936260928525e-29,6.1874727842632854e-27,4.222552017505803e-05,0.0022553202398741946,0.012340451099855043,2.457950856756646e-31,9.255404058981835e-32,3.4946339343683676e-18,0.011537478749887756,6.479117587529161e-09,1.967197305629209e-28,0.009608360123669588,5.511075425871293e-23,0.004763232550793951,5.262119570292137e-29,0.010747320431509643,4.514158699049041e-24,0.008873403883153603,0.0002591265015866854,0.011516258903587349,5.797584456406364e-31,0.023106432991062263,9.427423165583383e-32,7.217945798855377e-05,6.966479378493604e-24,0.007391160644588714,1.625408141515751e-43,0.01304548864057379,2.8610794773503804e-11,0.005463743035450105,1.0096466304443181e-37
0.013868976817296519,0.004714674843387569,0.011247674395782689,1.3877555209340055e-22,5.401458570296421e-32,9.8307315472224e-11,5.076823033279613e-32,1.5637021172279536e-06,0.0008666380830867076,5.003200877382516e-10,1.9310748370416553e-31,7.323051360891757e-35,7.95112464093277e-32,4.9603592979596666e-26,0.00023023541170517884,0.004425389220640665,0.0073309113038791795,3.955510196574603e-33,7.080874104063772e-32,0.008217972801604537,0.006965648353754773,8.474187149747978e-05,2.9125183375436793e-29,0.004793008809410663,3.5248124203523405e-22,0.0028599466425755825,1.2540401686436675e-28,0.00037098060847857615,1.5809927636372522e-23,0.00411329164873557,0.0003444940755343704,0.004187398188387433,7.521007278624644e-29,0.006866604049577284,2.6197728823093066e-32,0.000163914734557909,1.3978831591782562e-24,8.818795828751325e-30,1.8783852945983302e-44,0.00019725321763868853,5.705188761965128e-05,1.4348614299883554e-29,6.28665017273223e-32
0.016499158047906286,0.026392967451508906,0.008326974903730501,0.0036594927694353655,0.003428706096105246,0.00014270743836720443,8.514262640305751e-25,0.0012363842287420876,0.0010425805548043615,3.262280178800251e-06,1.660903774973781e-27,4.635423608058227e-31,1.9308327376030466e-28,1.1073147234540837e-25,0.0003709692885132781,0.0024604480542388864,5.93454968491119e-16,6.3066750257864424e-34,2.6068882382204206e-32,0.00615352748656331,6.395432601525679e-33,4.7706805957009587e-05,8.394325741432462e-30,0.0019542449938037363,5.892455303611717e-23,0.0021986159303061725,1.4430817783575964e-29,1.3193757659629536e-30,1.6027741372915917e-24,0.0011522787310487904,0.00019885771608786079,7.48467676255042e-37,2.918226144320665e-29,1.2558796669999343e-05,1.1881147141641611e-32,6.49062385074457e-05,4.167918504972907e-25,3.7697309339034624e-32,4.1423391995080094e-45,0.0046109056975842735,3.0328858227891337e-05,7.377786763142209e-29,1.2807360369052548e-32
7.75695313294349e-26,0.026319356893397473,0.01081443508387094,0.011287587900323377,0.006176274795340164,0.0002065169835440856,9.873227863644526e-25,0.000948684812996742,0.0008255224076618019,2.9126748432597503e-06,3.353216367797014e-27,1.032375954207528e-30,2.7114578322372256e-28,2.233148079917747e-25,0.0005314747841020073,0.0063427118798602,5.000454609778711e-23,1.8119838830615619e-34,1.2074799929185435e-32,0.002431466288382215,4.837437548650079e-34,3.145930170533349e-05,3.718858747958629e-30,7.29913110244967e-32,1.7040206406643483e-23,4.1828439330200305e-05,3.3549451366818755e-30,1.7828541616467455e-30,4.566036247721404e-25,2.5143130187417257e-17,0.00014982967644633946,1.0678722925173418e-34,1.4572865578874245e-29,0.010829084207393041,7.682661978635975e-33,2.7757178608046344e-05,1.9601521055697036e-25,2.493791987886769e-34,1.75874858759923e-45,5.435175529638047e-26,1.9924017513967457e-05,1.0408184467645034e-29,4.4144133977409166e-33
8.319838977050192e-32,0.00810731522465826,0.007943296615108175,0.007333630575772506,0.0008667406674009001,0.00019028599156697954,7.343654642419602e-25,0.0007359819704944191,0.0006865188054354225,2.5544416311032592e-06,3.9387801645784544e-27,1.3914498156431366e-30,2.635245323682454e-28,2.8084668495080784e-25,0.0006347893244407179,2.1727676563818088e-14,2.6722497226237767e-25,4.87054755493806e-35,7.362171812393866e-33,7.471598072485243e-26,1.0043222369989223e-34,2.2922741993770416e-05,2.2592804968310985e-30,4.3323158756535994e-35,8.131628590649233e-24,7.93593707309519e-06,1.528706188060758e-30,7.11690432834762e-32,1.44456258797509e-25,5.818101132752206e-20,0.00013892270246984006,6.997272461562479e-36,8.382023816892915e-30,0.017549048459454635,5.6157698913241555e-33,1.4997900201367053e-05,1.2067180884892722e-25,3.082409872850537e-36,1.1653125091580814e-45,1.3432616168036715e-28,1.6040062086070235e-05,3.235593554516479e-31,2.2793118308597673e-33
5.762317178264833e-32,1.4216467328364316e-29,5.132010246965705e-29,1.4687971847953125e-25,2.97597280802545e-34,0.00016075506289872334,4.672806236053011e-25,0.0006404334812245477,0.0006351723941649867,2.36498041317693e-06,3.561390105393175e-27,1.367498320011e-30,2.252834103326055e-28,2.647790227440784e-25,0.0006561900803013445,3.2782045768171217e-12,1.5377718507899606e-26,4.140157164168821e-35,6.0720028448610794e-33,1.2655397984802883e-25,4.239320004454567e-35,1.947946602437623e-05,1.866103337195656e-30,4.1331161107911505e-38,6.519812590136198e-24,4.116456256783037e-06,1.25539213761039e-30,2.1747437295860193e-32,7.511917315963374e-26,7.40301586811789e-21,0.0001443574780021568,9.621982666486783e-36,5.880799011442591e-30,0.0035858228692079446,4.937125393964615e-33,1.0544755988971594e-05,9.923131737991402e-26,3.0551573321221258e-37,1.0361909536798872e-45,4.683486021978575e-30,1.5133480525409125e-05,4.8742707352740006e-32,1.7464646361040085e-33
7.24523717956558e-44,2.9498684651818034e-30,4.6133720184824496e-05,0.0006049913419643672,3.858091411734616e-26,8.517429495942298e-09,8.732591887628465e-26,1.7595594267200587e-05,0.001172439358906355,1.1914094585786138e-05,7.2026736469288e-26,1.5498264236316766e-31,6.824252595314573e-28,1.792128754099352e-27,4.8366797278649905e-06,0.0014327532135335068,3.760072627775908e-35,6.1398598424449856e-30,1.3719821100541217e-26,2.0026929821832819e-25,5.998081844090728e-34,0.0011272555214623056,1.8548772667281036e-25,1.5422207785760185e-05,2.1955455274339096e-19,0.0013410328296407283,1.1321868874921857e-22,1.1039630045810778e-27,2.098543493808389e-23,9.536163354223828e-27,0.00038037899761915196,2.762419684541577e-25,1.1423535204523725e-29,0.003963340528997053,7.328424990588468e-29,0.0020845496684912764,4.957931277647369e-21,0.0013283099257140364,6.244580453624287e-33,0.003085604042512434,0.00010340247978450742,0.0024039106686878737,1.9029868962438723e-23
6.063608518323907e-36,1.697489910516598e-29,0.009433117133115084,0.008150877453684256,0.00473694190214543,0.00034305892384347945,4.595752841206689e-25,0.002920764914282666,0.0035190781594095196,1.3171605668586207e-05,8.133710629541564e-26,1.487719601934469e-31,8.013168661641329e-28,2.040292531153425e-27,1.7579772689289433e-05,0.004899804303260323,7.323892611704556e-25,1.3313920727787745e-15,5.0753163615217897e-26,5.107188813000652e-29,1.2443176878660257e-34,0.0013997801486723518,8.711983531073483e-25,0.006855158359317569,9.087416308946633e-19,0.006585388891724385,9.088824411021194e-22,5.062604142286577e-24,1.1346589815865172e-23,9.723755326296736e-19,0.0004701349936048814,0.001210608036209431,3.832878180910953e-28,0.006804327054231677,3.66901022658655e-28,0.001985983327971722,4.094751584597094e-21,0.009178306164969676,1.4818958413182293e-33,0.00310329624430895,0.00011680021142394878,0.008625762858022136,8.888037538944279e-24
9.114905119448351e-32,7.670451709437056e-28,0.01715526128411286,0.017628075304695054,0.013936454485452181,0.0012772023667548813,4.792207537806575e-24,0.0036620118651808334,0.005500497486054354,1.7085040118555782e-05,7.105555942810802e-26,1.1132346015574296e-31,9.21318750344889e-28,2.9896842713227307e-27,2.7243258835554864e-05,0.022533771578394417,0.016908425798501527,0.020069589113124044,2.373755418036318e-25,0.01112799658749956,0.00699860135457847,0.0024393771235184766,1.5369377678940874e-24,0.016972593358209446,1.557574250628143e-17,0.01372060757766962,3.216685861597713e-20,0.02018513264166686,0.004480606690531634,0.013195360224261493,0.0006144585064414226,0.027151214381329062,0.006189388180857564,0.00808413984490382,4.619721960395445e-29,0.012346781913929532,2.743722984372667e-21,0.016063991292374593,6.99038754679245e-34,0.0026247982098386957,0.00015760422362324093,0.010743566918528919,1.9610603104987513e-23
0.01813106211318455,0.003231397690530881,0.020261839061864753,0.0206524765630627,0.016531258925518315,0.0002951661768942384,2.3580893495706267e-22,0.004297303362968049,0.00039492689401177735,2.712106229425331e-05,4.0135297475808255e-26,5.056129422375955e-32,8.195477129991714e-28,5.404210942576596e-27,3.83287189090758e-05,0.01615269323122273,0.014031321062837545,0.016784966007872132,6.846455664715449e-25,0.016676710688280194,0.009722140968428647,0.015479917296780521,7.789088702338248e-25,0.018735917438477606,0.0053878971673102455,0.021226423148927198,0.006263013012077604,0.018005364219129787,0.007715568486326097,0.015740009839998348,0.0008112399019543302,0.0153987924224112,0.004481257018430343,1.499403916419456e-11,5.671332428601522e-29,0.018423630500646996,6.541746640996329e-21,0.00981214995452972,1.222810858200235e-31,0.005303855298884214,0.00042232420277934905,0.01063827751513315,0.0020230978201881624
0.014711147388624076,3.6057753674614534e-30,0.027952520385278314,0.019099196328291396,1.364951159535262e-38,0.001423916328673901,4.849676516851853e-22,0.01887842936461501,0.0010463297144036284,3.8914067495743106e-05,1.8201582762867772e-26,2.561088224682429e-32,5.017256498620371e-28,1.0376130346137956e-26,5.318445017532435e-05,0.014196859744156042,0.0076018551304873165,0.016631723009698948,5.345738110943146e-26,0.013837150207094312,0.00801161189572149,0.008481316989173976,8.598089728752081e-24,0.014298234314164467,1.2870032341863507e-18,0.011040681502059342,1.6142580080379237e-24,0.02451112040521122,7.289477171896589e-25,0.007095361752721739,0.0010954487033608931,0.032592856400950415,1.1062503148521534e-22,0.01204386073264753,1.1008962897188221e-29,0.0011051125639416819,1.8586780234047103e-21,0.01305684739542627,1.2188176749623103e-32,0.016247481936482275,0.0006202260705603108,0.01345465697095747,9.535384791918654e-26
