PRD_MALM_1_130522,PRD_MALM_2_170522,PRD_MALM_3_190522,PRD_MALM_4_190522,PRD_MALM_5_230522,PRD_MALM_7_010622,PRD_MALM2_7_010622,PRD_MALM_8_010622,PRD_MALM2_8_010622,PRD_MALM_9_060622,PRD_MALM2_9_060622,PRD_MALM_10_080622,PRD_MALM2_10_080622,PRD_MALM_11_080622,PRD_MALM2_11_080622,PRD_MALM_12_150622,PRD_MALM2_12_150622,PRD_MALM_13_150622,PRD_MALM2_13_150622,PRD_MALM_14_220622,PRD_MALM2_14_220622,PRD_MALM_15_220622,PRD_MALM2_15_220622,PRD_MALM_16_230622,PRD_MALM2_16_230622,PRD_MALM_17_230622,PRD_MALM2_17_230622,PRD_MALM_18_290622,PRD_MALM2_18_290622,PRD_MALM_19_290622,PRD_MALM2_19_290622,PRD_MALM_20_050722,PRD_MALM2_20_050722,PRD_MALM_21_050722,PRD_MALM2_21_050722,PRD_MALM_22_070722,PRD_MALM2_22_070722,PRD_MALM_23_110722,PRD_MALM2_23_110722,PRD_MALM_24_110722,PRD_MALM2_24_110722,PRD_MALM_25_120722,PRD_MALM2_25_120722
2022-05-13 17:15:00,2022-05-17 17:15:00,2022-05-19 16:46:00,2022-05-19 18:55:00,2022-05-23 08:20:00,2022-06-01 15:20:00,2022-06-01 15:40:00,2022-06-01 16:15:00,2022-06-01 16:25:00,2022-06-06 12:00:00,2022-06-06 12:15:00,2022-06-08 11:30:00,2022-06-08 11:40:00,2022-06-08 12:05:00,2022-06-08 12:15:00,2022-06-15 17:05:00,2022-06-15 17:15:00,2022-06-15 18:25:00,2022-06-15 18:35:00,2022-06-22 16:44:00,2022-06-22 16:58:00,2022-06-22 17:52:00,2022-06-22 18:00:00,2022-06-23 11:30:00,2022-06-23 11:44:00,2022-06-23 16:10:00,2022-06-23 16:26:00,2022-06-29 10:14:00,2022-06-29 10:24:00,2022-06-29 14:50:00,2022-06-29 15:02:00,2022-07-05 17:15:00,2022-07-05 17:55:00,2022-07-05 19:15:00,2022-07-05 19:35:00,2022-07-07 13:50:00,2022-07-07 14:20:00,2022-07-11 12:05:00,2022-07-11 12:15:00,2022-07-11 16:30:00,2022-07-11 16:40:00,2022-07-12 12:40:00,2022-07-12 12:50:00
Stem,Stem,Stem,Stem,Stem,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil
9.077071427047858e-38,8.608556518221159e-33,0.009405606364074271,3.3156448536515286e-21,5.981309084989178e-33,1.5028698852945574e-05,4.70206120242696e-25,6.329512041712572e-06,8.787553986045257e-06,3.473366085728997e-07,5.877863334789583e-29,4.5238500958545206e-33,4.570878632572168e-31,2.0188230826536224e-28,2.6714273202752433e-06,0.0008541656316343193,5.300101548955765e-31,5.0996425790961145e-34,1.586563255936903e-32,2.033334510573563e-31,1.004286933717118e-35,4.032509653910156e-05,1.8864428491210803e-28,1.3800543709870206e-35,7.069004594586549e-22,1.6607032482781455e-06,1.2964433719908232e-29,4.926887842619692e-35,1.473058336650345e-27,4.36422840864817e-26,0.001231784199116823,9.614717404260056e-38,2.0819960329140587e-30,0.0010785055880283073,1.5372759670765997e-32,2.381596717191523e-06,1.3587405039069336e-25,2.5887897370301488e-40,1.7538390696271588e-44,2.853270079718795e-32,2.428896095336136e-05,4.861150868946875e-35,2.4182041566733498e-33
8.054633595223745e-37,1.434108408704981e-32,1.5866020541959809e-40,8.093655681958674e-33,2.586636230711059e-33,1.0327077706304281e-05,7.446677439377121e-26,8.494701124214864e-06,1.0087257922337849e-05,3.229372344646873e-07,4.520283945119556e-29,5.89487996161948e-33,4.816002941406484e-31,1.247920330643117e-28,4.6490971970148425e-06,4.7445585016595175e-05,2.853017359625819e-32,2.1322721719242419e-35,3.7410680768415326e-33,1.1643358237603131e-32,8.359770408135183e-38,1.5318699623584423e-05,8.939686447834029e-30,1.5196790086777944e-38,2.707458250213932e-23,3.61109580432876e-07,2.2521520081528603e-30,1.0166387175928913e-36,2.987515929428684e-28,7.128805878335783e-29,0.00042789897244833834,1.1208851940746036e-38,2.0784889945585354e-31,0.0010243468906456356,1.406886418937572e-33,6.753882988951704e-07,2.863330040647035e-26,2.651276286936985e-41,2.822076539000169e-45,1.0054581425502049e-32,1.2474146697924244e-05,6.014776515577514e-36,7.361600476508604e-34
9.221351626375652e-36,3.1695704371285895e-32,4.3401500513090644e-43,3.051179500695938e-35,8.398655367659818e-35,7.161572558776532e-06,3.245521420313254e-26,1.1505517723863415e-05,1.202529139603794e-05,2.7691667485814853e-07,3.032075860221463e-29,8.000315290439509e-33,4.341729835631665e-31,2.5390459505083344e-28,9.830207039555982e-06,2.285571622309372e-05,3.20153104716448e-33,1.0338063501805783e-36,7.599615059104245e-34,1.7632922194273105e-33,3.6947800457047223e-39,6.465414258336664e-06,8.171447135684369e-31,7.489638420361658e-40,1.6404124209981105e-24,8.174982907781339e-08,1.687742815464298e-31,6.104486589487144e-38,6.252095921544769e-29,7.622054157827142e-30,0.00019028634728641692,1.726102602667716e-39,3.429309804061568e-32,0.0005953523184612197,2.9599886879273137e-34,2.334128934863376e-07,6.761062665320357e-27,4.7070590808741995e-42,4.7970192173259535e-46,3.939320544220574e-33,6.487047681514992e-06,8.974615391190474e-37,1.8729911116491358e-34
6.8262417567678555e-34,9.005420216093602e-32,5.902070696329376e-45,1.0465425669514293e-36,7.384491573834926e-36,3.7459595969730445e-06,1.332576090796252e-26,1.3699977445549101e-05,1.23583444499435e-05,2.0788803583237015e-07,1.5333954654230808e-29,1.0529517315657767e-32,2.774880207705227e-31,8.264362317702443e-28,2.3670525505494035e-05,1.5258803493381657e-05,7.538577514937797e-34,6.490112226027156e-38,1.3204585182175998e-34,3.2393621287937877e-34,3.350400436802867e-40,2.9312830130316247e-06,9.769216698855187e-32,1.114135480731045e-40,1.275561939062825e-25,2.5764555300912623e-08,1.0923232765874135e-32,4.542497797076962e-39,1.357478083215885e-29,1.794957017916938e-30,9.755878046731521e-05,2.811164219770065e-40,6.810164188145905e-33,0.0003441548780320843,7.243210052489322e-35,7.266365646443387e-08,1.3925412433906587e-27,8.341504417022437e-43,6.646090985847322e-47,1.4124009686041949e-33,3.24520323409657e-06,1.1797353412130473e-37,2.9967112132379907e-35
0.012333912175928162,5.959028702640666e-31,2.0416146060902655e-46,6.737481762376259e-38,2.0239091709442147e-36,2.040916737462914e-06,7.360303381379491e-27,2.2133850533498597e-05,1.4497880099514026e-05,1.375861195356526e-07,5.7368252009765825e-30,1.24187378320545e-32,1.155191664225526e-31,7.750738564542738e-27,7.734276567719148e-05,1.1496377122144696e-05,2.6174771739845743e-34,6.229350585351886e-39,2.0873255483438763e-35,6.125900546543227e-35,3.929421056950781e-41,1.4604625894960182e-06,1.5511514472924082e-32,2.9587036168948926e-41,1.3429364001214163e-26,1.115225436622634e-08,8.382209606713798e-34,2.993474361061869e-40,3.0182938078558474e-30,2.8804473647329266e-30,7.729317538189165e-05,4.465260048420618e-41,1.2968604755820257e-33,0.0002082835258734312,1.6064497298664477e-35,1.900076686044968e-08,2.3227158093197273e-28,1.2150647433974842e-43,6.23682467265099e-48,4.466154542295854e-34,1.5304175950244623e-06,1.1905286948413118e-38,3.129936822339868e-36
0.06303722926672822,0.08848563488662159,8.561737799632674e-48,8.608496247035968e-40,4.992056631372842e-37,2.4183632968957126e-06,2.96803827821753e-24,0.0008357305028458632,3.3570894574783986e-05,6.10617784046416e-08,1.1804080612067826e-30,1.091855515644578e-32,1.380784355655922e-32,0.00552644727140437,0.0024874252308951014,6.020595665181415e-06,2.9452435699022144e-35,5.2277438251477814e-40,1.4199963148355468e-36,3.386433920825926e-40,1.482856405411471e-44,6.104820814949601e-07,1.621049105497243e-33,4.1014563905462293e-42,6.344845256415044e-28,2.0946687367380897e-09,1.1462886003327068e-37,2.3669024971586707e-43,3.0303991926786733e-31,2.0773045352192313e-28,0.0009479849929048132,2.547214890036414e-42,9.116364955077617e-35,0.00019887332121769818,2.1622767651135353e-36,2.563933934336249e-09,1.720902516632774e-29,6.966639489187462e-45,1.6040364780514028e-49,8.823221830069815e-35,5.777591394470489e-07,5.858740990285545e-40,1.4508496295580336e-37
1.0374737934944214e-37,5.3170240960366074e-30,7.945324730354668e-46,1.9311179931035462e-38,2.4804375823570945e-36,4.986128860159477e-06,4.833281107714167e-24,0.0001621073449549507,5.858505122604201e-05,9.313969262526951e-08,2.7075476532525204e-30,1.4699397881179278e-32,4.788116894633438e-32,6.41542137968675e-32,0.00011229964143658065,9.658267042516536e-06,1.9633790821880223e-34,1.6731853988654397e-39,5.0659501731558186e-36,1.3107221189149296e-35,7.036327584109852e-42,9.299283457225516e-07,4.427219540560701e-33,1.5851428652516943e-41,2.920392373851363e-27,5.79064770301676e-09,8.763776450523155e-35,2.557622040592812e-41,1.0256057962476968e-30,7.134725746644646e-28,4.0996753616186794e-11,1.1624501441990803e-41,3.4300678941006896e-34,0.0002619351597038656,5.4223189202200934e-36,6.516866329725594e-09,5.076645473085496e-29,3.4453769491666426e-44,5.238259124371905e-49,1.981494566285236e-34,8.598649715314087e-07,2.155077994816422e-39,4.291738903348112e-37
4.56979365673685e-34,1.1442933340870689e-29,1.1808297207687356e-44,1.3683011855478511e-37,7.421800362986596e-36,7.942887527678422e-06,4.549124387827327e-24,0.0002344654142406535,8.098920087980256e-05,1.2113948374299304e-07,4.542466134776635e-30,1.8112959700495334e-32,1.0128648065683599e-31,4.845566915852263e-27,0.0004756584923783424,1.2778334841768784e-05,6.553506820463989e-34,3.502905470122904e-39,1.0415585933662182e-35,6.34039612314464e-35,2.9922786794591384e-41,1.1786627917266012e-06,7.62165835907578e-33,3.5078775031795316e-41,6.751131341242124e-27,1.0416389398233012e-08,3.5098865416011904e-34,1.3197382956905267e-40,2.1964452515215234e-30,1.585632119108195e-27,0.00017055294205520183,3.0669520421721817e-41,7.844110591045449e-34,0.0003156981190762744,8.979978279523815e-36,1.1757414095359635e-08,9.878895506745551e-29,9.80022613071624e-44,1.0383415204594407e-48,3.1872264984751827e-34,1.0704624196938802e-06,4.762839757547232e-39,7.867192872255895e-37
2.873646633944358e-42,1.058490717089334e-29,2.536997216581291e-44,2.342816118805863e-37,1.0407731603615064e-35,9.316102261132119e-06,4.799155798467114e-24,0.00024016304468759764,9.032184663704451e-05,1.3089593852148997e-07,5.3488506162380384e-30,1.9471108898217912e-32,1.264983931271442e-31,1.5766505831698662e-25,0.00036452204575465483,1.4034731220722635e-05,1.000681259452728e-33,4.308333817195964e-39,1.2689283585852788e-35,1.0724889032665998e-34,4.863969109980929e-41,1.2652598182184398e-06,8.937741920352191e-33,4.5279697260175266e-41,8.682779619898653e-27,1.2470592256614933e-08,5.0954989328108734e-34,2.3128260370430766e-40,2.8658653453723616e-30,2.2552646204741625e-27,0.00016504749637884686,4.16048504561017e-41,1.0131862234580732e-33,0.00033776192384188234,1.0561979539388645e-35,1.4015276784210636e-08,1.1977932886974992e-28,1.3586011631352626e-43,1.2348637888569289e-48,3.726300507907482e-34,1.1441907998894682e-06,6.175384550702729e-39,9.367742476185941e-37
1.7180478502894968e-40,5.971355863425325e-33,0.0012998773629041601,8.14805368629603e-21,4.290545338723699e-28,4.2372568017514406e-05,7.378055235472487e-29,9.065320554686841e-06,5.672098418492841e-05,3.586284496075951e-07,1.3115097677209057e-28,1.959344961570119e-33,8.174233872795023e-31,4.645832091697266e-28,2.1183009790645735e-06,0.0002728976490559647,0.00046911506940311307,4.8898747533003995e-31,7.795672588043147e-31,1.796822273021451e-30,0.0070007815276920725,6.469970088016712e-05,1.1882054173884283e-24,1.6598256378530754e-34,6.432044276324572e-27,9.515867199415841e-06,6.062174945348847e-18,1.154965828303221e-35,3.773742525948176e-23,5.415989879103399e-23,0.0006130164965212566,1.0563912370763394e-32,2.2128963768103847e-35,0.004019859676602074,1.561076431925199e-29,1.6225504724284084e-05,2.324459697506969e-28,5.092109388855242e-37,2.9131883417014725e-42,5.051662556355417e-31,0.00022801889794882348,1.385132986588954e-35,2.551923207871535e-31
8.756975354233899e-47,5.678546947585587e-33,0.011112026512253192,0.0011187168846222193,1.4434867037817575e-25,6.427822260470337e-05,3.676582202097089e-17,9.70337000378125e-06,4.4430983351545184e-05,2.7068558535357185e-07,1.2365675811164348e-28,1.5604156584997365e-33,7.378625941506295e-31,4.449250616714338e-28,1.8838585839796928e-06,0.0001819407158998602,0.03238448894217226,4.700806566834693e-31,7.640638048706416e-31,0.03565739786482991,0.030761339590304547,4.445946905355635e-05,1.6261410315656907e-19,4.217571717814937e-31,0.028417231302150722,2.212686708733343e-05,0.03087229146006937,0.04884066494622437,0.032728093182802245,0.021042487273083315,0.00333375956943061,0.046744252753787685,0.0244526788555877,0.015138856057745028,0.0057007286362441255,0.012041762463064107,1.8168549432788028e-23,4.8961962610646014e-34,6.132251297964725e-42,0.00591893735792095,0.00032187156944942023,5.130164547743371e-30,4.049806176322336e-31
7.158447562672828e-40,5.397713830654021e-33,0.009031681288195552,0.006892266041143931,1.8582171918606453e-25,2.912559597170284e-05,6.9287219688979455e-18,3.1403735161702546e-06,3.782380192720975e-05,1.8076310598991067e-08,7.65351778749411e-30,2.796336330236573e-34,1.0601359233339763e-31,3.8572539370662143e-28,1.8049794240838948e-06,0.001333757417897982,0.027904907397696348,4.288452699457835e-31,5.778658758585835e-31,0.03695269100943664,0.02807398050608407,3.6471589279310524e-06,3.4137197030960493e-16,0.004520098122897188,0.03564201618617203,3.1734271430817677e-15,0.02639880103107986,0.0419443212326109,0.029807075218380736,0.01334776661741993,0.0053793622782068624,0.02710230273737093,0.010959891457822515,0.014965277462219253,0.022423712849325945,0.0005084378860545792,1.5441532890826375e-23,2.662896453519087e-35,1.350635264155418e-41,0.015431499996472755,0.0014761824539495435,3.1011012199911547e-29,4.147071190887989e-31
1.085111002481507e-39,5.525309807858742e-33,3.897819237615762e-33,0.026595837395969126,2.9134404424919122e-36,3.760931223264508e-05,9.207640329696168e-23,9.45889176308938e-06,2.9331255922383428e-05,4.909922187962995e-07,9.688198688138207e-29,2.790588164565031e-33,7.003276430581811e-31,2.6631547418692815e-28,1.7127532758058734e-06,0.04980881993019885,0.005529714780536909,1.2038710254274794e-30,3.259681334759598e-31,0.011955984890060471,9.341066314225776e-22,0.030795268108269425,5.058738065398657e-21,0.03671641254156986,0.00379538420794208,0.035104171817496574,5.921721995745317e-28,4.399927619474881e-40,1.5312967274647724e-27,1.94380754701059e-30,0.0012337270591040424,2.049712341903962e-40,5.283701918700176e-31,0.002436585702482925,2.1149573081381903e-31,7.939305414110817e-05,7.833969698619681e-24,5.25548873008956e-38,4.864810577964628e-42,0.0006501479186285519,0.0008595667628375159,3.084319843830906e-29,3.236098332912886e-31
2.2935834857944785e-39,1.42974676209927e-33,0.0065469569414122256,4.099308735029331e-34,0.005100806308141757,4.374655494679145e-05,1.8186266910988216e-22,7.528191817666312e-06,9.452341569001716e-06,3.687775330592272e-07,5.326633615491254e-29,2.4411772126604545e-33,4.158718163403379e-31,1.9201440671529405e-30,1.2370251818278336e-06,2.0651587579838266e-06,1.9016037647062203e-31,1.618403518769321e-31,1.119462884447687e-31,1.0513968244588032e-31,0.0004456169763983036,0.00370326093055093,0.0014359026112526056,1.782847647606369e-45,2.952712991281749e-20,0.0036683518041849467,0.0037014186525054843,1.7211002546466e-34,7.903220560522471e-33,2.2407993522249014e-33,0.00032266974822571585,8.733792118708357e-37,2.840914641411928e-29,0.01437047066231406,9.175978741576895e-31,4.654627005383073e-06,7.297964710494765e-25,1.9954116710405795e-40,6.85066415203276e-43,1.9258325289663313e-31,0.0002830678999178539,3.2679996911458332e-31,1.7878386996066395e-31
3.198838987336348e-38,1.0864930897823301e-32,3.12530219284717e-39,1.0801076477743481e-33,3.780542260726383e-30,0.00013817165598723854,0.003206170672591446,4.213898629815464e-05,3.167624998195841e-05,5.62895554312938e-07,6.687742633836631e-29,4.4962157629874465e-33,1.0834953962973427e-30,3.06968087712489e-28,5.9484376799206965e-06,2.251892783535676e-05,9.031963007104864e-33,7.85272789231898e-34,3.135350531542193e-32,4.361742318387147e-32,5.132790669560875e-37,6.0369411366487536e-05,3.7869154772260044e-28,3.1011594610850356e-38,1.1585948727965337e-21,1.269090760196684e-06,1.2277441531287671e-28,1.1963026958290981e-35,2.1753280747691072e-27,3.049014153063828e-28,0.0005783579306842907,5.322485304283497e-37,2.097661613967333e-30,0.0017341140119861462,2.63443244710365e-32,3.2581505652649457e-06,3.580771960185352e-25,9.872496513312603e-41,5.746073280594695e-44,1.2231545582269275e-31,0.00011255298260495505,2.038183100132226e-33,5.120223325896909e-32
5.9664276975323646e-37,3.7648272536081866e-32,2.826593001663995e-41,1.0518778467342699e-34,5.443472045633637e-33,5.626406281055156e-05,5.628560534238563e-25,7.164100330649455e-05,6.660134231561355e-05,5.360892142140077e-07,4.187474288760511e-29,6.739447044213697e-33,1.2656333794106437e-30,8.45833211131016e-28,1.3045107266038902e-05,2.2978729882017746e-05,2.971786921110003e-33,4.454729683497109e-35,7.403147341411623e-33,2.3456722345693935e-32,4.959062427111761e-38,2.700022650418199e-05,2.0606687820615743e-29,1.2305659312736043e-38,1.6212565665930396e-22,5.82902965618927e-07,2.2707060862178777e-29,2.421674590657103e-36,8.85495519566574e-28,4.9944297994226286e-27,0.0005366414626315109,9.268278518755501e-38,5.159367041660162e-31,0.0009310952866989453,3.760686945543231e-33,3.378285706840882e-06,2.1333989295684833e-25,1.3364906653079249e-40,1.5427929241895952e-44,8.682289588778296e-32,5.264938838477772e-05,6.270519911828496e-33,1.8062464902282304e-31
2.858096405092872e-35,1.8702667307758006e-31,1.3966207839682728e-42,2.0509917086992088e-35,6.9299764787342284e-34,4.583763749415472e-05,2.0516638304470984e-23,0.00013889990699335854,0.00010894239559255755,5.04777416563556e-07,1.1031489800563679e-29,1.074029821531621e-32,1.4375060113345557e-30,3.0247589222839222e-27,2.983322782527894e-05,2.4445850102585115e-05,1.999416983919349e-33,3.440366087185965e-36,1.765131133402378e-33,2.2471781506611695e-32,1.379620607341461e-38,1.4695535667729263e-05,2.5397857838481515e-30,1.5130268341254927e-38,2.7549153526319036e-23,4.573873743223072e-07,5.366034850769235e-30,9.24025803467668e-37,4.939129684349748e-28,7.202360953607475e-23,0.002896410693444685,1.3438374079325922e-38,1.7893032324062947e-31,0.0006408970708732659,9.562935373749374e-34,4.740990791911386e-06,1.6910353874638936e-25,2.066618831259749e-40,4.907860690903112e-45,0.0027902678991447577,0.005239491178321837,0.0023937846730051194,1.8920325796651902e-30
2.672415420457644e-34,0.009460229621836399,0.0019378457498630693,0.0013145774861257546,0.0034075929842692183,0.0016118824944001116,0.001831346809706988,0.0032217434620728422,0.0032602320184606103,1.713621759706607e-06,6.836041611231851e-28,1.5073545889136867e-32,1.1529390075365061e-29,3.153390656600528e-26,0.00010799520160205964,0.0014667466171597134,0.0013927513856367552,0.0017033015560214643,3.3716245502394327e-37,0.0004943182702485807,0.0006396897020944555,0.00011500159734597407,2.7746392078534214e-30,0.0029666597644758233,0.002110738024561623,0.0029674458116820198,0.002587448098440223,0.0020640701699001975,0.0023793122474390586,0.001070830459467585,0.001744265526741058,0.0013720714421685762,0.0020155080822847715,0.006786107962118721,5.052018412704133e-34,0.002424576320726354,3.597162648606818e-24,0.0017457365835914145,1.597421996423435e-44,0.0028331070993570296,0.00013723325473379125,3.365654195846398e-30,1.171153501799611e-33
0.0008479992047268788,0.009901310415946036,4.754771507903985e-36,4.3640240401658145e-33,5.6389915463149044e-18,0.003106341000020373,0.002467370546573177,0.002791029425145557,0.0009368298966859428,2.7169368639413655e-07,5.698875804371497e-31,2.7515640507673746e-32,7.141388494469386e-31,0.011598798513392135,0.0007359184459805513,6.458472948803296e-05,2.1416805889601813e-31,8.277619407182991e-38,9.266387529221033e-35,8.608807169489995e-31,1.2136413193609174e-41,3.1233508148078353e-06,5.041776724170108e-32,1.1281645509211886e-38,4.425257195614922e-25,2.8066607767080006e-07,6.475536243439749e-32,1.3342405594572016e-37,1.2303347712909031e-28,0.0069607261953716125,0.00607402438519162,1.8003262081903962e-39,3.6997920781515583e-32,0.008312111448639161,6.000937220197361e-35,1.9003037808883876e-07,1.978445738683894e-27,2.397493821027131e-41,1.619937764123812e-47,2.3836652190215824e-32,4.606419849934523e-06,1.1390718158511907e-36,1.4683146032114437e-35
3.200859610281522e-35,0.022535091379603533,3.152998983987223e-38,2.37132107690663e-34,2.301282781632851e-31,0.0032384509444411255,0.006048211630093443,0.0066384198415698125,0.0022096339841436922,2.4154637133515263e-07,1.0098761775682675e-29,3.3769731666259317e-32,6.383269928602181e-31,0.023861613175264813,0.0011420648414299031,4.2597057632055384e-05,1.5216349724060277e-31,3.324911943632518e-38,5.541310216312515e-35,8.94594459167871e-32,3.0743858419404754e-44,2.4231408579084954e-06,3.1967824793181027e-32,1.5626047869475835e-39,1.178835803947022e-25,1.0539784451082211e-07,1.452275515982934e-32,3.9012407085720343e-38,5.482068616365951e-29,0.001131366062316689,0.00018837293312195006,1.016134693295426e-39,1.5185303712914174e-32,0.002532794352263081,4.818423449234337e-35,9.774671013613894e-08,8.34498097781178e-28,7.635487690659456e-42,4.6291084122774717e-48,7.82844143358505e-33,2.937007483466557e-06,2.80588631389369e-37,6.45704233056247e-36
1.602740388942615e-35,8.20241455986021e-27,1.367998813365219e-38,2.95928117793787e-34,3.105200661230043e-32,5.832806881027484e-14,1.174369347092403e-27,3.706040151151306e-11,2.9607186637123822e-05,2.594245820712573e-07,1.789398821659991e-29,4.081344862807411e-32,8.412227544735175e-31,0.002079195686675141,0.0011317858195567829,4.4563985836349234e-05,4.630081347606417e-31,3.4392073464793227e-38,6.091558662754947e-35,1.137410684844347e-31,7.860121435386776e-39,2.4757045950948746e-06,3.4475071006087136e-32,1.4254147236995713e-39,1.1043080668288295e-25,1.0414062797611321e-07,1.3869829761400978e-32,6.230517131290975e-38,6.906897917946098e-29,5.50476190895557e-29,0.00016257275756557208,1.2850658097311238e-39,1.6576752022455173e-32,0.0019786798048575635,5.300269159067747e-35,1.0262560949317745e-07,8.481801207732237e-28,8.406131278367847e-42,4.4273779721188505e-48,6.612332545089839e-33,2.758941415634314e-06,2.561262951190571e-37,6.391624348472073e-36
6.346906659295784e-35,3.8479975117377404e-28,8.576219403278098e-41,4.6495756745757527e-35,5.426030012742484e-34,5.123114050023171e-05,3.1370261934128315e-30,2.058820940121809e-09,0.000160142454403633,2.546756538976432e-07,2.023516382087416e-29,4.002319300266294e-32,8.178882453367427e-31,2.1823302478120425e-25,0.0006581176624523942,3.517002785402039e-05,1.357109109645094e-31,2.5788308636336186e-38,5.924551221216832e-35,3.0914008548800617e-32,6.623666347325624e-39,2.3825249913372654e-06,3.3807854707280207e-32,6.714529534189733e-40,8.474692027945198e-26,6.886800191855818e-08,1.0004573645130948e-32,3.369985759711374e-38,4.6806350267631064e-29,6.513496445135775e-25,0.00014111388302279933,8.667768353058513e-40,1.1736854550010547e-32,0.0008448511838762363,4.995646374514e-35,7.681190876329454e-08,6.867933167935761e-28,4.184115883723238e-42,4.4063919404193204e-48,3.003320392199854e-33,2.3438319397242316e-06,1.1993890040939576e-37,5.298775564080069e-36
1.8577613755314845e-40,6.842792593408701e-33,3.307441312606315e-41,3.2153760454888706e-25,4.621151989288242e-32,1.1552695792953356e-10,1.3996955881006379e-24,0.0003451794887407381,0.000525525122162503,1.481409528218829e-06,3.6503023637677897e-28,3.3797610595078295e-33,3.819607215504011e-30,8.409686491292341e-28,1.5838662451843144e-06,1.303614278184994e-08,1.4855426095911966e-26,8.722007209553514e-35,8.926200424325011e-30,6.087238145493641e-28,2.510392702446047e-33,0.00020006248957316124,8.99734834893412e-33,1.0084100162554987e-31,1.4881189752457164e-20,2.8621910035923357e-05,3.808752613007662e-21,1.0708050369964057e-31,6.966843760741297e-22,7.500156959313069e-26,0.0005948752797225723,2.664385504908194e-30,4.849139445220208e-34,6.70982396603417e-07,1.7299371934235601e-34,8.618009800801095e-11,1.079574736330034e-24,1.4937830480299345e-32,4.589718044894156e-42,1.312313263880504e-29,9.837637284241877e-05,1.0410153395703406e-30,9.767916234026509e-30
9.692452986131766e-41,4.790621973611861e-33,0.00839242024868319,8.680972060960006e-05,0.00583230712146293,0.0001016405243131748,7.886770164519104e-27,0.0006929396202733342,0.0007119924989989798,1.5123426170374986e-06,5.526544959401135e-28,3.31019281009784e-33,3.6388126931293214e-30,8.454510825559253e-28,2.2162250331725755e-06,0.010589558496242194,2.6089439030692387e-24,4.157177116170327e-29,1.0571037131747007e-29,5.56395359069515e-28,5.381758380496981e-31,0.005325583204329725,0.02224686650659023,0.006113930170782009,1.0126138611963673e-19,0.009246334348960768,2.2305683108803946e-16,8.028208087064125e-32,4.163166095649577e-25,2.282153495521061e-26,0.0006251388464538582,8.728722804170767e-30,0.02056174956868134,0.024917516722879254,0.012637081629042467,0.023020633159658813,0.006831474684641679,0.028185202227928485,1.960166914641051e-34,0.006295258121730561,4.6375650788625254e-11,0.010451428350507663,7.249622258044203e-31
7.669489344295432e-41,3.481942682934034e-33,0.005547689005931195,8.123441442281527e-26,0.016381037653309064,0.0010786808907785345,0.002916511621928537,0.0010523138729174723,0.0008676109898538481,1.5707486834587341e-06,5.4209825273391e-28,2.487881949328565e-33,3.349439685379912e-30,8.513225688808814e-28,2.3391903611576037e-06,5.419811283937278e-08,1.3725880148368632e-27,3.0009209552643597e-29,1.0339296225764883e-29,2.1552025153580574e-28,1.2341147549108709e-29,0.025410867677996232,0.044439206070683364,3.7322704858612353e-36,3.417636883278401e-20,1.8212178424533436e-05,4.587836544985598e-22,9.378299091358627e-33,1.9762526289175906e-22,9.412522553965215e-28,0.0006144103864460725,1.1632895805234935e-31,4.545796397061237e-24,0.04658992137423396,0.024567366284856482,4.5687971222888005e-12,0.013926443630587242,0.007056972620229139,0.002839112404235866,0.00623284932517146,0.007627309630012922,0.024069610666510546,0.006447492877397828
1.3639713570236377e-40,3.29689921199783e-33,2.969557697666686e-33,3.2646709687170917e-32,0.002153397270333596,0.0055709976489433785,0.011085773296899781,0.001602652041748708,0.0008679795348167676,1.7303113259663529e-06,3.444337077249479e-28,1.539371634014361e-33,3.281361729388198e-30,8.86083317335262e-28,1.0016347395053532e-06,3.2210070570434436e-05,7.949789113311659e-30,6.39191757034344e-30,8.506804728652193e-30,1.0352770814064856e-28,7.693239518762999e-32,2.2954955175667526e-14,0.004178655193219981,5.023345234020946e-38,9.197241729326613e-21,1.1563189810106727e-05,5.5796517425883423e-33,1.8033854389157297e-33,1.9072626542378528e-24,1.2137900265809662e-28,0.0005882538305929659,1.8703247403027685e-33,1.6595616485623173e-27,3.118774354779844e-05,1.0401059068753697e-28,2.2050631991469127e-05,2.086709842521868e-24,2.8508940815210533e-39,4.366515747392702e-45,1.2369156247816427e-51,0.003120729250863472,0.00090045455260249,0.003761034054570679
