index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-199.9897992,1 72,1 65,1 71,1 1,,,,7.525910034924181,-1505.1052366817519,0,,,-199.9897992,
2.0,-247.8535285,1 72,1 65,1 71,1 2,,,,7.525488105557298,-1865.2187806471568,0,,,-247.8535285,
3.0,-325.8153742,1 72,1 65,1 71,1 3,,,,7.525046680883054,-2451.7759002043804,0,,,-325.8153742,
4.0,-427.3043895,1 72,1 65,1 71,1 4,,,,7.5245845407124206,-3215.288003410259,0,,,-427.3043895,
5.0,-577.5234136,1 72,1 65,1 71,1 5,,,,7.524100367846867,-4345.344128707939,0,,,-577.5234136,
6.0,-826.2545467,1 72,1 65,1 71,1 6,,,,7.523592738670759,-6216.402707845819,0,,,-826.2545467,
7.0,-1394.840171,1 72,1 65,1 71,1 7,,,,7.523060112661563,-10493.466453988134,0,,,-1394.840171,
8.0,-2022.211241,1 72,1 65,1 71,1 8,,,,7.522500820673164,-15212.085719996998,0,,,-2022.211241,
9.0,-168.1178122,1 72,1 65,1 71,1 9,,,,7.521913051825442,-1264.5675658315186,0,,,-168.1178122,
10.0,-213.0459281,1 72,1 65,1 71,1 10,,,,7.5212948388072975,-1602.3812394474405,0,,,-213.0459281,
11.0,-287.5441455,1 72,1 65,1 71,1 11,,,,7.520644041369752,-2162.517164485332,0,,,-287.5441455,
12.0,-377.5953777,1 72,1 65,1 71,1 12,,,,7.51995832774975,-2839.501505054927,0,,,-377.5953777,
13.0,-499.4406299,1 72,1 65,1 71,1 13,,,,7.51923515372265,-3755.4115415414635,0,,,-499.4406299,
14.0,-699.9698681,1 72,1 65,1 71,1 14,,,,7.518471738930912,-5262.703671413048,0,,,-699.9698681,
15.0,-953.4241919,1 72,1 65,1 71,1 15,,,,7.51766504007633,-7167.523715809656,0,,,-953.4241919,
16.0,-1147.418849,1 72,1 65,1 71,1 16,,,,7.51681172049155,-8624.931452476123,0,,,-1147.418849,
17.0,-111.6059735,1 72,1 65,1 71,1 17,,,,7.515908115520665,-838.8202419692343,0,,,-111.6059735,
18.0,-159.2317796,1 72,1 65,1 71,1 18,,,,7.514950193035715,-1196.6188928424406,0,,,-159.2317796,
19.0,-222.3651959,1 72,1 65,1 71,1 19,,,,7.513933508291611,-1670.8372965508383,0,,,-222.3651959,
20.0,-303.5669833,1 72,1 65,1 71,1 20,,,,7.512853152171809,-2280.654167380692,0,,,-303.5669833,
21.0,-407.2638779,1 72,1 65,1 71,1 21,,,,7.511703691694722,-3059.2455751153384,0,,,-407.2638779,
22.0,-538.1863406,1 72,1 65,1 71,1 22,,,,7.510479101428526,-4042.037263750595,0,,,-538.1863406,
23.0,-689.116406,1 72,1 65,1 71,1 23,,,,7.509172684190236,-5174.694092162548,0,,,-689.116406,
24.0,-804.4885118,1 72,1 65,1 71,1 24,,,,7.507776979070689,-6039.920328818878,0,,,-804.4885118,
25.0,-37.17284978,1 72,1 65,1 71,1 25,,,,7.506283654414926,-279.02995469163545,0,,,-37.17284978,
26.0,-84.57888524,1 72,1 65,1 71,1 26,,,,7.504683382876283,-634.7377546028281,0,,,-84.57888524,
