index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
26.0,-256.3544105,1 72,1 65,1 71,1 39,,,,7.7787038547351095,-1994.1050411346964,0,,,-256.3544105,
27.0,-304.176764,1 72,1 65,1 71,1 40,,,,7.773012751150003,-2364.3698651755453,0,,,-304.176764,
28.0,160.4485474,1 72,1 65,1 71,1 41,,,,7.76665048163229,1246.1477879414113,0,,,160.4485474,
29.0,113.8050969,1 72,1 65,1 71,1 42,,,,7.759507115522504,883.071459178278,0,,,113.8050969,
30.0,53.17681062,1 72,1 65,1 71,1 43,,,,7.75144923666411,412.1973480886309,0,,,53.17681062,
31.0,-11.54317909,1 72,1 65,1 71,1 44,,,,7.7423136486573085,-89.37091301740266,0,,,-11.54317909,
32.0,-71.0699663,1 72,1 65,1 71,1 45,,,,7.731899017902341,-549.5058026373225,0,,,-71.0699663,
33.0,-123.9443393,1 72,1 65,1 71,1 46,,,,7.719954643633621,-956.844677731136,0,,,-123.9443393,
34.0,-165.2801501,1 72,1 65,1 71,1 47,,,,7.706165166584749,-1273.6761354285188,0,,,-165.2801501,
35.0,-199.2576079,1 72,1 65,1 71,1 48,,,,7.690129444114096,-1532.3167974755318,0,,,-199.2576079,
36.0,282.7537206,1 72,1 65,1 71,1 49,,,,7.671330898300658,2169.0973534482514,0,,,282.7537206,
37.0,219.954173,1 72,1 65,1 71,1 50,,,,7.649095156566453,1682.4503993608796,0,,,219.954173,
38.0,140.4149966,1 72,1 65,1 71,1 51,,,,7.622528344171698,1070.3172915302725,0,,,140.4149966,
39.0,61.05888231,1 72,1 65,1 71,1 52,,,,7.590425203304197,463.4628791714088,0,,,61.05888231,
40.0,-3.151464494,1 72,1 65,1 71,1 53,,,,7.551128871738962,-23.797114528903617,0,,,-3.151464494,
41.0,-58.50540211,1 72,1 65,1 71,1 54,,,,7.502310814542789,-438.9257109590275,0,,,-58.50540211,
42.0,-98.76209018,1 72,1 65,1 71,1 55,,,,7.440614179554772,-734.8506085957752,0,,,-98.76209018,
43.0,-125.9016024,1 72,1 65,1 71,1 56,,,,7.361053916361021,-926.7684834226482,0,,,-125.9016024,
44.0,349.9486608,1 72,1 65,1 71,1 58,,,,7.2559627278342935,2539.214439420326,0,,,349.9486608,
45.0,231.0405349,1 72,1 65,1 71,1 59,,,,7.113039970391984,1643.4005595244444,0,,,231.0405349,
46.0,126.7282477,1 72,1 65,1 71,1 60,,,,6.911503837897544,875.8827703485806,0,,,126.7282477,
47.0,54.44334552,1 72,1 65,1 71,1 61,,,,6.613879270715353,360.0817143631216,0,,,54.44334552,
48.0,-4.540880662,1 72,1 65,1 71,1 62,,,,6.1465943222409,-27.910951295022702,0,,,-4.540880662,
49.0,-40.22164296,1 72,1 65,1 71,1 63,,,,5.347391750791137,-215.0808817675704,0,,,-40.22164296,
50.0,-65.82894192,1 72,1 65,1 71,1 64,,,,3.7915773405394053,-249.5955245355566,0,,,-65.82894192,
51.0,305.1934861,1 72,1 65,1 71,1 67,,,,3.9269908169872414,1198.4920173190233,0,,,305.1934861,
52.0,182.0415738,1 72,1 65,1 71,1 68,,,,5.983986006837701,1089.3342302819126,0,,,182.0415738,
53.0,97.26623868,1 72,1 65,1 71,1 69,,,,7.853981633974483,763.9272521984984,0,,,97.26623868,
54.0,35.21370319,1 72,1 65,1 71,1 70,,,,11.423973285781065,402.28040453598345,0,,,35.21370319,
