index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
56.0,-207.6387588,1 72,1 65,1 71,1 56,,,,7.1242416081406335,-1479.2686849056372,0,,,-207.6387588,
57.0,530.8102005,1 72,1 65,1 71,1 57,,,,7.0465629613229,3740.387498335682,0,,,530.8102005,
58.0,403.8575787,1 72,1 65,1 71,1 58,,,,6.944573234251121,2804.6185314894856,0,,,403.8575787,
59.0,267.2190753,1 72,1 65,1 71,1 59,,,,6.806784082777885,1818.902548366665,0,,,267.2190753,
60.0,142.8000266,1 72,1 65,1 71,1 60,,,,6.613879270715354,944.4621357873411,0,,,142.8000266,
61.0,59.80282516,1 72,1 65,1 71,1 61,,,,6.331148553799277,378.620570024845,0,,,59.80282516,
62.0,-20.14604436,1 72,1 65,1 71,1 62,,,,5.8904862254808625,-118.66999680050642,0,,,-20.14604436,
63.0,-74.50957023,1 72,1 65,1 71,1 63,,,,5.140787978601479,-383.03790292914664,0,,,-74.50957023,
64.0,-122.4449188,1 72,1 65,1 71,1 64,,,,3.677962131031953,-450.34777448368243,0,,,-122.4449188,
65.0,544.3943244,1 72,1 65,1 71,1 66,,,,3.7699111843077517,2052.3182522292223,0,,,544.3943244,
66.0,358.1920917,1 72,1 65,1 71,1 67,,,,5.543987035746694,1985.812312691791,0,,,358.1920917,
67.0,208.8527575,1 72,1 65,1 71,1 68,,,,6.854383971468639,1431.5569934050266,0,,,208.8527575,
68.0,114.5872701,1 72,1 65,1 71,1 69,,,,8.377580409572781,959.9640691761849,0,,,114.5872701,
69.0,41.99540011,1 72,1 65,1 71,1 70,,,,11.780972450961722,494.74665176302483,0,,,41.99540011,
