index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-122.6806531,1 72,1 65,1 71,1 1,,,,7.835843108260916,-961.3063501105833,0,,,-122.6806531,
2.0,-164.9199524,1 72,1 65,1 71,1 2,,,,7.835189207030852,-1292.179031068522,0,,,-164.9199524,
3.0,-1266.29739,1 72,1 65,1 71,1 7,,,,7.834499291571701,-9920.806004874094,0,,,-1266.29739,
4.0,-1946.77858,1 72,1 65,1 71,1 8,,,,7.8337706673404774,-15250.616935810747,0,,,-1946.77858,
5.0,-96.34809829,1 72,1 65,1 71,1 9,,,,7.833000382948727,-754.6946908019515,0,,,-96.34809829,
6.0,-135.6876602,1 72,1 65,1 71,1 10,,,,7.832185200207671,-1062.7308840692474,0,,,-135.6876602,
7.0,-199.0369714,1 72,1 65,1 71,1 11,,,,7.831321560016102,-1558.7225253651281,0,,,-199.0369714,
8.0,-793.3515733,1 72,1 65,1 71,1 15,,,,7.830405543418225,-6212.26455744789,0,,,-793.3515733,
9.0,-999.1954008,1 72,1 65,1 71,1 16,,,,7.829432827033533,-7823.1332716444485,0,,,-999.1954008,
10.0,-50.9494395,1 72,1 65,1 71,1 17,,,,7.828398631909419,-398.85252247835166,0,,,-50.9494395,
11.0,-91.28696123,1 72,1 65,1 71,1 18,,,,7.827297664663131,-714.5302184497729,0,,,-91.28696123,
12.0,-144.7641244,1 72,1 65,1 71,1 19,,,,7.826124049555088,-1132.9419954796244,0,,,-144.7641244,
13.0,-304.0434034,1 72,1 65,1 71,1 21,,,,7.8248712498604185,-2379.1004859743734,0,,,-304.0434034,
14.0,-537.0141041,1 72,1 65,1 71,1 23,,,,7.823531976566983,-4201.347015293821,0,,,-537.0141041,
15.0,-658.7748008,1 72,1 65,1 71,1 24,,,,7.822098082009768,-5153.001105814047,0,,,-658.7748008,
16.0,7.869703253,1 72,1 65,1 71,1 25,,,,7.8205604355320375,61.54548989978957,0,,,7.869703253,
17.0,-32.33333214,1 72,1 65,1 71,1 26,,,,7.818908777615561,-252.81137447900534,0,,,-32.33333214,
18.0,-86.20314094,1 72,1 65,1 71,1 27,,,,7.81713154810973,-673.8612925882234,0,,,-86.20314094,
19.0,-146.0729395,1 72,1 65,1 71,1 28,,,,7.815215683165132,-1141.5915276664314,0,,,-146.0729395,
20.0,-221.8314397,1 72,1 65,1 71,1 29,,,,7.813146374179121,-1733.2015087709894,0,,,-221.8314397,
21.0,-294.7361179,1 72,1 65,1 71,1 30,,,,7.810906780406067,-2302.156341735672,0,,,-294.7361179,
22.0,-374.0670946,1 72,1 65,1 71,1 31,,,,7.80847768476258,-2920.8945607880732,0,,,-374.0670946,
23.0,-439.1729017,1 72,1 65,1 71,1 32,,,,7.805837079618284,-3428.1121204534156,0,,,-439.1729017,
24.0,90.78743224,1 72,1 65,1 71,1 33,,,,7.802959665802279,708.4106719304774,0,,,90.78743224,
25.0,46.64378552,1 72,1 65,1 71,1 34,,,,7.799816243395348,363.81295595234474,0,,,46.64378552,
26.0,-8.933301605,1 72,1 65,1 71,1 35,,,,7.7963729667326165,-69.6473511368911,0,,,-8.933301605,
27.0,-72.06078053,1 72,1 65,1 71,1 36,,,,7.792590427872545,-561.5401485831023,0,,,-72.06078053,
28.0,-137.0269254,1 72,1 65,1 71,1 37,,,,7.788422521837801,-1067.2235918835484,0,,,-137.0269254,
29.0,-199.5783216,1 72,1 65,1 71,1 38,,,,7.783815032122417,-1553.4807397558423,0,,,-199.5783216,
30.0,-260.5050851,1 72,1 65,1 71,1 39,,,,7.7787038547351095,-2026.3919096454674,0,,,-260.5050851,
31.0,-308.5379437,1 72,1 65,1 71,1 40,,,,7.773012751150003,-2398.269370593702,0,,,-308.5379437,
32.0,213.9627056,1 72,1 65,1 71,1 41,,,,7.76665048163229,1661.7735504995878,0,,,213.9627056,
33.0,153.9573176,1 72,1 65,1 71,1 42,,,,7.759507115522504,1194.6329014039582,0,,,153.9573176,
34.0,76.0461936,1 72,1 65,1 71,1 43,,,,7.75144923666411,589.4682093319311,0,,,76.0461936,
35.0,4.632463201,1 72,1 65,1 71,1 44,,,,7.7423136486573085,35.86598306800503,0,,,4.632463201,
36.0,-62.71483736,1 72,1 65,1 71,1 45,,,,7.731899017902341,-484.90478939168906,0,,,-62.71483736,
37.0,-125.6598539,1 72,1 65,1 71,1 46,,,,7.719954643633621,-970.0883726336274,0,,,-125.6598539,
38.0,-173.0293837,1 72,1 65,1 71,1 47,,,,7.706165166584749,-1333.393009464567,0,,,-173.0293837,
39.0,-210.951249,1 72,1 65,1 71,1 48,,,,7.690129444114096,-1622.2424112075444,0,,,-210.951249,
