index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
40.0,390.9705709,1 72,1 65,1 71,1 49,,,,7.671330898300658,2999.264620871418,0,,,390.9705709,
41.0,300.4630661,1 72,1 65,1 71,1 50,,,,7.649095156566453,2298.270583632616,0,,,300.4630661,
42.0,185.224775,1 72,1 65,1 71,1 51,,,,7.622528344171698,1411.8810974803253,0,,,185.224775,
43.0,89.20458769,1 72,1 65,1 71,1 52,,,,7.590425203304197,677.1007506525353,0,,,89.20458769,
44.0,12.38001169,1 72,1 65,1 71,1 53,,,,7.551128871738962,93.48306370482486,0,,,12.38001169,
45.0,-53.54036749,1 72,1 65,1 71,1 54,,,,7.502310814542789,-401.6764780348222,0,,,-53.54036749,
46.0,-104.137594,1 72,1 65,1 71,1 55,,,,7.440614179554772,-774.847658541118,0,,,-104.137594,
47.0,-135.9993293,1 72,1 65,1 71,1 56,,,,7.361053916361021,-1001.0983955662372,0,,,-135.9993293,
48.0,491.6599811,1 72,1 65,1 71,1 58,,,,7.2559627278342935,3567.466497629313,0,,,491.6599811,
49.0,312.8060783,1 72,1 65,1 71,1 59,,,,7.113039970391984,2225.002137929465,0,,,312.8060783,
50.0,173.9823442,1 72,1 65,1 71,1 60,,,,6.911503837897544,1202.4796396647114,0,,,173.9823442,
51.0,81.22528034,1 72,1 65,1 71,1 61,,,,6.613879270715353,537.2141978987693,0,,,81.22528034,
52.0,4.089479669,1 72,1 65,1 71,1 62,,,,6.1465943222409,25.136372514394996,0,,,4.089479669,
53.0,-43.83956527,1 72,1 65,1 71,1 63,,,,5.347391750791137,-234.42732968306763,0,,,-43.83956527,
54.0,-75.33341345,1 72,1 65,1 71,1 64,,,,3.7915773405394053,-285.6324634225064,0,,,-75.33341345,
55.0,421.5932107,1 72,1 65,1 71,1 67,,,,3.9269908169872414,1655.592666923067,0,,,421.5932107,
56.0,249.6024742,1 72,1 65,1 71,1 68,,,,5.983986006837701,1493.6177128848683,0,,,249.6024742,
57.0,136.1599288,1 72,1 65,1 71,1 69,,,,7.853981633974483,1069.397580078473,0,,,136.1599288,
58.0,50.6399594,1 72,1 65,1 71,1 70,,,,11.423973285781065,578.5095433786378,0,,,50.6399594,
