index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-104.1695204,1 72,1 65,1 71,1 1,,,,7.525910034924181,-783.9704389115992,0,,,-104.1695204,
2.0,-145.2636449,1 72,1 65,1 71,1 2,,,,7.525488105557298,-1093.1798318648491,0,,,-145.2636449,
3.0,-211.4079865,1 72,1 65,1 71,1 3,,,,7.525046680883054,-1590.8549671239944,0,,,-211.4079865,
4.0,-299.4683437,1 72,1 65,1 71,1 4,,,,7.5245845407124206,-2253.3748694377737,0,,,-299.4683437,
5.0,-405.1460757,1 72,1 65,1 71,1 5,,,,7.524100367846867,-3048.3597372060844,0,,,-405.1460757,
6.0,-586.5591695,1 72,1 65,1 71,1 6,,,,7.523592738670759,-4413.032308450951,0,,,-586.5591695,
7.0,-1090.114569,1 72,1 65,1 71,1 7,,,,7.523060112661563,-8200.997432275151,0,,,-1090.114569,
8.0,-2475.356727,1 72,1 65,1 71,1 8,,,,7.522500820673164,-18620.873010316336,0,,,-2475.356727,
9.0,-83.0622263,1 72,1 65,1 71,1 9,,,,7.521913051825442,-624.7868441196485,0,,,-83.0622263,
10.0,-122.2330474,1 72,1 65,1 71,1 10,,,,7.5212948388072975,-919.3507885413078,0,,,-122.2330474,
11.0,-182.8920063,1 72,1 65,1 71,1 11,,,,7.520644041369752,-1375.465677394254,0,,,-182.8920063,
12.0,-259.7060139,1 72,1 65,1 71,1 12,,,,7.51995832774975,-1952.9784019939975,0,,,-259.7060139,
13.0,-360.3809213,1 72,1 65,1 71,1 13,,,,7.51923515372265,-2709.788892169916,0,,,-360.3809213,
14.0,-516.569755,1 72,1 65,1 71,1 14,,,,7.518471738930912,-3883.815104153965,0,,,-516.569755,
15.0,-795.0322205,1 72,1 65,1 71,1 15,,,,7.51766504007633,-5976.785929787106,0,,,-795.0322205,
16.0,-1102.918433,1 72,1 65,1 71,1 16,,,,7.51681172049155,-8290.430203920574,0,,,-1102.918433,
17.0,-41.98768417,1 72,1 65,1 71,1 17,,,,7.515908115520665,-315.5755762052216,0,,,-41.98768417,
18.0,-83.28300614,1 72,1 65,1 71,1 18,,,,7.514950193035715,-625.8676430683877,0,,,-83.28300614,
19.0,-135.4587112,1 72,1 65,1 71,1 19,,,,7.513933508291611,-1017.8277490756763,0,,,-135.4587112,
20.0,-206.3219837,1 72,1 65,1 71,1 20,,,,7.512853152171809,-1550.0667656028857,0,,,-206.3219837,
21.0,-296.4669402,1 72,1 65,1 71,1 21,,,,7.511703691694722,-2226.9718091657783,0,,,-296.4669402,
22.0,-402.6166626,1 72,1 65,1 71,1 22,,,,7.510479101428526,-3023.8440303442,0,,,-402.6166626,
23.0,-540.7601557,1 72,1 65,1 71,1 23,,,,7.509172684190236,-4060.6613898808996,0,,,-540.7601557,
24.0,-693.4778532,1 72,1 65,1 71,1 24,,,,7.507776979070689,-5206.477061750323,0,,,-693.4778532,
25.0,16.69685909,1 72,1 65,1 71,1 25,,,,7.506283654414926,125.33136046733627,0,,,16.69685909,
26.0,-27.31243722,1 72,1 65,1 71,1 26,,,,7.504683382876283,-204.9711937507857,0,,,-27.31243722,
27.0,-77.84723061,1 72,1 65,1 71,1 27,,,,7.502965695025903,-584.0851007196004,0,,,-77.84723061,
28.0,-139.3307022,1 72,1 65,1 71,1 28,,,,7.501118807202419,-1045.1361506931394,0,,,-139.3307022,
29.0,-216.1343988,1 72,1 65,1 71,1 29,,,,7.499129418283731,-1620.8198283441482,0,,,-216.1343988,
30.0,-297.2697406,1 72,1 65,1 71,1 30,,,,7.496982468793824,-2228.6260337810877,0,,,-297.2697406,
31.0,-386.7251921,1 72,1 65,1 71,1 31,,,,7.494660854142906,-2898.3741585427656,0,,,-386.7251921,
32.0,-457.9735704,1 72,1 65,1 71,1 32,,,,7.492145081731756,-3431.2044330354925,0,,,-457.9735704,
33.0,99.54398964,1 72,1 65,1 71,1 33,,,,7.489412858987701,745.5260360447545,0,,,99.54398964,
34.0,54.22514239,1 72,1 65,1 71,1 34,,,,7.486438595944928,405.9531988591054,0,,,54.22514239,
35.0,-2.009958196,1 72,1 65,1 71,1 35,,,,7.48319280146925,-15.040904703561319,0,,,-2.009958196,
