index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-291.4650699,1 72,1 65,1 71,1 1,,,,7.51995832774975,-2191.805179642668,0,,,-291.4650699,
2.0,-1490.532476,1 72,1 65,1 71,1 7,,,,7.51923515372265,-11207.664191304462,0,,,-1490.532476,
3.0,-259.5827454,1 72,1 65,1 71,1 9,,,,7.518471738930912,-1951.6655352039984,0,,,-259.5827454,
4.0,-304.1650073,1 72,1 65,1 71,1 10,,,,7.51766504007633,-2286.6106417937717,0,,,-304.1650073,
5.0,-372.8164727,1 72,1 65,1 71,1 11,,,,7.51681172049155,-2802.391231583678,0,,,-372.8164727,
6.0,-1043.657369,1 72,1 65,1 71,1 15,,,,7.515908115520665,-7844.032889490045,0,,,-1043.657369,
7.0,-1240.389777,1 72,1 65,1 71,1 16,,,,7.514950193035715,-9321.467394105679,0,,,-1240.389777,
8.0,-203.1854473,1 72,1 65,1 71,1 17,,,,7.513933508291611,-1526.7219408646893,0,,,-203.1854473,
9.0,-248.4954212,1 72,1 65,1 71,1 18,,,,7.512853152171809,-1866.9096084626815,0,,,-248.4954212,
10.0,-310.3886036,1 72,1 65,1 71,1 19,,,,7.511703691694722,-2331.5472195220896,0,,,-310.3886036,
11.0,-383.5240016,1 72,1 65,1 71,1 20,,,,7.510479101428526,-2880.4489989130407,0,,,-383.5240016,
12.0,-766.27449,1 72,1 65,1 71,1 23,,,,7.509172684190236,-5754.087468899805,0,,,-766.27449,
13.0,-879.8689605,1 72,1 65,1 71,1 24,,,,7.507776979070689,-6605.859926240757,0,,,-879.8689605,
14.0,-126.9311529,1 72,1 65,1 71,1 25,,,,7.506283654414926,-952.7812382493117,0,,,-126.9311529,
15.0,-170.330141,1 72,1 65,1 71,1 26,,,,7.504683382876283,-1278.2737787656743,0,,,-170.330141,
16.0,-224.8671283,1 72,1 65,1 71,1 27,,,,7.502965695025903,-1687.1703495738884,0,,,-224.8671283,
17.0,-288.8586848,1 72,1 65,1 71,1 28,,,,7.501118807202419,-2166.7633131770353,0,,,-288.8586848,
18.0,-364.9125776,1 72,1 65,1 71,1 29,,,,7.499129418283731,-2736.5266457819052,0,,,-364.9125776,
19.0,-458.5808905,1 72,1 65,1 71,1 30,,,,7.496982468793824,-3437.9728966023604,0,,,-458.5808905,
20.0,-560.0250033,1 72,1 65,1 71,1 31,,,,7.494660854142906,-4197.197469573762,0,,,-560.0250033,
21.0,-627.9867039,1 72,1 65,1 71,1 32,,,,7.492145081731756,-4704.967495017321,0,,,-627.9867039,
22.0,-29.97484474,1 72,1 65,1 71,1 33,,,,7.489412858987701,-224.49398764191588,0,,,-29.97484474,
23.0,-70.30013503,1 72,1 65,1 71,1 34,,,,7.486438595944928,-526.2976441887321,0,,,-70.30013503,
24.0,-122.4871774,1 72,1 65,1 71,1 35,,,,7.48319280146925,-916.595164191967,0,,,-122.4871774,
