index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-117.1928728,1 72,1 65,1 71,1 1,,,,8.33567155309668,-976.8812960246375,0,,,-117.1928728,
2.0,-150.8671101,1 72,1 65,1 71,1 2,,,,8.333278027713591,-1257.2175737009773,0,,,-150.8671101,
3.0,-209.1355521,1 72,1 65,1 71,1 3,,,,8.330673464390403,-1742.2399943401067,0,,,-209.1355521,
4.0,-283.3526592,1 72,1 65,1 71,1 4,,,,8.32783230737817,-2359.713429667276,0,,,-283.3526592,
5.0,-529.0293545,1 72,1 65,1 71,1 6,,,,8.32472501266696,-4404.023899841206,0,,,-529.0293545,
6.0,-930.6168224,1 72,1 65,1 71,1 7,,,,8.321317277204933,-7743.9578426946755,0,,,-930.6168224,
7.0,-2015.379605,1 72,1 65,1 71,1 8,,,,8.317569088587303,-16763.05910431729,0,,,-2015.379605,
8.0,-132.2299667,1 72,1 65,1 71,1 10,,,,8.313433545793512,-1099.285040922939,0,,,-132.2299667,
9.0,-184.003301,1 72,1 65,1 71,1 11,,,,8.30885538570426,-1528.856818501212,0,,,-184.003301,
10.0,-253.06165,1 72,1 65,1 71,1 12,,,,8.30376912843117,-2101.365516859854,0,,,-253.06165,
11.0,-333.4571195,1 72,1 65,1 71,1 13,,,,8.29809672447247,-2767.059431074975,0,,,-333.4571195,
12.0,-456.4523202,1 72,1 65,1 71,1 14,,,,8.291744544720602,-3784.786035943411,0,,,-456.4523202,
13.0,-706.71707,1 72,1 65,1 71,1 15,,,,8.284599494927134,-5854.867881178384,0,,,-706.71707,
14.0,-964.0101113,1 72,1 65,1 71,1 16,,,,8.276523951073713,-7978.652775251686,0,,,-964.0101113,
15.0,-140.406187,1 72,1 65,1 71,1 19,,,,8.267349088394193,-1160.7869620993545,0,,,-140.406187,
16.0,-205.8621078,1 72,1 65,1 71,1 20,,,,8.256865994449253,-1699.7758374394662,0,,,-205.8621078,
17.0,-279.2240893,1 72,1 65,1 71,1 21,,,,8.24481368358906,-2302.1505922483334,0,,,-279.2240893,
18.0,-358.8149357,1 72,1 65,1 71,1 22,,,,8.230862714133679,-2953.3564755274033,0,,,-358.8149357,
19.0,-485.6507913,1 72,1 65,1 71,1 23,,,,8.21459246386125,-3989.423330281232,0,,,-485.6507913,
20.0,-613.9865879,1 72,1 65,1 71,1 24,,,,8.1954590963212,-5031.901966824271,0,,,-613.9865879,
21.0,-207.3240459,1 72,1 65,1 71,1 29,,,,8.172749592712812,-1694.4075116887973,0,,,-207.3240459,
22.0,-268.1570444,1 72,1 65,1 71,1 30,,,,8.145514470249436,-2184.2770854595205,0,,,-268.1570444,
23.0,-342.0130727,1 72,1 65,1 71,1 31,,,,8.112467105472376,-2774.5698019202823,0,,,-342.0130727,
24.0,-412.0431652,1 72,1 65,1 71,1 32,,,,8.07182929973436,-3325.942093616645,0,,,-412.0431652,
25.0,-188.1719989,1 72,1 65,1 71,1 38,,,,8.021087626186706,-1509.3440919716083,0,,,-188.1719989,
26.0,-282.1251574,1 72,1 65,1 71,1 40,,,,7.9565964693932445,-2244.756031295853,0,,,-282.1251574,
27.0,-121.65153,1 72,1 65,1 71,1 46,,,,7.872906890923819,-957.7511688284256,0,,,-121.65153,
28.0,-158.8742997,1 72,1 65,1 71,1 47,,,,7.7615818500453715,-1233.1158809901888,0,,,-158.8742997,
29.0,-191.0680858,1 72,1 65,1 71,1 48,,,,7.608995050896381,-1453.836119236445,0,,,-191.0680858,
30.0,-99.36125606,1 72,1 65,1 71,1 55,,,,7.3919827143289245,-734.4766872695301,0,,,-99.36125606,
31.0,-124.3745822,1 72,1 65,1 71,1 56,,,,7.0685834705770345,-879.1521158988447,0,,,-124.3745822,
32.0,274.6013311,1 72,1 65,1 71,1 59,,,,6.55636727705696,1800.3871814603237,0,,,274.6013311,
33.0,-42.33442628,1 72,1 65,1 71,1 63,,,,5.675135116162207,-240.2535892042082,0,,,-42.33442628,
34.0,-67.65003873,1 72,1 65,1 71,1 64,,,,3.968327562429212,-268.45751329166274,0,,,-67.65003873,
35.0,226.1639817,1 72,1 65,1 71,1 68,,,,4.1887902047863905,947.3534712204485,0,,,226.1639817,
36.0,126.2809534,1 72,1 65,1 71,1 69,,,,6.854383971468639,865.5781428867382,0,,,126.2809534,
37.0,47.9497569,1 72,1 65,1 71,1 70,,,,10.771174812307864,516.4752137775652,0,,,47.9497569,
