index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-210.9630693,1 72,1 65,1 71,1 1,,,,7.525488105557298,-1587.60006872901,0,,,-210.9630693,
2.0,-250.8719857,1 72,1 65,1 71,1 2,,,,7.525046680883054,-1887.823403318326,0,,,-250.8719857,
3.0,-312.365802,1 72,1 65,1 71,1 3,,,,7.5245845407124206,-2350.4228847764366,0,,,-312.365802,
4.0,-383.6797327,1 72,1 65,1 71,1 4,,,,7.524100367846867,-2886.8448179434577,0,,,-383.6797327,
5.0,-500.8600619,1 72,1 65,1 71,1 5,,,,7.523592738670759,-3768.267124801027,0,,,-500.8600619,
6.0,-631.5439817,1 72,1 65,1 71,1 6,,,,7.523060112661563,-4751.143338118734,0,,,-631.5439817,
7.0,-894.1675317,1 72,1 65,1 71,1 7,,,,7.522500820673164,-6726.375991032548,0,,,-894.1675317,
8.0,-1235.670269,1 72,1 65,1 71,1 8,,,,7.521913051825442,-9294.604324143755,0,,,-1235.670269,
9.0,-184.9936744,1 72,1 65,1 71,1 9,,,,7.5212948388072975,-1391.3919684767177,0,,,-184.9936744,
10.0,-223.4042834,1 72,1 65,1 71,1 10,,,,7.520644041369752,-1680.1440927686895,0,,,-223.4042834,
11.0,-346.7349534,1 72,1 65,1 71,1 12,,,,7.51995832774975,-2607.4324003422516,0,,,-346.7349534,
12.0,-431.708057,1 72,1 65,1 71,1 13,,,,7.51923515372265,-3246.1143983397014,0,,,-431.708057,
13.0,-539.1032217,1 72,1 65,1 71,1 14,,,,7.518471738930912,-4053.2323367180556,0,,,-539.1032217,
14.0,-661.4082469,1 72,1 65,1 71,1 15,,,,7.51766504007633,-4972.245654938303,0,,,-661.4082469,
15.0,-757.5248964,1 72,1 65,1 71,1 16,,,,7.51681172049155,-5694.172019823667,0,,,-757.5248964,
16.0,-140.8255876,1 72,1 65,1 71,1 17,,,,7.515908115520665,-1058.4321767158062,0,,,-140.8255876,
17.0,-180.7742063,1 72,1 65,1 71,1 18,,,,7.514950193035715,-1358.5091565300631,0,,,-180.7742063,
18.0,-232.8866384,1 72,1 65,1 71,1 19,,,,7.513933508291611,-1749.894715907152,0,,,-232.8866384,
19.0,-292.471678,1 72,1 65,1 71,1 20,,,,7.512853152171809,-2197.296767983278,0,,,-292.471678,
20.0,-364.0396759,1 72,1 65,1 71,1 21,,,,7.511703691694722,-2734.55817738138,0,,,-364.0396759,
21.0,-434.6338064,1 72,1 65,1 71,1 22,,,,7.510479101428526,-3264.308119741532,0,,,-434.6338064,
22.0,-502.8902086,1 72,1 65,1 71,1 23,,,,7.509172684190236,-3776.28941756585,0,,,-502.8902086,
23.0,-558.8004496,1 72,1 65,1 71,1 24,,,,7.507776979070689,-4195.34915140123,0,,,-558.8004496,
24.0,-72.17286911,1 72,1 65,1 71,1 25,,,,7.506283654414926,-541.7500276926208,0,,,-72.17286911,
25.0,-118.0082556,1 72,1 65,1 71,1 26,,,,7.504683382876283,-885.614594843537,0,,,-118.0082556,
26.0,-167.2181793,1 72,1 65,1 71,1 27,,,,7.502965695025903,-1254.6322628725907,0,,,-167.2181793,
27.0,-220.464827,1 72,1 65,1 71,1 28,,,,7.501118807202419,-1653.7328601363276,0,,,-220.464827,
28.0,-279.7495928,1 72,1 65,1 71,1 29,,,,7.499129418283731,-2097.8784011193748,0,,,-279.7495928,
