index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-136.2669458,1 72,1 65,1 71,1 1,,,,7.525910034924181,-1025.5327748246896,0,,,-136.2669458,
2.0,-172.2141423,1 72,1 65,1 71,1 2,,,,7.525488105557298,-1295.995479487402,0,,,-172.2141423,
3.0,-232.2020819,1 72,1 65,1 71,1 3,,,,7.525046680883054,-1747.33150569573,0,,,-232.2020819,
4.0,-305.8660372,1 72,1 65,1 71,1 4,,,,7.5245845407124206,-2301.51485504409,0,,,-305.8660372,
5.0,-407.4532464,1 72,1 65,1 71,1 5,,,,7.524100367846867,-3065.7191211186405,0,,,-407.4532464,
6.0,-585.8054225,1 72,1 65,1 71,1 6,,,,7.523592738670759,-4407.361422994956,0,,,-585.8054225,
7.0,-913.6390371,1 72,1 65,1 71,1 7,,,,7.523060112661563,-6873.361397377528,0,,,-913.6390371,
8.0,-1657.545868,1 72,1 65,1 71,1 8,,,,7.522500820673164,-12468.890152333412,0,,,-1657.545868,
9.0,-116.9500688,1 72,1 65,1 71,1 9,,,,7.521913051825442,-879.6882489186034,0,,,-116.9500688,
10.0,-152.6886214,1 72,1 65,1 71,1 10,,,,7.5212948388072975,-1148.4161400804214,0,,,-152.6886214,
11.0,-206.9490361,1 72,1 65,1 71,1 11,,,,7.520644041369752,-1556.3900352126786,0,,,-206.9490361,
12.0,-275.3605313,1 72,1 65,1 71,1 12,,,,7.51995832774975,-2070.6997204830304,0,,,-275.3605313,
13.0,-366.4029267,1 72,1 65,1 71,1 13,,,,7.51923515372265,-2755.0697668695034,0,,,-366.4029267,
14.0,-509.8171486,1 72,1 65,1 71,1 14,,,,7.518471738930912,-3833.045823771441,0,,,-509.8171486,
15.0,-737.3997656,1 72,1 65,1 71,1 15,,,,7.51766504007633,-5543.5244384116,0,,,-737.3997656,
16.0,-933.5350165,1 72,1 65,1 71,1 16,,,,7.51681172049155,-7017.206953516472,0,,,-933.5350165,
17.0,-76.09318457,1 72,1 65,1 71,1 17,,,,7.515908115520665,-571.9093834454749,0,,,-76.09318457,
18.0,-113.2829536,1 72,1 65,1 71,1 18,,,,7.514950193035715,-851.315754023976,0,,,-113.2829536,
19.0,-164.3710384,1 72,1 65,1 71,1 19,,,,7.513933508291611,-1235.0730532264472,0,,,-164.3710384,
20.0,-224.8508567,1 72,1 65,1 71,1 20,,,,7.512853152171809,-1689.2714675271268,0,,,-224.8508567,
21.0,-303.0898952,1 72,1 65,1 71,1 21,,,,7.511703691694722,-2276.721484689206,0,,,-303.0898952,
22.0,-402.3886158,1 72,1 65,1 71,1 22,,,,7.510479101428526,-3022.1312896186528,0,,,-402.3886158,
23.0,-533.7650642,1 72,1 65,1 71,1 23,,,,7.509172684190236,-4008.1340398656876,0,,,-533.7650642,
24.0,-639.4021631,1 72,1 65,1 71,1 24,,,,7.507776979070689,-4800.488840490182,0,,,-639.4021631,
