       33887        9022           1           0           4
         1           5247      7169      7338      7422              1         1
         2             51      2926      7123      7205              2         1
         3           5457      6912      6288      7206              3         1
         4           7093      7137      7136      7619              4         1
         5           5186      7164      7482      7743              5         1
         6           5825      7189      7150      7268              6         1
         7           2987      7213      2338      7532              7         1
         8           2472      7373      7216      7839              8         1
         9           5913      7122      6162      7432              9         1
        10           5825      7150      7189      7720             10         1
        11           6039      7182      6647      7591             11         1
        12           6338      7129      5974      7378             12         1
        13           6416      7084      7282      7393             13         1
        14           6232      5479      6228      7311             14         1
        15           5688      7289      6180      7435             15         1
        16           2840      7355      7208      7605             16         1
        17           7211      7511      3243      7741             17         1
        18           6246      5673      5378      7123             18         1
        19           3175      7236      7441      7498             19         1
        20           7122      6162      7432      7785             20         1
        21           7222      7519      7249      7973             21         1
        22           7098      6427      7446      7704             22         1
        23           6230      7138      7357      7557             23         1
        24           6861      7338      6963      7439             24         1
        25           3175      7459      7236      7498             25         1
        26           6640      7207      2657      7242             26         1
        27           2495      3243      7211      7511             27         1
        28           7170      7504      6481      7611             28         1
        29           3027      7432      7157      7459             29         1
        30           6267      7177      7431      7536             30         1
        31           2752      7127      7501      7507             31         1
        32           2690      7139      2321      7336             32         1
        33           6912      7206      5457      7249             33         1
        34           5183      7431      7138      7761             34         1
        35           6910      7206      7186      7709             35         1
        36           6230      7557      7357      7942             36         1
        37           2574      7484      7227      7961             37         1
        38           5932      7256      7457      7878             38         1
        39           2888      7223      7349      7650             39         1
        40           2505      3185      7158      7310             40         1
        41           7154      7155      2783      7325             41         1
        42           6270      7296      7317      7677             42         1
        43           6113      7103      7454      7469             43         1
        44           5384      7360      7101      7543             44         1
        45           6094      5865      5129      7318             45         1
        46           6427      7098      7446      7620             46         1
        47           2214      2704      7497      7525             47         1
        48           3337      7107      7307      7479             48         1
        49           3300      2321      7139      7336             49         1
        50           2854      7386      7385      7472             50         1
        51           3337      7107      2737      7307             51         1
        52           5851      7104      5903      7515             52         1
        53           2534      7635      7303      7922             53         1
        54           6881      7168      3091      7426             54         1
        55           7589      7688        25      7693             55         1
        56           6342      7379      7367      7925             56         1
        57           3218      3298      7111      7637             57         1
        58           7115      7548      2519      7570             58         1
        59           7635      7842      7303      7922             59         1
        60           2214      7497      7332      7525             60         1
        61           5083      7257      5684      7346             61         1
        62           2737      7107      7263      7815             62         1
        63           7114      7279      7086      7780             63         1
        64           6149      7124      7505      7801             64         1
        65           6349      7106      7207      7651             65         1
        66           3111      7321      7155      7491             66         1
        67           7331      7483      2404      7650             67         1
        68           6039      6647      6682      7591             68         1
        69           7105      7132      2218      7721             69         1
        70           5995      7311      5362      7577             70         1
        71           7310      7862      2507      7998             71         1
        72           5832      5401      6063      7377             72         1
        73           5479      5791      6228      7311             73         1
        74           2980      7862      7199      7998             74         1
        75           5446      6405      7341      7583             75         1
        76           5186      7164      7369      7482             76         1
        77           7196      7471      2256      7654             77         1
        78           5932      7457      6901      7878             78         1
        79           2783      7154      2122      7155             79         1
        80           3157      7588      7417      7593             80         1
        81           5479      7209      5791      7311             81         1
        82           5932      6929      6901      7457             82         1
        83           6186      5996      7101      7543             83         1
        84           2704      3386      7497      7525             84         1
        85           5186      7482      5455      7743             85         1
        86           2102      7117      2977      7439             86         1
        87           6385      7102      5683      7463             87         1
        88           2236      7278      3098      7310             88         1
        89           2058      7116      7456      7836             89         1
        90           5989      7671      6476      7909             90         1
        91           2372      7330      7188      7603             91         1
        92           7186      7206      6891      7789             92         1
        93           7129      7253      7769      7845             93         1
        94           7502      7626      7088      7787             94         1
        95           7138      7431      5183      7523             95         1
        96           5636      6423      7304      7577             96         1
        97           2505      7158      3185      7714             97         1
        98           7127      7210      2078      7744             98         1
        99           2934      7388      7362      7427             99         1
       100           3016      2065      7103      7544            100         1
       101           7244      7305      2113      7354            101         1
       102           6232      7209      5479      7311            102         1
       103           5797      7255      6200      7462            103         1
       104           2260      7124      3201      7396            104         1
       105           2451      7388      7355      7605            105         1
       106           6014      7096      7485      7697            106         1
       107           2706      7116      7458      7729            107         1
       108           7166      7370      2839      7450            108         1
       109           7244      7354      2558      7375            109         1
       110           6481      7170      2551      7504            110         1
       111           7168      7426      6881      7950            111         1
       112           7215      7126      7672      7679            112         1
       113           7333      7371      6038      7446            113         1
       114           6107      7257      7125      7272            114         1
       115           2684      7257      7125      7346            115         1
       116           7227      7484      7278      7961            116         1
       117           2513      7351      7296      7490            117         1
       118           2294      7417      7097      7654            118         1
       119           5851      7108      7104      7515            119         1
       120           7476      7676      7199      7998            120         1
       121           2262      7215      7126      7672            121         1
       122           3073      7260      2535      7578            122         1
       123           2518      7380      7168      7814            123         1
       124           6338      5225      7129      7378            124         1
       125           7105      7286      7132      7818            125         1
       126           6416      7084      5359      7282            126         1
       127           5904      5699      6687      7777            127         1
       128           6126      7146      5168      7527            128         1
       129           7161      7312      6159      7539            129         1
       130           5688      7210      7289      7435            130         1
       131           7234      2404      7483      7650            131         1
       132           7125      7257      2602      7272            132         1
       133           2253      7155      3111      7321            133         1
       134           6246      7123      5378      7572            134         1
       135           6126      7309      7146      7527            135         1
       136           7198      7199      2250      7490            136         1
       137           6914      7120      3128      7582            137         1
       138           5384      7101      7360      7662            138         1
       139           7110      7111      3298      7637            139         1
       140           3380      2681      2274      7904            140         1
       141           7106      7397      7286      7795            141         1
       142           5887      7342      7202      7623            142         1
       143           5936      7108      5851      7515            143         1
       144           7170      7442      7441      7969            144         1
       145           3054      6926      7380      7814            145         1
       146           3143      7151      7417      7654            146         1
       147           7210      7289      2354      7744            147         1
       148           7238      7341      6405      7583            148         1
       149           3281      7244      2313      7615            149         1
       150           5092      7177      6267      7467            150         1
       151           2741      7192      7327      7383            151         1
       152           5857      6071      7233      7753            152         1
       153           3106      7199      7351      7490            153         1
       154           5688      6180      5072      7435            154         1
       155           7122      7434      6162      7785            155         1
       156           6881      2518      7168      7814            156         1
       157           7131      7898      7109      7993            157         1
       158           7249      7519      2668      7973            158         1
       159           3300      7336      7139      7438            159         1
       160           7088      7626      7502      7855            160         1
       161           7105      7791      7286      7880            161         1
       162           7154      7537      5332      7865            162         1
       163           7109      7131      7609      7898            163         1
       164           7474      7495      6642      7943            164         1
       165           2984      7276      7087      7606            165         1
       166           5158      5949      7359      7565            166         1
       167           2294      7417      3157      7588            167         1
       168           7366      7377        42      7630            168         1
       169           6073      5375      7578      7751            169         1
       170           6052      7431      5183      7761            170         1
       171           3027      7432      3223      7694            171         1
       172           7170      7441      6011      7969            172         1
       173           6423      7320      7304      7577            173         1
       174           5823      6664      7578      7638            174         1
       175           7085      7608      7475      7854            175         1
       176           5446      7256      6004      7583            176         1
       177           2602      7125      2684      7257            177         1
       178           6891      7186      6910      7206            178         1
       179           6404      5196      5782      7334            179         1
       180           6299      5697      7130      7451            180         1
       181           7275      7276      2719      7579            181         1
       182           5736      7169      5247      7422            182         1
       183           2658      7395      7195      7534            183         1
       184           6400      7355      7388      7605            184         1
       185           5455      7482      6344      7743            185         1
       186           7198      7370      5866      7450            186         1
       187           6416      7282      5998      7393            187         1
       188           5116      7370      7121      7473            188         1
       189           7185      7471      7196      7654            189         1
       190           5367      5857      7233      7234            190         1
       191           5976      7382      6938      7614            191         1
       192           7132      7286      7105      7791            192         1
       193           6136      7313      7402      7517            193         1
       194           7163      7251      7164      7828            194         1
       195           6321      7431      7290      7536            195         1
       196           2888      7234      7223      7650            196         1
       197           7216      7373      3275      7395            197         1
       198           6302      7248      7103      7469            198         1
       199           2294      7097      7417      7588            199         1
       200           6073      7369      5375      7751            200         1
       201           5479      5791      7209      7603            201         1
       202           2438      7123      2926      7205            202         1
       203           2582      7095      3164      7380            203         1
       204           7189      7231      2780      7844            204         1
       205           5684      7346      7257      7716            205         1
       206           2226      2535      3073      7260            206         1
       207           7145      7358      7333      7905            207         1
       208           5457      6288      5643      7206            208         1
       209           5158      7135      6314      7565            209         1
       210           7223      7233      5857      7234            210         1
