index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-275.8027842,1 72,1 65,1 71,1 1,,,,7.5245845407124206,-2075.301366276764,0,,,-275.8027842,
2.0,-325.4171867,1 72,1 65,1 71,1 2,,,,7.524100367846867,-2448.4715741531627,0,,,-325.4171867,
3.0,-397.5984667,1 72,1 65,1 71,1 3,,,,7.523592738670759,-2991.3689369707477,0,,,-397.5984667,
4.0,-486.8964355,1 72,1 65,1 71,1 4,,,,7.523060112661563,-3662.9511529071433,0,,,-486.8964355,
5.0,-634.8328787,1 72,1 65,1 71,1 5,,,,7.522500820673164,-4775.530851011057,0,,,-634.8328787,
6.0,-860.8619992,1 72,1 65,1 71,1 6,,,,7.521913051825442,-6475.329107603024,0,,,-860.8619992,
7.0,-1299.097993,1 72,1 65,1 71,1 7,,,,7.5212948388072975,-9770.89902985582,0,,,-1299.097993,
8.0,-2394.684205,1 72,1 65,1 71,1 8,,,,7.520644041369752,-18009.567497295513,0,,,-2394.684205,
9.0,-249.0088951,1 72,1 65,1 71,1 9,,,,7.51995832774975,-1872.5365143910087,0,,,-249.0088951,
10.0,-295.1837176,1 72,1 65,1 71,1 10,,,,7.51923515372265,-2219.5557861844595,0,,,-295.1837176,
11.0,-447.4655237,1 72,1 65,1 71,1 12,,,,7.518471738930912,-3364.2568940843703,0,,,-447.4655237,
12.0,-569.2142083,1 72,1 65,1 71,1 13,,,,7.51766504007633,-4279.161754051635,0,,,-569.2142083,
13.0,-767.3783255,1 72,1 65,1 71,1 14,,,,7.51681172049155,-5768.238391169579,0,,,-767.3783255,
14.0,-1063.023998,1 72,1 65,1 71,1 15,,,,7.515908115520665,-7989.590693561422,0,,,-1063.023998,
15.0,-193.1897477,1 72,1 65,1 71,1 17,,,,7.514950193035715,-1451.8113317706361,0,,,-193.1897477,
16.0,-240.7895844,1 72,1 65,1 71,1 18,,,,7.513933508291611,-1809.276926670771,0,,,-240.7895844,
17.0,-302.970936,1 72,1 65,1 71,1 19,,,,7.512853152171809,-2276.1761515440435,0,,,-302.970936,
18.0,-376.8026188,1 72,1 65,1 71,1 20,,,,7.511703691694722,-2830.429622680199,0,,,-376.8026188,
19.0,-478.0154826,1 72,1 65,1 71,1 21,,,,7.510479101428526,-3590.125292226571,0,,,-478.0154826,
20.0,-617.6550543,1 72,1 65,1 71,1 22,,,,7.509172684190236,-4638.078462001597,0,,,-617.6550543,
21.0,-788.3882811,1 72,1 65,1 71,1 23,,,,7.507776979070689,-5919.043387411691,0,,,-788.3882811,
22.0,-113.6978579,1 72,1 65,1 71,1 25,,,,7.506283654414926,-853.4483722967609,0,,,-113.6978579,
23.0,-162.1830579,1 72,1 65,1 71,1 26,,,,7.504683382876283,-1217.132499606192,0,,,-162.1830579,
24.0,-217.1932549,1 72,1 65,1 71,1 27,,,,7.502965695025903,-1629.5935407057166,0,,,-217.1932549,
25.0,-282.085627,1 72,1 65,1 71,1 28,,,,7.501118807202419,-2115.957801931186,0,,,-282.085627,
26.0,-360.7807127,1 72,1 65,1 71,1 29,,,,7.499129418283731,-2705.541256157941,0,,,-360.7807127,
27.0,-459.9736774,1 72,1 65,1 71,1 30,,,,7.496982468793824,-3448.414595574426,0,,,-459.9736774,
28.0,-573.6819121,1 72,1 65,1 71,1 31,,,,7.494660854142906,-4299.5513693457215,0,,,-573.6819121,
29.0,-656.8776054,1 72,1 65,1 71,1 32,,,,7.492145081731756,-4921.422320597343,0,,,-656.8776054,
30.0,-19.02386213,1 72,1 65,1 71,1 33,,,,7.489412858987701,-142.47755766403117,0,,,-19.02386213,
31.0,-62.04605518,1 72,1 65,1 71,1 34,,,,7.486438595944928,-464.5039822256807,0,,,-62.04605518,
32.0,-114.5091155,1 72,1 65,1 71,1 35,,,,7.48319280146925,-856.8937888122108,0,,,-114.5091155,
33.0,-176.5092179,1 72,1 65,1 71,1 36,,,,7.47964134628904,-1320.2256442059816,0,,,-176.5092179,
34.0,-245.1052545,1 72,1 65,1 71,1 37,,,,7.475744558117355,-1832.3442724943443,0,,,-245.1052545,
35.0,-313.9148502,1 72,1 65,1 71,1 38,,,,7.471456103615104,-2345.401023542211,0,,,-313.9148502,
36.0,-400.1575739,1 72,1 65,1 71,1 39,,,,7.466721597728649,-2987.865199533828,0,,,-400.1575739,
37.0,-467.9314816,1 72,1 65,1 71,1 40,,,,7.461476861569028,-3491.4599227581134,0,,,-467.9314816,
38.0,88.68168348,1 72,1 65,1 71,1 41,,,,7.455645723351854,661.1792141773047,0,,,88.68168348,
39.0,45.913279,1 72,1 65,1 71,1 42,,,,7.449137219852086,342.0143154843532,0,,,45.913279,
40.0,-14.17633882,1 72,1 65,1 71,1 43,,,,7.441842003676811,-105.49807368903016,0,,,-14.17633882,
41.0,-76.27462631,1 72,1 65,1 71,1 44,,,,7.433627687367397,-566.9971739816177,0,,,-76.27462631,
42.0,-141.49216,1 72,1 65,1 71,1 45,,,,7.424332748089664,-1050.4848770859426,0,,,-141.49216,
43.0,-206.5853813,1 72,1 65,1 71,1 46,,,,7.413758459586104,-1531.574118239696,0,,,-206.5853813,
44.0,-264.0535737,1 72,1 65,1 71,1 47,,,,7.4016580843738575,-1954.4342684844132,0,,,-264.0535737,
45.0,-316.1170361,1 72,1 65,1 71,1 48,,,,7.387722205559858,-2335.384847151737,0,,,-316.1170361,
46.0,218.0966804,1 72,1 65,1 71,1 49,,,,7.371558532546507,1607.7124453226884,0,,,218.0966804,
47.0,163.3988671,1 72,1 65,1 71,1 50,,,,7.352663657337813,1201.4169117763413,0,,,163.3988671,
48.0,91.05923505,1 72,1 65,1 71,1 51,,,,7.330382858376184,667.4990557073678,0,,,91.05923505,
49.0,19.73184478,1 72,1 65,1 71,1 52,,,,7.303851772876419,144.1184694785253,0,,,19.73184478,
50.0,-43.75233537,1 72,1 65,1 71,1 53,,,,7.271909898664698,-318.16304066680055,0,,,-43.75233537,
51.0,-107.608492,1 72,1 65,1 71,1 54,,,,7.232969132683476,-778.3289010506168,0,,,-107.608492,
52.0,-164.0713227,1 72,1 65,1 71,1 55,,,,7.184808310900424,-1178.8210029153854,0,,,-164.0713227,
53.0,-203.3802891,1 72,1 65,1 71,1 56,,,,7.1242416081406335,-1448.930317881891,0,,,-203.3802891,
54.0,381.0975234,1 72,1 65,1 71,1 57,,,,7.0465629613229,2685.427693042327,0,,,381.0975234,
55.0,289.0619254,1 72,1 65,1 71,1 58,,,,6.944573234251121,2007.4117101739344,0,,,289.0619254,
56.0,192.920716,1 72,1 65,1 71,1 59,,,,6.806784082777885,1313.169658906913,0,,,192.920716,
57.0,104.9745282,1 72,1 65,1 71,1 60,,,,6.613879270715354,694.2888560151043,0,,,104.9745282,
58.0,39.82806216,1 72,1 65,1 71,1 61,,,,6.331148553799277,252.15737814491175,0,,,39.82806216,
59.0,-22.3848814,1 72,1 65,1 71,1 62,,,,5.8904862254808625,-131.85783554572276,0,,,-22.3848814,
60.0,-71.95952297,1 72,1 65,1 71,1 63,,,,5.140787978601479,-369.928650630073,0,,,-71.95952297,
61.0,-110.1005459,1 72,1 65,1 71,1 64,,,,3.677962131031953,-404.9456384261453,0,,,-110.1005459,
62.0,379.2569043,1 72,1 65,1 71,1 66,,,,3.7699111843077517,1429.7648452465046,0,,,379.2569043,
63.0,255.394727,1 72,1 65,1 71,1 67,,,,5.543987035746694,1415.9050554860662,0,,,255.394727,
64.0,161.2910628,1 72,1 65,1 71,1 68,,,,6.854383971468639,1105.5508755974615,0,,,161.2910628,
