	 3.31701e-01	-1.23466e-02	 9.21734e-02	 1.51964e+01	 1.18174e+00
	 1.73927e-01	-1.08209e-02	 3.95081e-01	 2.30721e+01	 1.36309e+00
	 1.17503e-01	-8.05762e-03	 4.36543e-01	 4.20605e+01	 1.62387e+00
	 3.85475e-02	-1.76460e-02	 1.71190e-01	 2.93053e+01	 1.46695e+00
	 6.51861e-02	-1.41815e-02	 4.56768e-01	 5.01659e+01	 1.70041e+00
	 4.31009e-01	-2.03346e-02	 4.26332e-01	 4.60816e+01	 1.66353e+00
	 8.78537e-03	-8.64554e-03	 3.69136e-02	 1.28493e+01	 1.10888e+00
	 4.35283e-01	-1.97481e-02	 1.10123e-01	 5.21070e+01	 1.71690e+00
	 4.14741e-01	-3.61354e-03	 1.94754e-01	 3.24761e+01	 1.51156e+00
	 2.67239e-01	-1.90338e-02	 1.31474e-01	 1.92351e+01	 1.28410e+00
	 3.08572e-01	-7.92012e-03	 3.63563e-01	 3.55992e+01	 1.55144e+00
	 2.81744e-01	-7.21013e-03	 2.71758e-01	 2.28240e+01	 1.35839e+00
	 2.22346e-01	-1.53457e-02	 3.27631e-01	 3.23904e+01	 1.51042e+00
	 6.49815e-02	-1.93875e-02	 4.55922e-01	 5.02674e+01	 1.70129e+00
	 8.16336e-02	-1.52827e-02	 3.31570e-01	 4.66714e+01	 1.66905e+00
	 2.15206e-01	-1.88001e-02	 9.03177e-02	 1.09251e+01	 1.03842e+00
	 7.86251e-02	-1.83768e-02	 3.66540e-02	 9.74453e+00	 9.88761e-01
	 2.46944e-01	-9.89632e-03	 3.79374e-01	 2.32733e+01	 1.36686e+00
	 3.78491e-02	-1.99326e-02	 5.67556e-02	 1.31636e+01	 1.11937e+00
	 2.04331e-01	-1.46961e-02	 4.15666e-01	 2.30357e+01	 1.36240e+00
	 3.64963e-01	-1.92986e-02	 1.22976e-01	 3.29761e+01	 1.51820e+00
	 2.34149e-01	-1.06245e-02	 1.00955e-01	 1.18676e+01	 1.07436e+00
	 1.68230e-01	-1.50583e-02	 1.27648e-01	 1.74793e+01	 1.24252e+00
	 4.43193e-01	-2.02692e-02	 3.46918e-01	 4.25281e+01	 1.62868e+00
	 7.38540e-02	-1.95926e-02	 1.15468e-01	 1.96425e+01	 1.29320e+00
	 4.14806e-01	-1.03729e-02	 9.85910e-02	 4.69121e+01	 1.67128e+00
	 2.64746e-01	-1.96518e-02	 2.07125e-01	 2.40156e+01	 1.38049e+00
	 1.08211e-01	-1.87625e-02	 1.96620e-01	 2.40229e+01	 1.38063e+00
	 1.20699e-01	-1.84648e-02	 2.42084e-01	 2.40813e+01	 1.38168e+00
	 5.27329e-02	-4.87084e-03	 2.08280e-01	 2.64143e+01	 1.42184e+00
	 4.09592e-01	-1.85857e-03	 1.94443e-01	 3.15526e+01	 1.49903e+00
	 6.98528e-02	-1.08307e-02	 3.42690e-01	 4.74387e+01	 1.67613e+00
	 2.19737e-01	-2.43825e-02	 1.74612e-01	 2.06622e+01	 1.31518e+00
	 6.11059e-02	-1.81108e-02	 3.17719e-01	 3.93505e+01	 1.59495e+00
	 1.29811e-01	-1.12171e-02	 3.78358e-01	 3.47037e+01	 1.54038e+00
	 2.27390e-01	-1.17388e-02	 4.82313e-01	 3.33788e+01	 1.52347e+00
	 3.48533e-01	-1.21917e-02	 2.13566e-01	 2.28449e+01	 1.35879e+00
	 2.20925e-01	-1.00877e-02	 1.48868e-01	 1.96487e+01	 1.29333e+00
	 3.75134e-01	-1.24367e-02	 4.73472e-01	 4.06720e+01	 1.60930e+00
	 2.62909e-01	-2.62316e-02	 2.49233e-01	 2.26986e+01	 1.35600e+00
	 5.36095e-02	-8.65475e-03	 2.06849e-01	 2.63295e+01	 1.42044e+00
	 1.07235e-01	-2.25452e-02	 2.00017e-01	 2.43600e+01	 1.38668e+00
	 4.24862e-01	-6.08177e-03	 2.24947e-01	 3.29847e+01	 1.51831e+00
	 2.18224e-01	-1.00461e-02	 1.53004e-01	 2.12661e+01	 1.32769e+00
	 6.93848e-02	-1.86942e-02	 2.29459e-01	 3.04753e+01	 1.48395e+00
	 1.52457e-01	-2.28769e-02	 4.07374e-01	 2.96984e+01	 1.47273e+00
	 1.47154e-01	-1.87363e-02	 3.77489e-02	 7.22084e+00	 8.58588e-01
	 3.26355e-01	-9.80645e-03	 4.66061e-01	 4.17997e+01	 1.62117e+00
	 3.73605e-02	-1.46781e-02	 2.24713e-01	 2.83546e+01	 1.45262e+00
	 8.41606e-02	-2.16138e-02	 3.83994e-01	 4.22435e+01	 1.62576e+00
	 3.99550e-01	-1.13792e-02	 2.91771e-02	 7.42594e+00	 8.70751e-01
	 3.47224e-01	-1.45083e-02	 1.15483e-01	 2.61056e+01	 1.41673e+00
	 4.14810e-01	-7.11747e-03	 4.87327e-01	 4.42558e+01	 1.64597e+00
	 6.95177e-02	-1.12526e-02	 2.38856e-01	 3.41655e+01	 1.53359e+00
	 1.90161e-01	-1.03867e-02	 3.40216e-01	 2.57265e+01	 1.41038e+00
	 4.63246e-01	-1.37100e-02	 3.28746e-01	 4.10865e+01	 1.61370e+00
	 1.80672e-01	-2.23638e-02	 4.37825e-01	 2.87177e+01	 1.45815e+00
	 2.31378e-01	-9.07249e-03	 2.58574e-01	 1.89679e+01	 1.27802e+00
	 4.45799e-01	-1.72439e-02	 7.35819e-02	 2.44320e+01	 1.38796e+00
	 3.02634e-01	-1.84182e-02	 3.07947e-01	 2.92190e+01	 1.46567e+00
	 3.96922e-01	-1.62459e-02	 2.83776e-01	 3.41001e+01	 1.53276e+00
	 1.26018e-01	-6.81351e-03	 1.06703e-01	 1.66886e+01	 1.22242e+00
	 2.99149e-01	-2.42736e-02	 4.25068e-01	 3.27477e+01	 1.51518e+00
	 4.12820e-01	-7.30484e-03	 2.46165e-01	 3.69094e+01	 1.56714e+00
	 3.54678e-01	-2.24982e-02	 3.04410e-01	 3.24008e+01	 1.51056e+00
	 2.73969e-02	-9.74788e-03	 3.13492e-02	 1.20907e+01	 1.08245e+00
	 1.05335e-01	-2.03772e-02	 1.19983e-01	 2.00307e+01	 1.30170e+00
	 3.06479e-01	-9.48966e-03	 4.91407e-01	 2.91540e+01	 1.46470e+00
	 3.13655e-01	-1.00424e-02	 4.03073e-01	 2.82978e+01	 1.45175e+00
	 3.01786e-01	-2.05815e-02	 4.24458e-01	 3.23744e+01	 1.51020e+00
	 2.96578e-01	-1.45822e-02	 2.49938e-01	 2.05632e+01	 1.31309e+00
	 3.64679e-01	-1.03807e-02	 1.97845e-01	 2.10303e+01	 1.32285e+00
	 3.38100e-01	-6.86240e-03	 2.51056e-01	 2.25213e+01	 1.35259e+00
	 3.78522e-01	-1.94253e-02	 4.55622e-01	 4.23623e+01	 1.62698e+00
	 2.25157e-01	-1.83283e-02	 2.64725e-01	 1.80613e+01	 1.25675e+00
	 1.49806e-01	-1.83178e-02	 2.51363e-01	 1.98749e+01	 1.29831e+00
	 3.46098e-01	-1.13717e-02	 2.99811e-01	 3.06528e+01	 1.48647e+00
	 2.82992e-02	-7.46158e-03	 3.51148e-02	 1.21747e+01	 1.08546e+00
	 2.92011e-02	-1.79618e-02	 2.99281e-01	 3.50503e+01	 1.54469e+00
	 3.83713e-01	-1.82020e-02	 4.55056e-01	 4.25969e+01	 1.62938e+00
	 4.38265e-01	-1.71546e-02	 1.08846e-01	 5.14286e+01	 1.71120e+00
	 6.99240e-02	-1.58360e-02	 3.43082e-01	 4.66401e+01	 1.66876e+00
	 7.57595e-02	-2.18192e-02	 3.16845e-01	 4.27751e+01	 1.63119e+00
	 2.83169e-01	-1.12172e-02	 2.50503e-01	 2.11084e+01	 1.32445e+00
	 3.60453e-01	-2.36489e-02	 2.85700e-01	 3.21517e+01	 1.50720e+00
	 2.97766e-01	-1.92975e-02	 3.04696e-01	 2.70265e+01	 1.43179e+00
	 1.28744e-01	-7.40347e-03	 1.03226e-01	 1.57659e+01	 1.19772e+00
	 1.67624e-02	-1.76585e-02	 1.33316e-01	 2.64648e+01	 1.42267e+00
	 4.14443e-01	-1.82374e-02	 4.31239e-01	 4.48297e+01	 1.65157e+00
	 3.66095e-01	-1.92495e-02	 1.26690e-01	 3.17855e+01	 1.50223e+00
	 4.10268e-01	-1.85857e-03	 1.90309e-01	 3.16452e+01	 1.50031e+00
	 2.27239e-01	-8.75143e-03	 1.86259e-01	 1.97306e+01	 1.29514e+00
	 2.29972e-01	-1.25729e-02	 1.88823e-01	 2.01592e+01	 1.30447e+00
	 3.45138e-01	-1.03070e-02	 1.13663e-01	 2.56946e+01	 1.40984e+00
	 3.84841e-01	-1.86762e-02	 3.32631e-01	 3.51540e+01	 1.54597e+00
	 1.76180e-01	-1.22666e-02	 4.22250e-01	 2.34561e+01	 1.37026e+00
	 6.31530e-02	-2.34487e-02	 1.12473e-01	 2.01820e+01	 1.30496e+00
	 2.47461e-02	-1.30549e-02	 3.11955e-02	 1.21201e+01	 1.08351e+00
	 3.52634e-02	-1.88570e-02	 4.07471e-01	 4.85637e+01	 1.68631e+00
	 1.73786e-02	-1.01760e-02	 1.41607e-01	 2.77345e+01	 1.44302e+00
	 3.56333e-01	-1.26781e-02	 1.43666e-01	 2.53866e+01	 1.40460e+00
	 1.52441e-01	-1.07980e-02	 1.20405e-01	 1.48968e+01	 1.17309e+00
	 2.63276e-01	-1.37480e-02	 3.83710e-01	 2.34923e+01	 1.37093e+00
	 4.38495e-02	-1.53524e-02	 3.91350e-01	 4.55445e+01	 1.65844e+00
	 3.24592e-01	-5.36393e-03	 4.92391e-01	 3.55131e+01	 1.55039e+00
	 6.71344e-02	-7.03399e-03	 3.45118e-01	 4.67386e+01	 1.66968e+00
	 1.27406e-01	-1.00514e-02	 1.51382e-01	 2.04078e+01	 1.30980e+00
	 3.86985e-02	-1.99919e-02	 5.21904e-02	 1.27403e+01	 1.10518e+00
	 4.24687e-01	-1.24506e-02	 2.88418e-01	 3.67448e+01	 1.56520e+00
	 2.84104e-01	-1.82558e-02	 2.05473e-01	 2.24409e+01	 1.35104e+00
	 2.66060e-01	-1.58927e-02	 1.88464e-01	 2.28551e+01	 1.35898e+00
	 1.68252e-01	-6.86849e-03	 4.11627e-01	 2.47076e+01	 1.39283e+00
	 4.42741e-01	-1.05294e-02	 8.13367e-02	 2.93930e+01	 1.46824e+00
	 1.79926e-01	-9.99754e-03	 3.46273e-01	 2.57371e+01	 1.41056e+00
	 4.54539e-01	-1.05926e-02	 1.42815e-01	 5.48544e+01	 1.73921e+00
	 2.38564e-01	-1.28130e-02	 3.20908e-01	 3.08198e+01	 1.48883e+00
	 3.33729e-01	-1.81066e-02	 1.81894e-01	 2.86194e+01	 1.45666e+00
	 1.37987e-01	-1.20508e-02	 2.25851e-01	 2.16705e+01	 1.33587e+00
