index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-271.3435023,1 72,1 65,1 71,1 11,,,,8.256865994449253,-2240.4469369556327,0,,,-271.3435023,
2.0,17.43735018,1 72,1 65,1 71,1 33,,,,8.24481368358906,143.76770336959814,0,,,17.43735018,
3.0,118.1406342,1 72,1 65,1 71,1 41,,,,8.230862714133679,972.3993410608861,0,,,118.1406342,
4.0,65.28853924,1 72,1 65,1 71,1 42,,,,8.21459246386125,536.3187424174135,0,,,65.28853924,
5.0,2.963282276,1 72,1 65,1 71,1 43,,,,8.1954590963212,24.285458683811587,0,,,2.963282276,
6.0,-56.82035622,1 72,1 65,1 71,1 44,,,,8.172749592712812,-464.3785431548019,0,,,-56.82035622,
7.0,252.0600988,1 72,1 65,1 71,1 49,,,,8.145514470249436,2053.1591821479024,0,,,252.0600988,
8.0,177.8857843,1 72,1 65,1 71,1 50,,,,8.112467105472376,1443.0925736649046,0,,,177.8857843,
9.0,99.07447705,1 72,1 65,1 71,1 51,,,,8.07182929973436,799.7122667080494,0,,,99.07447705,
10.0,21.91527761,1 72,1 65,1 71,1 52,,,,8.021087626186706,175.78436206201755,0,,,21.91527761,
11.0,-37.56014916,1 72,1 65,1 71,1 53,,,,7.9565964693932445,-298.8509501963396,0,,,-37.56014916,
12.0,-87.8060051,1 72,1 65,1 71,1 54,,,,7.872906890923819,-691.2885026162819,0,,,-87.8060051,
13.0,-140.6316932,1 72,1 65,1 71,1 56,,,,7.7615818500453715,-1091.524397482269,0,,,-140.6316932,
14.0,186.501373,1 72,1 65,1 71,1 59,,,,7.608995050896381,1419.08802414238,0,,,186.501373,
15.0,94.34772308,1 72,1 65,1 71,1 60,,,,7.3919827143289245,697.4167381436521,0,,,94.34772308,
16.0,30.97905729,1 72,1 65,1 71,1 61,,,,7.0685834705770345,218.97805229415297,0,,,30.97905729,
17.0,-22.84011193,1 72,1 65,1 71,1 62,,,,6.55636727705696,-149.74816246217028,0,,,-22.84011193,
18.0,-57.52732987,1 72,1 65,1 71,1 63,,,,5.675135116162207,-326.4753698842841,0,,,-57.52732987,
19.0,-80.99668943,1 72,1 65,1 71,1 64,,,,3.968327562429212,-321.4213951305878,0,,,-80.99668943,
20.0,138.713755,1 72,1 65,1 71,1 68,,,,4.1887902047863905,581.0428182131392,0,,,138.713755,
21.0,76.30322193,1 72,1 65,1 71,1 69,,,,6.854383971468639,523.0115813684064,0,,,76.30322193,
22.0,28.83797218,1 72,1 65,1 71,1 70,,,,10.771174812307864,310.6188395832509,0,,,28.83797218,
