index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-102.9087653,1 72,1 65,1 71,1 1,,,,7.831321560016102,-805.9116324085269,0,,,-102.9087653,
2.0,-79.18860755,1 72,1 65,1 71,1 9,,,,7.830405543418225,-620.0789115350904,0,,,-79.18860755,
3.0,-115.0639873,1 72,1 65,1 71,1 10,,,,7.829432827033533,-900.8857593759894,0,,,-115.0639873,
4.0,-174.270656,1 72,1 65,1 71,1 11,,,,7.828398631909419,-1364.260165012357,0,,,-174.270656,
5.0,-38.65275303,1 72,1 65,1 71,1 17,,,,7.827297664663131,-302.54660352451975,0,,,-38.65275303,
6.0,-76.01292748,1 72,1 65,1 71,1 18,,,,7.826124049555088,-594.8865998283148,0,,,-76.01292748,
7.0,-129.2163067,1 72,1 65,1 71,1 19,,,,7.8248712498604185,-1011.1009633099761,0,,,-129.2163067,
8.0,-193.4117252,1 72,1 65,1 71,1 20,,,,7.823531976566983,-1513.162816745186,0,,,-193.4117252,
9.0,-267.3383317,1 72,1 65,1 71,1 21,,,,7.822098082009768,-2091.1466516382616,0,,,-267.3383317,
10.0,-463.8563269,1 72,1 65,1 71,1 24,,,,7.8205604355320375,-3627.616437925355,0,,,-463.8563269,
11.0,19.02681227,1 72,1 65,1 71,1 25,,,,7.818908777615561,148.76890946794646,0,,,19.02681227,
12.0,-22.06904831,1 72,1 65,1 71,1 26,,,,7.81713154810973,-172.51665378085872,0,,,-22.06904831,
13.0,-73.47470562,1 72,1 65,1 71,1 27,,,,7.815215683165132,-574.2206716773652,0,,,-73.47470562,
14.0,-130.6480621,1 72,1 65,1 71,1 28,,,,7.813146374179121,-1020.7724326901437,0,,,-130.6480621,
15.0,-195.3781515,1 72,1 65,1 71,1 29,,,,7.810906780406067,-1526.080528294554,0,,,-195.3781515,
16.0,-252.9514152,1 72,1 65,1 71,1 30,,,,7.80847768476258,-1975.1654809183142,0,,,-252.9514152,
17.0,-299.2819597,1 72,1 65,1 71,1 31,,,,7.805837079618284,-2336.146218287085,0,,,-299.2819597,
18.0,-331.0770329,1 72,1 65,1 71,1 32,,,,7.802959665802279,-2583.380733992194,0,,,-331.0770329,
19.0,93.80824633,1 72,1 65,1 71,1 33,,,,7.799816243395348,731.6870834891661,0,,,93.80824633,
20.0,53.87383339,1 72,1 65,1 71,1 34,,,,7.7963729667326165,420.02049825605303,0,,,53.87383339,
21.0,-0.9339842143,1 72,1 65,1 71,1 35,,,,7.792590427872545,-7.2781564481382395,0,,,-0.9339842143,
22.0,-62.2277601,1 72,1 65,1 71,1 36,,,,7.788422521837801,-484.6560882463597,0,,,-62.2277601,
23.0,-122.1442671,1 72,1 65,1 71,1 37,,,,7.783815032122417,-950.7483823405556,0,,,-122.1442671,
24.0,-170.9109625,1 72,1 65,1 71,1 38,,,,7.7787038547351095,-1329.465762815238,0,,,-170.9109625,
25.0,-209.3019101,1 72,1 65,1 71,1 39,,,,7.773012751150003,-1626.9064160473515,0,,,-209.3019101,
26.0,-237.9543217,1 72,1 65,1 71,1 40,,,,7.76665048163229,-1848.1080472377898,0,,,-237.9543217,
27.0,194.4830579,1 72,1 65,1 71,1 41,,,,7.759507115522504,1509.0926716236252,0,,,194.4830579,
28.0,146.2032495,1 72,1 65,1 71,1 42,,,,7.75144923666411,1133.2870667345874,0,,,146.2032495,
29.0,8.617745542,1 72,1 65,1 71,1 44,,,,7.7423136486573085,66.72128893048227,0,,,8.617745542,
30.0,-55.43549915,1 72,1 65,1 71,1 45,,,,7.731899017902341,-428.6216814348111,0,,,-55.43549915,
31.0,-109.1201742,1 72,1 65,1 71,1 46,,,,7.719954643633621,-842.4027955293996,0,,,-109.1201742,
32.0,-141.1099316,1 72,1 65,1 71,1 47,,,,7.706165166584749,-1087.4164395550765,0,,,-141.1099316,
33.0,-161.4797785,1 72,1 65,1 71,1 48,,,,7.690129444114096,-1241.8003992718725,0,,,-161.4797785,
34.0,328.322684,1 72,1 65,1 71,1 49,,,,7.671330898300658,2518.671950382203,0,,,328.322684,
35.0,263.1217328,1 72,1 65,1 71,1 50,,,,7.649095156566453,2012.6431719478526,0,,,263.1217328,
36.0,169.4114023,1 72,1 65,1 71,1 51,,,,7.622528344171698,1291.3432158576243,0,,,169.4114023,
37.0,80.05524719,1 72,1 65,1 71,1 52,,,,7.590425203304197,607.6533659277235,0,,,80.05524719,
38.0,7.688747617,1 72,1 65,1 71,1 53,,,,7.551128871738962,58.05872411824284,0,,,7.688747617,
39.0,-49.51256034,1 72,1 65,1 71,1 54,,,,7.502310814542789,-371.4586168944844,0,,,-49.51256034,
40.0,-87.14597265,1 72,1 65,1 71,1 55,,,,7.440614179554772,-648.4195597906823,0,,,-87.14597265,
41.0,-105.937005,1 72,1 65,1 71,1 56,,,,7.361053916361021,-779.808005542807,0,,,-105.937005,
42.0,404.6911954,1 72,1 65,1 71,1 58,,,,7.2559627278342935,2936.4242301051054,0,,,404.6911954,
43.0,267.6690333,1 72,1 65,1 71,1 59,,,,7.113039970391984,1903.9405326990832,0,,,267.6690333,
44.0,147.5445952,1 72,1 65,1 71,1 60,,,,6.911503837897544,1019.7550359858395,0,,,147.5445952,
45.0,66.06813467,1 72,1 65,1 71,1 61,,,,6.613879270715353,436.9666663487434,0,,,66.06813467,
46.0,-0.3227137009,1 72,1 65,1 71,1 62,,,,6.1465943222409,-1.983590201661288,0,,,-0.3227137009,
47.0,-37.53914571,1 72,1 65,1 71,1 63,,,,5.347391750791137,-200.7365181014005,0,,,-37.53914571,
48.0,-58.43883092,1 72,1 65,1 71,1 64,,,,3.7915773405394053,-221.57534712388556,0,,,-58.43883092,
49.0,344.8475131,1 72,1 65,1 71,1 67,,,,3.9269908169872414,1354.2130172045875,0,,,344.8475131,
50.0,200.354954,1 72,1 65,1 71,1 68,,,,5.983986006837701,1198.9212411366111,0,,,200.354954,
