index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-125.9138269,1 72,1 65,1 71,1 1,,,,7.837612351702755,-986.8637649616027,0,,,-125.9138269,
2.0,-170.6027329,1 72,1 65,1 71,1 2,,,,7.83705251707412,-1337.022577293669,0,,,-170.6027329,
3.0,-1103.375971,1 72,1 65,1 71,1 7,,,,7.836463459326212,-8646.565478640077,0,,,-1103.375971,
4.0,-2430.053365,1 72,1 65,1 71,1 8,,,,7.835843108260916,-19041.5169128415,0,,,-2430.053365,
5.0,-100.1964044,1 72,1 65,1 71,1 9,,,,7.835189207030852,-785.0577863381786,0,,,-100.1964044,
6.0,-143.5229785,1 72,1 65,1 71,1 10,,,,7.834499291571701,-1124.4306733825103,0,,,-143.5229785,
7.0,-213.0265242,1 72,1 65,1 71,1 11,,,,7.8337706673404774,-1668.8009366434565,0,,,-213.0265242,
8.0,-828.2202352,1 72,1 65,1 71,1 15,,,,7.833000382948727,-6487.449419487485,0,,,-828.2202352,
9.0,-1129.15622,1 72,1 65,1 71,1 16,,,,7.832185200207671,-8843.760635006438,0,,,-1129.15622,
10.0,-49.67982538,1 72,1 65,1 71,1 17,,,,7.831321560016102,-389.0586875962291,0,,,-49.67982538,
11.0,-97.55625987,1 72,1 65,1 71,1 18,,,,7.830405543418225,-763.905078081197,0,,,-97.55625987,
12.0,-158.0750188,1 72,1 65,1 71,1 19,,,,7.829432827033533,-1237.637741326663,0,,,-158.0750188,
13.0,-235.4947179,1 72,1 65,1 71,1 20,,,,7.828398631909419,-1843.5465274302546,0,,,-235.4947179,
14.0,-335.0208182,1 72,1 65,1 71,1 21,,,,7.827297664663131,-2622.3076679103915,0,,,-335.0208182,
15.0,-455.775524,1 72,1 65,1 71,1 22,,,,7.826124049555088,-3566.955789574972,0,,,-455.775524,
16.0,-586.2619723,1 72,1 65,1 71,1 23,,,,7.8248712498604185,-4587.424451936735,0,,,-586.2619723,
17.0,-726.0827584,1 72,1 65,1 71,1 24,,,,7.823531976566983,-5680.531677976359,0,,,-726.0827584,
18.0,21.45886877,1 72,1 65,1 71,1 25,,,,7.822098082009768,167.85337624791632,0,,,21.45886877,
19.0,-29.88800095,1 72,1 65,1 71,1 26,,,,7.8205604355320375,-233.74091772671395,0,,,-29.88800095,
20.0,-88.07205503,1 72,1 65,1 71,1 27,,,,7.818908777615561,-688.6273641367077,0,,,-88.07205503,
21.0,-157.0080952,1 72,1 65,1 71,1 28,,,,7.81713154810973,-1227.352934296536,0,,,-157.0080952,
22.0,-243.5447851,1 72,1 65,1 71,1 29,,,,7.815215683165132,-1903.3550240666018,0,,,-243.5447851,
23.0,-338.8323801,1 72,1 65,1 71,1 30,,,,7.813146374179121,-2647.346982032797,0,,,-338.8323801,
24.0,-431.7756375,1 72,1 65,1 71,1 31,,,,7.810906780406067,-3372.5592545629024,0,,,-431.7756375,
25.0,-494.4830413,1 72,1 65,1 71,1 32,,,,7.80847768476258,-3861.159793484583,0,,,-494.4830413,
26.0,110.5976615,1 72,1 65,1 71,1 33,,,,7.805837079618284,863.3073270557716,0,,,110.5976615,
