    0.19055E+00   -0.75437E-02    0.38754E+00         0.10365E+01    0.15574E-01
    0.38460E+00   -0.10166E-01    0.34930E+00         0.73037E-01   -0.11365E+01
    0.33105E+00   -0.18063E-01    0.46537E-01         0.28108E+00   -0.55118E+00
    0.18247E+00   -0.11399E-01    0.19255E+00         0.13482E+01    0.12975E+00
    0.30007E+00   -0.18345E-01    0.27780E+00         0.87447E+00   -0.58255E-01
    0.37664E+00   -0.12678E-01    0.49089E+00         0.94402E-01   -0.10250E+01
    0.37360E+00   -0.83153E-02    0.42920E+00         0.42496E-01   -0.13717E+01
    0.21173E+00   -0.11761E-01    0.37768E+00         0.79340E+00   -0.10051E+00
    0.32215E+00   -0.18584E-01    0.32714E+00         0.66496E+00   -0.17720E+00
    0.11622E+00   -0.20152E-01    0.39714E+00         0.10519E+00   -0.97802E+00
    0.80078E-01   -0.18124E-01    0.20614E+00         0.27986E+00   -0.55306E+00
    0.27104E+00   -0.85053E-02    0.35983E+00         0.11227E+01    0.50249E-01
    0.30644E-01   -0.12275E-01    0.22212E+00         0.48874E-01   -0.13109E+01
    0.30887E+00   -0.16808E-01    0.18486E+00         0.24036E+00   -0.61914E+00
    0.37981E+00   -0.11426E-01    0.19312E+00         0.53492E+00   -0.27171E+00
    0.33075E+00   -0.20949E-01    0.47218E+00         0.20404E+00   -0.69029E+00
    0.45604E+00   -0.17523E-01    0.13793E+00         0.10831E-01   -0.19653E+01
    0.45060E+00   -0.92352E-02    0.22884E-01         0.17497E-03   -0.37570E+01
    0.78514E-01   -0.23544E-01    0.42527E+00         0.28272E-01   -0.15486E+01
    0.38396E+00   -0.18916E-01    0.48747E+00         0.42790E-01   -0.13687E+01
    0.42949E+00   -0.26245E-01    0.39004E+00         0.40845E-02   -0.23889E+01
    0.17444E+00   -0.87195E-02    0.48587E+00         0.16438E+00   -0.78415E+00
    0.26794E+00   -0.74527E-02    0.29324E+00         0.10612E+01    0.25788E-01
    0.11206E+00   -0.18542E-01    0.39539E+00         0.23857E+00   -0.62239E+00
    0.97579E-01   -0.11477E-01    0.31122E+00         0.30892E+00   -0.51015E+00
    0.35943E+00   -0.20246E-01    0.50687E-01         0.52865E-01   -0.12768E+01
    0.41416E+00   -0.12296E-01    0.32372E+00         0.12105E+01    0.82973E-01
    0.17033E+00   -0.19775E-01    0.45123E+00         0.39738E-01   -0.14008E+01
    0.14557E+00   -0.68371E-02    0.34258E+00         0.14642E+00   -0.83441E+00
    0.31198E+00   -0.15834E-01    0.22809E+00         0.55567E+00   -0.25518E+00
    0.12014E+00   -0.91284E-02    0.38862E+00         0.84440E-01   -0.10735E+01
    0.46195E+00   -0.83312E-02    0.16918E+00         0.10142E-01   -0.19939E+01
    0.36776E+00   -0.99319E-02    0.46075E+00         0.49756E-01   -0.13032E+01
    0.11660E+00   -0.17207E-01    0.41756E+00         0.17549E+00   -0.75575E+00
    0.12016E+00   -0.64627E-02    0.27344E+00         0.18234E+00   -0.73911E+00
    0.31417E+00   -0.20382E-01    0.22867E+00         0.31306E+00   -0.50438E+00
    0.31445E+00   -0.63037E-02    0.44905E+00         0.19711E+00   -0.70530E+00
    0.13012E+00   -0.18211E-01    0.13194E+00         0.10898E+00   -0.96265E+00
    0.10193E+00   -0.12448E-01    0.39990E+00         0.48523E-01   -0.13141E+01
    0.12458E-01   -0.18827E-01    0.43278E+00         0.63462E-02   -0.21975E+01
    0.37555E+00   -0.13805E-01    0.64003E-01         0.68117E-01   -0.11667E+01
    0.37080E+00   -0.12007E-01    0.42758E+00         0.10553E+00   -0.97661E+00
    0.44812E+00   -0.18380E-01    0.16702E+00         0.51680E-01   -0.12867E+01
    0.30613E+00   -0.12099E-01    0.42459E+00         0.68633E+00   -0.16347E+00
    0.42067E+00   -0.19033E-01    0.98416E-01         0.85186E-01   -0.10696E+01
    0.25733E+00   -0.17899E-01    0.36877E+00         0.17657E+02    0.12469E+01
    0.44940E+00   -0.20069E-01    0.21878E+00         0.39106E-01   -0.14078E+01
    0.43382E+00   -0.16053E-01    0.23083E+00         0.14500E-01   -0.18386E+01
    0.28818E+00   -0.10579E-01    0.33917E+00         0.24030E+00   -0.61924E+00
    0.30208E-02   -0.17906E-01    0.29405E+00         0.40419E-02   -0.23934E+01
    0.11776E+00   -0.11216E-01    0.24327E+00         0.55874E+00   -0.25279E+00
    0.43094E+00   -0.11761E-01    0.42116E+00         0.23885E-01   -0.16219E+01
    0.13306E+00   -0.11379E-01    0.33640E+00         0.14261E+00   -0.84586E+00
    0.39701E+00   -0.90184E-02    0.43463E+00         0.99850E-01   -0.10007E+01
    0.28939E+00   -0.74315E-02    0.30467E+00         0.17029E+00   -0.76882E+00
    0.93871E-01   -0.11388E-01    0.25925E+00         0.39831E+00   -0.39978E+00
    0.30695E+00   -0.16884E-01    0.14759E+00         0.92869E+00   -0.32131E-01
    0.50030E-01   -0.19335E-01    0.22776E+00         0.38992E-01   -0.14090E+01
    0.28637E-01   -0.91243E-02    0.28709E-01         0.34239E-03   -0.34655E+01
    0.62469E-01   -0.15995E-01    0.80359E-01         0.62011E-02   -0.22075E+01
    0.36063E+00   -0.11923E-01    0.27595E+00         0.47480E+01    0.67651E+00
    0.43403E+00   -0.18668E-01    0.10455E+00         0.80609E-01   -0.10936E+01
    0.27774E+00   -0.16274E-01    0.14576E+00         0.71834E+00   -0.14367E+00
    0.25748E+00   -0.10159E-01    0.49074E+00         0.17701E+01    0.24799E+00
    0.31160E+00   -0.20004E-01    0.21099E+00         0.65270E+00   -0.18528E+00
    0.80708E-01   -0.19972E-01    0.10865E+00         0.97840E-01   -0.10095E+01
    0.46590E+00   -0.18131E-01    0.13161E+00         0.34662E-02   -0.24602E+01
    0.31065E+00   -0.97305E-02    0.25228E+00         0.69360E+00   -0.15889E+00
    0.42628E+00   -0.23164E-01    0.11142E+00         0.35930E-01   -0.14445E+01
    0.40506E+00   -0.11428E-01    0.60065E-01         0.55700E-01   -0.12541E+01
    0.31773E+00   -0.18104E-01    0.21317E+00         0.81390E+00   -0.89431E-01
    0.41695E+00   -0.94563E-02    0.28297E+00         0.23943E+00   -0.62083E+00
    0.22729E+00   -0.98983E-02    0.39780E+00         0.27492E+00   -0.56079E+00
    0.27203E+00   -0.86372E-02    0.46363E+00         0.23100E+00   -0.63638E+00
    0.45826E+00   -0.16572E-01    0.45109E+00         0.22362E-02   -0.26505E+01
    0.17798E+00   -0.61933E-02    0.21468E+00         0.19046E+00   -0.72021E+00
    0.44397E+00   -0.10395E-01    0.45468E+00         0.65501E-02   -0.21837E+01
    0.32010E+00   -0.21853E-01    0.21024E+00         0.23164E+00   -0.63519E+00
    0.56152E-01   -0.23513E-01    0.99535E-01         0.17300E-01   -0.17620E+01
    0.32202E-01   -0.28865E-02    0.24692E-01         0.14132E-04   -0.48498E+01
    0.37319E+00   -0.11299E-01    0.97111E-01         0.95925E-01   -0.10181E+01
    0.37441E+00   -0.20162E-02    0.19175E-01         0.90150E-03   -0.30450E+01
    0.25762E-01   -0.10671E-01    0.45496E+00         0.68633E-02   -0.21635E+01
    0.24250E+00   -0.14107E-01    0.22481E+00         0.42428E+00   -0.37235E+00
    0.28416E+00   -0.82211E-02    0.33882E+00         0.36027E+00   -0.44338E+00
    0.25621E+00   -0.98504E-02    0.26385E+00         0.44425E+00   -0.35237E+00
    0.16858E+00   -0.90054E-02    0.41603E+00         0.21465E+00   -0.66826E+00
    0.21119E+00   -0.20972E-01    0.51657E-01         0.10189E+00   -0.99185E+00
    0.26223E+00   -0.19621E-01    0.35606E+00         0.63114E+01    0.80013E+00
    0.37698E+00   -0.19646E-01    0.35375E+00         0.13297E+00   -0.87625E+00
    0.16006E+00   -0.69382E-02    0.17019E-01         0.41608E-01   -0.13808E+01
