filename,PRD_MALM_11_080622,PRD_MALM2_11_080622,PRD_MALM_12_150622,PRD_MALM2_12_150622,PRD_MALM_13_150622,PRD_MALM2_13_150622,PRD_MALM_14_220622,PRD_MALM2_14_220622,PRD_MALM_15_220622,PRD_MALM2_15_220622,PRD_MALM_16_230622,PRD_MALM2_16_230622,PRD_MALM_17_230622,PRD_MALM2_17_230622,PRD_MALM_18_290622,PRD_MALM2_18_290622,PRD_MALM_19_290622,PRD_MALM2_19_290622,PRD_MALM_20_050722,PRD_MALM2_20_050722,PRD_MALM_21_050722,PRD_MALM2_21_050722,PRD_MALM_22_070722,PRD_MALM2_22_070722,PRD_MALM_23_110722,PRD_MALM2_23_110722,PRD_MALM_24_110722,PRD_MALM2_24_110722,PRD_MALM_25_120722,PRD_MALM2_25_120722
datetime,2022-06-08 12:05:00,2022-06-08 12:15:00,2022-06-15 17:05:00,2022-06-15 17:15:00,2022-06-15 18:25:00,2022-06-15 18:35:00,2022-06-22 16:44:00,2022-06-22 16:58:00,2022-06-22 17:52:00,2022-06-22 18:00:00,2022-06-23 11:30:00,2022-06-23 11:44:00,2022-06-23 16:10:00,2022-06-23 16:26:00,2022-06-29 10:14:00,2022-06-29 10:24:00,2022-06-29 14:50:00,2022-06-29 15:02:00,2022-07-05 17:15:00,2022-07-05 17:55:00,2022-07-05 19:15:00,2022-07-05 19:35:00,2022-07-07 13:50:00,2022-07-07 14:20:00,2022-07-11 12:05:00,2022-07-11 12:15:00,2022-07-11 16:30:00,2022-07-11 16:40:00,2022-07-12 12:40:00,2022-07-12 12:50:00
injection,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil
73,3.585941727390752e-48,7.380942508517195e-26,0.002045595673401656,1.4217280366975833e-33,0.00618087530454898,3.1544160062954804e-25,3.5258255510304995e-32,3.221967534317562e-28,4.105087656291961e-18,3.2151677006946584e-19,0.0014871022408966988,1.5706998907454873e-36,5.970829087385721e-26,3.0655536653573234e-05,5.921073719940465e-23,7.808162926647696e-27,0.004411635764188722,0.0006724405111676125,0.0007363893947085861,4.821590103587502e-23,0.008469498968083961,3.73050364178635e-25,0.002454699895666548,6.205723116782597e-39,0.001109542121175308,1.7300069585263964e-23,0.0030516481790413786,1.2868611617916196e-36,0.0034843638998724186,9.595779831059095e-24
74,5.209773101436834e-48,4.255654810583243e-24,0.0023810241007341864,2.4836314540987066e-28,0.006573754718566972,8.230441741741826e-26,1.764763182929208e-25,2.4552564197783318e-28,4.254621217551406e-17,7.167722925476559e-20,0.0025987153207955825,1.4939842186448651e-36,0.007184559023810519,5.5547249823485556e-05,0.004526737832398499,8.458160425940364e-27,0.010070123146647226,0.0011394262741357018,0.0008884322413501573,9.728750881060814e-23,0.009155422052494852,8.878954323310628e-25,0.003629591319416896,1.0458081716666888e-31,0.0027902745125564987,4.0175864452184763e-23,0.005208639333422843,3.8433663778524923e-29,9.951067561990166e-11,2.2360724532372426e-23
75,3.1898554303976243e-41,9.82650754494756e-24,0.01872452704076402,1.0867806596805604e-29,0.0035168604925461043,6.085938624263665e-32,0.0002603316541681356,1.954651152201894e-27,0.036664186152627724,1.4307702711168647e-19,0.027159059756755786,5.6281890985371615e-37,0.0033799844085608626,4.5905805407018464e-05,0.06425342078132537,4.185623908308249e-28,0.025484204689184057,0.0005620837504321635,0.042733927522983044,2.139063902770401e-22,0.007479348787769454,8.119573828045066e-25,0.012317113296278067,4.347842332787544e-31,0.05165034173688379,6.735419645376083e-23,9.40095913351131e-12,6.762936158060427e-29,0.05501276235331785,2.519047980906631e-22
76,2.220704755368784e-38,1.870926499441565e-22,0.08093410896921545,1.06393019292744e-27,0.2195685388821246,0.09728002402327422,0.1963397846604749,1.3415678932653456e-31,0.18245574490266525,8.928246577696912e-22,0.16739452465879465,1.75032259135322e-36,0.11612521633740035,0.00010196156647669567,0.09952879604774327,1.918322525319878e-25,0.1413303622756074,8.249791706480615e-09,0.11677007720745433,4.281482933079811e-28,0.17914069992476306,1.080362653067359e-23,0.1590199727841273,2.862190035918873e-31,0.07271719797652332,1.8125708134984656e-23,0.17716729543797793,9.263494316566765e-30,0.17850650438634016,7.018140315950037e-21
77,5.000371675801553e-34,2.7767903863779616e-28,0.045576138452125166,2.045305707426518e-29,0.030524514442811533,0.26900432464353413,0.0728171913135132,3.5626364433242895e-20,4.908355661157553e-25,1.962424720504307e-20,0.028489946997213498,2.5369820799184676e-35,0.09479872875037622,0.00042260869215210016,0.034689031043551366,0.0966639363030009,0.05778964818599886,0.04129738264867385,0.07677763179893246,3.158245531706604e-18,0.005122400587600791,0.04955566119436463,0.03530471645089498,0.030398024965785714,0.019735768895343057,0.08963712407152409,0.0043527403585672175,0.1847526285825134,0.0975725527701846,0.1740791569671386
78,3.7016903250824753e-39,4.8358890051377785e-23,0.03234254874955127,1.174815191903374e-35,0.02210676842507734,4.611319455019831e-24,1.2296114430563573e-23,5.150563794736539e-25,1.963249256491182e-24,1.0884747613469086e-21,0.018618629899602595,2.8206867456185868e-43,0.06985067277629037,2.2628920521646173e-05,0.0630000895078385,3.122396241939805e-25,0.05291484274379498,0.0003912885246697164,0.020646345176195798,2.456617507195793e-27,0.010304053329684903,6.760777678244249e-26,0.05108253947857484,0.004079869585924339,0.018639821539892888,0.025032108552911776,0.01642827150735406,0.023047215392704972,0.023398992573505903,0.0553264419050315
79,2.2211620091062194e-42,2.2184804310380775e-23,0.02526926913602618,9.355015688612327e-35,0.06674448694770427,2.1704363465805504e-24,0.06799407767114073,1.3196063642504159e-23,1.8671462124096832e-22,3.13139305176554e-22,0.04231893764630776,4.486045456078784e-38,4.297751820316293e-27,0.0001235637622223572,0.05658753614700958,8.7364165911828e-25,0.045383313208084794,0.0002858299075831777,0.022929736699554473,3.0883891023097286e-21,0.010322192512561158,4.466684696942475e-25,0.07361355361019846,1.6080825913825193e-28,0.024302939947978882,1.4815541588603877e-22,0.06846444324416796,5.95519172376134e-34,1.504550064218463e-11,6.116632712992054e-22
80,6.6355587201345745e-43,1.000012192651325e-23,0.004455167837517678,7.546631796460723e-35,0.0011090866086136348,1.375660574618143e-24,2.254589006699792e-38,2.234404326103725e-25,4.314756824270225e-23,7.495616397091435e-23,0.01907597692410022,1.9249980924674206e-38,0.02700896467693474,0.00011276978771729413,0.008424162860672794,1.4449178332163107e-24,0.004133355334415447,0.0002761268152971681,0.001265795615573484,3.756349258634588e-21,0.011590197799094613,2.218129385470064e-25,0.005212717004002818,3.2158589839780054e-27,0.004628696114490839,3.62453033498369e-24,0.0031072151049197777,2.8217687649477687e-27,0.013310600221761738,3.9018259933845246e-24
81,5.388077838147916e-43,3.4740889705389725e-24,1.238240880883707e-10,6.333784170714639e-39,0.0015172596532290448,7.289886551417428e-25,5.238982311076497e-44,3.3217385771700977e-32,6.332825626764854e-25,1.884575807524462e-22,1.4085897485437284e-10,6.572208077231467e-45,3.167713953913138e-36,4.7479926931385296e-05,5.812764083083782e-23,1.0640970693572859e-31,0.002058190525184645,0.00015242494426764955,0.001325201870795004,2.423488999016676e-21,0.002443658791248238,5.601114312675604e-27,2.0665869440323147e-10,5.054182323351452e-28,0.00028303746725517035,6.702333119262382e-25,0.002452439189883937,1.98851779868222e-29,0.008396165720202365,1.325583690517689e-24
82,8.85881928620115e-43,3.6550158461770285e-24,0.0017731277005758955,7.991946459664352e-29,0.004364603397349138,1.902887169438448e-31,3.0945550600471175e-29,1.1207820282048607e-28,1.9449858520605733e-20,3.122041137360688e-20,0.0009139952676028581,1.8282793255407192e-36,1.087864610210638e-27,6.265476083929594e-05,2.2805752857014874e-23,8.346159364254864e-27,0.0022535748746944986,0.0011100930009133314,0.0006095917142398301,5.350813180284893e-23,0.009122162044845776,5.68234787105867e-25,0.003042564928002821,5.694073476484846e-32,0.0005715377488969532,4.221800228538101e-23,0.019340396260284828,2.2451032738275895e-29,0.003999306072622915,8.108297723924832e-25
83,4.7759161964181556e-43,2.0979853593105056e-23,0.0024859198896462157,3.9580587174913186e-29,0.0033036535684165067,2.951202963253534e-29,2.5232538133896086e-29,3.578395779417255e-29,0.008464296490502385,7.942155130864947e-27,0.0012561269840867981,8.482593164713017e-37,0.0031324506475023184,5.051347166738791e-05,1.2001762258944619e-23,3.366779559971095e-27,0.0018316625324212362,0.0010774222553171604,0.0007782620461669704,3.189308367294101e-23,0.009948286265412134,3.354403527866621e-25,0.0020929401667240115,4.7867399499382435e-32,0.0016091551824837945,3.408421832066421e-23,0.0009393681464948891,2.544620616798465e-29,0.005898289893799553,1.4702378752192824e-22
84,7.504373185648584e-45,1.2910034040179171e-22,0.03876573813387884,3.17885571521937e-32,0.00010019645472690831,2.822363258755457e-32,0.04447498517223874,2.507635627852681e-35,7.012520564262374e-20,5.862918808117875e-20,0.030012390396579304,3.4553685032763384e-37,0.009609063756639403,1.8118930583184795e-05,1.8926619591477003e-28,2.6913108218443996e-33,0.010546012947612775,0.0015136798868771312,0.03221888383190698,6.115710807713828e-23,0.0015562262476976126,7.321139157811314e-26,0.009349533751723165,1.5252963140478927e-31,0.028027922709816255,7.598535602641884e-30,1.3006935166399121e-11,2.0284128873488453e-29,1.4781869824988192e-09,1.7448026448311425e-21
85,8.555204474890434e-77,0.015965496584737216,0.011017242829768714,3.9758589623138995e-28,0.008811661327671357,0.20055059862320254,8.975917229035489e-11,8.042688402516805e-27,0.026861707756838746,0.3323506958101752,0.022597058911398453,5.780414949057798e-40,0.05745987461697597,1.4986360977418413e-06,0.029098586191816055,0.13032396758474193,0.019833749720115236,0.23288593915291528,0.011765634279234891,3.6700650642107697e-22,0.03387137411452218,0.23808730142025514,0.030225774378317676,4.151557913235124e-35,0.013480190862451037,2.2844480012699255e-22,0.010362467095448375,2.7764049967298665e-34,0.038437537361386054,8.757692693871038e-22
86,0.9596396874709684,0.977295947124331,0.021024748741093297,0.8326473929535961,0.023056393132324982,0.41313717516706705,8.961853682477365e-21,0.7825976967155664,7.245387569041217e-23,0.5623273694617716,0.02364690662217689,0.8338909080983027,0.06955055855055436,0.7711123259407449,2.674635210267774e-32,0.6279679984965382,0.044101816841087244,0.6175665773672064,0.008688215008870228,0.616718166302928,5.568316158141328e-12,0.6456113762748313,0.0003180295101841157,0.6422308051191165,0.014950412230240948,0.6049221564480435,0.015056515953280303,0.5788817524615218,0.04203601953781141,0.5642230352420319
87,1.0830938653003591e-42,1.522336663399189e-27,0.014884737028253565,2.2334994243054197e-36,0.029697857730552786,4.550723753369763e-32,9.943174105128176e-27,0.03583932793017195,8.850104365690472e-22,3.801977710259531e-22,0.02017605616256671,0.06356749030170294,0.05142444758879894,0.1207108560108135,2.5432723853401426e-22,9.371072989801688e-32,0.03574961989331531,6.933429147883994e-11,0.009780684731100497,0.19862357927712168,0.010148031874852206,3.1397676315629803e-31,1.848017320937562e-13,0.17265704851046965,0.0654640938209465,0.16111754641708848,0.02121671844687037,0.12978791718465993,0.03974486752459871,0.15724322170021574
88,7.723866871661166e-48,7.984644855552208e-25,0.030767798861317124,2.874551518440933e-45,0.021080154035290437,6.0245471035773944e-27,0.02996523196612791,1.870780139363221e-25,1.296926336985328e-22,9.785058292606328e-22,0.026129602267635683,1.073450404005033e-41,3.958506507740223e-31,5.666893416764216e-11,0.022818050305229858,2.486417028471005e-25,0.02367151891616948,0.00023188946675309195,0.059696077753568465,1.7133129746819404e-21,0.009062080289853797,2.4358095433643755e-24,1.9126254843897605e-07,2.2151711774750434e-35,0.03968907697486298,3.6648052564100835e-25,0.04868655767188771,9.110071118313397e-35,0.009262868704821549,2.0521967839810342e-22
89,3.525269278465573e-44,1.1680109495340637e-24,0.0032534333288957505,1.0545808061853277e-35,1.2524844648132244e-09,3.8416915179284915e-26,3.948850777458533e-44,4.113802186637674e-26,2.4596758810904832e-23,1.635053636028745e-21,0.006645922129401008,1.7229273074224263e-38,6.766496378871794e-33,0.00012050271851416722,4.07493873435628e-21,8.807309217322799e-25,0.000736470717632003,0.0006784856229986165,0.0019914806186789587,3.574218091175327e-21,0.010827450062742126,7.046000760889393e-24,0.003820561876849903,6.119271175293661e-28,0.00395923474894317,3.0162764469555704e-24,4.927544194210276e-09,0.003640745214224808,0.011149954326394413,8.571075695498293e-24
