PRD_MALM_11_080622,PRD_MALM2_11_080622,PRD_MALM_12_150622,PRD_MALM2_12_150622,PRD_MALM_13_150622,PRD_MALM2_13_150622,PRD_MALM_14_220622,PRD_MALM2_14_220622,PRD_MALM_15_220622,PRD_MALM2_15_220622,PRD_MALM_16_230622,PRD_MALM2_16_230622,PRD_MALM_17_230622,PRD_MALM2_17_230622,PRD_MALM_18_290622,PRD_MALM2_18_290622,PRD_MALM_19_290622,PRD_MALM2_19_290622,PRD_MALM_20_050722,PRD_MALM2_20_050722,PRD_MALM_21_050722,PRD_MALM2_21_050722,PRD_MALM_22_070722,PRD_MALM2_22_070722,PRD_MALM_23_110722,PRD_MALM2_23_110722,PRD_MALM_24_110722,PRD_MALM2_24_110722,PRD_MALM_25_120722,PRD_MALM2_25_120722
2022-06-08 12:05:00,2022-06-08 12:15:00,2022-06-15 17:05:00,2022-06-15 17:15:00,2022-06-15 18:25:00,2022-06-15 18:35:00,2022-06-22 16:44:00,2022-06-22 16:58:00,2022-06-22 17:52:00,2022-06-22 18:00:00,2022-06-23 11:30:00,2022-06-23 11:44:00,2022-06-23 16:10:00,2022-06-23 16:26:00,2022-06-29 10:14:00,2022-06-29 10:24:00,2022-06-29 14:50:00,2022-06-29 15:02:00,2022-07-05 17:15:00,2022-07-05 17:55:00,2022-07-05 19:15:00,2022-07-05 19:35:00,2022-07-07 13:50:00,2022-07-07 14:20:00,2022-07-11 12:05:00,2022-07-11 12:15:00,2022-07-11 16:30:00,2022-07-11 16:40:00,2022-07-12 12:40:00,2022-07-12 12:50:00
Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil,Stem,Soil
2.1423675989294046e-38,6.958703457444111e-29,2.9325606125766967e-07,7.284001299234742e-36,9.594792752019157e-56,1.8957789844863845e-30,0.00029639511864449237,2.019423483271399e-05,0.000667709599028806,2.2008049240876404e-41,1.5597725890205705e-06,6.92591525095267e-27,7.918098389509526e-06,2.5005477232771305e-05,4.794531506789209e-08,1.969270820770133e-30,4.358932396592022e-09,4.5863249981280455e-25,2.2129125491094173e-29,3.885248642081651e-35,3.211998284274024e-17,3.3539870230403005e-36,1.0576818079986553e-29,3.1656108711923885e-30,1.155113765893113e-42,1.5122364175101666e-25,3.856364105624392e-24,4.663980756807012e-29,2.2982962365215175e-05,9.711448160386759e-26
5.860461744740764e-32,4.4294144904669137e-23,3.296104919135807e-07,1.1287233039036973e-35,1.185624525510913e-55,5.192735198090783e-30,0.00031439048185818693,4.0591693287598206e-05,0.0006967875847247775,3.746835624488706e-41,1.6757512531558469e-06,6.966683336015459e-27,8.504406846239532e-06,2.634429795229094e-05,7.145570995100384e-08,2.894689304394249e-30,5.031322352606815e-09,5.41273733103361e-25,2.6581923106528784e-29,6.213797663099187e-35,6.026338031652431e-17,4.209865776421941e-36,1.268930936407656e-29,3.597186845371859e-30,1.3821913465008687e-42,1.7100963392346534e-25,1.577650385596699e-24,2.372542074467634e-25,2.417173382886703e-05,3.3525163977068935e-24
3.5467989654987666e-36,1.4114518942193427e-28,1.2417990081088719e-05,1.519078291019266e-31,2.152813843840552e-45,8.839397709812617e-25,0.004409418680891976,0.0004939215460875355,0.0034994330336901606,1.2136058980568615e-33,0.00015834003103135878,2.604741943407372e-21,4.475664535244364e-12,0.0005464770615911317,6.676785315038814e-12,3.865008176143246e-23,4.34846760238992e-12,4.167588745707085e-24,5.7089209173923375e-25,2.2872554348396017e-28,1.177785822469796e-10,8.72522225252368e-31,3.044891490148021e-24,9.32423823399932e-27,1.4929948080420547e-37,2.9618776052222217e-22,7.698859044064779e-23,1.3095733139724123e-22,7.243449895535265e-11,1.3877790395700402e-25
3.159080262691934e-36,1.2861679545731102e-28,3.127492956004534e-13,3.2614704702223282e-31,7.642137838380109e-46,6.088506859548225e-25,0.0041790935037092115,0.0002006194879056059,0.004253790235373689,6.359575966517236e-34,9.470266184980024e-05,2.321625873462401e-21,1.5909528444752817e-05,0.00044699971179134424,8.052721644268548e-05,5.99374065560639e-29,9.977740119531938e-07,5.5356919712234525e-24,1.5435591541392686e-24,2.1700496813917116e-28,5.0487178682448405e-11,1.5170589198350704e-30,5.152166919869892e-24,8.505067669240774e-27,1.1344049333723888e-37,2.7740044331256504e-22,5.714060523495778e-25,1.9055921241745066e-28,4.493474472516425e-12,7.637218679635062e-34
2.439635784170331e-36,1.1112572878272523e-28,4.0479173727069e-05,0.014782067670904774,2.5191539091768268e-51,1.9779127965533895e-25,0.0031777966677683975,0.022922284519108733,0.00391567903218241,9.139131082194905e-35,0.00014034122911802633,1.279805864256216e-21,2.2490173955728375e-05,0.0017745173453612491,0.022383013207719998,0.009049943506930036,1.1827601130227439e-06,8.458693436952956e-24,8.210833419880828e-24,3.7573580399026744e-31,1.7083256937662697e-11,1.2231086428780509e-30,0.0036096026307387273,6.641648102503939e-27,4.4456319240707956e-38,1.8531922882689812e-22,0.01287318872203211,0.003134436654916023,0.015146579565874676,0.008605855397201729
1.7692733426055973e-36,1.9067364876733372e-28,8.98623522933813e-06,2.201813895117518e-31,3.775628899941676e-49,2.7837460749651105e-26,0.002415666114028325,8.963662529297492e-05,0.0029998779108156566,1.0674986771997448e-36,5.764960529532151e-05,1.0830844869657367e-22,3.3472368838721976e-05,0.00017886146176042465,3.2391551698666385e-10,3.57718776242913e-28,7.787684478600862e-08,2.608404519425294e-24,9.564841923519978e-28,3.044214316769697e-33,7.892011885681552e-13,1.8887903179224408e-31,1.1400916918922731e-27,1.4281394715727686e-28,1.6460163783280993e-39,3.5690130741155696e-23,2.500426408335897e-25,5.026401266156524e-24,1.7830095638839693e-05,3.0363431780841526e-25
2.527816424884058e-36,7.512455930559418e-28,4.2906212798988404e-07,1.0029333355852919e-33,7.450620640151053e-52,1.668348177312115e-27,0.0013561770884478483,4.396098472598995e-05,0.0019410309165627912,1.5511622904098847e-38,1.1028616658142457e-05,5.06754581967889e-24,1.7480338866771014e-05,1.4069998850432845e-09,4.2889028851945186e-08,2.6968423909347513e-30,1.2826958889062862e-08,5.829578890553137e-25,5.879373581719656e-29,1.517324262430007e-34,6.037971097452517e-15,1.3695209340902358e-32,7.902497010151524e-29,1.740511636142485e-29,1.1863730225896598e-40,5.861450371808679e-24,1.0542954523106224e-25,2.6692839729335046e-23,1.550691991838408e-05,1.5729417339794841e-24
2.647001267199333e-35,1.293606805042221e-26,2.797636576728871e-07,4.819489781313749e-35,3.0486402493875065e-54,3.9319596160880907e-29,0.0006227537034400023,2.627576126102002e-05,0.0010649461270781314,2.8984107111478435e-40,3.4081233365829602e-06,2.0307520558397737e-25,1.126071580352753e-05,3.497707176804704e-05,3.9054274487096906e-08,5.003326077121036e-31,5.380498140640101e-09,3.804142902101658e-25,2.0814794630970842e-29,4.899006514239645e-35,2.425061031892196e-17,3.1254661967346494e-34,2.1708249658485206e-29,6.298597201476434e-30,8.177807571996541e-42,7.306934397950798e-25,5.924501511683678e-26,1.0422607160267588e-23,1.49338102667627e-05,2.284974313920079e-24
0.010353573938906372,0.007714943597371131,1.9032272931730468e-07,3.57008687142418e-38,1.4523539235227382e-56,2.3423197981492453e-33,0.00018503242931759768,1.4459446684188927e-05,0.00047706534366170455,7.337154968627732e-42,9.357568472761099e-07,1.5407439555097887e-33,5.416531054169192e-06,1.8484498037989614e-05,3.3058334227561295e-08,5.718766145917089e-31,2.3042364487069145e-09,2.2691132962926627e-25,1.120064911528472e-29,1.6653509913851232e-37,5.990654967120465e-20,9.37582049174093e-42,3.559733846806814e-30,8.497302993286778e-31,2.780180120271458e-43,5.1602691698873095e-26,0.0013259769808027886,0.005083993136913567,2.0443153835191006e-05,0.0006821031606130425
1.2490331088056737e-38,5.499009199573577e-24,3.123721873025536e-07,7.36750711858838e-36,7.732837410498989e-56,3.0694602528219637e-30,0.00028477187531532615,2.036344196169356e-05,0.0006547514959713332,4.897354212391793e-41,1.5203686049329163e-06,3.5326393116082206e-27,7.989589476710944e-06,2.5089427310571506e-05,5.0447148858175225e-08,2.517297383790155e-30,4.5717464841452544e-09,6.516918296837983e-25,2.4786051455788843e-29,3.453677808267804e-35,4.119636579498117e-17,1.2797484397046402e-40,1.0401543961936653e-29,2.7982500375085082e-30,1.0261519398454278e-42,1.353043923798772e-25,2.1330328279853515e-23,5.6440347604219e-24,2.4634562651601432e-05,3.4745374422006365e-24
2.792495490137398e-32,1.570484800497526e-22,4.1388685188344273e-07,2.6866883714696564e-35,2.022131476449311e-55,1.074482484967992e-29,0.00036663354492079403,2.4778062365608418e-05,0.0007757826274907709,6.26832332307938e-41,1.984033656130206e-06,9.561246853287367e-27,9.942012856280541e-06,3.93140874598885e-05,6.736365893266542e-08,7.110503732220034e-30,6.967161952328874e-09,7.627352248726277e-25,4.0955157183439886e-29,1.9886778098752555e-34,2.1472423369037012e-16,1.22116432242786e-35,2.1006522358711605e-29,5.0070407803289564e-30,2.324803371277008e-42,2.4853866239923578e-25,1.065124889413698e-24,3.883291076560228e-23,2.6995604331091464e-05,1.9271739996051848e-23
4.973874864383837e-36,1.7286970461701104e-28,1.39777365511189e-05,6.82271733548102e-31,3.054518700494963e-44,5.0920679461036743e-26,1.0944926824095172e-05,0.00010425583752663908,0.002294666942402967,4.6264803969868255e-32,0.00024230151997850437,2.1850220435357454e-22,1.3582721379658324e-05,0.0002581597253105497,1.9551735347132557e-05,6.136900755827859e-27,8.021143533740066e-08,3.7166722335566856e-27,4.8780316232890924e-27,1.2611315077742685e-27,2.0309423167115985e-09,2.368865031984705e-31,1.0493137287119857e-28,3.615693037911254e-29,5.8081435770121675e-43,3.83892287884801e-24,4.7758061737674566e-21,1.245743464102557e-22,0.0001203292763621114,3.6266666107595573e-26
4.178087645525818e-36,9.277782584407366e-29,6.733130697572656e-06,0.042741994587618924,7.528240114735591e-44,9.239962048999282e-25,0.0072939604181625805,0.0366754230994062,0.0022383259534084943,0.021842230153757497,0.00035796982788588075,0.03914733881442871,3.761541382078597e-09,0.04370294300440364,0.06903683237677749,0.04604616475258354,0.04855580488431233,0.0300650079604992,0.09102913435267243,0.0631366629944919,5.469645461751873e-09,0.02366682248323384,0.04602743633134694,0.029197799655554888,0.05292542930326239,0.022961061301557853,0.029484127144516842,0.01990409490200576,0.04097496400388275,0.025370307905714425
2.2885761684485226e-36,1.0774700931981775e-28,0.05982032427862663,0.006615798269155419,5.876445631490485e-44,1.1421913841947602e-24,0.0049790617875614795,3.0327639552022834e-14,0.0011653841558193353,6.935592000315353e-37,0.019468779938673176,2.4958621381399345e-23,0.03932191134619744,0.006922121855989817,1.2465220150076708e-05,0.007485242340212401,1.6365935181542796e-06,1.1131293101047628e-25,1.0945473173703902e-25,9.836488011820049e-33,0.06888135151180015,1.1231430610355353e-28,3.443996211976225e-24,0.004652856186952507,2.11570548190902e-37,5.0817487083058725e-24,5.441022778495765e-24,1.3036022508755407e-23,0.00012310850477484562,4.430145245669618e-31
1.3127490466968307e-36,1.9420044553573293e-28,7.398813951128664e-08,1.2844527244716174e-32,2.449359753359626e-47,3.0815896617503992e-25,0.003075601276162281,8.321262903996942e-05,0.004242014498636641,5.373626635933937e-35,0.00021383775568346674,1.7368779311930223e-21,2.994877745041561e-08,0.00041645221811336915,1.4130151317125885e-07,1.7779636130853896e-28,2.0527049856525425e-07,6.030823331783883e-25,3.1623100689493473e-28,3.360743414302505e-34,0.0034987001278494754,1.0095333187799744e-29,9.50493259367587e-28,3.113750218641737e-29,8.029582169631869e-39,1.0123464582730468e-22,1.5048396962620603e-25,4.096882938719848e-26,1.3629838931122382e-05,4.601091732790754e-26
4.6617627830145284e-36,7.55909877151417e-28,1.4768053434822685e-07,1.4967596832683109e-33,1.5247181905695879e-49,3.885621748848371e-26,0.0022032385094006277,4.9089757010470386e-05,0.0031136074330442953,3.701280798698986e-37,5.666111437542922e-05,1.311032787505314e-22,2.9135657743316428e-05,0.0001773856217359457,5.39194782647833e-08,6.002050410312713e-31,8.07771327396947e-08,8.0088761203330705e-25,1.4637661738015582e-28,1.2585456382798041e-34,1.9840679762166182e-13,2.768850964936745e-31,2.298147142081256e-28,2.0327848235542428e-29,2.2373064747102085e-39,6.838876533191928e-23,1.9271265742543797e-25,0.0051296457544700805,8.357149718427327e-05,0.006541446182034073
2.1313869997102972e-35,1.7222823359570856e-26,1.1396903756189816e-06,6.156325453565828e-32,1.6206649866211416e-50,2.3505339414364566e-27,0.0013762843280222521,5.946651317232633e-05,0.0020669172182271357,5.0091823840649225e-39,2.5895254522574155e-05,5.309081421006949e-24,3.8566370463356026e-05,0.0001572491097467366,1.2298507985613483e-07,1.2292687870271824e-35,4.229295054964624e-08,8.392120325010828e-27,4.3274669795103905e-28,2.0161223428068423e-33,1.0511949142031525e-13,1.0209098274572502e-32,5.700180246984896e-28,3.2338342123254124e-29,8.833824410609854e-40,3.879785799012377e-23,1.2357131088245468e-24,0.0005710153460824673,0.00010790853876009414,0.0006897079720941004
0.014168014945062491,5.301715254810744e-23,2.8323579913944374e-06,4.556047310145248e-32,1.1686606130891555e-53,4.2743893583470336e-29,0.0006712843254854125,6.251067298981741e-05,0.0012060480370338824,1.6994947775331381e-40,5.989916253748881e-06,7.951582339159714e-26,3.086494754579787e-05,9.086767275819088e-05,2.3225553040193426e-07,2.4028055082559406e-29,4.608650860994361e-08,1.492496528348875e-21,2.923153716534213e-27,1.0379613590558538e-27,1.8689216679833126e-08,2.3130244241075273e-34,2.514064117365111e-27,2.0742681362739987e-28,1.1944463423168607e-40,5.0869033754462934e-24,0.006926434811417066,0.004223861237667502,0.0017336722805543839,0.0031361226418708827
0.014686484826912637,0.002459874672307244,8.286628158165257e-06,4.231324878889581e-31,1.2470192657141635e-53,3.61986116396737e-29,0.0007237122791072928,7.9737802027088e-05,0.001268034782597849,2.701356617848327e-40,6.323245087477969e-06,3.642045074698642e-26,4.3663732652665585e-05,9.395252439816809e-05,1.0018208000876213e-06,5.971560140871715e-25,2.8465654471640286e-07,2.9828109349052766e-21,1.4564755432018938e-26,8.262030160984536e-27,0.016128359186157317,1.2953237455896011e-34,0.0009094665824544325,0.0009064861258378916,6.774128394464755e-40,9.608893414094718e-24,0.004624478270227214,0.001954651038261968,0.002215539580499513,0.00020662932303793899
4.007017577416553e-36,1.85627731693287e-22,1.8430928392800974e-06,1.1209757263917412e-33,3.041063105985183e-54,3.6062081262209874e-29,0.0007664022567181131,8.44405665355313e-05,0.0012939830031482484,5.19553125774623e-40,4.389392643553891e-06,5.99813100994158e-26,2.1802164973393777e-05,8.31063118393907e-05,3.0608274816742534e-07,1.9438687058906148e-27,3.977898745627242e-08,5.392429801847046e-24,8.560362794105036e-28,7.099447686224932e-32,1.750862298767776e-13,3.7471800505350834e-34,6.134460293574365e-28,4.757313602371058e-29,5.577558453774328e-41,2.3369750433383486e-24,2.7904853456026284e-22,1.520402278013752e-22,5.7064590558403904e-05,3.1091696410739253e-24
1.0001029383300397e-35,3.9953420834053323e-28,1.0663403203643224e-10,9.790456052311017e-35,7.107693199711059e-44,3.1627166817719134e-23,1.379127275938436e-06,1.5854276050780445e-11,8.286807419330523e-07,1.023989603225483e-27,3.859717350020239e-10,2.789006682266622e-29,9.964553067226834e-06,4.269001355345484e-05,2.040610850280354e-06,4.578220523143949e-25,1.4511415806210807e-12,2.7747620709162428e-24,5.419680268147683e-29,3.588748957384947e-27,5.53793822258941e-08,7.764445468459453e-37,5.826848576647647e-31,3.4995014489618734e-27,6.017291018994364e-35,1.1519140289848051e-24,3.0504159608758166e-21,2.712241408318457e-23,7.376510018011476e-05,1.0231538122223421e-26
8.718207318597153e-36,1.6347268898868451e-28,0.015589960027787194,0.011844206395050209,3.589077511535511e-05,1.1515861308606442e-22,0.008954561971614247,0.01718071811214221,0.011454063307131739,0.036845379880804316,0.019532001907497286,0.015991911285629073,0.014370716581882857,0.011900914462329864,1.2612788407967194e-06,9.97346509625662e-24,0.0012033588007289017,0.0017822311040535308,9.291378664280276e-27,0.00887848001189075,0.043020143376510916,0.026894202342373708,2.0563699860315706e-27,0.0039264758101117455,0.005259410658235344,0.012519131754385493,9.293868269599577e-20,3.414051784435564e-23,0.00025516699927429767,1.6039873270506952e-28
6.564766096230996e-36,2.888067564160135e-28,4.15910639311696e-08,1.333627796324923e-31,1.8862806495702367e-42,3.703762810631488e-23,0.004596371328328405,0.0007947214791675818,0.00871426132699976,0.0005104152787400859,0.00013203641305992143,3.351915996596376e-22,3.603494576549846e-05,1.0445211038743594e-07,5.514391113980223e-07,1.2679043454880002e-26,1.979768718070069e-06,3.0267238137910844e-26,2.8121337466961126e-27,9.5641669724137e-33,0.008656753337931516,1.9789554981067687e-24,3.260296603172988e-27,1.2487156725550738e-47,5.324990629755925e-37,2.1518258456032877e-22,3.282760226715891e-26,4.496639975740592e-24,6.042765793733857e-06,3.888312542234714e-29
6.617791768219657e-36,5.295550020253251e-28,1.4212199717043167e-08,5.06320349973954e-33,4.246133133779509e-43,4.891004626104172e-23,0.0054028660188198884,6.118442261946249e-05,0.00757419484912029,4.6921623193333716e-32,0.0005799410816852633,0.0038011851135243352,0.0001972566457326022,9.440672223357719e-11,2.652838087074682e-07,2.9835498506329716e-31,0.0024984562903285798,0.012733922152900869,2.338556905103725e-27,8.669834304387527e-43,0.0008973503731750591,2.5016827723647135e-26,5.958762871938965e-27,1.782027294882436e-34,1.386664488245899e-39,0.011252734955410525,0.01311810761340113,0.011663436438720663,0.008010446900131587,0.009076021028492948
