index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-172.6015433,1 72,1 65,1 71,1 1,,,,7.51995832774975,-1297.956412921294,0,,,-172.6015433,
2.0,-1082.24374,1 72,1 65,1 71,1 7,,,,7.51923515372265,-8137.645174704275,0,,,-1082.24374,
3.0,-1997.638314,1 72,1 65,1 71,1 8,,,,7.518471738930912,-15019.187208414596,0,,,-1997.638314,
4.0,-154.0678659,1 72,1 65,1 71,1 9,,,,7.51766504007633,-1158.230609275598,0,,,-154.0678659,
5.0,-186.2307199,1 72,1 65,1 71,1 10,,,,7.51681172049155,-1399.8612580598988,0,,,-186.2307199,
6.0,-235.7875846,1 72,1 65,1 71,1 11,,,,7.515908115520665,-1772.1578206341553,0,,,-235.7875846,
7.0,-869.3331525,1 72,1 65,1 71,1 15,,,,7.514950193035715,-6532.995342192222,0,,,-869.3331525,
8.0,-1111.27538,1 72,1 65,1 71,1 16,,,,7.513933508291611,-8350.049314721493,0,,,-1111.27538,
9.0,-114.9658107,1 72,1 65,1 71,1 17,,,,7.512853152171809,-863.7212533094826,0,,,-114.9658107,
10.0,-148.1035599,1 72,1 65,1 71,1 18,,,,7.511703691694722,-1112.5100576539603,0,,,-148.1035599,
11.0,-192.5252027,1 72,1 65,1 71,1 19,,,,7.510479101428526,-1445.9565113766407,0,,,-192.5252027,
12.0,-346.6364511,1 72,1 65,1 71,1 21,,,,7.509172684190236,-2602.9529699447644,0,,,-346.6364511,
13.0,-633.1510738,1 72,1 65,1 71,1 23,,,,7.507776979070689,-4753.557056149527,0,,,-633.1510738,
14.0,-762.2844681,1 72,1 65,1 71,1 24,,,,7.506283654414926,-5721.923442913406,0,,,-762.2844681,
15.0,-57.08026551,1 72,1 65,1 71,1 25,,,,7.504683382876283,-428.3693200630632,0,,,-57.08026551,
16.0,-92.15593323,1 72,1 65,1 71,1 26,,,,7.502965695025903,-691.4428056177877,0,,,-92.15593323,
17.0,-134.5777091,1 72,1 65,1 71,1 27,,,,7.501118807202419,-1009.483384760226,0,,,-134.5777091,
18.0,-188.0187165,1 72,1 65,1 71,1 28,,,,7.499129418283731,-1409.9766880930988,0,,,-188.0187165,
19.0,-261.310303,1 72,1 65,1 71,1 29,,,,7.496982468793824,-1959.0387605062022,0,,,-261.310303,
20.0,-355.1045794,1 72,1 65,1 71,1 30,,,,7.494660854142906,-2661.3883903560613,0,,,-355.1045794,
21.0,-457.3788952,1 72,1 65,1 71,1 31,,,,7.492145081731756,-3426.749040160584,0,,,-457.3788952,
22.0,-532.0258746,1 72,1 65,1 71,1 32,,,,7.489412858987701,-3984.561426543418,0,,,-532.0258746,
23.0,10.83124715,1 72,1 65,1 71,1 33,,,,7.486438595944928,81.0874667059785,0,,,10.83124715,
24.0,-21.22262258,1 72,1 65,1 71,1 34,,,,7.48319280146925,-158.81297651895477,0,,,-21.22262258,
25.0,-62.49700741,1 72,1 65,1 71,1 35,,,,7.47964134628904,-467.45520064316855,0,,,-62.49700741,
26.0,-113.9683281,1 72,1 65,1 71,1 36,,,,7.475744558117355,-851.9981085913082,0,,,-113.9683281,
27.0,-174.0536109,1 72,1 65,1 71,1 37,,,,7.471456103615104,-1300.4339135150533,0,,,-174.0536109,
28.0,-239.0182922,1 72,1 65,1 71,1 38,,,,7.466721597728649,-1784.6830446219572,0,,,-239.0182922,
29.0,-315.6410577,1 72,1 65,1 71,1 39,,,,7.461476861569028,-2355.1484485897245,0,,,-315.6410577,
30.0,-376.8492744,1 72,1 65,1 71,1 40,,,,7.455645723351854,-2809.654681028609,0,,,-376.8492744,
31.0,56.52317902,1 72,1 65,1 71,1 42,,,,7.449137219852086,421.0489166222446,0,,,56.52317902,
32.0,11.68657327,1 72,1 65,1 71,1 43,,,,7.441842003676811,86.96963183973267,0,,,11.68657327,
33.0,-38.08403273,1 72,1 65,1 71,1 44,,,,7.433627687367397,-283.1025201483341,0,,,-38.08403273,
34.0,-95.38130883,1 72,1 65,1 71,1 45,,,,7.424332748089664,-708.1425747022228,0,,,-95.38130883,
