index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-220.7000514,1 72,1 65,1 71,1 9,,,,7.51766504007633,-1659.1490607528292,0,,,-220.7000514,
2.0,-325.4118932,1 72,1 65,1 71,1 11,,,,7.51681172049155,-2446.0599327931045,0,,,-325.4118932,
3.0,-913.9525054,1 72,1 65,1 71,1 15,,,,7.515908115520665,-6869.183052536304,0,,,-913.9525054,
4.0,-1089.096441,1 72,1 65,1 71,1 16,,,,7.514950193035715,-8184.50550952746,0,,,-1089.096441,
5.0,-170.0191616,1 72,1 65,1 71,1 17,,,,7.513933508291611,-1277.5126753978864,0,,,-170.0191616,
6.0,-212.3269752,1 72,1 65,1 71,1 18,,,,7.512853152171809,-1595.1813849224254,0,,,-212.3269752,
7.0,-268.9419563,1 72,1 65,1 71,1 19,,,,7.511703691694722,-2020.2122859903106,0,,,-268.9419563,
8.0,-531.3731821,1 72,1 65,1 71,1 22,,,,7.510479101428526,-3990.8671792216246,0,,,-531.3731821,
9.0,-667.3467461,1 72,1 65,1 71,1 23,,,,7.509172684190236,-5011.221956697357,0,,,-667.3467461,
10.0,-767.0253722,1 72,1 65,1 71,1 24,,,,7.507776979070689,-5758.655431766287,0,,,-767.0253722,
11.0,-101.4118457,1 72,1 65,1 71,1 25,,,,7.506283654414926,-761.2260797419585,0,,,-101.4118457,
12.0,-142.8630873,1 72,1 65,1 71,1 26,,,,7.504683382876283,-1072.1422372867137,0,,,-142.8630873,
13.0,-192.4245856,1 72,1 65,1 71,1 27,,,,7.502965695025903,-1443.7550646363754,0,,,-192.4245856,
14.0,-250.2156312,1 72,1 65,1 71,1 28,,,,7.501118807202419,-1876.8971770503442,0,,,-250.2156312,
15.0,-316.988294,1 72,1 65,1 71,1 29,,,,7.499129418283731,-2377.1362407869724,0,,,-316.988294,
16.0,-396.8503844,1 72,1 65,1 71,1 30,,,,7.496982468793824,-2975.18037458089,0,,,-396.8503844,
17.0,-484.2762842,1 72,1 65,1 71,1 31,,,,7.494660854142906,-3629.486509783525,0,,,-484.2762842,
18.0,-542.7765118,1 72,1 65,1 71,1 32,,,,7.492145081731756,-4066.5603733618887,0,,,-542.7765118,
19.0,-15.49803456,1 72,1 65,1 71,1 33,,,,7.489412858987701,-116.0711793226998,0,,,-15.49803456,
20.0,-53.36778303,1 72,1 65,1 71,1 34,,,,7.486438595944928,-399.5346306558067,0,,,-53.36778303,
21.0,-101.7354246,1 72,1 65,1 71,1 35,,,,7.48319280146925,-761.3057970211377,0,,,-101.7354246,
22.0,-156.8706931,1 72,1 65,1 71,1 36,,,,7.47964134628904,-1173.336522131779,0,,,-156.8706931,
23.0,-215.7970797,1 72,1 65,1 71,1 37,,,,7.475744558117355,-1613.2438442248922,0,,,-215.7970797,
24.0,-271.3663954,1 72,1 65,1 71,1 38,,,,7.471456103615104,-2027.5021112273596,0,,,-271.3663954,
25.0,-338.8755839,1 72,1 65,1 71,1 39,,,,7.466721597728649,-2530.289641249037,0,,,-338.8755839,
26.0,-392.5193682,1 72,1 65,1 71,1 40,,,,7.461476861569028,-2928.7741835419934,0,,,-392.5193682,
27.0,82.71879826,1 72,1 65,1 71,1 41,,,,7.455645723351854,616.7220544879738,0,,,82.71879826,
28.0,44.63093919,1 72,1 65,1 71,1 42,,,,7.449137219852086,332.4619902771841,0,,,44.63093919,
29.0,-11.60445077,1 72,1 65,1 71,1 43,,,,7.441842003676811,-86.35848916978571,0,,,-11.60445077,
30.0,-67.16798078,1 72,1 65,1 71,1 44,,,,7.433627687367397,-499.30176163076914,0,,,-67.16798078,
31.0,-125.0011187,1 72,1 65,1 71,1 45,,,,7.424332748089664,-928.0498991122533,0,,,-125.0011187,
32.0,-179.7666327,1 72,1 65,1 71,1 46,,,,7.413758459586104,-1332.746393930933,0,,,-179.7666327,
33.0,-225.8315931,1 72,1 65,1 71,1 47,,,,7.4016580843738575,-1671.5282367756424,0,,,-225.8315931,
34.0,-266.0601479,1 72,1 65,1 71,1 48,,,,7.387722205559858,-1965.57846265537,0,,,-266.0601479,
35.0,198.8004514,1 72,1 65,1 71,1 49,,,,7.371558532546507,1465.469163791767,0,,,198.8004514,
36.0,149.9316927,1 72,1 65,1 71,1 50,,,,7.352663657337813,1102.3973079984312,0,,,149.9316927,
37.0,84.72822491,1 72,1 65,1 71,1 51,,,,7.330382858376184,621.0903275009059,0,,,84.72822491,
38.0,18.43236617,1 72,1 65,1 71,1 52,,,,7.303851772876419,134.62727032906184,0,,,18.43236617,
39.0,-38.85444873,1 72,1 65,1 71,1 53,,,,7.271909898664698,-282.546050326847,0,,,-38.85444873,
40.0,-93.6424126,1 72,1 65,1 71,1 54,,,,7.232969132683476,-677.3126798458103,0,,,-93.6424126,
41.0,-140.3023065,1 72,1 65,1 71,1 55,,,,7.184808310900424,-1008.0451777796985,0,,,-140.3023065,
42.0,-171.8425646,1 72,1 65,1 71,1 56,,,,7.1242416081406335,-1224.2479487729147,0,,,-171.8425646,
43.0,347.6952116,1 72,1 65,1 71,1 57,,,,7.0465629613229,2450.0561998898884,0,,,347.6952116,
44.0,260.0067258,1 72,1 65,1 71,1 58,,,,6.944573234251121,1805.6357487159505,0,,,260.0067258,
45.0,169.2805501,1 72,1 65,1 71,1 59,,,,6.806784082777885,1152.2561539445644,0,,,169.2805501,
46.0,91.0256794,1 72,1 65,1 71,1 60,,,,6.613879270715354,602.0328540864416,0,,,91.0256794,
47.0,34.56423566,1 72,1 65,1 71,1 61,,,,6.331148553799277,218.83131061198642,0,,,34.56423566,
48.0,-18.02283071,1 72,1 65,1 71,1 62,,,,5.8904862254808625,-106.16323604142848,0,,,-18.02283071,
49.0,-58.48352014,1 72,1 65,1 71,1 63,,,,5.140787978601479,-300.65137728200955,0,,,-58.48352014,
50.0,-90.31983904,1 72,1 65,1 71,1 64,,,,3.677962131031953,-332.1929476700214,0,,,-90.31983904,
51.0,342.1061261,1 72,1 65,1 71,1 66,,,,3.7699111843077517,1289.709711004588,0,,,342.1061261,
52.0,226.7739091,1 72,1 65,1 71,1 67,,,,5.543987035746694,1257.2316120959993,0,,,226.7739091,
53.0,137.3691602,1 72,1 65,1 71,1 68,,,,6.854383971468639,941.5809698489878,0,,,137.3691602,
54.0,79.01392749,1 72,1 65,1 71,1 69,,,,8.377580409572781,661.9455310236282,0,,,79.01392749,
