index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-91.52127293,1 72,1 65,1 71,1 1,,,,7.525910034924181,-688.7808663529217,0,,,-91.52127293,
2.0,-118.1063153,1 72,1 65,1 71,1 2,,,,7.525488105557298,-888.8076709813499,0,,,-118.1063153,
3.0,-164.5376912,1 72,1 65,1 71,1 3,,,,7.525046680883054,-1238.153807044721,0,,,-164.5376912,
4.0,-250.9261663,1 72,1 65,1 71,1 4,,,,7.5245845407124206,-1888.115151801214,0,,,-250.9261663,
5.0,-379.4599866,1 72,1 65,1 71,1 5,,,,7.524100367846867,-2855.0950247602273,0,,,-379.4599866,
6.0,-591.2541033,1 72,1 65,1 71,1 6,,,,7.523592738670759,-4448.355078297171,0,,,-591.2541033,
7.0,-1272.102241,1 72,1 65,1 71,1 7,,,,7.523060112661563,-9570.101628494487,0,,,-1272.102241,
8.0,-1908.849897,1 72,1 65,1 71,1 8,,,,7.522500820673164,-14359.324916724385,0,,,-1908.849897,
9.0,-72.2107701,1 72,1 65,1 71,1 9,,,,7.521913051825442,-543.1631340975564,0,,,-72.2107701,
10.0,-99.12714135,1 72,1 65,1 71,1 10,,,,7.5212948388072975,-745.5644566214764,0,,,-99.12714135,
11.0,-143.3001552,1 72,1 65,1 71,1 11,,,,7.520644041369752,-1077.7094583322407,0,,,-143.3001552,
12.0,-212.4707202,1 72,1 65,1 71,1 12,,,,7.51995832774975,-1597.770961770977,0,,,-212.4707202,
13.0,-314.4690054,1 72,1 65,1 71,1 13,,,,7.51923515372265,-2364.566400159878,0,,,-314.4690054,
14.0,-475.0072239,1 72,1 65,1 71,1 14,,,,7.518471738930912,-3571.328388680178,0,,,-475.0072239,
15.0,-740.1859654,1 72,1 65,1 71,1 15,,,,7.51766504007633,-5564.470155242728,0,,,-740.1859654,
16.0,-978.2948897,1 72,1 65,1 71,1 16,,,,7.51681172049155,-7353.658492993948,0,,,-978.2948897,
17.0,-40.22716769,1 72,1 65,1 71,1 17,,,,7.515908115520665,-302.34369610568166,0,,,-40.22716769,
18.0,-68.42204846,1 72,1 65,1 71,1 18,,,,7.514950193035715,-514.188286282376,0,,,-68.42204846,
19.0,-108.9145781,1 72,1 65,1 71,1 19,,,,7.513933508291611,-818.3768979270337,0,,,-108.9145781,
20.0,-165.530995,1 72,1 65,1 71,1 20,,,,7.512853152171809,-1243.6100575678859,0,,,-165.530995,
21.0,-249.2727031,1 72,1 65,1 71,1 21,,,,7.511703691694722,-1872.4626841149923,0,,,-249.2727031,
22.0,-347.7653775,1 72,1 65,1 71,1 22,,,,7.510479101428526,-2611.884599914152,0,,,-347.7653775,
23.0,-479.5592968,1 72,1 65,1 71,1 23,,,,7.509172684190236,-3601.0935719800386,0,,,-479.5592968,
