index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-246.2876013,1 72,1 65,1 71,1 1,,,,7.521913051825442,-1852.5539227212507,0,,,-246.2876013,
2.0,-298.4197761,1 72,1 65,1 71,1 2,,,,7.5212948388072975,-2244.503121778959,0,,,-298.4197761,
3.0,-1199.740802,1 72,1 65,1 71,1 7,,,,7.520644041369752,-9022.823513749468,0,,,-1199.740802,
4.0,-2138.78664,1 72,1 65,1 71,1 8,,,,7.51995832774975,-16083.586404747904,0,,,-2138.78664,
5.0,-216.6387906,1 72,1 65,1 71,1 9,,,,7.51923515372265,-1628.95800993948,0,,,-216.6387906,
6.0,-266.8301987,1 72,1 65,1 71,1 10,,,,7.518471738930912,-2006.1553080192696,0,,,-266.8301987,
7.0,-340.1366677,1 72,1 65,1 71,1 11,,,,7.51766504007633,-2557.0335356163496,0,,,-340.1366677,
8.0,-981.0457578,1 72,1 65,1 71,1 15,,,,7.51681172049155,-7374.336250569554,0,,,-981.0457578,
9.0,-1231.226563,1 72,1 65,1 71,1 16,,,,7.515908115520665,-9253.785716896315,0,,,-1231.226563,
10.0,-154.5587764,1 72,1 65,1 71,1 17,,,,7.514950193035715,-1161.501506542544,0,,,-154.5587764,
11.0,-208.5585965,1 72,1 65,1 71,1 18,,,,7.513933508291611,-1567.0954266836195,0,,,-208.5585965,
12.0,-274.5975429,1 72,1 65,1 71,1 19,,,,7.512853152171809,-2063.011015754899,0,,,-274.5975429,
13.0,-456.8479939,1 72,1 65,1 71,1 21,,,,7.511703691694722,-3431.7067623219577,0,,,-456.8479939,
14.0,-590.9300937,1 72,1 65,1 71,1 22,,,,7.510479101428526,-4438.168119139051,0,,,-590.9300937,
15.0,-737.8087933,1 72,1 65,1 71,1 23,,,,7.509172684190236,-5540.333636803721,0,,,-737.8087933,
16.0,-859.3963526,1 72,1 65,1 71,1 24,,,,7.507776979070689,-6452.156151947597,0,,,-859.3963526,
17.0,-69.90972226,1 72,1 65,1 71,1 25,,,,7.506283654414926,-524.7622054849253,0,,,-69.90972226,
18.0,-126.761361,1 72,1 65,1 71,1 26,,,,7.504683382876283,-951.3038794874816,0,,,-126.761361,
19.0,-188.6368884,1 72,1 65,1 71,1 27,,,,7.502965695025903,-1415.3361024816297,0,,,-188.6368884,
20.0,-259.1140248,1 72,1 65,1 71,1 28,,,,7.501118807202419,-1943.6450846371938,0,,,-259.1140248,
21.0,-344.7222014,1 72,1 65,1 71,1 29,,,,7.499129418283731,-2585.1164016542693,0,,,-344.7222014,
22.0,-449.7828643,1 72,1 65,1 71,1 30,,,,7.496982468793824,-3372.014248420972,0,,,-449.7828643,
23.0,-549.6089475,1 72,1 65,1 71,1 31,,,,7.494660854142906,-4119.132663914934,0,,,-549.6089475,
24.0,-618.5512007,1 72,1 65,1 71,1 32,,,,7.492145081731756,-4634.275336123777,0,,,-618.5512007,
25.0,35.19378875,1 72,1 65,1 71,1 33,,,,7.489412858987701,263.58081402074674,0,,,35.19378875,
26.0,-20.12946704,1 72,1 65,1 71,1 34,,,,7.486438595944928,-150.69801896405733,0,,,-20.12946704,
27.0,-83.65100582,1 72,1 65,1 71,1 35,,,,7.48319280146925,-625.9766045878863,0,,,-83.65100582,
28.0,-155.702388,1 72,1 65,1 71,1 36,,,,7.47964134628904,-1164.5980190007385,0,,,-155.702388,
29.0,-233.3323544,1 72,1 65,1 71,1 37,,,,7.475744558117355,-1744.3330786385102,0,,,-233.3323544,
30.0,-307.6731503,1 72,1 65,1 71,1 38,,,,7.471456103615104,-2298.766436727422,0,,,-307.6731503,
31.0,-393.8645944,1 72,1 65,1 71,1 39,,,,7.466721597728649,-2940.8772735871144,0,,,-393.8645944,
32.0,-452.0093158,1 72,1 65,1 71,1 40,,,,7.461476861569028,-3372.657051055348,0,,,-452.0093158,
33.0,159.3330748,1 72,1 65,1 71,1 41,,,,7.455645723351854,1187.9309577211209,0,,,159.3330748,
34.0,102.2298156,1 72,1 65,1 71,1 42,,,,7.449137219852086,761.5239243645754,0,,,102.2298156,
35.0,26.75912209,1 72,1 65,1 71,1 43,,,,7.441842003676811,199.13715875087803,0,,,26.75912209,
36.0,-49.53391387,1 72,1 65,1 71,1 44,,,,7.433627687367397,-368.2166736077039,0,,,-49.53391387,
37.0,-127.9308801,1 72,1 65,1 71,1 45,,,,7.424332748089664,-949.8014226183623,0,,,-127.9308801,
38.0,-204.3559111,1 72,1 65,1 71,1 46,,,,7.413758459586104,-1515.0453646840506,0,,,-204.3559111,
39.0,-268.2089755,1 72,1 65,1 71,1 47,,,,7.4016580843738575,-1985.191131811205,0,,,-268.2089755,
40.0,-318.9196612,1 72,1 65,1 71,1 48,,,,7.387722205559858,-2356.089862836867,0,,,-318.9196612,
41.0,313.5357546,1 72,1 65,1 71,1 49,,,,7.371558532546507,2311.247167080038,0,,,313.5357546,
42.0,245.712478,1 72,1 65,1 71,1 50,,,,7.352663657337813,1806.641207145017,0,,,245.712478,
43.0,149.9889695,1 72,1 65,1 71,1 51,,,,7.330382858376184,1099.4765709683081,0,,,149.9889695,
44.0,50.68567213,1 72,1 65,1 71,1 52,,,,7.303851772876419,370.2006362461334,0,,,50.68567213,
45.0,-28.16703386,1 72,1 65,1 71,1 53,,,,7.271909898664698,-204.82813234255772,0,,,-28.16703386,
