67
1	1 72	1 65	1 71	1 1
2	1 72	1 65	1 71	1 2
3	1 72	1 65	1 71	1 3
4	1 72	1 65	1 71	1 4
5	1 72	1 65	1 71	1 5
6	1 72	1 65	1 71	1 6
7	1 72	1 65	1 71	1 7
8	1 72	1 65	1 71	1 8
9	1 72	1 65	1 71	1 9
10	1 72	1 65	1 71	1 10
11	1 72	1 65	1 71	1 12
12	1 72	1 65	1 71	1 13
13	1 72	1 65	1 71	1 14
14	1 72	1 65	1 71	1 15
15	1 72	1 65	1 71	1 17
16	1 72	1 65	1 71	1 18
17	1 72	1 65	1 71	1 19
18	1 72	1 65	1 71	1 20
19	1 72	1 65	1 71	1 21
20	1 72	1 65	1 71	1 22
21	1 72	1 65	1 71	1 23
22	1 72	1 65	1 71	1 24
23	1 72	1 65	1 71	1 25
24	1 72	1 65	1 71	1 26
25	1 72	1 65	1 71	1 27
26	1 72	1 65	1 71	1 28
27	1 72	1 65	1 71	1 29
28	1 72	1 65	1 71	1 30
29	1 72	1 65	1 71	1 31
30	1 72	1 65	1 71	1 32
31	1 72	1 65	1 71	1 33
32	1 72	1 65	1 71	1 34
33	1 72	1 65	1 71	1 35
34	1 72	1 65	1 71	1 36
35	1 72	1 65	1 71	1 37
36	1 72	1 65	1 71	1 38
37	1 72	1 65	1 71	1 39
38	1 72	1 65	1 71	1 40
39	1 72	1 65	1 71	1 41
40	1 72	1 65	1 71	1 42
41	1 72	1 65	1 71	1 43
42	1 72	1 65	1 71	1 44
43	1 72	1 65	1 71	1 45
44	1 72	1 65	1 71	1 46
45	1 72	1 65	1 71	1 47
46	1 72	1 65	1 71	1 48
47	1 72	1 65	1 71	1 49
48	1 72	1 65	1 71	1 50
49	1 72	1 65	1 71	1 51
50	1 72	1 65	1 71	1 52
51	1 72	1 65	1 71	1 53
52	1 72	1 65	1 71	1 54
53	1 72	1 65	1 71	1 55
54	1 72	1 65	1 71	1 56
55	1 72	1 65	1 71	1 57
56	1 72	1 65	1 71	1 58
57	1 72	1 65	1 71	1 59
58	1 72	1 65	1 71	1 60
59	1 72	1 65	1 71	1 61
60	1 72	1 65	1 71	1 62
61	1 72	1 65	1 71	1 63
62	1 72	1 65	1 71	1 64
63	1 72	1 65	1 71	1 66
64	1 72	1 65	1 71	1 67
65	1 72	1 65	1 71	1 68
66	1 72	1 65	1 71	1 69
67	1 72	1 65	1 71	1 70
