index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-274.3944442,1 72,1 65,1 71,1 1,,,,7.525046680883054,-2064.8310015799602,0,,,-274.3944442,
2.0,-316.0899451,1 72,1 65,1 71,1 2,,,,7.5245845407124206,-2378.445514374098,0,,,-316.0899451,
3.0,-380.7579378,1 72,1 65,1 71,1 3,,,,7.524100367846867,-2864.8609398615945,0,,,-380.7579378,
4.0,-454.6119802,1 72,1 65,1 71,1 4,,,,7.523592738670759,-3420.315393145455,0,,,-454.6119802,
5.0,-599.661337,1 72,1 65,1 71,1 5,,,,7.523060112661563,-4511.288285490004,0,,,-599.661337,
6.0,-810.575894,1 72,1 65,1 71,1 6,,,,7.522500820673164,-6097.557827832883,0,,,-810.575894,
7.0,-1302.391335,1 72,1 65,1 71,1 7,,,,7.521913051825442,-9796.474381320862,0,,,-1302.391335,
8.0,-1870.386159,1 72,1 65,1 71,1 8,,,,7.5212948388072975,-14067.725764263305,0,,,-1870.386159,
9.0,-248.1855406,1 72,1 65,1 71,1 9,,,,7.520644041369752,-1866.5151070675206,0,,,-248.1855406,
10.0,-286.2910422,1 72,1 65,1 71,1 10,,,,7.51995832774975,-2152.896706952045,0,,,-286.2910422,
11.0,-415.5107695,1 72,1 65,1 71,1 12,,,,7.51923515372265,-3124.323184774749,0,,,-415.5107695,
12.0,-516.4647967,1 72,1 65,1 71,1 13,,,,7.518471738930912,-3883.0259781416485,0,,,-516.4647967,
13.0,-685.2586001,1 72,1 65,1 71,1 14,,,,7.51766504007633,-5151.544621383416,0,,,-685.2586001,
14.0,-911.6026871,1 72,1 65,1 71,1 15,,,,7.51681172049155,-6852.345762824871,0,,,-911.6026871,
15.0,-202.783753,1 72,1 65,1 71,1 17,,,,7.515908115520665,-1524.1040548684377,0,,,-202.783753,
16.0,-240.059994,1 72,1 65,1 71,1 18,,,,7.514950193035715,-1804.0388982504526,0,,,-240.059994,
17.0,-291.5356033,1 72,1 65,1 71,1 19,,,,7.513933508291611,-2190.57913849588,0,,,-291.5356033,
18.0,-349.9355522,1 72,1 65,1 71,1 20,,,,7.512853152171809,-2629.014416402753,0,,,-349.9355522,
19.0,-431.185208,1 72,1 65,1 71,1 21,,,,7.511703691694722,-3238.9355187377564,0,,,-431.185208,
20.0,-539.7947758,1 72,1 65,1 71,1 22,,,,7.510479101428526,-4054.117382706197,0,,,-539.7947758,
21.0,-667.7469893,1 72,1 65,1 71,1 23,,,,7.509172684190236,-5014.22745200183,0,,,-667.7469893,
22.0,-765.8162381,1 72,1 65,1 71,1 24,,,,7.507776979070689,-5749.577522605698,0,,,-765.8162381,
23.0,-138.6309071,1 72,1 65,1 71,1 25,,,,7.506283654414926,-1040.602911961444,0,,,-138.6309071,
24.0,-174.0462489,1 72,1 65,1 71,1 26,,,,7.504683382876283,-1306.1619919717793,0,,,-174.0462489,
25.0,-217.0459193,1 72,1 65,1 71,1 27,,,,7.502965695025903,-1628.4880867532606,0,,,-217.0459193,
26.0,-266.3381872,1 72,1 65,1 71,1 28,,,,7.501118807202419,-1997.8343850821184,0,,,-266.3381872,
27.0,-327.9306134,1 72,1 65,1 71,1 29,,,,7.499129418283731,-2459.194110103769,0,,,-327.9306134,
28.0,-400.7184219,1 72,1 65,1 71,1 30,,,,7.496982468793824,-3004.1789839070275,0,,,-400.7184219,
29.0,-484.5536572,1 72,1 65,1 71,1 31,,,,7.494660854142906,-3631.5653263486206,0,,,-484.5536572,
30.0,-544.1251323,1 72,1 65,1 71,1 32,,,,7.492145081731756,-4076.6644338080864,0,,,-544.1251323,
31.0,-61.81354676,1 72,1 65,1 71,1 33,,,,7.489412858987701,-462.9471719639816,0,,,-61.81354676,
32.0,-95.12137465,1 72,1 65,1 71,1 34,,,,7.486438595944928,-712.1203304790974,0,,,-95.12137465,
