index,resist,a,b,m,n,ip,resError,phaseError,K,app,irecip,reciprocalErrRel,recipError,recipMean,reci_IP_err
1.0,-281.7223073,1 72,1 65,1 71,1 11,,,,8.256865994449253,-2326.1433390231527,0,,,-281.7223073,
2.0,12.19751001,1 72,1 65,1 71,1 33,,,,8.24481368358906,100.56619743616253,0,,,12.19751001,
3.0,113.8876926,1 72,1 65,1 71,1 41,,,,8.230862714133679,937.393962620058,0,,,113.8876926,
4.0,64.80714182,1 72,1 65,1 71,1 42,,,,8.21459246386125,532.3642587989592,0,,,64.80714182,
5.0,2.765286486,1 72,1 65,1 71,1 43,,,,8.1954590963212,22.662792285622785,0,,,2.765286486,
6.0,-55.86034828,1 72,1 65,1 71,1 44,,,,8.172749592712812,-456.5326386541658,0,,,-55.86034828,
7.0,249.2771715,1 72,1 65,1 71,1 49,,,,8.145514470249436,2030.4908075561004,0,,,249.2771715,
8.0,177.9006838,1 72,1 65,1 71,1 50,,,,8.112467105472376,1443.2134453685424,0,,,177.9006838,
9.0,99.25972789,1 72,1 65,1 71,1 51,,,,8.07182929973436,801.2075798661617,0,,,99.25972789,
10.0,23.70781156,1 72,1 65,1 71,1 52,,,,8.021087626186706,190.16243394788214,0,,,23.70781156,
11.0,-35.25595028,1 72,1 65,1 71,1 53,,,,7.9565964693932445,-280.51736952295175,0,,,-35.25595028,
12.0,-84.1202054,1 72,1 65,1 71,1 54,,,,7.872906890923819,-662.2705447595871,0,,,-84.1202054,
13.0,-135.7267173,1 72,1 65,1 71,1 56,,,,7.7615818500453715,-1053.454025561919,0,,,-135.7267173,
14.0,184.1779097,1 72,1 65,1 71,1 59,,,,7.608995050896381,1401.4088033917403,0,,,184.1779097,
15.0,94.13027288,1 72,1 65,1 71,1 60,,,,7.3919827143289245,695.8093500240248,0,,,94.13027288,
16.0,32.98979769,1 72,1 65,1 71,1 61,,,,7.0685834705770345,233.19113864921445,0,,,32.98979769,
17.0,-19.38453268,1 72,1 65,1 71,1 62,,,,6.55636727705696,-127.09211574419326,0,,,-19.38453268,
18.0,-53.58470075,1 72,1 65,1 71,1 63,,,,5.675135116162207,-304.1004169153684,0,,,-53.58470075,
19.0,-76.69773001,1 72,1 65,1 71,1 64,,,,3.968327562429212,-304.3617159744371,0,,,-76.69773001,
20.0,137.8508065,1 72,1 65,1 71,1 68,,,,4.1887902047863905,577.4281079891041,0,,,137.8508065,
21.0,75.39155948,1 72,1 65,1 71,1 69,,,,6.854383971468639,516.7626968837366,0,,,75.39155948,
22.0,28.61962811,1 72,1 65,1 71,1 70,,,,10.771174812307864,308.26701743605014,0,,,28.61962811,
