2287
1	1 1	1 3	1 2	1 4	508.47933953566337
2	1 1	1 3	1 4	1 6	-183.08076661999917
3	1 1	1 3	1 6	1 8	-29.475554124215748
4	1 1	1 3	1 10	1 12	246.9730590738739
5	1 1	1 3	1 12	1 14	-30.06995801469486
6	1 1	1 3	1 14	1 16	-13.745530341764201
7	1 1	1 3	1 16	1 18	-167.78934216766046
8	1 1	1 3	1 18	1 20	148.76081406036747
9	1 1	1 3	1 20	1 22	18.350764483793874
10	1 1	1 3	1 5	1 7	-63.83670011996372
11	1 1	1 3	1 9	1 11	456.8689409866523
12	1 1	1 3	1 11	1 13	21.687351956604267
13	1 1	1 3	1 13	1 15	-20.085597652166836
14	1 1	1 3	1 15	1 17	-286.32141565902066
15	1 1	1 3	1 17	1 19	205.79455333123713
16	1 1	1 3	1 19	1 21	69.10343613314552
17	1 1	1 3	1 22	1 24	-6.5786613708489625
18	1 1	1 3	1 24	1 26	-131.69870980600584
19	1 1	1 3	1 26	1 28	89.10599513539717
20	1 1	1 3	1 28	1 30	30.632367695836564
21	1 1	1 3	1 30	1 32	1.6086909617973042
22	1 1	1 3	1 32	1 34	-100.64485692874845
23	1 1	1 3	1 34	1 36	54.174836601307184
24	1 1	1 3	1 36	1 38	26.485027233115467
25	1 1	1 3	1 38	1 40	10.970201175955607
26	1 1	1 3	1 40	1 42	-78.29822418496195
27	1 1	1 3	1 25	1 27	114.42788746146024
28	1 1	1 3	1 27	1 29	56.910451798331934
29	1 1	1 3	1 29	1 31	11.763767760760253
30	1 1	1 3	1 31	1 33	-138.11996601262643
31	1 1	1 3	1 33	1 35	65.27488411173574
32	1 1	1 3	1 35	1 37	41.008175466042644
33	1 1	1 3	1 37	1 39	17.191258741258743
34	1 1	1 3	1 39	1 41	-92.83492451754255
35	1 1	1 3	1 41	1 43	35.73501502542764
36	1 1	1 3	1 43	1 45	28.962487274743978
37	1 1	1 3	1 42	1 44	34.913895872192036
38	1 1	1 3	1 44	1 46	21.819157200587817
39	1 1	1 3	1 46	1 48	11.00720100838276
40	1 1	1 3	1 48	1 50	-59.11688027776587
41	1 1	1 3	1 50	1 52	23.520377812233015
42	1 1	1 3	1 52	1 54	17.196754061470465
43	1 1	1 3	1 54	1 56	10.08972190143361
44	1 1	1 3	1 56	1 58	-45.109413419708716
45	1 1	1 3	1 58	1 60	16.719456028158127
46	1 1	1 3	1 60	1 62	13.783627980665411
47	1 1	1 3	1 45	1 47	15.627090318995334
48	1 1	1 3	1 47	1 49	-63.548575887473525
49	1 1	1 3	1 49	1 51	21.276740568411682
50	1 1	1 3	1 51	1 53	21.07489575226043
51	1 1	1 3	1 53	1 55	14.28181379572024
52	1 1	1 3	1 55	1 57	-46.883900394477315
53	1 1	1 3	1 57	1 59	13.055903644435563
54	1 1	1 3	1 59	1 61	15.636056612396787
55	1 1	1 3	1 61	1 63	11.65647323327363
56	1 1	1 3	1 63	1 65	-35.06904442704912
57	1 1	1 3	1 62	1 64	8.221715851737383
58	1 1	1 3	1 64	1 66	-34.75135635899824
59	1 1	1 3	1 66	1 68	12.004987338085208
60	1 1	1 3	1 68	1 70	11.13622729339355
61	1 1	1 3	1 70	1 72	6.039390869407869
62	1 1	1 3	1 72	1 2	-211.19538139999383
63	1 1	1 3	1 65	1 67	9.32634637011121
64	1 1	1 3	1 67	1 69	12.153954904151686
65	1 1	1 3	1 69	1 71	8.939202639092532
66	1 2	1 4	1 3	1 5	480.8657645312321
67	1 2	1 4	1 5	1 7	-204.8792576058201
68	1 2	1 4	1 7	1 9	-523.7952684258416
69	1 2	1 4	1 11	1 13	209.9713322469239
70	1 2	1 4	1 13	1 15	-18.820397721682625
71	1 2	1 4	1 15	1 17	-347.48587193790934
72	1 2	1 4	1 17	1 19	154.5498034996728
73	1 2	1 4	1 21	1 23	13.75267938583156
74	1 2	1 4	1 6	1 8	-73.95123478553725
75	1 2	1 4	1 10	1 12	375.1239814180184
76	1 2	1 4	1 12	1 14	32.47039156394332
77	1 2	1 4	1 14	1 16	-23.277073477437153
78	1 2	1 4	1 18	1 20	186.33221996166392
79	1 2	1 4	1 20	1 22	70.03699175804279
80	1 2	1 4	1 23	1 25	-250.3671201814059
81	1 2	1 4	1 25	1 27	100.1473054539735
82	1 2	1 4	1 27	1 29	92.16036093336417
83	1 2	1 4	1 29	1 31	31.415186542487426
84	1 2	1 4	1 31	1 33	-180.89763866337924
85	1 2	1 4	1 33	1 35	63.299878458849946
86	1 2	1 4	1 35	1 37	58.82882911063506
87	1 2	1 4	1 37	1 39	32.91350474172408
88	1 2	1 4	1 39	1 41	-122.80073816214401
89	1 2	1 4	1 41	1 43	37.35761977261007
90	1 2	1 4	1 26	1 28	105.03293939733393
91	1 2	1 4	1 28	1 30	64.9951583784671
92	1 2	1 4	1 30	1 32	8.289013630630313
93	1 2	1 4	1 32	1 34	-144.91520017268527
94	1 2	1 4	1 34	1 36	63.54563433839946
95	1 2	1 4	1 36	1 38	45.795073502671144
96	1 2	1 4	1 38	1 40	21.253525180938908
97	1 2	1 4	1 40	1 42	-111.79275681364231
98	1 2	1 4	1 42	1 44	41.46317142512794
99	1 2	1 4	1 44	1 46	33.478657326580176
100	1 2	1 4	1 43	1 45	39.56595672020124
101	1 2	1 4	1 45	1 47	25.96481110059652
102	1 2	1 4	1 47	1 49	-84.30744343433119
103	1 2	1 4	1 49	1 51	23.77216723392091
104	1 2	1 4	1 51	1 53	28.158426787912543
105	1 2	1 4	1 53	1 55	21.960577555792383
106	1 2	1 4	1 55	1 57	-62.282174809881205
107	1 2	1 4	1 57	1 59	15.334462532330875
108	1 2	1 4	1 59	1 61	20.543033507786426
109	1 2	1 4	1 61	1 63	17.12965902469991
110	1 2	1 4	1 46	1 48	19.07827756029948
111	1 2	1 4	1 48	1 50	-82.6795278257516
112	1 2	1 4	1 50	1 52	28.54244432496845
113	1 2	1 4	1 52	1 54	24.780693511510524
114	1 2	1 4	1 54	1 56	16.246046406395866
115	1 2	1 4	1 56	1 58	-62.20344788265696
116	1 2	1 4	1 58	1 60	20.712655524830332
117	1 2	1 4	1 60	1 62	19.314686222244283
118	1 2	1 4	1 62	1 64	12.576390942311395
119	1 2	1 4	1 64	1 66	-47.427467603652154
120	1 2	1 4	1 63	1 65	-46.62893576053219
121	1 2	1 4	1 65	1 67	11.405815594030145
122	1 2	1 4	1 67	1 69	15.991368385763886
123	1 2	1 4	1 69	1 71	12.692068732706105
124	1 2	1 4	1 71	1 1	-649.2819660014782
125	1 2	1 4	1 66	1 68	15.176241521390203
126	1 2	1 4	1 68	1 70	15.274597341500293
127	1 2	1 4	1 70	1 72	9.046262742373829
128	1 3	1 5	1 4	1 6	314.9912985274431
129	1 3	1 5	1 6	1 8	-165.37251386498374
130	1 3	1 5	1 8	1 10	-419.33411838593184
131	1 3	1 5	1 10	1 12	230.4669223592827
132	1 3	1 5	1 12	1 14	177.12128051589127
133	1 3	1 5	1 14	1 16	-24.005023392705038
134	1 3	1 5	1 16	1 18	-294.2452004517222
135	1 3	1 5	1 18	1 20	131.13213868189376
136	1 3	1 5	1 20	1 22	120.18543630692224
137	1 3	1 5	1 22	1 24	7.433581172923089
138	1 3	1 5	1 9	1 11	43.68854162495495
139	1 3	1 5	1 11	1 13	302.2152854939464
140	1 3	1 5	1 13	1 15	25.93674374548189
141	1 3	1 5	1 17	1 19	64.80161332919954
142	1 3	1 5	1 19	1 21	161.9318776643204
143	1 3	1 5	1 21	1 23	46.758648035429886
144	1 3	1 5	1 23	1 25	-233.15921177451347
145	1 3	1 5	1 25	1 27	57.21305502840053
146	1 3	1 5	1 24	1 26	-214.3311565836299
147	1 3	1 5	1 26	1 28	79.6158564303712
148	1 3	1 5	1 28	1 30	85.96796202252153
149	1 3	1 5	1 30	1 32	19.063996734513932
150	1 3	1 5	1 32	1 34	-155.63704967632987
151	1 3	1 5	1 34	1 36	51.40392557768628
152	1 3	1 5	1 36	1 38	54.61292079207921
153	1 3	1 5	1 38	1 40	29.99522070698287
154	1 3	1 5	1 40	1 42	-117.27674318049367
155	1 3	1 5	1 42	1 44	35.621743635410795
156	1 3	1 5	1 27	1 29	94.26158216783216
157	1 3	1 5	1 29	1 31	52.78621638141809
158	1 3	1 5	1 33	1 35	42.493578837192224
159	1 3	1 5	1 35	1 37	58.06618180212341
160	1 3	1 5	1 37	1 39	44.35231205467501
161	1 3	1 5	1 39	1 41	-118.91715610415132
162	1 3	1 5	1 41	1 43	28.08415259603208
163	1 3	1 5	1 43	1 45	38.781549969220606
164	1 3	1 5	1 45	1 47	31.188877135394232
165	1 3	1 5	1 44	1 46	36.799706148620984
166	1 3	1 5	1 46	1 48	24.28295998810055
167	1 3	1 5	1 48	1 50	-85.3619759614177
168	1 3	1 5	1 50	1 52	25.305032559513723
169	1 3	1 5	1 52	1 54	26.051802842477144
170	1 3	1 5	1 54	1 56	19.257581614365535
171	1 3	1 5	1 56	1 58	-63.305257854658166
172	1 3	1 5	1 58	1 60	18.874298289338984
173	1 3	1 5	1 60	1 62	19.870352738174773
174	1 3	1 5	1 62	1 64	14.198880264574022
175	1 3	1 5	1 47	1 49	-82.30677590270042
176	1 3	1 5	1 49	1 51	19.444431085495587
177	1 3	1 5	1 51	1 53	27.387217637105405
178	1 3	1 5	1 53	1 55	24.67074022237883
179	1 3	1 5	1 55	1 57	-61.308667415146274
180	1 3	1 5	1 57	1 59	13.308351046795455
181	1 3	1 5	1 59	1 61	19.82191985282872
182	1 3	1 5	1 61	1 63	18.582788218525643
183	1 3	1 5	1 63	1 65	-45.82714869000162
184	1 3	1 5	1 65	1 67	10.346035433796136
185	1 3	1 5	1 64	1 66	-47.93913053631617
186	1 3	1 5	1 66	1 68	14.169946359031844
187	1 3	1 5	1 68	1 70	15.517915254920188
188	1 3	1 5	1 70	1 72	9.781952090304717
189	1 3	1 5	1 72	1 2	-488.51299655927426
190	1 3	1 5	1 67	1 69	15.559580551588224
191	1 3	1 5	1 69	1 71	13.34230047999101
192	1 4	1 6	1 5	1 7	364.75135559360734
193	1 4	1 6	1 7	1 9	-477.60996038950316
194	1 4	1 6	1 9	1 11	-22.049955970888988
195	1 4	1 6	1 11	1 13	166.71492203778826
196	1 4	1 6	1 15	1 17	-292.6301508071368
197	1 4	1 6	1 17	1 19	13.170096492829948
198	1 4	1 6	1 19	1 21	102.84910275700315
199	1 4	1 6	1 21	1 23	96.24574802186149
200	1 4	1 6	1 23	1 25	-195.91174272226593
201	1 4	1 6	1 12	1 14	260.94318280286933
202	1 4	1 6	1 14	1 16	26.965517114688566
203	1 4	1 6	1 18	1 20	48.73894220942722
204	1 4	1 6	1 20	1 22	133.11110350611074
205	1 4	1 6	1 22	1 24	45.52095480908277
206	1 4	1 6	1 26	1 28	40.27200426623621
207	1 4	1 6	1 25	1 27	22.434884575903293
208	1 4	1 6	1 27	1 29	66.21883381369685
209	1 4	1 6	1 29	1 31	72.50137285889885
210	1 4	1 6	1 31	1 33	-143.09770247900917
211	1 4	1 6	1 33	1 35	21.82156794328194
212	1 4	1 6	1 35	1 37	43.84214104578621
213	1 4	1 6	1 37	1 39	50.8207791603314
214	1 4	1 6	1 39	1 41	-100.27565629514783
215	1 4	1 6	1 41	1 43	16.79339072940109
216	1 4	1 6	1 43	1 45	30.73739939669308
217	1 4	1 6	1 28	1 30	85.97726104830421
218	1 4	1 6	1 30	1 32	37.311562286257114
219	1 4	1 6	1 32	1 34	-143.60560500898157
220	1 4	1 6	1 34	1 36	31.24545296187376
221	1 4	1 6	1 36	1 38	52.069084765680415
222	1 4	1 6	1 38	1 40	38.309429221251705
223	1 4	1 6	1 40	1 42	-107.38572932021087
224	1 4	1 6	1 42	1 44	24.472855269058986
225	1 4	1 6	1 44	1 46	33.80314629486834
226	1 4	1 6	1 46	1 48	27.432040748229372
227	1 4	1 6	1 45	1 47	32.28938415752105
228	1 4	1 6	1 47	1 49	-69.0046859957697
229	1 4	1 6	1 49	1 51	12.976944220479366
230	1 4	1 6	1 51	1 53	22.19818097330997
231	1 4	1 6	1 53	1 55	24.03084725639298
232	1 4	1 6	1 55	1 57	-51.88668998158822
233	1 4	1 6	1 57	1 59	9.576880429882173
234	1 4	1 6	1 59	1 61	16.130576846725514
235	1 4	1 6	1 61	1 63	17.418515243139367
236	1 4	1 6	1 63	1 65	-38.701911848572905
237	1 4	1 6	1 48	1 50	-76.65183790302207
238	1 4	1 6	1 50	1 52	18.54575119974242
239	1 4	1 6	1 52	1 54	23.15475724680902
240	1 4	1 6	1 54	1 56	20.110130961447084
241	1 4	1 6	1 56	1 58	-55.841618167125304
242	1 4	1 6	1 58	1 60	14.391168528876117
243	1 4	1 6	1 60	1 62	17.482176112287718
